"","miR101","KLF8","TWIST2","OVOL2","miR205","TGFbeta","miR141","CLDN7","TCF3","FOXC2","miR34a","GRHL2","TWIST1","ZEB1","GSC","NP63","ZEB2","SNAI1","SNAI2","CDH1","miR200b","miR200c","miR200a"
"OVOL2",0.109904397321166,0.10989781714723,0.0928902676816247,0.0677072682740433,0.127943427798284,-0.147382520755991,-0.0862682531790619,-0.0862682531790619,0.0640960440145594,-0.0236122749735995,0.0744352861190516,0.109435753421179,-0.0641589891264218,0.0862488240688201,0.147443146858284,-0.127799735666778,0.0133802251761592,0.0379930621596897,-0.106478097719107,0.149496021992256,0.0186526321199056,-0.0861082720432064,-0.0861082720432064
"GSC",0.19910206816921,0.199038735095705,-0.0609839164030297,-0.0748813144523857,-0.057859234964935,0.0192491282084064,-0.0351025616105049,-0.0351025616105049,0.364159071662675,-0.201202536614184,0.126054394824407,0.0325080976562485,-0.36426608674062,0.0350875993178956,-0.0192460721791663,0.0579032971117195,0.0153088919111554,-0.357801478924159,0.00494740923393392,-0.0120147447981591,-0.0375798095555995,-0.0150192894376955,-0.0150192894376955
"GRHL2",0.0109727638297397,0.0109824473545427,-0.0284497949976657,-0.17782306708553,-0.20109263391773,0.132389235574831,0.00196459368341067,0.00196459368341067,-0.00308441724143508,-0.0286073588605366,0.0150736967218356,-0.105904936573064,0.00314511439155937,-0.00198140712193353,-0.13233768261109,0.201101311912072,0.0428294007489181,-0.108018933556608,0.0114438360971424,-0.0811371830819489,-0.0439848587503236,0.0157749202543927,0.0157749202543927
"ZEB2",-0.139636202850634,-0.139573558046673,-0.128472001429769,-0.0623889382633328,-0.0525040669455754,-0.0499489027377006,-0.0419170958955319,-0.0419170958955319,-0.0362917472497588,0.00519696140057565,0.0221438263600108,0.0352976154714029,0.036423268512363,0.0419197963489626,0.049918728280071,0.0523878599421666,0.0557457864471044,0.0595994447250198,0.128473819802124,0.14745844479082,0.148579059380047,0.160113180596185,0.160113180596185
"TGFbeta",-0.0236458774488796,-0.0236105615795899,-0.139971543559969,0.0801219788635163,0.0685033657253988,-0.130577526361245,0.0566693369515627,0.0566693369515627,-0.0598578918684073,0.000771714784093277,0.0676390144869129,-0.0539207950591803,0.0600099123798315,-0.0566523541008111,0.0305675351795491,-0.0686287404869142,0.077203814110152,-0.0650662229545988,0.120577201889242,0.00789697081248455,-0.0634965081025958,0.0658132369469337,0.0658132369469337
"miR141",-0.0127372716595124,-0.0127030509902282,-0.0101664053835074,-0.14666906433368,-0.104706003990941,-0.0799760275181971,-0.0090140920402421,-0.0090140920402421,0.0138989862824796,-0.0159445112612614,0.0177115013647402,-0.00676974324620435,-0.0138620133318902,0.00900628025515993,0.0800851085108341,0.104873055705886,0.177881642066522,0.0603328064217536,-0.0606451952453807,0.0145504709783924,0.0786337979092542,0.0856218991072869,0.0856218991072869
"miR200b",-0.0222530321907028,-0.0222440267514174,-0.0240562693477419,0.124412538994123,0.0854273093852824,0.0444043419523977,-0.00992499605697603,-0.00992499605697603,-0.0277574867776693,0.0179944621066293,-0.00866029644534919,0.0209465042397334,0.027880236973626,0.00993950365784291,-0.0444804713951757,-0.0856370126019165,0.201586622055403,-0.0398894010282206,0.102746969322928,0.0988026620654211,0.0640245945988888,0.095060157264149,0.095060157264149
"NP63",0.262364757578247,0.262257843822011,0.203214277247765,0.163169836735613,0.124588768232799,-0.0334489018159244,0.0395571694601547,0.0395571694601547,0.250655449920474,-0.060368599742134,0.0160848565502277,-0.0831319337729964,-0.250855158211734,-0.0395846514018048,0.0335019631102776,-0.224389929023856,0.260545912768023,-0.187321783207202,-0.210842369887686,0.214308172855699,0.213572072991749,0.121798448254666,0.121798448254666
"TCF3",0.321695832609125,0.321055093524041,0.227829814001104,0.176539553964306,0.156630434782609,0.122796966376267,0.134606461988558,0.134606461988558,0.307472739697537,-0.082032522517536,0.019523898749335,-0.121046320404041,-0.30945725083016,-0.134602804745388,-0.122398198930192,-0.154549509927117,0.26566271941948,-0.275861949828579,-0.230739231746765,0.201899211525326,0.340729488661866,0.195820052774781,0.195820052774781
"KLF8",0.321695832609125,0.321055093524041,0.227829814001104,0.176539553964306,0.156630434782609,0.122796966376267,0.134606461988558,0.134606461988558,0.307472739697537,-0.082032522517536,0.019523898749335,-0.121046320404041,-0.30945725083016,-0.134602804745388,-0.122398198930192,-0.154549509927117,0.26566271941948,-0.275861949828579,-0.230739231746765,0.201899211525326,0.340729488661866,0.195820052774781,0.195820052774781
"CLDN7",0.321695832609125,0.321055093524041,0.227829814001104,0.176539553964306,0.156630434782609,0.122796966376267,0.134606461988558,0.134606461988558,0.307472739697537,-0.082032522517536,0.019523898749335,-0.121046320404041,-0.30945725083016,-0.134602804745388,-0.122398198930192,-0.154549509927117,0.26566271941948,-0.275861949828579,-0.230739231746765,0.201899211525326,0.340729488661866,0.195820052774781,0.195820052774781
"miR101",0.23562054417197,0.335514209270197,0.019184080245371,0.155921306310729,0.13047685942868,-0.0722296783164008,0.099989106533712,0.099989106533712,0.279178622519834,-0.153846519414739,0.0589246984197288,-0.0865752502835042,-0.279323750898433,-0.0999650466807078,0.0721978175646547,-0.130424371500903,0.268969807558462,-0.301496733818682,-0.102739022480011,0.100906013746278,0.181006151929334,0.178547361220907,0.178547361220907
"TWIST2",0.172675902938042,0.172562931172293,0.0878703193047649,0.185808302808946,0.162828195579632,-0.0746641101764088,0.143511774666744,0.143511774666744,0.371806774743806,-0.0804173817289063,0.044170007131659,-0.129133075305805,-0.371939285465776,-0.143506716623001,0.0745994361254391,-0.162888103492612,0.289394899988317,-0.318338291004262,-0.0994623353483044,0.211811931240559,0.170796170025045,0.210516983531142,0.210516983531142
