"","CDH1","KLF8","TWIST2","TGFbeta","FOXC2","GRHL2","ZEB1","TWIST1","NP63","miR205","miR34a","TCF3","miR141","CLDN7","OVOL2","ZEB2","SNAI1","GSC","miR200b","miR200c","miR101","miR200a","SNAI2"
"ZEB1",0.128855076283158,0.058566952408775,-0.0233253140954721,0.0369229487771712,-0.0376636298220578,0.011513657098,-0.0835383075134808,0.0468892430945577,0,0,-0.0068294775434039,-0.046542502873293,-0.0159918871798733,-0.0159918871798733,-0.0857705707195705,0.0083243720916489,0.0144579042894174,-0.0362055643830832,0.0124802490128164,0.0143872507338004,-0.0588689473387871,-0.00763063214605339,-0.0805530084939067
"GRHL2",-0.16048971032198,-0.0989760957487762,-0.0396984940558282,-0.239721069370787,-0.0900549332403778,0.0191162551641107,-0.146965933864442,-0.073302307351593,0.306281053357567,-0.306185595419806,0.119442282450708,0.0746549866972199,0.147850932128509,0.147850932128509,0.285275969352292,0.01743664130375,0.0800165992790744,0.241777090258052,0.0900739490228235,-0.129254930368882,0.0993766415474469,0.13854315566588,0.103068294585892
"TGFbeta",-0.0289791505013024,0.287581173276346,0.313055978700999,-0.155144489753412,0.120693206214327,-0.0479175489624349,-0.0501386479986949,0.0829515670690139,0,0,0.197286977267519,-0.0835573801518537,0.0503762363652706,0.0503762363652706,0.0353369865854668,0.0405078585648658,-0.237605881271308,0.0550589131101888,0.201444608759146,-0.0115998081639185,-0.286242632583462,0.0460330481899541,-0.319057668555821
"ZEB2",-0.191381168500834,-0.186270736404136,-0.160733870675805,-0.0634133683973608,-0.0510137247579238,-0.0235541958101591,-0.0224743943027297,-0.017483671550849,0,0,0.00677882676342066,0.0179464315489006,0.0224481262557222,0.0224481262557222,0.0267379656875794,0.0618836091964218,0.0623953309201032,0.0636800120739645,0.155614198347642,0.173848528384438,0.185945580040717,0.189946787561292,0.198975146405515
"miR34a",-0.0399779749316808,0.181584043351009,0.328307497159979,-0.135961779561082,0.116832437858799,-0.120940876034194,-0.125919541852887,-0.0844040945470152,0,0,0.126136490786866,0.0849544319140563,0.126686515578742,0.126686515578742,0.122478878102083,0.0624395780639037,-0.111630667919501,0.137309763317697,0.175245304561441,-0.0891876651654256,-0.180906031673074,0.141260720455974,-0.224544923806186
"SNAI1",-0.110326150356982,-0.351077002983104,-0.255047075131763,-0.00596493229249676,-0.149706016183353,-0.0502463189471416,-0.0477261236869999,-0.16338429278535,0,0,-0.16264042742893,0.164427114381618,0.0479864014143762,0.0479864014143762,0.063461939668739,0.104355340497467,0.182812752945232,0.00689054922408541,-0.0480402851286686,0.0316967773100441,0.34978386860632,0.0699478695935032,0.292593324521145
"miR200b",-0.120826579701591,-0.228902044498062,-0.132219935945485,-0.121064520955315,-0.124617811956796,-0.00314502817660017,-0.00423018193201631,-0.131754028044225,0,0,-0.0174201997363947,0.133642606360328,0.0050937189743852,0.0050937189743852,0.077918630953461,0.175413985767666,0.196292495406319,0.123384764569532,0.0252997028605943,0.0875960104044861,0.227848408101678,0.0920496237977125,0.243145821690529
"CDH1",-0.158556048207446,0.185660338081326,0.226795673222745,-0.295033978129861,0.0157991194617399,-0.132194892123226,-0.132918878124008,-0.180153795873946,0,0,0.0771047622920492,0.181009041557877,0.134175074880036,0.134175074880036,0.123645147853768,0.187071822372079,0.0230417863805894,0.297352041840809,0.305743875938718,0.0249692157973137,-0.183657814707769,0.161924616111278,-0.188077240760026
"KLF8",-0.0591217158753228,0.191784611662014,0.229546936557949,-0.297352041840809,0.0156258713585079,-0.132016338086281,-0.134175074880036,-0.181009041557877,0,0,0.0773166828218505,0.178153281635321,0.133973926505681,0.133973926505681,0.123516999481252,0.187978059151487,0.0218465672570835,0.295992607365551,0.306748209809471,0.0256167329405955,-0.185660338081326,0.162338602481573,-0.189312300103632
"TWIST2",0.00270923779183635,-0.0600177901529613,0.0535027615841507,-0.113236351180233,0.0100386213492104,-0.153281718256112,-0.154604752636916,-0.251464037626665,0,0,0.0264488451066935,0.252193559020735,0.154915660900146,0.154915660900146,0.135994802604019,0.221676869834092,0.133296636236134,0.114135511509116,0.133348064897565,0.0303537531278487,0.0601220717828832,0.18844144273071,-0.0264506533638622
"NP63",-0.219968713809327,0.149202150700553,0.198924638969412,-0.243815120778375,-0.00932824648535851,0.0238796914590846,-0.176491303331292,-0.19114975380157,0.257988251503474,-0.357896892948014,0.146420847918928,0.191291120344821,0.176827533012468,0.176827533012468,0.269871337670333,0.236622190780299,0.0418296795860269,0.244522034151533,0.251130630379257,-0.0238179760305814,-0.146789737739316,0.201016333741631,-0.141406245924706
