"","TWIST2","ZEB2","miR101","miR200c","miR200b","GRHL2","ZEB1","miR200a","TGFbeta","GSC","FOXC2","miR34a","miR141","CLDN7","TWIST1","CDH1","TCF3","miR205","NP63","OVOL2","SNAI1","KLF8","SNAI2"
"NP63",-0.271387484675895,0.0215265735985058,-0.283614549338612,-0.0183702080960552,-0.160871095634157,-0.121221735846562,-0.00427263123374416,-0.0129745351379584,0.123159567574221,0.122940475778181,0.022638734300544,0.01820269240955,0.00458103969003939,0.00458103969003939,0.142796773238382,-0.131023749816681,0.14267784582898,0.0855470535573597,-0.0151623187556239,-0.149443345396163,-0.0606647333752268,0.283439101123249,0.292565964193212
"miR200c",-0.0806988157041031,0.0354470582279603,-0.171135507678504,-0.00363732375938382,-0.0720515359808751,0.0295463418955504,0.0214718863485878,-0.0271190571973934,0.119905394903026,0.119851990667048,-0.0250986332357757,-0.00757150768748403,-0.021408722486352,-0.021408722486352,-0.00736699584729367,-0.0369916237312001,-0.00691888368615076,-0.0746567854153197,-0.0738215268405907,-0.0840836896711994,-0.153832063333063,0.170694241153523,0.178658718235751
"miR34a",-0.058120950666147,0.0985003878313196,-0.0648986352166746,-0.11403777521345,0.0499881527507563,-0.064838251928459,-0.0580085988263424,0.0355117148564023,-0.0327253923097033,-0.0324405900119763,-0.200359313314385,0.122343008198164,0.0577118516230718,0.0577118516230718,-0.100693321998245,-0.0487722343087205,-0.100703557171023,0.0701137736210032,0.0707136184560932,0.0729612089497358,-0.227746424477484,0.0649745033789365,-0.0764105191308636
"TWIST1",0.0492827488073001,0.103611827905804,-0.0432454785908448,-0.0798289635067415,0.00972460774311071,-0.0706802737070982,-0.0641667916812267,-0.0228454914490708,-0.0262102185542631,-0.0260607492174118,-0.127890847979318,0.0985694856953012,0.0640153788028642,0.0640153788028642,-0.184274968337665,0.0719199573311208,-0.0843672833196516,0.0755630292608434,0.075692654525986,0.0775333466302003,-0.2027884144072,0.043375937187668,-0.078006682366718
"KLF8",-0.255851205246107,0.139939703548402,-0.248693238256909,-0.0954246882453826,-0.240932366156285,-0.057184557686406,-0.0541844249943451,-0.0407873779900896,0.183492135644072,0.184144664192196,0.0100212593735349,0.0554445098534848,0.0535663508985985,0.0535663508985985,0.122267176807104,-0.092209217861888,0.122605995780967,0.0496376811594203,0.0516608025467035,0.0460342952253552,-0.0651702853886496,0.24855913007631,0.241057579654358
"CLDN7",-0.255851205246107,0.139939703548402,-0.248693238256909,-0.0954246882453826,-0.240932366156285,-0.057184557686406,-0.0541844249943451,-0.0407873779900896,0.183492135644072,0.184144664192196,0.0100212593735349,0.0554445098534848,0.0535663508985985,0.0535663508985985,0.122267176807104,-0.092209217861888,0.122605995780967,0.0496376811594203,0.0516608025467035,0.0460342952253552,-0.0651702853886496,0.24855913007631,0.241057579654358
"SNAI2",-0.25573656425095,0.139958102240162,-0.248709731436655,-0.0957735014752886,-0.240903280813886,-0.0575939363643276,-0.0540343163172054,-0.0407487093973253,0.183602897825668,0.183711052517039,0.00994623397235699,0.0557050746385178,0.0539004571452812,0.0539004571452812,0.122363402351066,-0.192241566468608,0.122506220631805,0.0506335811804991,0.0511788729522904,0.0461973290511681,-0.0650591801010768,0.248580009956304,0.141208010479703
"CDH1",-0.255395000866545,0.140157912895778,-0.248580009956304,-0.095847166643786,-0.240640976211457,-0.0579604561378555,-0.0539004571452812,-0.0404922800133153,0.183711052517039,0.183492135644072,0.00988385570545439,0.055953119125008,0.0541844249943451,0.0541844249943451,0.122506220631805,-0.192357978035852,0.122267176807104,0.0516608025467035,0.0506335811804991,0.0464140804020835,-0.0650142086646179,0.248693238256909,0.241333084834484
"GSC",-0.0644608378891581,0.158043139812837,-0.161802969221428,-0.123907887554229,-0.0187358323609913,-0.108766190786463,-0.0996276686909315,-0.0243410517416135,-0.0295217951154292,-0.029480844323612,-0.0539162867599526,0.140354469033309,0.0995873670318063,0.0995873670318063,-0.0988122665903946,-0.020491365532337,-0.0989208789083093,0.102746119160648,0.10265033188503,0.0981815421427467,-0.232281630396182,0.161890661169358,0.00165267917162323
"TGFbeta",-0.243608458155879,0.182147677934753,-0.240034373758998,-0.0828203337840003,-0.203996869812659,0.00515900734665976,0.00440109756028124,-0.0877914117992571,0.0964059986273158,0.196491575270539,-0.0842713610954183,0.162867641823321,-0.00446130948567334,-0.00446130948567334,-0.018769699669426,-0.126338755926575,-0.0187197824865703,-0.00463299284345323,-0.00433590916942761,-0.00370460335499272,-0.245759805416678,0.24000321269786,0.236175907558071
