"","ZEB2","SNAI1","TCF3","TWIST2","FOXC2","OVOL2","miR101","miR205","miR34a","miR200c","miR200a","GSC","miR200b","miR141","GRHL2","CLDN7","TGFbeta","ZEB1","NP63","CDH1","SNAI2","KLF8","TWIST1"
"miR200b",-0.0108704806670641,0.104886294586267,0.104632083480567,-0.00229481567238761,0.0344635422703181,0.0856833793153301,-0.0866350175701811,0.0606375689505415,-0.0162511138074203,0.000687914921273867,0.000687914921273867,0.0900087400104925,0.0144429478569375,0.00927318626135575,-0.00371305535261148,-0.00927318626135575,-0.0908257111949303,-0.00853865526977239,-0.0587502400008348,-0.0474259037920342,0.0794608526776664,0.0867646958958898,-0.105062448625427
"miR200a",-0.0108704806670641,0.104886294586267,0.104632083480567,-0.00229481567238761,0.0344635422703181,0.0856833793153301,-0.0866350175701811,0.0606375689505415,-0.0162511138074203,0.000687914921273867,0.000687914921273867,0.0900087400104925,0.0144429478569375,0.00927318626135575,-0.00371305535261148,-0.00927318626135575,-0.0908257111949303,-0.00853865526977239,-0.0587502400008348,-0.0474259037920342,0.0794608526776664,0.0867646958958898,-0.105062448625427
"miR141",0.0108704806670641,-0.104886294586267,-0.104632083480567,0.00229481567238761,-0.0344635422703181,-0.0856833793153301,0.0866350175701811,-0.0606375689505415,0.0162511138074203,-0.000687914921273867,-0.000687914921273867,-0.0900087400104925,-0.0144429478569375,-0.00927318626135575,0.00371305535261148,0.00927318626135575,0.0908257111949303,0.00853865526977239,0.0587502400008348,0.0474259037920342,-0.0794608526776664,-0.0867646958958898,0.105062448625427
"OVOL2",0.0181730510646069,-0.10015010586416,-0.07522977202893,-0.042122217046639,-0.0428351983086867,0.26471879936322,-0.0540692832397297,0.280542100075145,-0.149067051558445,-0.119096680553955,-0.119096680553955,-0.289466907448307,0.0250611384555316,0.120968079638332,-0.0291936275473205,-0.120968079638332,0.289299496734021,-0.121188321510375,-0.280897549032027,0.106905132238968,0.0625771614764831,0.0539420665436351,0.0751128739640426
"ZEB1",0.0188592331983979,-0.0633639031131508,0.0346658501519997,-0.107989957030268,0.108620387693838,-0.0918567387218374,-0.0101415583942418,-0.0634597743749758,0.0210838422664193,0.00272998803165726,0.00272998803165726,0.0217653997775632,-0.022932810541333,-0.0144062038854997,0.00316408296130931,0.0144062038854997,-0.0222829136072799,-0.0856853213502891,0.0635459911815053,0.0143452201525358,0.0324069311698306,0.00983001131315876,-0.0349621117275343
"TGFbeta",0.0266194764800851,-0.0382383568499943,-0.0972586117820295,0.13159632393408,-0.0918060966570246,0.017006653948821,0.0721608304637146,0.0185949101749274,-0.0874979437616951,-0.0286967496877605,-0.0286967496877605,-0.0199267132980171,0.0968684825272045,0.019226746392964,0.0187417263417576,-0.019226746392964,-0.0804612051913162,-0.0185928915088506,-0.0172348665663147,0.0120903431493534,-0.100730472006782,-0.0718817658495231,0.0970385223848929
"miR200c",0.0274579113696944,0.0451574282911858,0.113231344492888,-0.121230648360221,0.0748244281912455,-0.0932860764170971,-0.0961038734166299,-0.0697544457519947,0.110465215372006,0.00295487242473418,0.00295487242473418,0.0946620330882771,-0.0895916086305861,-0.0256959113670669,-0.0105456327205051,0.0256959113670669,-0.0941586697576708,0.0255903406715279,0.0694523309483693,0.0429753103904206,0.121889815867724,0.0963902463859033,-0.112857178232924
"CDH1",0.0549956610066966,-0.0287117944383393,0.0389412030385346,0.0111864663629359,0.0226876335468442,-0.0285170880947008,0.0122717907484126,-0.0261001507916562,0.00229265955297758,-0.0154325762745618,-0.0154325762745618,-0.0112216290847412,-0.0272101981493002,-0.0232976937324277,-0.0209040344735458,0.0232976937324277,0.0112113993243222,0.0224858986384937,0.0245849992765047,0.00697405493800387,-0.00310448925460929,-0.0120679798073237,-0.0386277900239263
"SNAI2",0.0551050811276296,-0.0288333508953026,0.0386277900239263,0.0110100545050563,0.0224979526944261,-0.028045275851778,0.0122586104910508,-0.0245849992765047,0.00178618732242311,-0.0156806134241861,-0.0156806134241861,-0.0112113993243222,-0.0266917190643013,-0.0224858986384937,-0.0203506894458072,0.0224858986384937,0.0111170332788628,0.022910100239662,0.025510096262479,0.00653941069134275,-0.102870398916094,-0.0122717907484126,-0.038670862203832
"TCF3",0.0555300512451683,-0.0289869823465005,0.0378279406958434,0.0106951693387922,0.0221081485118959,-0.0276340293095474,0.0120679798073237,-0.0231521739130435,0.00136550723509678,-0.0156002938297069,-0.0156002938297069,-0.011620396530817,-0.026140782260413,-0.0218165102485379,-0.0199203640518336,0.0218165102485379,0.0112216290847412,0.0232976937324277,0.0261001507916562,0.106059701002492,-0.00298402121006754,-0.0112484298147742,-0.0389412030385346
"KLF8",0.0555300512451683,-0.0289869823465005,0.0378279406958434,0.0106951693387922,0.0221081485118959,-0.0276340293095474,0.0120679798073237,-0.0231521739130435,0.00136550723509678,-0.0156002938297069,-0.0156002938297069,-0.011620396530817,-0.026140782260413,-0.0218165102485379,-0.0199203640518336,0.0218165102485379,0.0112216290847412,0.0232976937324277,0.0261001507916562,0.106059701002492,-0.00298402121006754,-0.0112484298147742,-0.0389412030385346
"miR34a",0.0905552123528862,-0.0827585805513783,0.0224116194527467,-0.139374243770139,0.0929654572679122,-0.0495082121737105,0.044334304247631,-0.033082235331899,-0.0475004140552173,0.010156426351683,0.010156426351683,-0.00752614464054339,-0.0563763692161642,-0.0103239577810533,-0.0061090967431074,0.0103239577810533,0.00786766603993638,0.0103339524743471,0.0328608414968658,0.00777401271855928,0.0148113413663352,-0.043976091278977,-0.0220691348251889
"NP63",0.132959320288842,-0.0127897444011948,0.052012506601066,0.0172647399918477,0.0313779725561182,-0.154687157858726,0.0272444593183213,-0.149151898120235,0.0228326951778132,-0.0257134929975948,-0.0257134929975948,0.00205694199529494,-0.110134564648395,-0.0344301012207955,0.0586610007350351,0.0344301012207955,-0.0020586536499515,0.0343931193486985,0.0491250279568642,-0.0602366698084736,-0.0333845038736763,-0.0267373043207885,-0.0518935791916641
