"","miR200a","miR200c","CDH1","ZEB1","miR101","KLF8","GRHL2","NP63","OVOL2","TGFbeta","FOXC2","SNAI1","TCF3","TWIST1","GSC","TWIST2","miR205","SNAI2","miR34a","miR141","CLDN7","miR200b","ZEB2"
"SNAI2",0.0542035985506879,-0.0240249991628286,0.101141138156882,0.0746355426856416,-0.0059036761163384,-0.00591408158267671,0.0657491891688049,0.0626904883654814,0.0616201075051529,-0.002408286423071,0.0390957173511367,0.0124784542696661,0.0785430130784403,-0.0786858313591802,0.00220964374290295,0.0393044260473552,-0.0617925203233772,-0.080151862002615,-0.0559210550951258,-0.074232936802351,-0.074232936802351,0.00876310598930482,-0.0312326143702788
"TCF3",0.0530947424306157,-0.0228299909100144,0.001721460033119,0.0735623234638838,-0.00587849554534373,-0.00568478372892293,0.0644841584631493,0.0603030493423808,0.0601804617467958,-0.00192525640325444,0.0395064388869887,0.0129404610735337,0.0778919689811926,-0.0781339825339516,0.00121835047612013,0.0389915504803728,-0.0573550724637681,0.020073396348037,-0.0546817998107812,-0.0722493731658185,-0.0722493731658185,0.00783533756294889,-0.0312284066944856
"KLF8",0.0530947424306157,-0.0228299909100144,0.001721460033119,0.0735623234638838,-0.00587849554534373,-0.00568478372892293,0.0644841584631493,0.0603030493423808,0.0601804617467958,-0.00192525640325444,0.0395064388869887,0.0129404610735337,0.0778919689811926,-0.0781339825339516,0.00121835047612013,0.0389915504803728,-0.0573550724637681,0.020073396348037,-0.0546817998107812,-0.0722493731658185,-0.0722493731658185,0.00783533756294889,-0.0312284066944856
"miR34a",-0.0984367514349437,0.104889334183884,0.0278793341141775,-0.103880789841672,0.0432484473586019,0.0432321212983684,-0.0905775587227693,-0.100255285719334,-0.107017188466401,0.0248751162286996,0.0464814308697363,0.0848873526746921,-0.0714822904369744,0.0715901534116306,-0.0247574542624776,-0.0529458068702377,0.0997651916742609,0.0160426488969275,0.0110740943280777,0.103661382526985,0.103661382526985,-0.0723633463396908,-0.00790735679451946
"FOXC2",0.315382397130494,-0.31790840661786,-0.196531070412391,0.383846471984975,-0.00485399796893265,-0.00479066674664006,0.308061562783393,0.262735565603456,0.253825446096056,-0.0622161971295755,-0.120359983170677,-0.147207104856283,0.12059360711927,-0.121263954122425,0.0614639256605293,0.124434227896432,-0.259496205343223,-0.047694272146148,-0.31977595783866,-0.382401546229248,-0.382401546229248,0.295824834058616,0.00321294773986322
"ZEB1",0.31618494074377,-0.318786605913718,-0.196971124589642,0.284682378234777,-0.00488485876470031,-0.00485399796893265,0.308984323587022,0.264661074282615,0.254906314957578,-0.0626550433687387,-0.120801178519546,-0.147567343567544,0.121263954122425,-0.121587858765859,0.0622161971295755,0.124704584130528,-0.262735565603456,-0.0478460819417739,-0.32063084684985,-0.383846471984975,-0.383846471984975,0.296520932589645,0.00327352488864827
"CLDN7",-0.0530947424306157,0.0228299909100144,-0.001721460033119,-0.0735623234638838,0.00587849554534373,0.00568478372892293,-0.0644841584631493,-0.0603030493423808,-0.0601804617467958,0.00192525640325444,-0.0395064388869887,-0.0129404610735337,-0.0778919689811926,0.0781339825339516,-0.00121835047612013,-0.0389915504803728,0.0573550724637681,-0.020073396348037,0.0546817998107812,0.0722493731658185,0.0722493731658185,-0.00783533756294889,0.0312284066944856
"CDH1",-0.0538017037706577,0.0236473486154684,-0.101333925567187,-0.074232936802351,0.00591408158267671,0.00587849554534373,-0.0653184927812352,-0.0617925203233772,-0.061124099762593,0.00220964374290295,-0.0392853982035548,-0.012636522189893,-0.0781339825339516,0.0785430130784403,-0.00192525640325444,-0.0391880692900303,0.0603030493423808,-0.0199026459892518,0.0555241839167414,0.0735623234638838,0.0735623234638838,-0.00844917932489662,0.0312573528324028
"OVOL2",0.216264667321527,-0.243189239463685,-0.0117282939692867,0.248551991169953,0.127052689312494,0.127063656269054,0.0536609320785233,0.342639750644697,0.31664901540803,-0.293337797231768,-0.166143253466314,-0.155683821265061,-0.0388538342166262,0.0388124702859737,0.293235146217658,-0.134615897337198,-0.342357768341518,-0.175753655705633,-0.152946282239512,-0.248466801994277,-0.248466801994277,0.205061156820021,0.0347690402880064
"GSC",-0.251037303280766,0.109040206751909,0.023716472921879,-0.324004483716076,-0.103202114122629,-0.103262524131203,-0.283750602683156,-0.262877804005178,-0.251083412207126,0.0265998318048382,-0.116442739995501,-0.0142768907022073,-0.0701398724939056,0.0705503631660242,-0.0260595258351907,-0.0610546658386124,0.260517605533943,0.0477167169512788,0.238991535583712,0.322957364560721,0.322957364560721,-0.0926663125930699,0.149992996217267
"ZEB2",-0.323052136238609,-0.204490318767571,-0.19525584280332,-0.12018919054472,-0.109760507733757,-0.109759513371789,-0.104035033788509,-0.0913191332851585,-0.0866097199670542,-0.0646928016394848,-0.0306762083097884,-0.0224064223868388,-0.00426180971385632,0.00464987862450305,0.0650801431466066,0.0713958328815002,0.0893668556278917,0.100877755068279,0.102204460325795,0.119282574679311,0.119282574679311,0.193431805130093,0.220234781714918
"miR101",-0.267656064087332,0.0461472022080247,0.0116356009354334,-0.298160190466133,-0.102487911409438,-0.0025556999093179,-0.262263467870731,-0.232071900686544,-0.219774922734216,0.0177712617393191,0.0268940947968754,0.06173379764707,-0.0483828154876921,0.0487461820295993,-0.0173252112148743,-0.0299713534438633,0.230116725376866,0.134868828760047,0.1916337284315,0.297294035757982,0.297294035757982,-0.0609486656536589,0.225918353438703
"miR205",-0.316854784225543,0.0763297145116321,0.0474112765382622,-0.366637303759748,-0.0186424423290218,-0.0187087793964228,-0.306754243782121,-0.257420227530097,-0.246035238202953,0.0201474629407936,0.105815374175656,0.128207339932343,-0.115495038482631,0.116170463712235,-0.0194174200904524,-0.105214184393724,0.254130167080191,0.0617571998578602,0.315037657036129,0.365150365709289,0.365150365709289,-0.0677475380041654,0.248837790755674
