"","miR200c","NP63","ZEB1","CLDN7","TGFbeta","TWIST2","SNAI2","TWIST1","TCF3","FOXC2","SNAI1","miR101","KLF8","GSC","miR34a","ZEB2","miR141","miR205","CDH1","GRHL2","OVOL2","miR200b","miR200a"
"miR34a",-0.167892684762806,-0.224348075748954,-0.192357055984036,-0.190835244945611,-0.0936577907783189,-0.0714349424811064,0.00382136243361236,0.00449526186258474,0.00584079342234634,0.0946583334069317,-0.108356798250782,0.0614571969513761,0.0618000442162808,0.0918789832069222,0.0578888096456546,0.0352326633884797,0.190835244945611,0.220398939563361,0.0886558953248942,0.206518453766504,0.239752524051926,0.0820784078558613,0.167892684762806
"OVOL2",-0.3053329367642,-0.585448596748529,-0.354026640557521,-0.350642306942035,-0.371347900094184,0.0458850881677675,0.110793433752316,-0.0912887398660006,-0.0886954012572674,-0.117574137046346,0.119873091367625,-0.128709473945145,-0.128206090639046,0.367497453665612,0.313570749592203,0.0374382140381332,0.350642306942035,0.576300917970668,-0.104113020449445,0.380115464357926,0.500104363571017,0.101977707989114,0.3053329367642
"SNAI1",0.0318792104275168,0.147109536185684,0.127044164605384,0.126206195404787,0.0606892577952006,0.0528172467715526,0.18259978993549,-0.241538151702574,-0.242271345720529,-0.135992204436244,0.207084860933994,-0.29045091419787,-0.290582879418951,-0.0597109491976771,0.116849859763619,0.0596495808405395,-0.126206195404787,-0.145100224742411,-0.1557277428108,-0.135056725836739,-0.158643257964317,-0.082550760549757,-0.0318792104275168
"NP63",-0.0206745088842212,0.252236843801081,-0.00576963032382906,-0.00567361316966894,0.103345761329078,0.0297332593097242,0.0405279858039735,0.109933545888971,0.11053715858952,0.0035834092145018,-0.0388407523691737,-0.0178652994799809,-0.017547299589636,-0.103658994131227,-0.00425298406942223,0.0601418244993275,0.00567361316966894,-0.352387316715957,-0.0678677008530718,-0.15048548455165,-0.153440210897894,-0.0724632651877735,0.0206745088842212
"miR101",0.0213069987315931,0.189366657437181,0.14119373408637,0.140446230708103,0.046383750724745,0.0196223666958317,-0.14447588726245,0.247915960665324,0.247175042100894,0.11935417611013,-0.257653562235944,0.24871204773933,0.348357155004662,-0.0454874574716784,-0.178656732979433,0.105275120126571,-0.140446230708103,-0.187172662056119,0.0153827871563917,-0.156161336616524,-0.20781634673128,0.0160259211393424,-0.0213069987315931
"CDH1",-0.0307382856973429,0.059382773298905,0.0480456000755625,0.047906022658226,-0.000361810046633912,-0.0808772528939024,-0.0752887660768356,-0.121075390015227,-0.12240872334856,0.00651833459977025,0.0430774612976108,0.029639949729625,0.0286985372874523,0.000998101144696395,-0.0129933623072168,0.112140594700884,-0.047906022658226,-0.0587664404791824,0.123773196497571,-0.0528272561648001,-0.063596322527819,0.0443886398635356,0.0307382856973429
"TCF3",-0.0301289826805499,0.0587664404791824,0.047906022658226,0.0480486551418598,-0.000998101144696395,-0.0800280108950254,-0.0758450141781545,-0.12240872334856,-0.119504560715453,0.0050188423959349,0.0426051238433043,0.0286985372874523,0.0311869890830118,0.000128063080531088,-0.0129085940952962,0.11273287721519,-0.0480486551418598,-0.0581884057971015,0.223218899034074,-0.0528889384684718,-0.0634635142144845,0.0436387175182164,0.0301289826805499
"GSC",-0.202862586856187,-0.281115970200594,-0.254586332345961,-0.251934386644603,-0.126541192239062,-0.0550334226629055,-0.0366963030109543,-0.0148031107004654,-0.0131787176516537,-0.0245414525790719,-0.129577206807942,0.134537020235871,0.134532148460986,0.123669747165075,0.102705315470587,0.137453630322961,0.251934386644603,0.274202044646465,0.137551588788869,0.269660832469683,0.297083598191855,0.18377186647474,0.202862586856187
"TWIST1",-0.29191819193712,-0.372767016548107,-0.350863407088619,-0.346930991281953,-0.174986287987148,-0.169107181356502,-0.133497768418626,0.0847562023494526,0.187127798745084,0.0133194973377688,-0.242005651334942,0.158897992155095,0.158832264923108,0.170732522268583,0.146018677887839,0.213378149885767,0.346930991281953,0.36258161313857,0.0906047138493234,0.3687837656756,0.388299187606487,0.236138013349528,0.29191819193712
"ZEB2",-0.480674905858018,-0.38608787725978,-0.371174939482357,-0.364832065365221,-0.236261058232487,-0.21247275588835,-0.132065275210975,-0.107492477844081,-0.103002894003336,-0.0406487141633224,0.0444657580008893,0.10436017958945,0.104838467695887,0.229274747583367,0.302347792643089,0.303850334969842,0.364832065365221,0.369663954111345,0.374983784814851,0.386751502504233,0.405638171447577,0.435257868605861,0.480674905858018
"miR200b",-0.390083037075372,-0.443315250642144,-0.423759203274238,-0.418173330552769,-0.322449416314962,-0.159250491714216,-0.0843283816740632,-0.192092753933113,-0.188047913138639,-0.0779083786027804,0.112051354302971,-0.0153955525448917,-0.0147903870249176,0.316180668019353,0.369059718647739,0.354391049555806,0.418173330552769,0.428668014104024,0.22071094646472,0.441940284417266,0.461434188549958,0.336507082212955,0.390083037075372
"miR141",-0.390083037075372,-0.443315250642144,-0.423759203274238,-0.418173330552769,-0.322449416314962,-0.159250491714216,-0.0843283816740632,-0.192092753933113,-0.188047913138639,-0.0779083786027804,0.112051354302971,-0.0153955525448917,-0.0147903870249176,0.316180668019353,0.369059718647739,0.354391049555806,0.418173330552769,0.428668014104024,0.22071094646472,0.441940284417266,0.461434188549958,0.336507082212955,0.390083037075372
