"","CDH1","ZEB1","TWIST2","OVOL2","SNAI2","miR200c","miR101","KLF8","miR200b","TCF3","FOXC2","TGFbeta","SNAI1","GSC","TWIST1","NP63","miR205","ZEB2","miR34a","GRHL2","miR141","CLDN7","miR200a"
"TWIST2",0.167245506774421,0.150909230706905,-0.0694722657285509,0.131654584501248,-0.0523374933156748,-0.0632861434424563,-0.107149214125332,-0.107045801508993,-0.0266561793777252,-0.0916207451219843,0.116022341524224,0.0409305330844426,-0.217818205834945,-0.0412135161682215,0.0920111530555295,-0.133728222857374,-0.134079112061968,-0.0197539716941219,0.0115561646164645,-0.138539731962637,-0.150746619981485,-0.150746619981485,-0.0899670248245952
"TCF3",-0.097064615531664,-0.023722727296474,0.00190551697447753,-0.0273432476872151,-0.00420343244744051,0.000228215173627013,-0.006852992451276,-0.0066592806348552,0.0025756378657992,-0.0813683631933922,-0.0122947283963408,-0.00605392002180357,-0.00923535946557187,0.00598141684978979,0.082336417404428,0.0250008377314233,0.0252898550724638,0.0238452477372605,0.0168322390697782,0.0213721352716743,0.0236020382718607,0.0236020382718607,0.0235306660493363
"KLF8",-0.097064615531664,-0.023722727296474,0.00190551697447753,-0.0273432476872151,-0.00420343244744051,0.000228215173627013,-0.006852992451276,-0.0066592806348552,0.0025756378657992,-0.0813683631933922,-0.0122947283963408,-0.00605392002180357,-0.00923535946557187,0.00598141684978979,0.082336417404428,0.0250008377314233,0.0252898550724638,0.0238452477372605,0.0168322390697782,0.0213721352716743,0.0236020382718607,0.0236020382718607,0.0235306660493363
"FOXC2",0.0356427779694258,0.179706789437073,0.195173209214305,0.116811691610038,0.0857917972783529,-0.203128821092973,0.11314228212292,0.113154263705516,-0.218072163755506,0.182027242380972,-0.133308591619687,0.100617351711213,0.176445898262765,-0.100551134453475,-0.1810132721241,-0.121636165014209,-0.120822936496996,0.0511494349009104,-0.217563283627314,-0.157334777198472,-0.179243852059024,-0.179243852059024,-0.171477465688354
"ZEB1",0.0356935827409404,0.0798459405155162,0.19522648529573,0.117088652571095,0.0857749028969927,-0.203475947165998,0.113024717186662,0.11314228212292,-0.218310694202764,0.1810132721241,-0.133275485077429,0.100904808575531,0.176431734224314,-0.100617351711213,-0.180892483936103,-0.122170709214692,-0.121636165014209,0.051277908937292,-0.217801160469483,-0.157655458296417,-0.179706789437073,-0.179706789437073,-0.171668830061945
"GRHL2",0.0738040579171109,0.184195843007229,0.0405319919970788,0.0226211680517913,-0.0327240097336136,-0.218447771473108,-0.0304247567489516,-0.0303464082300908,-0.134881346445634,0.0302144168954976,-0.00196612835621035,-0.00278878797442909,0.04329464825423,0.00263080308554513,-0.029110306831332,0.0702692933823808,0.0706459183368214,0.0904965710973268,-0.20028543795446,-0.154629519442364,-0.18388992576865,-0.18388992576865,-0.162090072832584
"miR34a",-0.0244561091507631,-0.14188461350962,-0.255031939533638,-0.123737952896306,-0.101649339241118,0.0815779598165426,-0.111247844774732,-0.111086504885365,0.0867952414340316,-0.175409606669321,0.0572449138932429,-0.0718433172306016,-0.126489891630814,0.0718662462291474,0.175393072928681,0.125410969289242,0.125284188204223,0.108093226165314,0.13386403611485,0.129638134386537,0.141825597225408,0.141825597225408,0.168335096271538
"NP63",0.0244902973480914,-0.0453515999319461,0.00474564087979171,0.0421828957923638,0.0203465204848737,-0.0239362836437761,0.0154979569451764,0.0153745949187495,0.0483537164328201,-0.0599775129682182,-0.0283606324048143,-0.00356310697382314,0.00495906058821857,0.00363670812405507,0.0603567343302736,-0.135247167172446,-0.034854862787235,0.144665741315288,0.033381704689437,-0.0226624661966203,0.0454299743581334,0.0454299743581334,0.0782209330194668
"miR141",-0.0988434085616117,-0.261707694002507,-0.135182162537397,-0.171073045115577,-0.126373870175328,0.0475140201710782,-0.0171091998145302,-0.0169705160495362,0.0725772278706385,0.0434225886840167,-0.0615547981887994,0.0227789371661515,0.103985245571034,-0.0222858001786049,-0.0435335075357847,0.184474374798873,0.185124810199619,0.171634528261823,0.148222484430298,0.232095745987529,0.261467314215836,0.261467314215836,0.222904288407752
"GSC",-0.00932510828714052,0.169775119617663,-0.0166357262709453,0.145757066595962,-0.0779554245152196,-0.172151986643688,-0.121712129003722,-0.121396437991172,-0.140149131822112,-0.175208359711811,0.0351367115365594,0.0773857165714084,-0.0589926465665532,-0.0773545450731595,0.176275316011325,-0.150360904410554,-0.149813001194017,0.180243573047886,-0.0551593852607996,-0.158994203511826,-0.169493008003787,-0.169493008003787,-0.00611179046731826
"ZEB2",-0.256583171392425,-0.232658733007216,-0.19959636036965,-0.169767694159991,-0.154337271883416,-0.140853449982461,-0.133241880434289,-0.133187190526068,-0.128459648500219,-0.0390508601427659,-0.0151443763960402,-0.001959829972508,0.00178899258165954,0.00249250152045768,0.0391693916510387,0.182196895516462,0.183002597406762,0.184573064209048,0.189084329531444,0.209841078507382,0.232581892832325,0.232581892832325,0.354644335118128
"miR205",-0.0877225482750593,0.124814124334944,0.132974108676611,0.084361336009077,0.0264126923655264,-0.181842096574716,0.0615969327037108,0.0618159701904121,-0.189032548372497,0.149401297080588,-0.128172627939354,0.0676226069279416,0.156277216683522,-0.067344873234877,-0.14796395924442,-0.0878833157408851,-0.0866544979824866,0.263582555178502,-0.165174936099825,-0.120795810819931,-0.124381210458098,-0.124381210458098,0.0705332210280954
