"","miR200c","SNAI2","TWIST2","OVOL2","GRHL2","miR141","CLDN7","SNAI1","TWIST1","FOXC2","TCF3","ZEB1","miR34a","miR205","NP63","GSC","TGFbeta","KLF8","miR101","CDH1","miR200b","miR200a","ZEB2"
"FOXC2",0.0150277197485248,0.0392498651908837,0.101832450497607,-0.120918090024703,-0.0118978837769385,0.00989640299766547,0.00989640299766547,-0.0846084427561672,-0.0777549198598744,0.103744565323118,0.0777830857003431,-0.00987897376671966,-0.00552948298469739,0.0978064328075881,0.0976573409127657,-0.0466672658476442,-0.0466444697425216,-0.00850146569446275,-0.00846894425598818,0.043426954592826,-0.0183876336705352,-0.0284857382407367,-0.0627130150371556
"miR34a",-0.088487429907769,0.090259072008471,0.22089543764218,0.126577765534344,0.080936320394475,0.071210480328414,0.071210480328414,-0.306094661222826,-0.273919821610724,0.125699392296543,0.273550568069748,-0.071224044555027,0.0882982105175546,-0.109856853500545,-0.109968496545562,0.0345332488074984,0.0346104833289159,0.0827334996374298,0.0828727513276572,0.0686685733203803,-0.00143300103532991,-0.0768090747978617,0.0141913876403888
"TGFbeta",-0.0196804630340249,-0.00697106684261315,-0.00668387013879042,0.0245923523681968,0.023719147564252,0.0210892508820179,0.0210892508820179,-0.127317355372184,-0.110774578157486,-0.0388043349312178,0.110543143946064,-0.0210798159649336,0.0947784495069422,-0.0243040952663902,-0.0243040952663902,0.200103926677711,0.10010175468169,0.0638724630711058,0.0640005696557842,0.0996793112784702,0.0823318214383385,-0.00407987511862946,0.0181127279546818
"OVOL2",0.080990500850168,-0.116312516580126,-0.0929913988269276,0.113739157465843,0.0430520215320485,-0.0915042050928905,-0.0915042050928905,-0.0964586982900255,-0.0406326150859778,-0.0233606321270661,0.0406829711754678,0.0915236342031323,0.126015675653701,-0.223033127259117,-0.223088227249394,0.197751766872088,0.197837883494663,0.129299276323144,0.129308049888392,0.220163906010896,0.0251335624289551,0.108465250836417,0.0355219405892947
"GRHL2",-0.0181810435767519,-0.0326693850106777,-0.0381234055140175,0.238062761760699,0.0898780124580141,-0.00789619246362768,-0.00789619246362768,-0.0226262688734485,-0.0209142098770513,-0.03942521894713,0.0207118860433036,0.00790296151030572,0.0142606119035655,-0.323710152057949,-0.323684118074923,0.160402409620664,0.160457288582066,0.03316577522979,0.0332458843895241,0.0750495520805495,0.073093367524237,0.0304836803286359,0.0766496645917282
"TCF3",-0.0489165875337695,-0.0551074819510567,-0.0593775991563538,-0.0331325713157648,-0.011864201300087,-0.0104634384262083,-0.0104634384262083,0.129457581193985,0.160746189830722,-0.0447753790926943,-0.158858484119203,0.0104378377240176,-0.0404364155104224,0.025036231884058,0.0252674457568903,0.0112381893277689,0.0115463278088274,-0.0157828110833793,-0.0163937483505526,0.107391606287272,0.0512645237050873,0.0606402509171602,0.113221122350222
"CDH1",-0.0491564873278378,-0.0552489009598666,-0.0595320067925133,-0.0332746995107367,-0.0118674477371224,-0.0104378377240176,-0.0104378377240176,0.129671159868976,0.161091475355291,-0.0447455087300681,-0.160746189830722,0.0104763418391449,-0.0406218459739985,0.0252674457568903,0.0257040148375272,0.0115463278088274,0.0114910871025647,-0.0163937483505526,-0.0165069766511575,0.00735275808897613,0.0514730819904719,0.0608504286128484,0.113448238201572
"TWIST1",-0.0259642324305194,-0.0844017118276561,-0.108805463941478,-0.129561718617938,-0.0827010384874618,-0.0732119396461701,-0.0732119396461701,0.272519740038949,0.24344354347092,-0.0168165517795382,-0.343233588157906,0.0732276115577855,-0.0642634267600495,0.112424242400939,0.112546011589406,-0.0108899110053319,-0.0109109056501307,-0.0623573136394955,-0.0624220450043315,-0.124912931318549,0.0426954541972173,0.0935854531017031,0.123418915729102
"miR101",-0.10777051364645,-0.130736898162733,-0.130478633770875,0.129905010132456,0.0860174350460893,0.071243823144802,0.071243823144802,0.297307406608636,0.29375696320502,-0.147094862369527,-0.293450338585573,-0.0712490965372412,-0.135129929584599,-0.115671488364576,-0.115451039067914,0.0625525499187852,0.0625399733062539,-0.0117109384819999,-0.111830565246495,-0.0533548979879301,0.133616234038243,0.0414900550494059,0.15956223193619
"miR200b",-0.133181239287818,-0.0711320377390942,0.0225750993037496,-0.128785597947134,-0.00811210087190538,0.00623944366779901,0.00623944366779901,-0.141790310697591,-0.126999834056591,-0.0162677720278348,0.126998355138568,-0.00621556192483352,0.102768281021334,0.101322957198444,0.101312294323022,0.108824446534439,0.108988068023395,0.0944198992732188,0.0944901416996444,0.145952991298202,0.118212856778054,0.126182159363647,0.270784433673957
"miR200a",-0.133011281942638,0.0260853419035787,-0.0501840313387815,0.10704229220299,-0.00953571828504154,-0.0238568123687159,-0.0238568123687159,0.12992732979685,0.118634403315781,0.0117906477599703,-0.118763069183832,0.023867302480112,-0.0847228965121733,-0.081401175776065,-0.0810635180543661,-0.0553419564554829,-0.0553180949883435,-0.0605776025069582,-0.0604749404991055,0.0371141207506225,0.106963670388904,0.159995224844639,0.309336159732983
"miR141",-0.133011281942638,0.0260853419035787,-0.0501840313387815,0.10704229220299,-0.00953571828504154,-0.0238568123687159,-0.0238568123687159,0.12992732979685,0.118634403315781,0.0117906477599703,-0.118763069183832,0.023867302480112,-0.0847228965121733,-0.081401175776065,-0.0810635180543661,-0.0553419564554829,-0.0553180949883435,-0.0605776025069582,-0.0604749404991055,0.0371141207506225,0.106963670388904,0.159995224844639,0.309336159732983
"ZEB2",-0.342514627118534,-0.136407961265508,-0.107372137692063,-0.0612417894517635,-0.0441528450895609,-0.0388047208882825,-0.0388047208882825,-0.0367957257908285,-0.0214286085689993,-0.0114858129796575,0.0213393040079718,0.0388525925627355,0.0496145761756573,0.0550937370073708,0.0554268637504758,0.0912753338408738,0.0915579884541789,0.13656826174552,0.136780060844628,0.32997318250343,0.332185434100352,0.377154112441345,0.41220448349445
