"","miR200c","miR200b","SNAI2","TWIST2","miR101","TCF3","TWIST1","OVOL2","miR34a","GSC","miR141","CLDN7","miR205","NP63","GRHL2","ZEB1","TGFbeta","SNAI1","FOXC2","KLF8","ZEB2","CDH1","miR200a"
"TCF3",-0.0464828137183585,0.336934801242561,-0.445171846871732,-0.362224944536604,-0.379585676411946,-0.117566628041715,-0.12284252349186,0.185535848441255,0.111334646538161,0.176064994860242,0.130028610107758,0.130028610107758,0.0338768115942029,-0.0343970428080757,-0.12938083881629,-0.136242266253755,-0.172367333087539,-0.0881738118601867,-0.0235557681272137,0.372388537386465,-0.0427151475558111,0.418318759296319,-0.0887579920474113
"KLF8",-0.0464828137183585,0.336934801242561,-0.445171846871732,-0.362224944536604,-0.379585676411946,-0.117566628041715,-0.12284252349186,0.185535848441255,0.111334646538161,0.176064994860242,0.130028610107758,0.130028610107758,0.0338768115942029,-0.0343970428080757,-0.12938083881629,-0.136242266253755,-0.172367333087539,-0.0881738118601867,-0.0235557681272137,0.372388537386465,-0.0427151475558111,0.418318759296319,-0.0887579920474113
"CLDN7",-0.0464828137183585,0.336934801242561,-0.445171846871732,-0.362224944536604,-0.379585676411946,-0.117566628041715,-0.12284252349186,0.185535848441255,0.111334646538161,0.176064994860242,0.130028610107758,0.130028610107758,0.0338768115942029,-0.0343970428080757,-0.12938083881629,-0.136242266253755,-0.172367333087539,-0.0881738118601867,-0.0235557681272137,0.372388537386465,-0.0427151475558111,0.418318759296319,-0.0887579920474113
"CDH1",-0.0497288914628758,0.341986053331841,-0.448770174984784,-0.3680222494215,-0.385463842760495,-0.12284252349186,-0.122306002907531,0.189909202899654,0.116553189584519,0.172367333087539,0.136242266253755,0.136242266253755,0.0343970428080757,-0.036785332484501,-0.134954971205992,-0.135221907202882,-0.173216403202317,-0.0887652604986226,-0.0241352531621621,0.379585676411946,-0.0425147512163842,0.321852050307225,-0.0927258921811608
"FOXC2",0.0379362585912075,-0.0886683278996474,0.200701580326741,0.0501167098018201,0.161645602387587,-0.0302183627553314,-0.032657524539919,-0.224072042288774,-0.0623598416175024,0.0662390559675926,-0.058844907332954,-0.058844907332954,-0.0687113716360581,0.0711917186135587,0.0583724997649258,0.0556553580698704,-0.0641776367472194,0.0767724474222141,0.0606130315266072,-0.158158961852181,-0.00579342408881532,-0.219880355084804,0.0360213951230831
"ZEB1",0.0362614494610995,-0.0876199908586902,0.202351358602963,0.0492841716338812,0.162287800851895,-0.032657524539919,-0.0303349059000781,-0.223866124351478,-0.0599578358693216,0.0641776367472194,-0.0556553580698704,-0.0556553580698704,-0.0711917186135587,0.0706859133485858,0.0558149830226529,-0.0414190155003318,-0.0661084229886237,0.0775750762677506,0.0602812904603063,-0.161645602387587,-0.00528356641987448,-0.220413750790876,0.0339861089171415
"GRHL2",0.142818493029429,-0.24450266955976,0.278165997435678,0.156009524488499,0.225094420254636,0.0984166464262623,0.0986102992385636,-0.324760730271114,-0.150899677178452,0.184758215943942,-0.172422673692339,-0.172422673692339,-0.0809730101581333,0.0821757801739273,0.10867924496157,0.172505867459575,-0.18485411554316,-0.0221553843415986,-0.0861756110053482,-0.222436732856423,0.00589754927254416,-0.253639806219504,0.151347307727904
"SNAI2",0.049219762576805,-0.34262584426249,0.351544202039746,0.369122008450409,0.388046479505665,0.122306002907531,0.124314526665238,-0.191079660194597,-0.115985571503806,-0.173216403202317,-0.135221907202882,-0.135221907202882,-0.036785332484501,0.0370023640354627,0.134313205065574,0.137689475062284,0.171682847239805,0.0898022751076605,0.0241110656709141,-0.385463842760495,0.0428977216396498,-0.323540736622193,0.0920489186073744
"NP63",0.00369840843199833,0.0614681141859573,-0.194891521249752,-0.215313040097212,-0.210280353400978,-0.102050520015387,-0.0999928514413942,-0.222244713198788,-0.0595708678409704,0.139954528881963,-0.0591719463761232,-0.0591719463761232,-0.149351316704449,0.048523715672635,0.119084826382378,0.0618071592254577,-0.141806539220357,-0.043061206030253,-0.0163282448998799,0.209315388216484,0.112374602809507,0.0984907075356093,0.0802040432039771
"miR34a",0.0655447088361366,-0.0143755106895551,-0.197999252748945,-0.0572248470367931,-0.21955012712678,0.153686536829546,0.153737712693434,-0.177791392939998,0.036303331214643,0.0879350417097621,-0.132267327665242,-0.132267327665242,-0.0343834704109782,0.0342169519709532,0.135736352548494,0.132215212478782,-0.0879996049425095,-0.253769865728735,-0.258319607166232,0.218434192891992,0.133469471943507,0.0638824995275225,0.173229477574515
"GSC",-0.153993544945871,0.0796675645761436,-0.281052359298859,-0.108957457609707,-0.283818998097308,0.181235764287402,0.181507295082189,0.198011357126236,0.151184771850223,-0.0651012017327078,0.154468659915393,0.154468659915393,0.0339998172955456,-0.0351013709651561,-0.15280603195975,-0.154123803203478,0.0648628314519809,-0.142456651689479,-0.248347004796645,0.281284700802117,0.15191617542257,0.224152129532087,-0.0106239459537437
"TWIST2",-0.0285059670370892,-0.121063098402625,0.105925325172209,0.102943418768855,0.00374860696520659,0.236456086170388,0.235871899116543,-0.153226719759397,-0.00066279496989855,0.014144154777858,-0.0941463356497919,-0.0941463356497919,-0.0306607798337086,0.0312050860144935,0.0943991936965714,0.0932923872009433,-0.013592651583724,-0.100503993362045,-0.145680042538671,-0.00314811857957313,0.159170505531151,-0.0798755439407819,0.126871346928725
"ZEB2",-0.235047829340151,-0.227977112211486,-0.168207883009692,-0.163701861472663,-0.119131196361621,-0.0826508390217318,-0.0820841609890301,-0.063206676302757,-0.0579260687552566,-0.0524817287975231,-0.0405655192230896,-0.0405655192230896,-0.0147604866531562,0.0147062567182321,0.0411423582047924,0.0411539725752116,0.0521128614481337,0.0659027631829987,0.0742616358163007,0.119337029288923,0.196513743404451,0.233205622413874,0.2715091490953
