"","SNAI2","miR101","ZEB2","SNAI1","miR200b","OVOL2","NP63","miR205","CLDN7","miR34a","TGFbeta","miR200c","miR200a","GSC","CDH1","TWIST1","TCF3","miR141","GRHL2","ZEB1","FOXC2","KLF8","TWIST2"
"miR200c",-0.115133010229979,0.021999706171154,-0.00522475129437495,-0.195993178915324,0.00301652947152393,0.0815758635100166,0.0624429877694547,0.0680765402841162,0.0029928381007824,0.126622893649102,-0.103037439238581,-0.00218592683036042,-0.00218592683036042,0.101888680034872,0.0392359891763028,-0.0142729183054152,-0.014318764764146,-0.0029928381007824,-0.0118982255961268,0.000112458066309453,0.152320515211011,-0.0218141941218762,0.119910612553981
"miR34a",-0.187305680144349,-0.050458609017553,-0.00468031875713966,-0.110593747007819,-0.0634223246929978,0.0457551566142849,0.0289998763240486,0.0334107227297102,0.00279138548614137,0.0450004903633552,-0.0199135091360359,0.0394702219585298,0.0394702219585298,0.0190343630602133,0.0385143987358985,0.0588656467355422,0.0588191947975516,-0.00279138548614137,-0.0056507318117893,-0.000464049762013944,0.125749095262583,0.050611305698561,0.286403540358263
"miR200a",0.155940361273386,0.000502898487600285,-0.00247755388662027,0.208946993278487,0.0482558813167883,-0.0696713481467588,-0.0510668133449338,-0.0554066036417171,0.0100412623874091,-0.119027664541918,0.11459671374713,0.0061333791668626,0.0061333791668626,-0.113726338326714,-0.108928552689991,0.00986803100575319,0.0098842991040125,-0.0100412623874091,-0.000658978479938278,-0.012342614272616,-0.166572990194142,-0.000641582252594341,-0.147490576919219
"miR101",-0.12714571461317,-0.215398908235977,0.0110930662621048,0.191052413209019,-0.0620986019138724,-0.0729935824582811,-0.0555220983366418,-0.0604900807006981,-0.021212397409411,-0.0815245787213331,-0.0144338308580397,-0.00722844764414432,-0.00722844764414432,0.0154357676563696,0.0130955729351141,0.195503323509486,0.195576433294194,0.021212397409411,0.025751556402544,0.0183802560824936,-0.0805686477512225,0.115219468089235,-0.0114633702646078
"SNAI2",0.295025922355403,0.297404955266468,0.0155657021108248,0.0639120975677069,0.286183345865949,0.0615064775506028,0.0683484638323677,0.0665552406425464,0.0744130970373599,0.0265070546478981,0.22720271178636,0.0475967922942573,0.0475967922942573,-0.226865320856703,-0.112139545428605,-0.161361957409081,-0.161420898286846,-0.0744130970373599,-0.0779207918765533,-0.0751111871874844,-0.10758408538383,-0.297520802791701,-0.356694914362367
"KLF8",0.395057336448357,0.297446395622732,0.0158331417787392,0.0634784435147103,0.28507158709373,0.0601887895542136,0.0658105051520483,0.0604347826086956,0.0724998739729446,0.0253198080081694,0.226728242067089,0.0468393294509277,0.0468393294509277,-0.225495688142855,-0.212370116909428,-0.161436834541826,-0.161146418278516,-0.0724998739729446,-0.0755361229620377,-0.0745735308503903,-0.106708983880666,-0.297163278352579,-0.356866007015058
"CLDN7",0.395057336448357,0.297446395622732,0.0158331417787392,0.0634784435147103,0.28507158709373,0.0601887895542136,0.0658105051520483,0.0604347826086956,0.0724998739729446,0.0253198080081694,0.226728242067089,0.0468393294509277,0.0468393294509277,-0.225495688142855,-0.212370116909428,-0.161436834541826,-0.161146418278516,-0.0724998739729446,-0.0755361229620377,-0.0745735308503903,-0.106708983880666,-0.297163278352579,-0.356866007015058
"GSC",0.0240697451358324,0.161025831663422,0.0172264292804603,-0.185040347013701,-0.0710553142882186,-0.161083845994443,-0.177927738317221,-0.177762984203158,-0.188956562216794,-0.0335524309776697,-0.0190627648937108,-0.101967038812246,-0.101967038812246,0.0191012708621359,0.0054274215066233,-0.0979988232514611,-0.0978726412938838,0.188956562216794,0.202626901824375,0.188887783936251,0.202221587262397,-0.16084752470263,-0.0261166132171807
"miR141",-0.0594875632916698,0.0415432703538081,0.0180975795340648,-0.142895639248573,-0.0553557087600096,-0.112308154953995,-0.100067315720641,-0.104229391427057,-0.0514470132849476,-0.0342798081006072,-0.113891341187526,-0.020585180310242,-0.020585180310242,0.114795804418142,-0.0487124228856355,-0.0291697178447928,-0.028943443387186,0.0514470132849476,0.0591562562351607,0.0489648743735534,0.120966319662637,-0.0415036464209527,-0.0159144145494569
"FOXC2",0.0535703554783007,0.0187720630632778,0.0228781262576853,0.0824471273010298,-0.0212021989991268,-0.109178904940994,-0.0916870501686511,-0.101025624307984,-0.0340396480236158,-0.0462487735376785,-0.0078254066976738,-0.0127975128862782,-0.0127975128862782,0.00978695726703366,-0.0861504207457027,-0.0144377051994407,-0.0141785794671288,0.0340396480236158,0.0458085566800046,0.0287186313468175,-0.0899624029313591,-0.0189107070904588,-0.132100120068677
"ZEB1",0.0540382459691604,0.0191409230507865,0.0242484318441605,0.0837030053769868,-0.0185667367886762,-0.106210855606154,-0.0979607597904467,-0.0916870501686511,-0.0287186313468175,-0.0419333574060819,-0.00901388189565771,-0.0105654230093052,-0.0105654230093052,0.0078254066976738,-0.0849856098493303,-0.0144755641837382,-0.0144377051994407,0.0287186313468175,0.0400396963632518,-0.0678340392904872,-0.0885671986504805,-0.0187720630632778,-0.133727028465623
"GRHL2",0.0814142994315895,0.0420588559008828,0.0601533097998521,0.107990935658524,-0.107320567724711,-0.162243700742748,-0.324224240315187,-0.32714178201295,-0.148369017743772,-0.158465060124838,0.0774683487412241,-0.115452821784934,-0.115452821784934,-0.0767504875794532,-0.114512344543749,-0.0173552533151713,-0.0171153550551563,0.148369017743772,0.194234919707598,0.146630682885584,-0.10358658077531,-0.0418959966201046,-0.112966069950201
"TWIST1",-0.17585775888658,-0.0301497096091861,0.11163549913125,-0.194724704637163,-0.160252579978659,-0.154875275167566,-0.168438084108956,-0.169545790920174,-0.179343452742788,-0.0354604272618079,-0.0505952322756698,-0.041793808236215,-0.041793808236215,0.0508731763045735,0.146221112315767,-0.0744134426884777,0.0256854078674546,0.179343452742788,0.191170513257632,0.17848939526019,0.208317959260606,0.0302054781696601,0.141250426869016
