"","TWIST2","ZEB2","SNAI2","miR141","GRHL2","miR200b","miR34a","TWIST1","FOXC2","miR200a","TGFbeta","NP63","miR205","GSC","SNAI1","miR200c","TCF3","OVOL2","CDH1","CLDN7","ZEB1","miR101","KLF8"
"miR200c",-0.0301932522575782,-0.0107739021550091,0.0816727401987135,-0.243155780252802,-0.238588256571125,-0.110891328449828,-0.152742399648371,-0.0675981900610752,-0.0379437589080742,-0.130093894589492,-0.0775412720998292,0,0,0.077620810323627,-0.0116753392875083,0.130093894589492,0.0672476864894881,0.15927925796943,-0.0249097291232891,0.243155780252802,0.243263582886936,-0.0502150355151127,-0.0496368863129947
"ZEB1",-0.174093166050197,-0.00943989996150426,-0.0192312041006313,-0.314594044394565,-0.294454626651883,-0.24913491096505,-0.31573548163588,-0.1351859120662,0.116705777348629,-0.277706613730768,0.0493253098622908,0,0,-0.0492125682281545,-0.149503344532974,0.277706613730768,0.1349749834394,0.201320839650023,0.0902067528463355,0.314594044394565,0.214774459084774,0.0554959915851901,0.055250574780752
"miR141",0.145598726948113,-0.00142389123407689,0.0994911946736898,0.284150483293448,0.27363878330117,0.10523444782397,0.269191780901619,0.048111256378263,-0.094497009565249,0.147009280607603,-0.136872404964982,0,0,0.136766732753364,0.101395936806797,-0.147009280607603,-0.047982590510212,-0.193136267080058,-0.116361275577313,-0.284150483293448,-0.284370775632765,-0.100577766824248,-0.100203140549978
"FOXC2",0.173791798365719,0.00928517582731578,0.0193441927646212,0.314281593547121,0.294177005206665,0.249032830192998,0.315391202298756,0.1349749834394,-0.116472680265383,0.277559258218287,-0.0492125682281545,0,0,0.0490356270312505,0.149388143686909,-0.277559258218287,-0.134518696823807,-0.201124536558049,-0.0901387593084413,-0.314281593547121,-0.314594044394565,-0.055250574780752,-0.0554439917569429
"GSC",0.048706940161131,0.0159838438374011,0.0892539380151155,0.123168919166316,0.120918989702874,0.0185306789521732,0.0199614734707978,-0.179180457048717,-0.13872356127038,0.0773993172996211,-0.0254640093067168,0,0,0.0254792894529172,-0.0911168582942736,-0.0773993172996211,0.179333792085773,-0.115185687409061,-0.0209861309167785,-0.123168919166316,-0.123247350538865,0.0543225782490168,0.0541501174180869
"miR34a",0.131599039942871,0.0227733697182991,0.0122750304523085,-0.195183192977346,-0.189289754925703,-0.110354376624465,-0.0639060070946841,0.110104965494056,-0.0443312412328167,-0.146832350536296,0.0196962354782402,0,0,-0.0196202077462198,0.0962241013226653,0.146832350536296,-0.110146693506149,0.162394669136631,-0.0182428074905856,0.195183192977346,0.195372854181041,-0.0465147850927598,-0.0468633944965705
"SNAI2",0.0182927708054568,0.0311070760504669,-0.0747239876766535,-0.0531418678159654,-0.0523653417700647,-0.0377964568842137,-0.0251021500222602,0.0709115571228083,0.0132484916790822,-0.0121337156914424,-0.000765801531035666,0,0,0.000789500766196713,0.0117824166189615,0.0121337156914424,-0.0712629354325653,0.0455113715917909,-0.0802443909435677,0.0531418678159654,0.0532225946661271,-0.0196647205435021,-0.0197930546283413
"KLF8",0.0188900601505477,0.0312129286377359,0.0251861021764158,-0.0529114291078994,-0.0521605573330324,-0.0378099918029608,-0.0248354785676308,0.0708432807180899,0.0132295296095131,-0.0120278545458965,-0.000848833376626977,0,0,0.0010663428926683,0.0120651916066066,0.0120278545458965,-0.0722953620346436,0.045366153353193,-0.180163372925557,0.0529114291078994,0.0529589732691107,-0.0200615674554902,-0.0187949901942773
"CLDN7",0.0188900601505477,0.0312129286377359,0.0251861021764158,-0.0529114291078994,-0.0521605573330324,-0.0378099918029608,-0.0248354785676308,0.0708432807180899,0.0132295296095131,-0.0120278545458965,-0.000848833376626977,0,0,0.0010663428926683,0.0120651916066066,0.0120278545458965,-0.0722953620346436,0.045366153353193,-0.180163372925557,0.0529114291078994,0.0529589732691107,-0.0200615674554902,-0.0187949901942773
"miR200a",-0.0542378953396592,0.0322148777430674,0.0580710679293766,-0.264263097325768,-0.256970511053754,-0.168906531321807,-0.168295610972045,-0.0765049715726335,-0.0455578356502777,-0.122366195312484,-0.0859031018091929,0,0,0.0860860397239279,-0.0109645415504951,0.122366195312484,0.076426588917384,0.174778878913074,0.0631404167551097,0.264263097325768,0.264407950140578,-0.0343042636074865,-0.0342736451139164
"SNAI1",0.0236348004704971,0.109672026584898,-0.0725528154023243,0.0782111997957426,0.0776220792382524,0.0111173634925196,0.107280173888328,0.039533461061074,-0.045631981467178,0.0907498386292777,-0.0127202872556547,0,0,0.0127630260513574,-0.054237889671241,-0.0907498386292777,-0.0396514874151838,-0.0829607299035041,-0.0452537027360437,-0.0782111997957426,-0.0782302708721774,-0.0330848433002887,-0.0328842436852652
"TWIST1",-0.117452958317737,0.111468880342029,-0.123053506286072,-0.091663250982102,-0.0893610586027149,-0.0252209873516958,-0.0186386976900101,-0.00367680457751371,0.0747454145651401,0.0101919238293717,0.0123284611350997,0,0,-0.0123268943705625,0.00279573949256819,-0.0101919238293717,-0.0963060395408782,0.0983893067506008,0.131692318332902,0.091663250982102,0.0917206323907724,0.0423161499087664,0.0420333236377909
"NP63",-0.0400123376898901,0.119707381727974,0.00987335633340562,-0.184525115534928,-0.294986136676433,-0.193658147577787,-0.167920632932263,0.0360852444722525,0.0133526459078227,-0.0754486082308324,-0.0917645886543931,0.257988251503474,-0.357896892948014,0.0919494473573012,-0.0125833274261234,0.0754486082308324,-0.0364913927949272,-0.0440512864555882,-0.0161338571935753,0.184525115534928,0.184891202140366,-0.00238787868514185,-0.00256332690050454
