"","miR200a","miR200c","miR200b","CDH1","TWIST2","miR101","SNAI1","GRHL2","TCF3","TWIST1","FOXC2","NP63","miR205","OVOL2","miR141","CLDN7","ZEB1","miR34a","KLF8","GSC","TGFbeta","SNAI2","ZEB2"
"FOXC2",0.0111975811097567,0.00779443745802763,-0.00445505990229696,0.0770795600396308,-0.107001914158414,-0.0486768903381218,0.0973549450382696,0.00139742620928179,-0.0964855885994721,-0.0964968549356595,0.0807929152995055,0,0,-0.0737884559213746,-0.00245796889346133,-0.00245796889346133,-0.00244479069445352,-0.0171727241118303,0.0486477922089603,-0.00675426662698227,-0.00682048388471938,0.0326251798800293,-0.0265421069242011
"OVOL2",0.0161247767891233,0.00108802699097602,-0.00650335773584837,-0.0520559231980797,0.0518823491661533,0.0457961887270176,0.102692429725812,-0.0254416162938747,0.00290649976458782,0.00288491858337784,0.0101221358898888,-0.00906664885944927,-0.00906556846748307,-0.0777442726943695,-0.0116112620027062,-0.0116112620027062,-0.0116260716042193,-0.0767755349615293,-0.0457336770746262,-0.0211976343713669,-0.0212520600768343,-0.0587177491365318,-0.02285968531788
"ZEB1",-0.0112544464920898,-0.00786663176951147,0.00439983027185671,-0.0770999037061687,0.107015431970119,0.0486673381870508,-0.0973757189613305,-0.00138571700546988,0.0964968549356595,0.0964782259116401,-0.0807854832185904,0,0,0.0737801764712369,0.00244479069445352,0.00244479069445352,-0.0975380312821462,0.0171647745001383,-0.0486768903381218,0.00682048388471938,0.00684175157635157,-0.0326171520534256,0.0265903162384425
"GRHL2",0.00345456465697058,-0.0229963701834054,-0.106341473628822,0.0761993168191401,-0.0647958484067342,-0.0768800658538523,-0.00397819683129148,-0.0230521693240465,-0.0492686038713966,-0.0492628231904323,0.0166542230593239,-0.00853631481530386,-0.00853457921643547,-0.0810701438976741,-0.0173094822550948,-0.0173094822550948,-0.0173127576002616,-0.0160367352056056,0.0768897493786553,0.0893465974057205,0.0893338477480211,0.0744743459416958,0.0304279691450467
"TCF3",-0.0319186961960789,-0.00637082683674792,-0.0198859254272469,-0.101903396513561,-0.0295231844652103,-0.0142142780967784,-0.0292989106628176,-0.0249272197071139,-0.0680941557476899,-0.0679005449054828,-0.0314322434935805,0,0,0.0286087876705197,0.0251651730250502,0.0251651730250502,0.0250737419457977,0.0276895787814173,0.0142887826415557,0.0121121082857829,0.0121302340787863,0.0425320545392755,0.0411912992832574
"SNAI2",-0.032237473970168,-0.00676032108367701,-0.0202473868837032,-0.0020201541234841,-0.0296453850879313,-0.0143170620170045,-0.029332505146826,-0.0248731555738255,-0.0678421119705558,-0.0679033198051587,-0.0314387084784598,0,0,0.0285696931808313,0.0251042243702735,0.0251042243702735,0.0251283910069461,0.0277244024089134,0.0143857380948374,0.0122714047725687,0.0123407788973128,-0.0575120498521709,0.0416747884610587
"TWIST1",-0.0267627555276255,-0.0976543310494754,-0.0502876993383048,0.0725007439499723,0.0349887524563082,-0.0162987353724485,0.0193515498300202,0.075191298834104,0.0630611637556075,-0.0369363854041628,0.126862737156263,0,0,-0.088824696930858,-0.0758728897968841,-0.0758728897968841,-0.0758515414448411,-0.0628244815521329,0.0163007271067512,-0.00104405314181878,-0.00101303120398173,-0.0519456161094912,0.129317563427443
"miR34a",-0.102107759108935,-0.0102415027065737,0.0475964873087277,-0.0412436744601211,0.257449220365331,0.123533214417839,-0.0846518023486704,-0.00906444962992084,0.144765487919999,0.144769424524914,-0.0280086582362294,0,0,0.0482491827349051,0.010024336279816,0.010024336279816,0.0100298095642388,0.0421147284042262,-0.123514007288152,-0.00460241879576917,-0.00451613335387307,-0.148239343898042,0.139175021787431
"TGFbeta",-0.0389706236939906,-0.103670429867775,-0.144090173713924,-0.0368949859378121,-0.0260779159600543,0.0363934319810681,-0.105421058280104,0.0684297384181037,-0.0154073077350938,-0.0153914249950943,-0.00309301287611915,0,0,-0.0754188303813465,-0.0687334949489211,-0.0687334949489211,-0.0687123950434418,0.070176117158188,-0.0364079738095992,0.199243011528698,0.0993946168509572,0.0267893048377584,0.150190541334048
"GSC",-0.0438084708311984,-0.126477141680073,-0.124254601968809,-0.0562575886452991,-0.00980059520988409,0.0807997776155567,-0.0775814633653004,0.0868114403182386,-0.0185243184355848,-0.0185530687550328,0.0491990277859353,0,0,-0.0901777189698675,-0.0855350293616622,-0.0855350293616622,-0.0855067940675446,0.00673973087014149,-0.0807910084207637,0.0101938142822888,0.0103007753056919,0.017565144792214,0.185024847966348
"TWIST2",-0.0579494387535739,-0.18265549877965,-0.0720690428357588,0.0643540931894899,0.100148071223331,0.0813004657900236,0.00150049436058787,0.126591852230971,0.170367846077515,0.170345048533951,0.0918673531461167,0,0,-0.113490427186325,-0.125891810338797,-0.125891810338797,-0.125865874412374,-0.0545608393041429,-0.0812413728664012,-0.00387214942666635,-0.00374143689327189,-0.122708807535668,0.248088364192435
"miR141",-0.151994905366546,-0.148524861647693,-0.175416818097745,-0.0587674292052568,-0.0871008315675953,-0.0152726016163318,-0.0807254113847174,-0.00292827454826638,-0.0545826482468318,-0.0545486331322896,0.00787195730769779,0,0,-0.0709599648029845,0.00218098243992492,0.00218098243992492,0.00223923603725195,-0.00439177468667633,0.0152113646291916,0.138612550308876,0.13882730351313,0.113644996097392,0.318596028865345
"ZEB2",-0.388587167932957,-0.345295260840383,-0.334845622559355,-0.30908261061374,-0.105116170802236,-0.101293883892848,-0.0641217860524743,-0.0451153401205382,-0.0101287219132245,-0.0101141084396018,-0.00932080886887901,0,0,0.0424455708031847,0.0465620495245914,0.0465620495245914,0.0466786600136435,0.0623821876798461,0.101269024843657,0.11487411823853,0.115427727165243,0.138621532564096,0.429118651673591
