"","miR101","ZEB2","miR34a","ZEB1","miR200b","TGFbeta","miR200c","miR200a","FOXC2","TCF3","NP63","miR205","TWIST1","GSC","SNAI1","CDH1","OVOL2","GRHL2","miR141","CLDN7","TWIST2","SNAI2","KLF8"
"ZEB1",0.0454094350710683,-0.000191062875599467,0.22058479916594,0.144520280004654,0.199462673025921,0.194493374352811,0.230321345008434,0.230321345008434,0.104960922734288,0.08935162513423,0,0,-0.0894003009711839,-0.194438718672164,-0.00759669067212188,-0.164897636334895,-0.159778357282716,-0.236195458440113,-0.244519643781565,-0.244519643781565,0.0857170439928999,-0.0662670148538132,-0.0453396308901653
"FOXC2",0.0453396308901653,-0.000189043637306632,0.220639223430601,0.244519643781565,0.199526794113894,0.194438718672164,0.230343596679782,0.230343596679782,0.105026460175085,0.0894980875046671,0,0,-0.08935162513423,-0.194580922946977,-0.00752823115294378,-0.164852488625733,-0.159804263949276,-0.236232096916557,-0.244560878791364,-0.244560878791364,0.0858132590056226,-0.066347173301543,-0.0456117839805577
"TCF3",0.0178903450022836,0.00294582743246587,-0.0187898620192736,-0.0493551703728512,-0.0221046668666996,-0.0280769698028064,-0.0235855229328513,-0.0235855229328513,-0.0215044945186316,-0.0710379712986897,0,0,0.0708443604564826,0.0274425670476859,-0.0250150853242475,-0.0909880036016139,0.0435601170642117,0.0488878444977748,0.0493149406979801,0.0493149406979801,-0.0279438155553201,-0.0147182078433994,-0.01793504772915
"KLF8",0.0178903450022836,0.00294582743246587,-0.0187898620192736,-0.0493551703728512,-0.0221046668666996,-0.0280769698028064,-0.0235855229328513,-0.0235855229328513,-0.0215044945186316,-0.0710379712986897,0,0,0.0708443604564826,0.0274425670476859,-0.0250150853242475,-0.0909880036016139,0.0435601170642117,0.0488878444977748,0.0493149406979801,0.0493149406979801,-0.0279438155553201,-0.0147182078433994,-0.01793504772915
"miR200a",-0.0291825364477594,0.00582296076695793,-0.205886459243429,-0.219793698026857,-0.0954417176235104,-0.0277179939368081,-0.109051079354614,-0.109051079354614,-0.0231101632976047,-0.0519784743740472,0,0,0.0518793868664678,0.0277475367056473,0.0861800753167208,0.0205069027859616,0.146003724425699,0.217591597666899,0.219814901443508,0.219814901443508,-0.0890641971318113,-0.0469917044829039,0.0293248223884676
"miR200b",0.00994843754291211,0.0106980666436023,0.119443883779355,0.230760061354498,0.0709785592018017,0.213280666354002,0.122010984434711,0.122010984434711,0.0214240383870419,0.017313308150981,0,0,-0.0172585881841087,-0.213399973689699,0.100733951184236,-0.144790601134555,-0.155491135105118,-0.226903218068974,-0.230782157546588,-0.230782157546588,-0.00497143709696505,-0.117117132375075,-0.0100925245714774
"miR205",0.0185245757692377,0.0127839818543363,0.203802571582319,0.222340451695288,0.0903785824304019,0.125923803664405,0.118932301365663,0.118932301365663,0.103156208025323,0.0928180698439498,0,0,-0.0926698057691588,-0.126053941737726,-0.0252031083434141,-0.0638836000773615,-0.146554702197381,-0.219131352591655,-0.222378339423391,-0.222378339423391,0.101843515211554,-0.0324479691559752,-0.0187761559682489
"miR200c",-0.0100217127705756,0.0340613995159305,0.102554852483874,0.213265378371392,0.0237519454886162,0.212641450094227,0.12258975566136,0.12258975566136,0.0207664680273991,0.0177013297529001,0,0,-0.0175874530650849,-0.212798254021143,0.10887393317443,-0.06371344108824,-0.142333320456048,-0.211723327452258,-0.213298634256457,-0.213298634256457,0.00947952830308041,-0.0923999736246522,0.00980198005201363
"SNAI1",-0.0862680933748715,0.0600613566328802,-0.124489669649838,-0.140803097064879,-0.050350130730105,-0.0648885788854196,-0.0401035599631813,-0.0401035599631813,-0.090179944139566,-0.0180972710797705,0,0,0.0180977820163684,0.064843107929261,-0.103113598025101,-0.0369073385524771,0.129892629356029,0.140180353629108,0.140801321215656,0.140801321215656,-0.0296250484752454,0.0716556222167881,0.0862478150312066
"NP63",0.00627962257217083,0.065022529403925,0.024005627284644,0.0349771025280124,0.0681743816743542,0.0223139227355591,0.0404314170813512,0.0404314170813512,0.0221205728701706,0.0622908912164468,-0.00418403674447556,0.0958159632555245,-0.0623065986101414,-0.0223772539578517,0.0103695148592076,0.0570531807809588,0.0505413770248795,0.0504120967606319,-0.0349760846783216,-0.0349760846783216,-0.00302434399059375,-0.0133057408102147,-0.00627962257217083
"TGFbeta",-0.0428650176004277,0.0998631458353678,-0.104274063247459,-0.0100080012419148,-0.106977114013573,-0.0846809538337307,0.0442518306749918,0.0442518306749918,-0.00263075616153322,-0.0242147749694576,0,0,0.0242079680808863,-0.0152491078943962,0.0923021758878786,-0.0561822969597552,0.00742177005969052,0.00985557550497352,0.0100246410047724,0.0100246410047724,-0.0756090776301766,-0.00943275236686831,0.0429335719349313
