"","miR101","ZEB2","ZEB1","miR200c","OVOL2","TWIST1","miR200b","miR205","NP63","miR200a","FOXC2","GSC","TGFbeta","TCF3","miR34a","CDH1","miR141","CLDN7","GRHL2","SNAI1","SNAI2","TWIST2","KLF8"
"OVOL2",0.162603173512327,-0.0273405977002884,-0.224061363978161,-0.163986459675297,-0.124201561632662,-0.0349409939010305,0.158252151740858,-0.0779307310591973,-0.0788415014867084,-0.184834693965625,0.0700943917461845,-0.0161568367190988,-0.0160004489325027,0.0328134491200795,0.247071412978882,-0.202802876543725,0.222231630917832,0.222231630917832,0.182632082182798,-0.192672770269527,-0.129039982361106,-0.0693969157735173,-0.160902198549888
"miR200a",0.194572720158932,-0.0216226808139002,-0.362901807523812,-0.183535047962334,-0.132352715006292,-0.131222833863772,0.185667100409414,-0.0739875137837165,-0.0752386244999063,-0.20115217038568,0.153205041045327,-0.096825148747192,-0.0966797074236759,0.127879000212472,0.365601854960346,-0.138413052799015,0.360019705216211,0.360019705216211,0.348988651482749,-0.30414551841174,-0.142246850757899,0.0436796737059181,-0.19191611556976
"miR141",0.194572720158932,-0.0216226808139002,-0.362901807523812,-0.183535047962334,-0.132352715006292,-0.131222833863772,0.185667100409414,-0.0739875137837165,-0.0752386244999063,-0.20115217038568,0.153205041045327,-0.096825148747192,-0.0966797074236759,0.127879000212472,0.365601854960346,-0.138413052799015,0.360019705216211,0.360019705216211,0.348988651482749,-0.30414551841174,-0.142246850757899,0.0436796737059181,-0.19191611556976
"miR34a",0.22766934273115,-0.00266337154845876,-0.275570493829046,-0.200454443650433,-0.139699977824628,-0.280280796746637,0.174478381281193,-0.0434851114245297,-0.0448702420847375,-0.202401741348809,0.381862915395512,0.00489562192687659,0.00506758941597023,0.276759109990163,0.317952880636621,-0.110000375638064,0.272687738720449,0.272687738720449,0.263184814106195,-0.405936019514948,-0.124587237107939,0.0776363072323197,-0.22497266172316
"TGFbeta",-0.28092183840041,0.0176969378553584,0.290160076388061,0.149619373391333,0.166112476454192,0.165947217230806,-0.242607494690323,0.0346418524529289,0.0365470037203042,0.164149170588922,-0.222754782168933,0.188066509017344,0.0879149036950844,-0.161561312028074,-0.387602047334146,0.222720141519734,-0.286498470839644,-0.286498470839644,-0.27946012751673,0.401841519393716,0.198563208009966,0.0524535496023276,0.277471270230395
"TWIST2",0.0673196159983828,0.0229658788850738,0.131070526205593,0.0558952650738387,0.0797603615023768,-0.363158254946587,-0.0802212467965471,0.0268893816216592,0.0265538973089741,0.0754960078350075,0.312405402826245,0.00460723662282702,0.00465062554309783,0.362182235112724,0.0494130466735224,0.156465786949597,-0.131710960637741,-0.131710960637741,-0.134499816939189,-0.305130036688728,0.101612837875029,0.113940157770931,-0.0666782839743632
"miR205",-0.0516519730546932,0.0254195254806491,0.321874042019948,0.159988996204127,0.110725051772958,0.14807680220505,-0.164153714272507,0.0710210288572939,0.0718336341491381,0.180496258030439,-0.162896704466405,-0.00871497183149515,-0.00882765235839564,-0.145910499334492,-0.318492231590278,0.101732006712175,-0.320013816681133,-0.320013816681133,-0.31258233502087,0.158950007263902,0.0199114205183932,-0.140624504947001,0.0499434806584231
"miR200c",0.101095787750515,0.032803967896791,0.205861866110747,0.0888657037290425,0.0689327814837849,0.0125779959986735,-0.08319696592069,0.0535823760610128,0.0535965932282422,0.117793839406069,0.0247349021174093,-0.105627072019827,-0.105657751049006,-0.0125913062608857,-0.0959022804876297,0.0780998721620624,-0.205945563808056,-0.205945563808056,-0.210258639674456,-0.142933024596548,-0.0807980286589352,-0.0832652707693129,-0.101052561641945
"TCF3",-0.0764669386822859,0.0448024117334072,0.16184745784094,0.0622611508088769,0.0921363152618149,-0.0753128362228128,-0.104334835975719,0.0288768115942029,0.0292814358716596,0.103274448499004,0.0141881117250143,0.0060663428926683,0.00624760082270274,0.0773941527765398,-0.110527942563676,0.27278095651006,-0.159108182706536,-0.159108182706536,-0.157322891836949,0.0368788533737443,0.107873789896724,0.0733000151700858,0.0741870996121026
"CDH1",-0.0783982899811763,0.0449271027890506,0.163892988957078,0.0633672374700237,0.0928236565325807,-0.0730233275906747,-0.106126070611186,0.0292814358716596,0.0305911431135702,0.105348626364533,0.0115415975963328,0.00624760082270274,0.00605323537474153,0.0753128362228128,-0.113473637927914,0.174140643450433,-0.16184745784094,-0.16184745784094,-0.159799923294924,0.0390967857678791,0.108503366372981,0.0727946810881094,0.0764669386822859
"SNAI2",-0.0795643959088236,0.0451849536827275,0.16512925810828,0.0645039189940535,0.0935757333129663,-0.0716586195747153,-0.107178838037664,0.0305911431135702,0.0312259604001332,0.106589744583141,0.00964351604629647,0.00605323537474153,0.00612519487059417,0.0730233275906747,-0.115567594872006,0.174958398780831,-0.163892988957078,-0.163892988957078,-0.161763727684604,0.0405612516541504,0.00892337193686771,0.0724110791333158,0.0783982899811763
"ZEB1",-0.0978980881232105,0.064624863518787,0.256059303785666,0.275532111617212,0.120153128153948,0.163371538824351,-0.301031737139935,0.0758956341037415,0.0767951627851991,0.320503652401379,-0.190596900136749,-0.00766868853520701,-0.00771968525815302,-0.161314534010851,-0.356620058139047,0.214184399081965,-0.354314689186891,-0.354314689186891,-0.340510944435843,0.197574008339175,0.0595695003406887,-0.12515688741018,0.0962609963858212
"GSC",-0.22571131801704,0.1015505529897,0.243222365992715,0.0828112762501167,0.131772760981795,0.0839198147118328,-0.193880097518172,0.0353461645131632,0.036244649158463,0.182144544452935,-0.0480985843858327,0.00348180266088489,0.00340784675327476,-0.0816245808759013,-0.236379568207926,0.168889866595814,-0.241280163881101,-0.241280163881101,-0.235536961593437,0.244686650558344,0.143046158676287,-0.0107139673143567,0.22389901775981
