"","ZEB2","OVOL2","KLF8","miR34a","SNAI2","miR141","GRHL2","miR200b","FOXC2","GSC","SNAI1","miR200c","TWIST1","NP63","miR205","CDH1","TCF3","TGFbeta","miR200a","CLDN7","ZEB1","miR101","TWIST2"
"miR141",0.000161560982699896,0.113016983432616,-0.0109475683839187,0.0406406703399093,-0.114445988708551,0.0416238797916432,0.0333989792512962,0.0188459339680523,0.0522698844566854,0.103050848416848,0.0904262553733754,0.0217018233480534,-0.0978510398942454,0,0,0.0138935440229755,0.101981657934087,-0.101240785695278,-0.0233423479894816,-0.0416238797916432,-0.0359523006281291,0.0123596212638582,0.0216109812909803
"miR205",0.00128875604478429,-0.0851181755200177,0.0435759466260983,-0.0264069885971534,0.0288476703665262,-0.0180448194656011,-0.014973274224368,-0.0125429595243176,0.0904575987205838,-0.0034634716082654,0.0942742490155415,-0.00894124485868293,-0.0943200034607139,0,0,-0.00523589073060308,0.0929526792154192,0.00285404453319795,0.0113567944150682,0.0180448194656011,0.0161597497149147,-0.0441028882369625,0.0629815851308216
"miR200b",0.00848089089732685,0.083363051818276,-0.0238022277894486,0.0129502558064029,-0.131519890980139,0.0112038681265678,0.00823742987276095,-0.0339024835797729,0.0482070099397043,0.0908502421356022,0.089360854893993,0.00885791840335427,-0.0988543142262391,0,0,0.078384549711625,0.100784302247003,-0.0899230536981874,-0.00260466284372806,-0.0112038681265678,-0.00838783120137573,0.0244902433508477,0.0443224142148815
"CDH1",0.0115815658075022,-0.0806029313342245,-0.000198918098956603,-0.0619344998215517,-0.0444142581361755,-0.0569605237320942,-0.0537065242251723,-0.0427879500433364,0.00342933957487816,-0.0143204436562722,0.0665345808618401,-0.0234253771612403,-0.129465333465584,0,0,0.100230946934339,0.126389636254428,0.0127102793663199,0.0376589446565876,0.0569605237320942,0.0522598130103025,-0.000431925290128189,0.064076670779175
"TCF3",0.0132203625388152,-0.0760664789471698,0.000739839165236512,-0.0559954269738696,-0.0445787232056803,-0.0498398712799127,-0.0473857113173387,-0.0388371757152343,0.000292951499126923,-0.0118553358078038,0.068616972943,-0.0206166388643165,-0.126389636254428,0,0,0.201622849453787,0.130697477493538,0.0143204436562722,0.0322006935897765,0.0498398712799127,0.0569605237320942,0.000198918098956603,0.0658874512395905
"KLF8",0.0132203625388152,-0.0760664789471698,0.000739839165236512,-0.0559954269738696,-0.0445787232056803,-0.0498398712799127,-0.0473857113173387,-0.0388371757152343,0.000292951499126923,-0.0118553358078038,0.068616972943,-0.0206166388643165,-0.126389636254428,0,0,0.201622849453787,0.130697477493538,0.0143204436562722,0.0322006935897765,0.0498398712799127,0.0569605237320942,0.000198918098956603,0.0658874512395905
"CLDN7",0.0132203625388152,-0.0760664789471698,0.000739839165236512,-0.0559954269738696,-0.0445787232056803,-0.0498398712799127,-0.0473857113173387,-0.0388371757152343,0.000292951499126923,-0.0118553358078038,0.068616972943,-0.0206166388643165,-0.126389636254428,0,0,0.201622849453787,0.130697477493538,0.0143204436562722,0.0322006935897765,0.0498398712799127,0.0569605237320942,0.000198918098956603,0.0658874512395905
"FOXC2",0.0197352966089779,-0.110917680301559,0.0378505154945135,-0.0567762369269615,0.021283193918944,-0.0465270891622501,-0.0367314954185438,-0.0369101688843137,0.081624001329959,-0.0151861962581723,0.0889709686501933,-0.0222333592993867,-0.0915338603650461,0,0,-0.00878176983821387,0.087568110027056,0.0135090542384374,0.0371578518969428,0.0465270891622501,0.0412273276451418,-0.0392592072768595,0.0773158638057707
"ZEB1",0.0209546641330637,-0.107588005951028,0.0392592072768595,-0.0522755336920811,0.0214335658948797,-0.0412273276451418,-0.032022506904895,-0.034337972813996,0.0787721091897224,-0.0135090542384374,0.0906734860719606,-0.0198811103971358,-0.0889288016836205,0,0,-0.00743049346352052,0.0915338603650461,0.0146742035810827,0.0333453988726934,0.0412273276451418,-0.0551217516037151,-0.038292970456991,0.0794182811085696
"miR200a",0.0286839544438909,-0.112397050087669,0.00873905262032453,-0.158199273724303,-0.111618166311375,-0.05570267398744,-0.0476122017882534,-0.107740565116236,0.0720116595384855,0.0726094260293497,0.149190891518723,-0.0182770509877348,-0.172802002084804,0,0,0.0679489781466028,0.170567356951184,-0.0734377598171871,0.0445328128873812,0.05570267398744,0.052953595220095,-0.00953333236529049,0.125418999708548
"SNAI1",0.0556538719386896,0.0562626404175356,0.0146389889132814,-0.0542211776613053,-0.116353516844209,0.0419563679571567,0.0418045259515657,-0.0500977041192187,0.0356642179557095,-0.0160750267767095,-0.0469813814278796,0.0469937639011154,-0.0653484681774818,0,0,0.124138034145583,0.0670534636045992,0.0167859739581932,0.017053181290482,-0.0419563679571567,-0.0396776445611153,-0.0139735472665551,0.102831835286408
"miR101",0.0975627390954146,-0.099124672455001,-0.08180699629185,-0.0585298950642365,-0.0992087494951459,-0.0571299946886448,-0.0503269508313832,-0.106141632687694,0.0467511474898814,-0.0274816561925222,0.0541529822724822,0.0163632184049326,-0.0693546118925563,0,0,0.0291004528067088,0.0658529805622856,0.0260873290832146,0.0830124141155592,0.0571299946886448,0.052602457692501,-0.0194544014804338,0.0956762844165615
"GSC",0.114634086565086,0.0641518093075865,0.0481002451997268,-0.042076656633783,-0.112440751168216,0.0437667949196155,0.0446378356768876,-0.0546902035812104,0.0679460484024979,-0.0147528547407261,0.119056931147166,0.0744477532128448,-0.234554631263321,0,0,0.0534516932278658,0.235639157202498,0.0153530588834794,0.0388404060353568,-0.0437667949196155,-0.0420273077401284,-0.0477426569231659,0.0720920322395072
