"","KLF8","miR101","ZEB2","SNAI2","TCF3","TWIST1","miR200b","OVOL2","FOXC2","miR34a","NP63","ZEB1","GRHL2","CDH1","GSC","miR200a","miR200c","TGFbeta","miR141","CLDN7","miR205","SNAI1","TWIST2"
"miR141",-0.0112785740544532,-0.0116387916258664,-0.00727162671868179,0.0666995312867636,-0.077502523684867,-0.0781074011565087,0.0228799523228789,-0.0288660940478106,-0.0397756574245223,-0.0206889241044671,-0.01644608243759,-0.0151828972972915,-0.00703205385848422,-0.0614733360729158,0.0810788241789076,0.0122619091503828,-0.0122619091503828,-0.0811856326508647,0.0156384359645117,0.0156384359645117,0.0176652045275136,0.0679214466677867,0.0070569141241353
"miR101",0.168256930633157,0.0680163479178954,-0.00278827312054495,0.0422897935581641,-0.0104808499734373,-0.0109948008480267,-0.0603310430743813,-0.065814408144585,0.0383419010361413,-0.083087454385733,-0.0765558588304487,-0.114714843086865,-0.104738284032383,-0.0507048113802245,-0.0217940977045761,0.0600445013855859,-0.0600445013855859,0.021730376201084,0.11499004825479,0.11499004825479,0.0772591970626553,-0.019849792429634,0.0758959592777654
"miR205",0.0894567339606433,0.0905494181085875,0.00759517266834762,0.0929684518829896,0.102956622084243,0.104884055056525,0.0197004176251432,0.0329875145266248,0.0799370061456079,0.0186982456776493,0.0158426482166885,0.0121043430866882,0.00540607636796754,0.0858501399706587,0.0271882601535389,-0.011215042966444,0.011215042966444,-0.0268343480760909,-0.0134384880041426,-0.0134384880041426,-0.0195489211331487,-0.0834089836184694,-0.163488666169699
"NP63",-0.147708458670832,-0.147448027726153,0.0141774208879727,-0.128351520958428,-0.102104183611167,-0.101680083981413,-0.105633853916946,0.0665184645218474,0.0506479424044691,-0.00454772821259234,-0.00663771787950868,-0.00436263615644626,-0.0833982289107032,0.127539464498819,-0.0941049846187285,0.00333206706161632,-0.00333206706161632,0.0941854323875866,0.00421029798606501,0.00421029798606501,-0.0937760826363985,-0.00487231462649289,0.1498245988614
"miR200b",0.0429925593287421,0.0439093130479885,0.0206324712261534,0.13265765419731,-0.0181080707745128,-0.0167252824224711,0.0366578678761639,0.0258290851860636,-0.034038215351297,0.100822140596377,0.00979660467281274,0.00391012260108463,-0.00237163427297615,-0.0193216384670819,0.137052715021152,-0.0118129001915599,0.0118129001915599,-0.13676864993616,-0.00500176376785285,-0.00500176376785285,-0.0129279357550946,0.0306876453746002,-0.124492418398816
"FOXC2",0.0868164907452559,0.0881704095785921,0.0245064470423019,0.0952145932589027,0.090515231108182,0.0927797646818639,0.0223467210666685,0.0382042931967651,0.0667283802383994,0.0217124944238806,0.0180824949343253,0.0145227991394968,0.00510540947392919,0.111867735604084,0.0422766543992121,-0.0196481575469187,0.0196481575469187,-0.0418478705171439,-0.0161726246346358,-0.0161726246346358,-0.0226907898652009,-0.0686060423194452,-0.155119813755309
"ZEB1",0.0881704095785921,0.0873739071354458,0.0253169188120885,0.0953124848161453,0.0927797646818639,0.0915159957298366,0.0220254316685347,0.0361827719679879,0.0648723869407851,0.0210777485057005,0.0207322247883315,-0.0845135046588459,0.00415318680264431,0.112104788274598,0.0418478705171439,-0.0181038915553842,0.0181038915553842,-0.0420900477799234,-0.0145227991394968,-0.0145227991394968,-0.0180824949343253,-0.069747663818567,-0.155270895180246
"miR34a",0.0833357660313206,0.0840108966398025,0.0274593638151508,0.115720637972518,0.0919801336446871,0.0930312071568473,0.0966844173944065,0.0654911864449551,0.0273929476119156,0.0250153039029158,0.0691062906274344,0.0902068500768456,0.0817774963331093,0.000481795997267423,0.0442287046306325,-0.106008095728489,0.106008095728489,-0.0439837263830114,-0.0911035168466322,-0.0911035168466322,-0.0716248820328122,-0.0368326762417381,-0.21349345557711
"OVOL2",0.102264990006622,0.102625802877442,0.0369239121245119,0.0924203456647589,0.0796318225252812,0.0803727764134907,0.0648829820543422,-0.0375407950870653,0.0480536546714882,0.0285824774735401,0.0165618350363827,0.0284064329640582,-0.0166574592539193,0.0786871017716423,0.0150393257492601,-0.0316687427631172,0.0316687427631172,-0.0149215182095775,-0.0289013997375623,-0.0289013997375623,-0.0178572250038629,-0.0743802493839822,-0.102205555980029
"SNAI1",-0.104848933406947,-0.104393138636264,0.0622063398564354,-0.0797378655565515,-0.017356976741546,-0.0166615920318346,-0.0230099238017606,0.0703367455284278,-0.0415088473053712,0.108034773522837,0.0732254537303226,0.0837856163931671,0.079074431716841,-0.0805568398430119,0.0109585192810053,-0.075568314317932,0.075568314317932,-0.0108088359188867,-0.0843371333930629,-0.0843371333930629,-0.074805948707044,-0.0675637446298756,-0.016706589480443
"SNAI2",0.157258522387925,0.157166260586392,0.0780537947158979,0.0280630132865745,0.105113740879913,0.105000393038056,0.160948471169623,0.0240125728603018,-0.0468054846558664,0.0211165628617596,0.0283671144679039,0.0378984833064116,0.0361710570561351,-0.192570220597342,0.206930902795875,-0.0582068418741439,0.0582068418741439,-0.2069132360933,-0.037872259934703,-0.037872259934703,-0.0282233310653917,-0.00363919531750064,-0.14726763019768
"CDH1",0.157494684272044,0.157258522387925,0.0780633095090225,0.128004886506866,0.105097804624933,0.105113740879913,0.160990736732868,0.0241164118795775,-0.0467762050611979,0.0211707865402016,0.0282233310653917,0.037872259934703,0.0362366598171556,-0.192641053032438,0.206863386377109,-0.0582982239819002,0.0582982239819002,-0.206930902795875,-0.0379524768412182,-0.0379524768412182,-0.0282746921337019,-0.00362272063285727,-0.147332940119533
"TCF3",0.157688396088465,0.157494684272044,0.0781701875567168,0.128137925129969,0.104662180229967,0.105097804624933,0.161039548246469,0.0239742836846056,-0.0467582828436222,0.0210648262753009,0.0282746921337019,0.0379524768412182,0.0360905701505647,-0.0928030784448452,0.206736505826085,-0.0581857046094611,0.0581857046094611,-0.206863386377109,-0.037758642953203,-0.037758642953203,-0.0280434782608696,-0.00363504247949136,-0.147613681276187
