"","CDH1","SNAI2","GRHL2","miR200a","OVOL2","miR34a","miR200b","TWIST2","TCF3","GSC","NP63","miR205","FOXC2","TGFbeta","TWIST1","SNAI1","ZEB2","KLF8","miR101","ZEB1","miR141","CLDN7","miR200c"
"TGFbeta",-0.106645149781481,-0.363738295332985,0.208142480680143,-0.0975574001144805,0.179764950462803,0.229695613690233,0.115364367579163,-0.35265205188415,-0.215714989805961,0.00462151553191668,0,0,-0.0691662447704381,-0.104632375512021,0.217176201885919,0.112731411399096,-0.0391505962903597,0.251157174287345,0.252750543213535,-0.213887551643675,-0.213256441462713,-0.213256441462713,-0.131867391394213
"miR34a",-0.0152210345553984,-0.155920040887464,-0.0908264635439744,0.0982115052544009,-0.0881301827187516,-0.0479882076390941,0.116853699576605,-0.210696741002622,-0.0981732792416498,0.0385698935515901,0,0,-0.0707064293829951,-0.0385873919978488,0.0985441074245917,-0.00287064810120932,-0.0136066149933936,0.0736814037473033,0.0740079249519745,0.0863745831202808,0.0864833349020729,0.0864833349020729,0.0868401498197091
"OVOL2",0.0829109943101263,-0.1044338777977,0.0207287220826289,-0.107815857863839,-0.0298473221869406,0.0692441642221098,-0.0109861962643092,-0.11493473864254,0.00735009298805056,0.000975415575598131,0.0240834337367673,-0.0241428552949085,0.0136627453030806,-0.000955436519160741,-0.00721700903725565,-0.0681178886472043,0.032374285163306,0.0926754296322061,0.0928640612850361,-0.0926572595717782,-0.0925750594899857,-0.0925750594899857,-0.082946228142748
"SNAI2",0.106938942072115,0.348520282622007,-0.25114849293544,0.111114350786154,-0.19804720720811,-0.190213266172899,-0.20628955829143,0.460982036739367,0.255980771140171,-0.202024882842734,0,0,0.0104638164372131,0.202086500854153,-0.257572174839844,-0.0770919274615394,0.0408074178043495,-0.383986325989158,-0.385678254815769,0.257016906420829,0.256326014843331,0.256326014843331,0.15288107889434
"CDH1",0.106661155739695,0.447250766612263,-0.250143059315452,0.110265802642703,-0.197336464406271,-0.18922339561751,-0.206188572632684,0.458945418141804,0.25327691987855,-0.202002377369812,0,0,0.0101697474646723,0.202024882842734,-0.255980771140171,-0.0768252156750157,0.0409753539029989,-0.381052095456338,-0.383986325989158,0.256326014843331,0.255194956461466,0.255194956461466,0.152414843650685
"TCF3",0.206169394400285,0.445016346273067,-0.248497115738527,0.10879880478694,-0.196155169408718,-0.18768697177645,-0.205977056073748,0.455190505171563,0.249356300323855,-0.202256138471861,0,0,0.00957831428467351,0.202002377369812,-0.25327691987855,-0.0761968014966775,0.0414318122316934,-0.376388110953284,-0.381052095456338,0.255194956461466,0.253340734174226,0.253340734174226,0.151729112380915
"CLDN7",0.206169394400285,0.445016346273067,-0.248497115738527,0.10879880478694,-0.196155169408718,-0.18768697177645,-0.205977056073748,0.455190505171563,0.249356300323855,-0.202256138471861,0,0,0.00957831428467351,0.202002377369812,-0.25327691987855,-0.0761968014966775,0.0414318122316934,-0.376388110953284,-0.381052095456338,0.255194956461466,0.253340734174226,0.253340734174226,0.151729112380915
"GRHL2",0.120886076121495,-0.00168638512134823,0.147284949637766,-0.226895747952351,0.16213398582491,0.198633911725781,-0.166972723138179,-0.0511583324053783,0.0128229600322616,0.0596396314863708,-0.0255409753580788,0.0256364332958402,-0.0306338403880861,-0.0597577044033262,-0.0126842236891204,-0.0845365676202484,0.0572124867360444,-0.0141584900065124,-0.0139533753447755,-0.209048967920423,-0.20886838722356,-0.20886838722356,-0.186972710700965
"SNAI1",-0.128681018130508,-0.223730510385898,0.127439978129016,-0.102890095496933,0.119500116616548,0.130729624312234,0.00264145913654899,-0.195289674765695,-0.0856026716281261,-0.000141375327587744,0,0,0.0168912234065243,0.000153670049639206,0.086103900430644,-0.0679659419080105,0.0624972402557139,0.185335997193772,0.185919077567767,-0.13066113349919,-0.130420776167443,-0.130420776167443,-0.0324662674067913
"NP63",-0.190111991488058,-0.320833704540441,-0.15856815956477,0.0222840190418761,-0.123696278272811,-0.0466120261712414,0.18080908440741,-0.272517691700414,-0.224138362202165,0.0258511262852195,0.0215802590359401,-0.12148890048048,0.0168199675873976,-0.0258254514653711,0.224845194918422,0.109425876478567,0.0760157100364084,0.315073866948265,0.315827745998651,0.0639390589606017,0.0643112526641835,0.0643112526641835,0.0690780054920025
"GSC",-0.0300594624269894,0.16940435786837,-0.249123979508,0.0722231610410199,-0.201869459774858,-0.178079587670166,0.0123992062995295,0.171354461754103,0.169908586613127,0.00351046472414468,0,0,0.182460093181792,-0.00348296046098389,-0.170557066040676,-0.0137477485898271,0.141566251861575,-0.149593580391106,-0.150395474537181,0.254985439083565,0.254671472266068,0.254671472266068,0.206961982103274
"ZEB2",-0.326209028527013,-0.200861400114362,-0.194825563352354,-0.154694284322253,-0.14733690218949,-0.142911196214757,-0.124996475655654,-0.118720560346365,-0.0721742600621864,-0.0449209878092588,0,0,0.00480030994344017,0.0450386066134881,0.0723220185177046,0.0740769726934967,0.166528382731424,0.190490414392408,0.190664427736745,0.194095739857286,0.194262922474221,0.194262922474221,0.325621732467271
"miR141",-0.0699190638390808,-0.25039032390541,0.210445486588292,-0.228563827122703,0.139703529999233,0.210842848936595,-0.114072040430618,-0.235285887127803,-0.179000898674046,-0.128524544237008,0,0,-0.0654733324603625,0.128499546509529,0.180117481781844,0.0985811344208525,0.250449172169654,0.197159972960758,0.198379309439991,-0.212270074876099,-0.211615893673932,-0.211615893673932,0.014784090311731
