"","TWIST2","SNAI2","miR101","TGFbeta","TWIST1","ZEB1","CLDN7","SNAI1","FOXC2","NP63","miR205","OVOL2","miR34a","GRHL2","miR141","TCF3","GSC","KLF8","CDH1","ZEB2","miR200b","miR200c","miR200a"
"miR101",-0.0374723709431813,-0.100047731803633,0.0099502601859591,0.0255532047816205,-0.0311160777719295,-0.0960236971348203,-0.0959492104666156,-0.0292518835517264,0.048703493860212,0.0274916909985826,0.0276360327999683,0.0551074899086558,0.0254425389792533,0.09378254605988,0.0959492104666156,0.0310255089341568,-0.0256404026285044,-0.10980936644111,-0.0193730127295714,-0.0685895315042149,-0.0688062302397953,0.0105790689940965,0.0105790689940965
"TCF3",0.12986519569543,0.110714176683152,0.169146541457394,0.202317549393589,0.0819666580580971,-0.054245983104462,-0.054395930074436,-0.0567938318735039,0.0815621651464166,0.00822379994973611,0.00793478260869565,0.0310860323370929,0.00749805759716604,0.0547797642314482,0.054395930074436,-0.081531033663131,-0.201882530361507,-0.169399856909636,-0.0305874256755351,-0.0421928837996098,-0.199438083429572,0.00555640433911279,0.00555640433911279
"KLF8",0.12986519569543,0.110714176683152,0.169146541457394,0.202317549393589,0.0819666580580971,-0.054245983104462,-0.054395930074436,-0.0567938318735039,0.0815621651464166,0.00822379994973611,0.00793478260869565,0.0310860323370929,0.00749805759716604,0.0547797642314482,0.054395930074436,-0.081531033663131,-0.201882530361507,-0.169399856909636,-0.0305874256755351,-0.0421928837996098,-0.199438083429572,0.00555640433911279,0.00555640433911279
"SNAI2",0.129541774184296,0.0105848158786076,0.169059744924153,0.202395672347093,0.0815763386682644,-0.0542830746021877,-0.0544080212556227,-0.0566599726810301,0.0817092788403116,0.00815039086687374,0.00788995300571968,0.0307698696905309,0.00739420381176956,0.0547953166089411,0.0544080212556227,-0.0815151308336615,-0.202258216783159,-0.169272710135211,0.0691897661278088,-0.0421417998411883,-0.199565650490219,0.00523837979877882,0.00523837979877882
"CDH1",-0.129647621299023,-0.110463812660148,-0.169272710135211,-0.202258216783159,-0.0815151308336615,0.0544080212556227,0.054245983104462,0.0566541842783176,-0.0818429465551029,-0.00788995300571968,-0.00822379994973611,-0.0305198495276145,-0.00723845494815942,-0.0546141959426452,-0.054245983104462,0.0819666580580971,0.202317549393589,0.169146541457394,-0.0691842227198448,0.0420770992479409,0.199611142432338,-0.00509571181422053,-0.00509571181422053
"CLDN7",-0.12986519569543,-0.110714176683152,-0.169146541457394,-0.202317549393589,-0.0819666580580971,0.054245983104462,0.054395930074436,0.0567938318735039,-0.0815621651464166,-0.00822379994973611,-0.00793478260869565,-0.0310860323370929,-0.00749805759716604,-0.0547797642314482,-0.054395930074436,0.081531033663131,0.201882530361507,0.169399856909636,0.0305874256755351,0.0421928837996098,0.199438083429572,-0.00555640433911279,-0.00555640433911279
"OVOL2",-0.087410113159181,-0.0771069407908797,-0.0706924991599734,-0.00596586892663359,-0.0810254758200398,-0.0184936072238089,-0.0187796091612852,-0.0792289216152257,-0.0294856174577274,0.0207001448606569,0.0201199743748046,-0.0632290411840238,0.0197016112874923,0.0120835338752735,0.0187796091612852,0.0814247276724245,0.00620148400599867,0.0702779482020097,-0.100869098979676,0.0865755445674698,0.0259635684435546,0.0446484779804125,0.0446484779804125
"miR34a",-0.178290185336544,-0.108483607327437,-0.0372925977141388,-0.0399807671555604,-0.0753486644214224,0.0243927814763379,0.024623611297647,-0.0204913336279994,0.0160415743424668,-0.0159741209128856,-0.0155956699128288,-0.0359437728457671,-0.0230079604555382,-0.0211149232256446,-0.024623611297647,0.0750329487072829,0.0397804401156337,0.0376181585623256,0.0606319907832609,0.107408106346301,0.104761417567341,-0.0115109400421394,-0.0115109400421394
"miR141",-0.0226044656381877,-0.102198765999588,-0.110612362488001,0.0513243998929161,0.105192477707912,0.0163431715344083,0.0164907026755315,0.12924747078319,0.0134803776845355,-0.0432255416256965,-0.0429554154483374,-0.0276736609483162,-0.0100778298978333,-0.0101051765868738,-0.0164907026755315,-0.105442414853896,-0.051438025926913,0.11079067018585,0.0821487215003844,0.148979272480258,0.125568773439271,0.06876270804595,0.06876270804595
"ZEB2",-0.128494259999114,-0.12599856300775,-0.101448915415568,-0.0814841418260285,-0.06194975685754,-0.0432213441479324,-0.0430850939975663,-0.0403442149935786,-0.0190046584363249,0.010903016168996,0.0110114760388441,0.0235907908897487,0.0277313697443795,0.0409284383221306,0.0430850939975663,0.06160390464847,0.0812876999488077,0.101559289593977,0.21956158915421,0.252135906304926,0.263303034739541,0.297251886114292,0.297251886114292
"miR200a",-0.120309602779401,-0.124239285868421,-0.114594904900229,0.082476574541095,0.0475673596698861,-0.00311193574314726,-0.00314786995452523,0.0919486395865632,0.0362899239846263,0.0402238981623295,0.0401385951589529,0.0209575300060873,0.106364278829987,-0.000957000120759587,0.00314786995452523,-0.047574754260004,-0.0825095260909541,0.11452646356166,-0.0161338297603987,0.25901983080356,0.12143784709499,0.126962634517565,0.126962634517565
"GSC",-0.0186660098543347,-0.0243445880021538,0.0938915945296938,-0.0109970734350956,-0.225839734350043,-0.118349875048792,-0.118355184249395,-0.130422407069538,-0.117306784665857,0.0187628095140938,0.0186536120198889,0.0799165881012604,0.00745407360807103,0.114668649867533,0.118355184249395,0.225737510992006,0.0109640683193027,-0.0939597993780841,0.0707814861863276,0.300517300498412,0.0612505928245803,0.194433352108937,0.194433352108937
"miR200c",-0.0115660786478037,0.0610227226950552,0.0879585859468289,-0.101256952929165,-0.12937462623989,-0.0358227252948719,-0.0360073066166706,-0.142536806106617,-0.020952573599513,0.0467133094166345,0.0462299257308339,0.0365509736483471,0.0214038691323122,0.0267175539141703,0.0360073066166706,0.129494418599799,0.101362625140782,-0.0883025937275285,0.0583611113993568,0.339110726929369,0.0693349428785341,0.179675842235428,0.179675842235428
