"","TWIST2","ZEB2","miR101","SNAI2","miR200a","OVOL2","miR34a","SNAI1","miR200c","CDH1","NP63","GSC","miR141","CLDN7","ZEB1","TGFbeta","TCF3","TWIST1","GRHL2","miR205","miR200b","FOXC2","KLF8"
"miR141",-0.0989587627278996,-0.000420737472644555,-0.123836891129678,-0.0927485303166942,-0.0101536637519259,-0.0150024406692525,-0.111409342850969,0.18205134187286,0.0106575975386482,0.0248527532570493,0.00231016932524389,0.111387079992686,-0.0175104455970576,0.0175104455970576,0.0176369965153887,-0.111445029270024,-0.00251751326615641,-0.00272012503538604,0.0201284473667839,-0.00145358499967076,0.024683724721186,-0.157038146312783,0.123478474646122
"TWIST1",-0.147377652387839,0.00300632645294475,-0.174553868236735,-0.114312319894067,0.017275760536867,-0.0359078311917554,-0.102353239129124,0.311139640129059,0.000107902661599422,-0.12143472464327,-0.0323432329442579,-0.00319719947104418,0.029842079174454,-0.029842079174454,-0.0298831716671148,0.00318121847276449,-0.0423417428416901,-0.142236356711812,-0.0314434497255937,0.0321703992574011,0.0379363476722851,-0.189758282126989,0.174635529343143
"OVOL2",0.0636254719979576,0.0037586402027857,0.0521660474114426,0.0465854121040482,-0.0117103149272065,-0.0431716419489174,0.0247051906878635,0.0497632418938613,0.0100263405888058,-0.0937595225857681,0.0112372175162611,-0.000994178632831153,-0.0172554025759547,0.0172554025759547,0.0174196668716359,0.000982466772160959,-0.00236771941978005,-0.00232275862559258,-0.0242426594759004,-0.0106267960553551,-0.0369844232780849,-0.0631694156015667,-0.0522022383680902
"miR205",-0.0772692406647659,0.00532325787268798,-0.0212397204067961,0.0130681691536673,-0.00650382971335844,-0.0215739131944996,-0.0153047678560177,0.131868905507117,0.00236963462547977,0.0447399081208692,-0.00557165572577763,0.0223277760632731,-0.00711785399626891,0.00711785399626891,0.00719052390099059,-0.022383322801886,-0.0123926140781053,-0.0126314839763797,0.00913352064054707,0.0060770565780222,-0.00542301323722653,-0.129339454362613,0.0209030284986667
"TGFbeta",0.137246134874688,0.00571150888042846,0.134211922348052,0.105653906359835,0.0227450023368617,-0.0230703931213859,0.0990602438897834,-0.179589925622299,-0.0277859801753127,0.112920374310075,-0.0303031538368913,0.00717752024445613,0.0445241824668729,-0.0445241824668729,-0.0443558978548796,-0.107217050572037,0.0135342779932048,0.0132529265989271,-0.0408785616822062,0.0311698750143239,-0.0824875950553725,0.156077534793694,-0.134635020311504
"TCF3",0.202406500604071,0.012934961799699,0.268045325363907,0.194736606838748,0.0579219131178433,-0.0793408491587046,-0.00703354331476138,-0.186054370063135,-0.0724275760350888,0.251470201788278,-0.095252157158415,0.219570642439015,0.128325414281015,-0.128325414281015,-0.128636279950474,-0.219461887680995,0.00190584425231006,0.00185744154175827,-0.118849910840926,0.0922463768115942,-0.150170700781543,0.100515478070978,-0.267583397186288
"CLDN7",0.202406500604071,0.012934961799699,0.268045325363907,0.194736606838748,0.0579219131178433,-0.0793408491587046,-0.00703354331476138,-0.186054370063135,-0.0724275760350888,0.251470201788278,-0.095252157158415,0.219570642439015,0.128325414281015,-0.128325414281015,-0.128636279950474,-0.219461887680995,0.00190584425231006,0.00185744154175827,-0.118849910840926,0.0922463768115942,-0.150170700781543,0.100515478070978,-0.267583397186288
"SNAI2",0.202414540371068,0.0131854947282967,0.267425522857622,0.0950754058188847,0.0579343384162583,-0.0797696587055647,-0.00747774656133632,-0.185752710377578,-0.0723862892675947,0.151245531329103,-0.0940251242234173,0.219500760770587,0.12830097328124,-0.12830097328124,-0.128344678900754,-0.219415012628822,0.00111906172768125,0.00110092607298411,-0.118675562925936,0.0935829224383328,-0.150174988109203,0.0992096274810485,-0.267155674430582
"CDH1",0.202280167083577,0.0133068083406355,0.267155674430582,0.195186005022299,0.0582849473194865,-0.0801446889499392,-0.00769579497039052,-0.185972224418907,-0.0724254530280617,0.151224794877089,-0.0935829224383328,0.219461887680995,0.128636279950474,-0.128636279950474,-0.12830097328124,-0.219500760770587,0.00185744154175827,0.00111906172768125,-0.118788228537254,0.095252157158415,-0.150009474872983,0.0994222227988594,-0.268045325363907
"GRHL2",-0.0807575090905977,0.0152836531753082,-0.0987987350140026,-0.0779352471747573,0.0765966382689029,-0.0700998882147604,-0.0920976844828952,0.0528424266880976,-0.0851394609807894,0.049571034223216,-0.00659725189979544,-0.072958884141643,0.0719034008899144,-0.0719034008899144,-0.0717970613501659,0.0729095485096758,0.00622205105763148,0.00612377948123978,-0.0395034374829882,0.0071023111704968,0.133000419907655,-0.00307905157496376,0.0985936203522657
"FOXC2",-0.09494776719822,0.0178770276824766,-0.0476502147938628,-0.0120067215210938,-0.0103006702195709,-0.027916513381357,-0.0228711020462315,0.141109907921991,-0.0016411121966106,0.0582307111040862,-0.0082579681857369,0.029845228052723,-0.00667333512997636,0.00667333512997636,0.00669756601202297,-0.0299092742528294,-0.0156791666272564,-0.0160678552257241,0.0108438718022292,0.00888144338226713,0.00208570395521396,-0.134686107776748,0.0471350067422393
"NP63",-0.153712630000029,0.0548794860103435,-0.215425755272805,-0.17484020855647,-0.10361244998154,0.120697795959457,0.0985825463795695,0.119162747600679,0.0729311042915596,-0.170631970317181,0.0606620781343707,-0.0389062630189826,-0.136068307085015,0.136068307085015,0.136104610390651,0.0388172569768417,0.0336583475576526,0.0338939584630717,0.00691819334136096,-0.160678200232393,0.0653759925837075,-0.0536834101528693,0.215455910434821
"SNAI1",0.0285679792778779,0.113615826728599,-0.0972183527870011,0.140083774169608,-0.127465600594497,0.0984231833871851,-0.0968686788874119,0.146696072108375,0.0160467114094391,-0.133652062368322,0.111500253625931,-0.0177862714276124,-0.136360014903801,0.136360014903801,0.136386807063813,0.0177614868291912,-0.244164064598185,-0.244159466168804,0.12870090758154,-0.111382635395105,-0.056238458298043,-0.270135980924042,0.0971406711320387
