"","TWIST2","SNAI2","miR101","OVOL2","miR205","ZEB2","miR200b","SNAI1","CLDN7","miR200a","TWIST1","TCF3","TGFbeta","GSC","miR200c","GRHL2","miR141","ZEB1","miR34a","FOXC2","CDH1","NP63","KLF8"
"miR200a",0.0608858761044929,0.0678074251445805,0.0472354201270729,0.140321823083192,0.101624879994859,-0.00763145373037738,0.0284965591483651,0.00368570073848174,0.00972972147304368,0.00871977535211806,-0.0191931702676089,-0.0191976070216796,-0.0745722872764767,0.0745347906852577,-0.00237956008515581,0.0049147220148334,-0.00972972147304368,-0.00972057052480457,-0.0248261720594163,-0.0341093497068376,-0.0911670368474937,-0.101415176778225,-0.0471327581192201
"miR141",0.0693444429005859,0.195064857192085,0.161632348655451,-0.130260860493818,-0.0923371011478438,-0.00520815207105611,0.0578753045818416,0.0922747903052399,0.00126090685912464,0.00293810548432353,-4.18125866177898e-05,0.000622221605966915,-0.148020920919701,0.148010694576641,0.00122914363957841,-0.0136752545929717,-0.00126090685912464,-0.00116158559165135,0.103174812595784,-0.104401098281657,0.0242772162259018,0.0920918550131361,-0.161996168402578
"TWIST1",-0.106711496851426,-0.118646247443008,-0.0285432024247795,0.188059403371906,0.164811095594721,-0.00447080901497673,0.0243502184126188,0.0187248108996961,0.144497906372826,0.0884064314819095,0.0143967937129876,0.114283238115677,0.0277610558194368,-0.0277964646979781,-0.0646344506571871,-0.128326539322641,-0.144497906372826,-0.144426950867481,-0.0549031574050091,0.0643615158749195,0.0558873598569427,-0.164288666495813,0.028582041243681
"miR205",-0.0166769238499019,0.0926414523467696,0.0957359417192586,-0.134530714109954,-0.0959048751677269,0.00236779170989523,0.0205191490961484,0.120069848803941,-0.00482091748291713,-0.00380599745833221,0.013584047142086,0.0140494315990688,-0.0364424656540198,0.0364615102501157,0.00183724720507516,-0.0109446635723111,0.00482091748291713,0.00488364962289055,0.0203014426925791,-0.123679974494849,0.037061582494493,0.095587760907495,-0.0960601171995766
"OVOL2",-0.254722308643456,-0.308424769812402,-0.282600474438254,0.19591986290941,0.221707508778396,0.013096753283199,-0.130145545448173,-0.119364016672295,0.0572541219341321,0.0692605026990875,-0.0870410929107295,-0.0874547322172542,0.28748709285969,-0.287768177515774,-0.0799831288964938,0.0771316300214471,-0.0572541219341321,-0.0573145831513183,-0.10953231168906,0.108345539835954,-0.0771814743711248,-0.220885330492113,0.283370354788758
"GRHL2",0.133181365991554,0.229428334232024,0.221996625365156,-0.223340947867803,-0.245074128313029,0.0131786324031706,-0.000947830129327594,0.111229601863856,-0.0838859551086779,-0.0946605063921892,0.0631510412020473,0.0631770542663863,-0.168311744357716,0.168647115788505,0.0884479742044817,-0.0613671058019244,0.0838859551086779,0.0838171728601753,0.107901149208528,-0.104404382428208,0.0589056025902642,0.243937311054234,-0.222615490632113
"TGFbeta",-0.142016019936907,-0.194685169353011,-0.113355158889015,-0.0192708701486883,-0.0177366876434787,0.0152465825900921,-0.143535035281894,-0.0296774111499909,-0.0185334683344543,-0.0172620897928727,0.00103186334798407,0.00137447673940286,0.111382240940149,-0.211557303819434,0.00388793724069054,0.0158855295140231,0.0185334683344543,0.0185696641072684,-0.0507927501077783,0.0755250718277752,0.0991283522272045,0.0179819860899219,0.113504039514453
"ZEB1",-0.0334599474832081,0.0774344387021333,0.0851686859608648,-0.166594771159584,-0.11862609975826,0.0175374667260999,0.00264111752250412,0.114164872493475,-0.0237787561510767,-0.0221343862501521,0.0155910086128364,0.0155868020590256,-0.0445153101979095,0.0445818574910812,0.0103185476504338,-0.00505659722089539,0.0237787561510767,-0.0762433298790094,0.0409783335577773,-0.115011426824744,0.0662528986413207,0.118315719254753,-0.0853141725694838
"NP63",0.179689116801109,0.116810628468082,0.133050877656962,0.279411491589645,0.220496314721946,0.0415941327336866,0.159268003796231,-0.0280728573738051,0.148815430147564,0.0859490817026564,0.119563045041936,0.120166657742485,0.0444883214861413,-0.0445961557295044,-0.105777763633694,-0.143526494559454,-0.148815430147564,-0.148474450501165,-0.144157604827594,0.0623497553244898,-0.157164256661447,-0.319319401566314,-0.133377101682402
"TCF3",-0.267409643773596,-0.243475310376955,-0.233137785122053,-0.189168906539787,-0.160760869565217,0.0481320375146916,-0.280462531647283,-0.0142068346910432,-0.141746136149442,-0.0967011333957541,-0.153735789280855,-0.154026205544166,0.194591506882595,-0.195769683427819,0.0488715720354354,0.12474528562526,0.141746136149442,0.141764422365293,0.0803005610004656,-0.0289808917317983,0.0291060062959821,0.163651042975622,0.235626236917613
"SNAI1",-0.0353034537878436,0.0207793042066702,0.080980419649201,0.142827603627059,0.126629984765086,0.0684664233858623,0.0204669260068825,-0.0486989742325933,0.113017547776935,0.0197542115207793,0.0282487514428639,0.0285854586608653,0.0410871524025214,-0.0412063916909887,-0.0953329409861739,-0.103167640750031,-0.113017547776935,-0.112907522335964,0.0172931248084265,-0.049062433001246,-0.127819642132131,-0.126147259942739,-0.0809576455093927
"miR101",-0.029459541549135,0.00548758210957518,0.0454001138113366,0.166828404980088,0.140713593399966,0.0942819301463421,-0.000153453862936993,0.0252956878142023,0.109297110774678,0.00795078418664544,0.0241489816813332,0.023669948912873,0.0641293364293207,-0.0640689686891703,-0.103037596868604,-0.093776096769399,-0.109297110774678,-0.109299747470897,-0.0370891544626685,-0.0315790185359987,-0.083970487112358,-0.140298938770531,-0.145240611458677
"miR34a",-0.272061460943669,-0.194498437604805,-0.0585611835051908,0.109276957251377,0.0870302924210721,0.104737757764454,-0.0747120899709754,0.101495076899539,0.0554799849993482,0.0315592179247665,-0.0493560428939984,-0.0495032719177992,0.0688472255244188,-0.0690029013566509,-0.115496659282481,-0.0489537448535379,-0.0554799849993482,-0.0554552362350016,0.0288032380513273,-0.106721951726998,-0.0503432648257827,-0.0864418011159838,0.0588598543718164
