"","miR200b","SNAI2","CDH1","CLDN7","OVOL2","FOXC2","SNAI1","TWIST1","TCF3","TWIST2","ZEB1","miR141","miR205","NP63","GRHL2","miR34a","KLF8","miR101","TGFbeta","GSC","miR200c","ZEB2","miR200a"
"KLF8",0.021192872955912,-0.0152762480945615,-0.087844466178495,0.0204940983178261,-0.000821525738347283,-0.0446996802436563,0.0469613775485591,0.0507158451263977,-0.0516838993374335,0.0308843295822144,-0.0202783209707902,-0.0204940983178261,-0.00572463768115942,-0.00728533132277792,-0.0211173330883596,-0.0290028732979093,-0.0102660651793036,-0.0104001733599026,-0.0184071546745482,-0.0188240479136274,-0.0245529284023794,-0.070257586250661,-0.0447906332956254
"CLDN7",0.021192872955912,-0.0152762480945615,-0.087844466178495,0.0204940983178261,-0.000821525738347283,-0.0446996802436563,0.0469613775485591,0.0507158451263977,-0.0516838993374335,0.0308843295822144,-0.0202783209707902,-0.0204940983178261,-0.00572463768115942,-0.00728533132277792,-0.0211173330883596,-0.0290028732979093,-0.0102660651793036,-0.0104001733599026,-0.0184071546745482,-0.0188240479136274,-0.0245529284023794,-0.070257586250661,-0.0447906332956254
"TGFbeta",0.121166811337514,-0.0722268394776247,0.0824683220925875,-0.0748394865074855,-0.0829599874769904,-0.0374222121224916,0.0100912191160178,-0.0512628901192188,0.0512606211563617,0.0544049269663573,0.0747456519684841,0.0748394865074855,0.0817439758846926,0.0818884294142647,0.080239351737997,0.0772793136845649,0.0281760338297752,0.027919128192393,-0.12771197936355,-0.027708069770712,-0.0446814929063052,-0.020728609811837,0.026674575355041
"OVOL2",0.060618151595587,-0.078480407654268,-0.0228933940700455,-0.0169813145504544,-0.0814849505261822,-0.0336909849921053,-0.0244706850437841,-0.00223292763863639,0.00223472607040389,0.0730973372781968,0.016960255025367,0.0169813145504544,-0.0200782646781707,-0.0201722587792306,-0.0227689377037144,0.0618350743359311,0.0793680232857482,0.0791245568501187,-0.0101918168081493,-0.0103054907499483,-0.00674785534182993,0.0124183002261478,0.0155268572248918
"miR34a",0.0265284234261535,-0.0093736263994558,0.0117116783167475,-0.0151367628935405,-0.0509653639600639,-0.0378179547383839,0.0289307617844689,-0.035795441032297,0.0359048786489189,-0.0478908647837658,0.0151969690221912,0.0151367628935405,0.0392585768821288,0.0389993379470899,0.0175904522269531,-0.0189678642714072,-0.0259232807362008,-0.0259223203797165,-0.0203097907325525,-0.0204980498785077,-0.0383114172841148,0.0256421126992166,0.059450728817179
"ZEB1",-0.0294535928570436,0.0368396077834397,0.0996231816419788,0.00658700805596079,-0.0620610776792633,-0.0680195993901034,0.0799928672100552,-0.0774054483009912,0.0775058046561926,-0.0953839342895329,-0.106557105570783,-0.00658700805596079,0.0511001411786393,0.0509650681817431,0.00644113419753295,-0.0155290810113459,-0.0466417750557882,-0.0466079751366141,-0.000713654029215116,-0.000862985240352983,0.0228713532950966,0.0534854869322305,0.0133378542632754
"FOXC2",-0.0295375487348954,0.0368943647499757,0.0995991391269794,0.00676512629416311,-0.0619374200852715,-0.0680418956328487,0.0800566053830831,-0.0775058046561926,0.0776353675223486,-0.0954451620249019,-0.00658700805596079,-0.00676512629416311,0.0516558473320684,0.0511001411786393,0.00634481655327367,-0.015657497815602,-0.0467906890109086,-0.0466417750557882,-0.000862985240352983,-0.00114413720353185,0.0229702496121978,0.05351451348269,0.0132295627960496
"SNAI2",-0.0211710176571709,-0.0846396506558117,-0.0120751731914006,-0.0204612155176449,0.000827800817134305,0.0442203982915057,-0.0465235427315382,-0.050976577676791,0.0509017681011653,-0.0306443879485392,0.0204603585447133,0.0204612155176449,0.00728533132277792,0.00719038001923217,0.0212636816587555,0.0290565815878135,0.0109921956173514,0.0108375010177884,0.018446286414095,0.0183355463516151,0.024743606848066,0.070320029392451,0.0449434001832144
"CDH1",-0.021206185186894,0.015310817185604,-0.012016248817857,-0.0202783209707902,0.00097297381495671,0.0443591581097176,-0.0465711857384798,-0.0509017681011653,0.0507158451263977,-0.0306106069544772,0.0204612155176449,0.0202783209707902,0.00728533132277792,0.00728533132277792,0.0211011009031829,0.0290346613773795,0.0104001733599026,0.0109921956173514,0.0183355463516151,0.0184071546745482,0.024809812252665,0.0703533311683872,0.0447970023167069
"miR101",-0.0571923381616436,0.0739564109338464,-0.0632084634089051,-0.017757709583748,-0.0624126086750952,-0.0276785172647637,0.00669945231272855,-0.0149435168193424,0.0150755509081435,-0.00918456231764628,0.0178252749243762,0.017757709583748,0.0503285560570649,0.0502104582195676,0.021765591174939,-0.0208846570388534,0.014886977174809,-0.0849601664038922,0.0380473306462505,0.0379945088736189,0.0550045698698993,0.137220862062836,0.0758335203642742
"miR141",-0.116166688523274,0.0476906533152704,-0.136532727444992,-0.0228292267318508,0.0500784243567239,0.0340717615013273,-0.000487300908949601,0.0491732868609981,-0.0490594101731829,0.0250940602581748,0.0227370476678812,0.0228292267318508,-0.0364464222432203,-0.0359239413475388,0.0127345645884593,-0.0598889698806139,-0.0316456630229172,-0.0315448021029215,-0.0218890450136218,-0.0217106521402467,0.0972593722010337,0.22437770143235,0.123013134434515
"ZEB2",-0.182204981696412,-0.161179143567188,-0.157377169978392,-0.109759166087534,-0.108648157771695,-0.0417464260869944,-0.0393591612917573,-0.0319678862947736,0.0317454367518506,0.094838534354658,0.109695091692497,0.109759166087534,0.113963903482056,0.114506202831297,0.121422854723069,0.126475642780406,0.154503707288667,0.154596182951658,0.200950792186836,0.201266700284059,0.217906746404036,0.225219250635355,0.314317790641071
"miR200a",-0.0395686131725918,-0.0989064297297936,0.0186468368855572,-0.0273228029825415,-0.088729497780319,-0.0502986646752655,-0.00864183578743591,-0.0603376476585234,0.0602533493311797,-0.00189221851334085,0.0273573980307625,0.0273228029825415,0.0790556158393304,0.0788885641243846,0.0359548120840707,0.105180732476693,0.069227015515306,0.0691117458924538,0.149806821767125,0.149650017840209,0.107202674635028,0.252775663865192,0.13827242460571
