"","TWIST2","miR101","ZEB2","TCF3","CDH1","FOXC2","NP63","miR205","miR200a","miR141","CLDN7","TGFbeta","GSC","GRHL2","ZEB1","miR200c","OVOL2","miR200b","miR34a","SNAI1","TWIST1","KLF8","SNAI2"
"ZEB1",0.0491361167531371,-0.0553093000766036,-0.00080094375221183,0.104625413151122,-0.057677021422664,0.104361818602548,-0.0349185792450251,-0.0348611013740055,-0.00210462217843092,-0.0035513710382411,-0.0035513710382411,0.0163267833172787,-0.0162949961222585,-0.00332429461064632,-0.0964058202367773,0.00210462217843092,0.0265968095549734,0.00443364986526425,-0.0174709290255514,-0.129421854118149,-0.104511836198229,0.055321791351081,0.0279897170714193
"FOXC2",0.0491464539032643,-0.055321791351081,-0.000768131129953262,0.104608513646841,-0.0576951892959893,0.104488163978105,-0.0348611013740055,-0.0351321775464099,-0.00214665311319891,-0.00361896244605534,-0.00361896244605534,0.0162949961222585,-0.0164306872241788,-0.00329445502673855,0.0035513710382411,0.00214665311319891,0.0266029523728174,0.00440030689951859,-0.0174403535959666,-0.129432713214294,-0.104625413151122,0.0552995398405458,0.0279610804959224
"miR205",0.037744854633928,-0.0653426950920169,0.00319887121994859,0.0916118922838689,-0.050715285408934,0.0983719549977821,-0.0397156703327188,-0.039923776565996,-0.00470099824343513,-0.00599081090819388,-0.00599081090819388,0.0142679201782133,-0.0143964712018604,-0.000286562949139953,0.00597404093018119,0.00470099824343513,0.0233257830689606,0.0059754666325436,-0.00586030081025567,-0.112336881349756,-0.0915501155860393,0.0653689795904211,0.0519344546986304
"miR101",-0.0582196118664938,0.078613687041162,0.00975115044485274,-0.268904410055666,-0.105684735756901,-0.130069616083575,0.0224217063769562,0.0226080385205632,-0.000351960603766715,0.00624924551601793,0.00624924551601793,-0.0129744199839372,0.0131219855709716,-0.00367717856087382,-0.00620178498406447,0.000351960603766715,-0.0236060116616098,0.0395571269057523,0.114439766811588,0.278759339051265,0.268737457860736,-0.178584444943174,0.171193938838518
"TWIST1",0.0899552864016041,0.0682800151244134,0.0113442263171819,-0.208403080819331,-0.151311372783889,-0.0072212974536564,-0.0218711126810682,-0.0218318322976916,-0.0772341717744658,-0.120575822277395,-0.120575822277395,0.000667010638017352,-0.00058585223498911,0.11954629872363,0.120572984057181,0.0772341717744658,0.074479927028262,-0.0574417536316025,0.14275690130439,0.210001925392333,0.108219267802102,-0.0683029200688938,-0.0139761570867028
"miR200c",0.0566288425229485,0.0420514189804959,0.0122190401714211,0.141420893062028,0.119788651653128,0.0792730931636701,0.0431079453630094,0.0432998771206067,0.00525991911859544,0.0190917200364905,0.0190917200364905,-0.0978963023128293,0.0980406073760054,-0.012537937994088,-0.0190798907619375,-0.00525991911859544,-0.0281340096585154,-0.0172337252974524,-0.127588147618938,-0.149267524827609,-0.14141349847191,-0.0421414733733492,-0.188909481074249
"miR200b",0.0566288425229485,0.0420514189804959,0.0122190401714211,0.141420893062028,0.119788651653128,0.0792730931636701,0.0431079453630094,0.0432998771206067,0.00525991911859544,0.0190917200364905,0.0190917200364905,-0.0978963023128293,0.0980406073760054,-0.012537937994088,-0.0190798907619375,-0.00525991911859544,-0.0281340096585154,-0.0172337252974524,-0.127588147618938,-0.149267524827609,-0.14141349847191,-0.0421414733733492,-0.188909481074249
"miR200a",0.0296193598972118,0.0182238717218572,0.0163851936072608,0.125679392099592,0.0426286701872527,0.0735249830764041,0.0407965628306359,0.0409742774210038,-0.000789522404038927,0.0111962260355252,0.0111962260355252,-0.0937517306933134,0.0938539941239106,-0.00630344603379739,-0.0111375260504792,0.000789522404038927,-0.0236536530312107,-0.0461392772440833,-0.116281461211342,-0.138744221155537,-0.125565515411777,-0.0182526891275702,-0.147266364882145
"CDH1",0.201786882326467,0.203356931328792,0.0190597987973965,0.107866997945592,0.0904950142763811,-0.0634179462986729,0.00756741704942215,0.0076958197201977,0.0108838909613646,0.0416203633143926,0.0416203633143926,0.204737826199641,-0.204686677397546,-0.0412288734077558,-0.0416139459618713,-0.0108838909613646,-0.0254730796507942,-0.19225191458761,-0.0192589992478914,0.0189042499838393,-0.107999800070426,-0.203567212458486,-0.196868985399825
"KLF8",0.201948308491543,0.203567212458486,0.0190687053013711,0.108109011498351,0.190507331997792,-0.0635792462568544,0.0076958197201977,0.0077536231884058,0.010847799841903,0.0416020770985421,0.0416020770985421,0.204686677397546,-0.204922312706591,-0.0412061483485083,-0.0416203633143926,-0.010847799841903,-0.0255499686743036,-0.192359891572242,-0.0192219131551762,0.019015146603546,-0.107866997945592,-0.203611915185353,-0.196964312287245
"OVOL2",0.0836995210160641,0.0793550173591633,0.0223821550238787,0.0820703484263384,-0.0224193459397534,0.0643582957866842,0.00885136085915593,0.0089864098549316,0.00519630677696128,0.0198713704685668,0.0198713704685668,0.00521878882230735,-0.00508926942195461,0.0189475619173034,-0.0198793866748904,-0.00519630677696128,-0.0843720032053391,-0.0176844679082792,-0.0830097189937052,-0.102671740992986,-0.0821818511959233,-0.0794592034464822,-0.0989728774669584
"NP63",-0.19595093455969,-0.201811124599395,0.0514819720715995,-0.133231712843319,-0.0996442006840793,0.0389532431213186,-0.166640294318841,-0.0666617904495373,-0.0333993592914357,-0.032378807593232,-0.032378807593232,-0.0134831094322991,0.013448876339168,0.0853962948444697,0.0323961110379747,0.0333993592914357,-0.0559092478338874,0.101751364149343,0.0249960284100182,0.00479468840234882,0.133341664599181,0.201929003869092,0.203856153797916
"GSC",-0.0232528143783315,-0.122384782447702,0.0695286300172803,0.305183763267448,0.0829546208105104,0.127751523382876,0.015623245588254,0.015659644752989,0.0107167369603569,0.0960297143763541,0.0960297143763541,0.0213135171272828,-0.0213306308910273,-0.0947367948024138,-0.0959944805905321,-0.0107167369603569,-0.0703831295965996,-0.00732267749986533,-0.137292418506509,-0.232173359506689,-0.304969733111557,0.12237893631784,-0.057371488020749
