"","TWIST2","SNAI2","miR101","ZEB1","miR141","CLDN7","ZEB2","OVOL2","CDH1","GSC","TCF3","NP63","miR205","FOXC2","miR200b","TWIST1","SNAI1","TGFbeta","miR200c","miR200a","miR34a","GRHL2","KLF8"
"miR200a",-0.173291614787887,-0.180649670396066,-0.174878100039911,-0.292016648424793,-0.291495937150602,-0.291495937150602,-0.00769130078269888,-0.105527286308324,-0.0925452745596973,-0.185100421691699,-0.0362273235537211,-0.0611029203363092,-0.0607048396538852,-0.0328898690646776,0.0475097200048614,0.0365867006334496,0.165635373374596,0.1857912679784,0.149435827807791,0.149435827807791,0.152538735013506,0.27481079998299,0.173894706069954
"miR34a",-0.259726243137781,-0.148426812211898,-0.0453650133239989,-0.0541249586904466,-0.0542929647253376,-0.0542929647253376,-0.000348788200143338,-0.0467857741341668,-0.0503115883392426,-0.0508327026740081,-0.133691109851239,-0.0164541591040648,-0.0164655126340665,0.0174618728038197,-0.0348151127697669,0.133806846035724,-0.0547764992368353,0.0507440036533177,0.0727348764338634,0.0727348764338634,0.0578950596690956,0.0541760132940183,0.0453150747868139
"TWIST1",0.171009491961801,0.151129588744627,0.0198847005284087,0.0597334386021717,0.059922365347708,0.059922365347708,0.00040056878803214,0.0494413202784307,-0.0552544262642014,0.0337451794017221,0.122806408035475,0.018246982753321,0.0181959182549315,-0.168106233701107,0.0246916970896064,-0.222990221052704,0.176212641719872,-0.033617644768392,-0.0361056730882048,-0.0361056730882048,-0.0883259625361781,-0.0591681767127355,-0.0199205517458563
"miR141",0.173291614787887,0.180649670396066,0.174878100039911,0.292016648424793,0.291495937150602,0.291495937150602,0.00769130078269888,0.105527286308324,0.0925452745596973,0.185100421691699,0.0362273235537211,0.0611029203363092,0.0607048396538852,0.0328898690646776,-0.0475097200048614,-0.0365867006334496,-0.165635373374596,-0.1857912679784,-0.149435827807791,-0.149435827807791,-0.152538735013506,-0.27481079998299,-0.173894706069954
"FOXC2",0.21637598424308,0.0689131040701126,0.0394311615987531,0.389295874106515,0.387862001033827,0.387862001033827,0.115514466411174,0.133565056432852,0.227545863551656,0.129007820184204,0.134166994907761,0.0731922009084995,0.0722163266878435,-0.0786173080862589,-0.235658955875877,-0.13508520130704,0.0489192554080804,-0.130459172210344,-0.280944801099608,-0.280944801099608,-0.344489133784417,-0.344235916252576,-0.0379985066512153
"ZEB1",0.217514661087863,0.0694392262584262,0.0403459637590088,0.290056706031826,0.389295874106515,0.389295874106515,0.115623757683774,0.133911457943451,0.227907371593931,0.130459172210344,0.13508520130704,0.0735715548572293,0.0731922009084995,-0.0782693515706887,-0.23589133069869,-0.135556936270112,0.0484466486584439,-0.131337550743239,-0.281707291704458,-0.281707291704458,-0.345286540987988,-0.345401170889988,-0.0394311615987531
"SNAI1",-0.105785425409261,-0.229904358395621,-0.274374685606628,-0.169756545203641,-0.169703501359468,-0.169703501359468,0.128327046257209,-0.112155956837582,0.151364502511878,-0.0885222552822955,0.145539710786093,-0.0203859669109862,-0.0203210318460511,-0.0743259439169957,0.0279560978789245,-0.145421684431983,0.0888505248748675,0.0887062858044309,0.151985064920612,0.151985064920612,-0.0506466363609449,0.164890998560144,0.27393324166377
"TGFbeta",-0.220387973985116,-0.327933186931151,-0.293619878560718,-0.10945929657701,-0.109641304704762,-0.109641304704762,0.136958149278939,-0.0838996891653909,0.145382753007623,-0.270119516626211,0.0105579416615063,-0.0118201593936609,-0.0119482596934701,-0.0623714543774647,-0.0897141664487684,-0.010664582915789,0.240447459569175,0.170238107608952,0.121494328821862,0.121494328821862,-0.106006569188712,0.107462481088246,0.29282284786361
"CLDN7",-0.296432493827094,-0.370080073130081,-0.33255304514666,0.254872413015339,0.250889675203102,0.250889675203102,0.145158467007168,0.13244516417492,0.302100666061309,-0.164954868613004,-0.127280654841489,0.0360794169389294,0.0334782608695652,-0.0835220818271575,-0.297311295120563,0.125925378946039,0.0762058063437763,0.162852276624604,-0.0622569168208245,-0.0622569168208245,-0.184740421701224,-0.241148044209078,0.332150720604863
"CDH1",-0.295014750985994,-0.369810853239235,-0.332077486284119,0.25725004212445,0.254872413015339,0.254872413015339,0.1458464944392,0.133542580237736,0.203515308989516,-0.162852276624604,-0.125925378946039,0.0369782356343582,0.0360794169389294,-0.0831337671130169,-0.298460584395342,0.12545260338163,0.0756266795519744,0.161086619976283,-0.0639319693652484,-0.0639319693652484,-0.187267574019105,-0.244391234807397,0.33255304514666
