"","TWIST2","ZEB2","TCF3","CDH1","OVOL2","ZEB1","miR141","miR200b","FOXC2","NP63","miR205","TGFbeta","GSC","miR200c","miR200a","GRHL2","SNAI1","CLDN7","miR34a","TWIST1","KLF8","miR101","SNAI2"
"miR141",-0.00332217408228004,0.0180100570365723,0.0125237341276335,-0.0059319124319751,-0.073449280809654,-0.00893121263801299,-0.00894393468800395,0.0292807388770302,0.0847426405833065,0,0,0.0919970050702208,0.0920276840994,0.00278414027607365,0.00278414027607365,0.007753319447044,-0.0776343199413433,0.00894393468800395,0.00931781817727208,-0.012664231339873,0.0151603618457336,0.0151819749000184,-0.0668870750747862
"miR200b",-0.036372911959104,0.0229723855425727,-0.0261991446581569,-0.0763348011545527,0.0641837770127838,-0.000789486370763735,-0.000767390178674172,0.00491068246801146,-0.0871710705605895,0,0,-0.098810048711738,-0.0989463999525343,0.0105729198287132,0.0105729198287132,0.000327607901765255,0.0799416582797021,0.000767390178674172,0.00116044600268115,0.0265762687541683,0.0161155727335081,0.0164073489663527,0.116051270300786
"ZEB1",0.0923657634016487,0.0274235001693328,0.0125322555493566,-0.0761654048222248,0.0625441959615128,-0.0983582619913534,0.0016371026689989,0.0132364710597403,0.0673463359773314,0,0,-0.00885334074612379,-0.00880920456886558,0.00945202490019193,0.00945202490019193,-0.00194336889506343,-0.055652503000469,-0.0016371026689989,0.00592956377563696,-0.0126662643350447,-0.00769288553266385,-0.00777444620719268,-0.0256161989419339
"GRHL2",0.0556366086694711,0.0524754048492428,0.0163698911670151,-0.0125457345861084,-0.0154309698335617,0.0786866833190756,0.0787231488285993,0.109781970228998,0.0704836183029194,-0.00853631481530386,0.00853457921643547,0.064727684232169,0.0647138259085827,0.0985008821536112,0.0985008821536112,-0.053390613590692,-0.0690195086849918,-0.0787231488285993,-0.0860757191593415,-0.0163063036764087,-0.0169036762310807,-0.0169115991150104,-0.0314589505081286
"GSC",-0.0826291119434343,0.0714605733980976,0.0305688963540152,-0.0540279404573939,-0.0996012354272661,-0.100928756008434,-0.100862149673593,-0.0426646465168574,0.108845824165749,0,0,0.0118293858826067,0.0116729171855142,-0.0125883013833926,-0.0125883013833926,0.100432527071984,-0.0678479290788183,0.100862149673593,0.018098068301605,-0.0299459727659753,0.148193884750694,0.14854660125237,0.138778633578095
"TGFbeta",0.132605300163165,0.0759165377087508,0.0515734757875898,-0.0119683737539944,-0.0787946705487814,-0.0715786879707657,-0.0715668514384236,0.107861830179678,0.0695917593319316,0,0,-0.102373677421776,-0.00241668294299028,0.00569643998533136,0.00569643998533136,0.0719125943068775,-0.0797510036430488,0.0715668514384236,-0.0624875043811949,-0.051432800090451,-0.0133874523056736,-0.0133535213724345,-0.112379811238788
"TCF3",-0.364425398262667,0.0769791519259819,-0.291018064592804,-0.217905716343903,-0.135587326539707,-0.156908724697804,-0.156502770705923,-0.287996657545413,0.231599820607182,0,0,0.228171867592403,0.227537464837282,-0.042073282575352,-0.042073282575352,0.15442782621427,-0.197823210219109,0.156502770705923,0.0262097476331386,0.292373340488254,0.383729539048882,0.385711359939957,0.381401906196926
"KLF8",-0.364425398262667,0.0769791519259819,-0.291018064592804,-0.217905716343903,-0.135587326539707,-0.156908724697804,-0.156502770705923,-0.287996657545413,0.231599820607182,0,0,0.228171867592403,0.227537464837282,-0.042073282575352,-0.042073282575352,0.15442782621427,-0.197823210219109,0.156502770705923,0.0262097476331386,0.292373340488254,0.383729539048882,0.385711359939957,0.381401906196926
"CLDN7",-0.364425398262667,0.0769791519259819,-0.291018064592804,-0.217905716343903,-0.135587326539707,-0.156908724697804,-0.156502770705923,-0.287996657545413,0.231599820607182,0,0,0.228171867592403,0.227537464837282,-0.042073282575352,-0.042073282575352,0.15442782621427,-0.197823210219109,0.156502770705923,0.0262097476331386,0.292373340488254,0.383729539048882,0.385711359939957,0.381401906196926
"SNAI2",-0.365366648264654,0.0773552410782372,-0.293897908881348,-0.118027520958305,-0.136060688314427,-0.157327062099648,-0.157250448719559,-0.288563225863121,0.233955892962984,0,0,0.228508846545815,0.228398968273705,-0.0423744088769233,-0.0423744088769233,0.155091950031659,-0.19848229604999,0.157250448719559,0.026111707249525,0.294145007176597,0.386859818417521,0.387264244209204,0.282018018838935
"TWIST1",0.144244418893355,0.0831430415733678,-0.078382133579632,0.142466481031278,-0.0991466866327987,-0.103623306993109,-0.10365576142425,0.052061988657608,0.162744696677034,0,0,-0.0164939599291096,-0.0165350091599849,-0.00971029822351712,-0.00971029822351712,0.106346800275077,0.0164099902641557,0.10365576142425,0.0334488746413458,-0.0215124802904898,-0.0815459578483686,-0.0815987388073887,-0.17255675430071
"miR101",-0.0674776330361191,0.109186441869447,-0.0606225741520131,-0.048231517582671,-0.104396606367738,-0.109207680382633,-0.109130886605236,-0.0326030347014387,0.149249573130091,0,0,0.00893956696729574,0.00880960863780526,-0.00149478527584795,-0.00149478527584795,0.108187265058462,-0.061133128239965,0.109130886605236,0.0261513046888378,0.0612281850551918,0.247441456581252,0.14777774070811,0.140928999617264
"NP63",-0.268391640423169,0.131074141583899,-0.243111351229905,-0.113955891420909,-0.102549592528818,-0.0619453419744238,-0.061804539433871,-0.14613500752745,0.183478066698115,-0.00418403674447556,-0.0958159632555245,0.106729970358556,0.106635829352445,0.00914983333720783,0.00914983333720783,0.133316870934528,-0.159377617517623,0.061804539433871,0.00708824766644056,0.243786769158773,0.311015409434294,0.311525305810192,0.292410378315684
