"","KLF8","TWIST2","ZEB2","SNAI1","CDH1","miR200b","TWIST1","ZEB1","TGFbeta","miR200a","miR200c","GSC","miR141","CLDN7","GRHL2","TCF3","miR205","NP63","OVOL2","miR34a","FOXC2","SNAI2","miR101"
"miR205",0.00204722527877199,-0.0614933524287419,0.000999370369197228,-0.0938652470599433,-0.00332821879242061,-0.00653722460163808,0.00230885866247082,-0.00311872613884629,-0.00108752750521876,0.000806485508898987,-0.000806485508898987,0.00102404551823256,0.00311065170498833,0.00311065170498833,0.0120753736946259,-0.00246535963030575,0.0568721747373164,0.0571595595356515,0.0684089773730899,0.00646126329118478,0.0962198548475954,-0.0206647792335928,-0.00188326007444131
"SNAI1",0.331834588626649,0.25142759942166,0.00218593238228532,0.209254033101064,0.157904551532957,0.122617684072812,-0.176521868443245,0.139689976770349,0.0373599708362416,-0.0836806267301782,0.0836806267301782,-0.0370151331558458,-0.139555861548619,-0.139555861548619,-0.148955758456468,0.176943391136494,-0.137421122900906,-0.137841363038127,-0.130089311914461,-0.260790943745441,-0.167920021911634,-0.248025023584766,-0.333091533959354
"miR200a",-0.0334871577875143,-0.0258084829532331,0.0036675363867928,-0.155828013552761,-0.0382028762604827,-0.019836251245848,0.0191097866570858,-0.0213285947087938,-0.10262254753993,0.010085991450486,-0.010085991450486,0.102483923778453,0.0212623061325251,0.0212623061325251,0.0298983037778177,-0.0193153562623626,0.0748761415913118,0.0750787362243312,0.0861314113030484,0.13112745179032,0.134852770129494,-0.0766323985880202,0.0339806558603503
"NP63",-0.305688760207653,-0.308825249310361,0.00811197112603944,-0.031288937220287,-0.198014856170949,-0.185699037592469,-0.15808521319949,-0.0324566939402012,-0.027326287652877,0.00941348220595812,-0.00941348220595812,0.0269086439166773,0.0322554989846643,0.0322554989846643,0.180195697578519,0.157544430073719,0.336532875948139,0.236984294692765,0.0979817243221228,0.0313642376618752,0.069023354765631,0.340097025877868,0.307319880334853
"OVOL2",0.0777988520897149,0.0671413042822149,0.0126148906227104,0.0828490791637482,-0.0442066052609716,-0.0102131181847324,0.0128273693353649,-0.00139652550415329,0.0100976261477588,-0.00372516062162191,0.00372516062162191,-0.0101720309096636,0.0013800854877948,0.0013800854877948,0.0148074971871603,-0.0128165787447599,0.0507891889462214,0.0511165477119816,-0.0340170284782943,0.00370583376812211,-0.0864944992204458,-0.0601829332223487,-0.0778010454810269
"FOXC2",-0.0280789987357254,-0.0823094571415642,0.0273724073629512,-0.106373722856875,-0.0136498449174659,-0.0227707126636501,-0.00157251393377109,-0.00869405223079174,-0.0105745316611496,-0.0031954097736188,0.0031954097736188,0.0104540379626444,0.00865621804654352,0.00865621804654352,0.0205293258887481,0.0012908555290843,0.0644502446483996,0.0648026436725254,0.0748309390968712,0.0191022842668104,0.10981618042199,0.00508112579509683,0.0285497037662785
"miR34a",-0.243225533968296,-0.35265555336036,0.0296097074922477,-0.137397216904863,-0.155148404988702,-0.0989497013224177,-0.0671475928691817,0.0514007507344543,-0.029791918897159,-0.0833968719860742,0.0833968719860742,0.0294666891546275,-0.0515340133117049,-0.0515340133117049,-0.0589348379635681,0.0667736154023083,-0.066950444804308,-0.0666987748892703,-0.0704889328550727,0.041341542876674,0.144914385213715,0.312291940794712,0.244481680249796
"TWIST1",0.289429105356508,0.271517761408933,0.0506516431663664,0.249649997398223,0.209789391282721,0.0929944587991901,-0.0650580470941828,0.0104716667190254,0.0268231147488807,-0.0453269403902474,0.0453269403902474,-0.0264474046128542,-0.0103170454178125,-0.0103170454178125,-0.00861602229254618,-0.0345326625874531,0.0185868584197632,0.0182922555444391,0.0334529395033794,-0.121061721911634,-0.24335983998824,-0.312774670062551,-0.290862158187261
"miR101",-0.397418950897782,-0.193127532842802,0.0612757883715069,-0.297104008106402,-0.110122251935171,-0.136797399535163,0.183989788345789,-0.121394566825093,-0.0353801580557824,0.0371406084650755,-0.0371406084650755,0.0350363973132592,0.121251526055178,0.121251526055178,0.132281266907089,-0.18446227396935,0.123892443802696,0.12424148852241,0.11784489154041,0.173626924375708,0.166047088552172,0.200860604678011,0.298807950552194
"TGFbeta",0.0170112665398384,-0.0462153821162909,0.0814693068990602,0.132449372633392,-0.0276151988719346,-0.0958215156757219,-0.0421148860031967,0.0920507513421649,-0.0989940693707372,-0.0875832499585583,0.0875832499585583,-0.000961187511232218,-0.0920354839308831,-0.0920354839308831,-0.0979820709837605,0.042182954888909,-0.095890178377449,-0.0958765506859799,-0.0946154623835025,-0.15662325960549,-0.108327585186577,0.0944277986689918,-0.0173111051947885
"TCF3",-0.372281350307017,-0.415986227252281,0.113702673048196,-0.0756121772468779,-0.423300423149422,-0.331404600077219,-0.175334618089714,-0.0416633803704571,-0.241082105072624,-0.0330441136841596,0.0330441136841596,0.239142645221256,0.040877073088886,0.040877073088886,0.0427634774218175,0.173592120509849,0.0383695652173913,0.0409707212867555,0.0403960228742829,0.0515166670581345,0.118211881273367,0.447548098807964,0.378495029341438
"CLDN7",-0.372281350307017,-0.415986227252281,0.113702673048196,-0.0756121772468779,-0.423300423149422,-0.331404600077219,-0.175334618089714,-0.0416633803704571,-0.241082105072624,-0.0330441136841596,0.0330441136841596,0.239142645221256,0.040877073088886,0.040877073088886,0.0427634774218175,0.173592120509849,0.0383695652173913,0.0409707212867555,0.0403960228742829,0.0515166670581345,0.118211881273367,0.447548098807964,0.378495029341438
"SNAI2",-0.381933934585526,-0.421412379560893,0.114850744837865,-0.0775778167491683,-0.32609642341232,-0.334382687805142,-0.177159205485506,-0.0422265263088187,-0.242482079481363,-0.0331855739686871,0.0331855739686871,0.241918899474899,0.0420179390972544,0.0420179390972544,0.0441543880186172,0.176508588873246,0.0417411373114088,0.0424220738025512,0.041132267144938,0.0532842461424183,0.121604030426713,0.351179431114051,0.383897792932444
