"","miR200b","CDH1","miR200c","miR200a","miR101","KLF8","miR34a","ZEB1","CLDN7","GRHL2","SNAI1","NP63","OVOL2","TWIST1","FOXC2","TCF3","miR205","miR141","SNAI2","TWIST2","ZEB2","TGFbeta","GSC"
"TCF3",-0.066868254881054,-0.146222734221513,0.0954383894390543,0.0954383894390543,-0.0526461648406909,-0.0559690675377554,-0.115224281267632,-0.163842695416194,-0.162983243271221,-0.150447024098498,-0.0366645274379875,-0.115616151461841,-0.0944630474087438,-0.118922660962058,0.0599350864818145,0.118922660962058,0.113188405797101,0.162983243271221,0.0600132820869611,0.0910164986150683,-0.0301238743827281,-0.0116442587140596,-0.0109011012009184
"CLDN7",-0.066868254881054,-0.146222734221513,0.0954383894390543,0.0954383894390543,-0.0526461648406909,-0.0559690675377554,-0.115224281267632,-0.163842695416194,-0.162983243271221,-0.150447024098498,-0.0366645274379875,-0.115616151461841,-0.0944630474087438,-0.118922660962058,0.0599350864818145,0.118922660962058,0.113188405797101,0.162983243271221,0.0600132820869611,0.0910164986150683,-0.0301238743827281,-0.0116442587140596,-0.0109011012009184
"OVOL2",-0.0316902756373098,0.0526706967870923,0.110942132733107,0.110942132733107,0.0626839254272875,0.0622781480345717,-0.120283938678481,-0.103519652523533,-0.103527668729856,-0.0641043743516586,-0.0332359045646559,-0.0218130185785522,-0.0782331422056286,0.0263333113567834,-0.0367034882331265,-0.0259268657773287,0.0216887735024386,0.103527668729856,-0.0579593776253258,-0.0448667264695808,-0.0224207003831684,0.00239084564237345,0.00243838201803482
"KLF8",0.066868254881054,0.146222734221513,-0.0954383894390543,-0.0954383894390543,0.0526461648406909,0.0559690675377554,0.115224281267632,0.163842695416194,0.162983243271221,0.150447024098498,0.0366645274379875,0.115616151461841,0.0944630474087438,0.118922660962058,-0.0599350864818145,-0.118922660962058,-0.113188405797101,-0.162983243271221,-0.0600132820869611,-0.0910164986150683,0.0301238743827281,0.0116442587140596,0.0109011012009184
"CDH1",0.0664200764379933,0.0461289300353825,-0.0969181253369801,-0.0969181253369801,0.0530376112513537,0.0526461648406909,0.116368652128559,0.163845904092455,0.163842695416194,0.150937236090836,0.0359909331553243,0.115333665586135,0.0951131091529596,0.120383484335232,-0.0617452304569623,-0.118922660962058,-0.115616151461841,-0.163842695416194,-0.059639307374775,-0.0904129051282631,0.0307361965309768,0.0119777489037193,0.0116442587140596
"TGFbeta",-0.154054646470113,-0.110547112901124,-0.0297601230331965,-0.0297601230331965,-0.0776690155010114,-0.0774287290962361,-0.093328740140915,-0.0394504299760129,-0.0393541938217537,-0.0352994678129881,-0.0435449472339105,-0.025778224864341,-0.0193046685272791,-0.00461358067446793,-0.0210567151465122,0.00410306403162537,0.0257836759409286,0.0393541938217537,0.111450943908296,0.141257621628754,0.104946724241866,0.132815682852853,0.232747482177797
"GSC",0.0843420797263182,0.0282558247789266,-0.208481772305445,-0.208481772305445,0.0950468920140741,0.0952904807583254,0.17953040280361,0.263538608447828,0.26368557677362,0.239423667691782,-0.00724523652790521,0.18407041110786,0.146065524021981,0.151533881497541,-0.157984922155722,-0.151703188934291,-0.184106810272595,-0.26368557677362,-0.0958170402825354,-0.122152258302199,0.134851245388215,0.0603039535512171,0.059812544049411
"ZEB1",0.200049236683371,0.110740856744577,-0.291865748892707,-0.291865748892707,0.0259124268510371,0.0265164167110613,0.238026865955998,0.163491909136889,0.263605793069802,0.228819392143691,-0.0990022186621959,0.125922444814699,0.0925533599967498,0.0271420299062229,0.0825184466026419,-0.0269791761801176,-0.126051770024493,-0.263605793069802,-0.0658970477729455,-0.18787609385099,0.142890178644617,0.0390671790545033,0.038974561687718
"miR34a",0.053770325066384,-0.024938482129717,-0.195268090345337,-0.195268090345337,-0.0186246614788519,-0.0186765207290056,0.0682844583539963,0.159733224938712,0.159916936920208,0.146900834281572,-0.0340284820832356,0.113280550569783,0.0933269875635872,0.0750201094542684,0.0489166997516674,-0.0751846595396927,-0.113520866954819,-0.159916936920208,-0.0217028001478661,-0.174500221005165,0.147447711922298,0.0430134646442602,0.042727455557136
"miR141",-0.243463201576795,-0.179042339841236,0.0398426825132972,0.0398426825132972,-0.124573883066887,-0.124726975534738,-0.243979647890463,-0.269836860631803,-0.269669242043326,-0.244402552541107,-0.0352973517013616,-0.135522151231696,-0.0979962598230888,-0.0101919993005632,-0.0440117303264615,0.0104508099546886,0.134900150165408,0.269669242043326,0.167226876383728,0.188232699972902,0.199526024871912,0.169456272322662,0.169965316954968
"ZEB2",-0.332464590298853,-0.304843015176779,-0.206053317351938,-0.206053317351938,-0.202728951465151,-0.202487321507014,-0.124544756444692,-0.11449774859612,-0.11405266477159,-0.101591844798166,-0.0994761181286955,-0.0692205857265797,-0.0518977490930123,-0.0257813473259458,-0.0131268867792822,0.0254874541342008,0.0682676882986281,0.11405266477159,0.202687681707584,0.205583987445378,0.216225466337521,0.24777172290924,0.248198475952857
"miR200b",0.0179167026225621,0.00622721910701339,-0.245846694171546,-0.245846694171546,0.0697322430674241,0.069896142062417,0.200364341834702,0.225275279469967,0.225535746703992,0.208285544866983,0.00341346581458977,0.110217728579606,0.0792129724748392,-6.50727202105122e-05,0.038691582871293,-0.000732064094495849,-0.110391888878166,-0.225535746703992,-0.10138639505867,-0.128122886456488,0.273853790162553,-0.0182741297566796,-0.0187661304838863
"miR205",-0.0410901933833664,-0.0444600839110943,-0.265452833901494,-0.265452833901494,-0.0220545529018188,-0.0221083735414083,0.196834156287357,0.217045285650359,0.217573850512907,0.198879187686212,-0.126587253330289,0.104260171124969,0.0756995979243821,0.0118135624291268,0.0835086457907627,-0.0127443313430924,-0.105003407672387,-0.217573850512907,-0.00039621069733788,-0.126328920222972,0.333210656473504,0.107991175416692,0.107462687875032
