"","TWIST2","ZEB2","TCF3","SNAI1","miR200a","miR205","NP63","FOXC2","miR200b","ZEB1","miR141","miR34a","CLDN7","GSC","GRHL2","TGFbeta","CDH1","miR200c","OVOL2","TWIST1","SNAI2","KLF8","miR101"
"miR200b",0.0215085400049264,-0.0128720402997912,0.0868923908404661,0.0779482970422395,0.00160246413817406,0.0505599708243706,0.0505315364899118,0.0480663250734004,-0.0653844070503958,0.0064778495441238,0.00658743772913365,-0.00853148918384686,-0.00658743772913365,-0.103507201209738,-0.0105497282645738,-0.103517427552797,0.0389812617816915,-0.00902445096893128,-0.142143022739502,-0.0868465443817353,-0.0985918530512791,-0.0920284732076495,-0.0919114024969402
"miR205",0.0720207296384367,-0.00173488072368523,0.00678713085153662,-0.0753536511331255,0.00759158028566459,-0.051366840301311,-0.0516344054583816,0.097550337945044,0.011779122946674,-0.0118358209756818,-0.0120066263072926,0.0113092015363361,0.0120066263072926,0.0129246757103206,0.0172033300525678,0.0131786036582654,-0.006344697804379,0.00641656412960551,0.147954651242218,-0.00663886677674563,0.0159085329803208,0.0231186951863018,0.0232651373916964
"FOXC2",0.0428753903038044,0.0247956288816053,-0.00399412600738755,-0.0785452972082329,0.00426149749993416,-0.0544375594539248,-0.0547899584780506,0.0936651710144069,0.0154517613348095,-0.0193924898472962,-0.0196819851222742,0.0158114813380271,0.0196819851222742,0.0214137726649084,0.0247318418718986,0.0217057799162409,-0.00420326209482061,0.022126619069263,0.160530424166184,0.00421945273113699,0.0502301576698771,0.0556872687879648,0.0558841090734688
"miR34a",-0.00469686569895682,0.0266017115724627,0.00698922642115099,-0.0392823315585894,0.0671228137013924,-0.0238109594896309,-0.023924494789648,0.0854080967606671,0.0857822688092035,-0.0634303824325701,-0.0635112918544723,0.00538011131572538,0.0635112918544723,-0.0215409824062707,0.0658505347860929,-0.0215005549614663,-0.0317937190803143,0.0891717189255627,0.117937651246033,-0.00641369478265729,0.114979700835118,0.0842859381442336,0.084525066908831
"TGFbeta",-0.0978090061846194,0.0359879549729579,-0.0974417488713157,-0.0467904446810379,-0.0223444564249385,0.0024281743264175,0.00227281864367016,-0.0651771240184967,0.0715282791246248,0.011642910028826,0.0115758363455544,-0.078356578199642,-0.0115758363455544,0.00784167332400624,-0.0118076739303776,-0.0921170587515966,-0.0106774836442267,0.00930826707087395,-0.0125211856753121,0.0982858030541487,0.0587471526988363,0.0517436934071695,0.0521266282251543
"GRHL2",-0.0206391979934408,0.0367060383541538,-0.0533767661310173,-0.0980779082501172,0.097138853775816,-0.0708492289859353,-0.0711633723811138,0.0200713339016848,0.121266999060508,-0.113393035682236,-0.113483216852495,0.0984653973007227,0.113483216852495,0.112588511318324,0.0587756326896337,0.112915013422017,0.0414840725571559,0.122590595155617,0.269279673692892,0.053209126383055,0.0663186846228452,0.0713103577123086,0.071436243534748
"CDH1",0.000385326725777379,0.0663643258897956,-0.100923566630745,-0.0470685013322965,-0.0596818509183431,0.0229012733517634,0.0224133432028163,0.00855669080277155,-0.0430504103379873,0.051066832833547,0.0516267468410232,-0.0494269243686053,-0.0516267468410232,0.0078872796084668,-0.0530288827307796,0.0083476188273223,0.00405630849130042,0.00709479948031492,-0.107735992416932,0.100227683496615,-0.0126847136380173,0.0119712391017435,0.0125373806047684
"SNAI2",0.00019990660281456,0.0664647069572602,-0.100227683496615,-0.0475222230526098,-0.0591307608603435,0.0224133432028163,0.022375362681398,0.00831354286443692,-0.0426480808924405,0.0512836469852552,0.051066832833547,-0.0487370145875767,-0.051066832833547,0.0083476188273223,-0.0524769638500197,0.00840665146763254,0.0036927019911413,0.00719457382245699,-0.107562591336199,0.0997561564744897,-0.112869950340668,0.0125373806047684,0.012237009476469
"TCF3",0.00129071695598513,0.0669031693802545,-0.0974385714710164,-0.0480912146029254,-0.0590598098593872,0.0213405797101449,0.0229012733517634,0.00941098317388093,-0.0428093110435356,0.0516267468410232,0.0511257045267198,-0.0489448051633073,-0.0511257045267198,0.00948234939276987,-0.052408813257027,0.0078872796084668,0.104136847438988,0.00705446234679901,-0.107356207240203,0.100923566630745,-0.0127528042718888,0.0124033654614515,0.0119712391017435
"CLDN7",0.00129071695598513,0.0669031693802545,-0.0974385714710164,-0.0480912146029254,-0.0590598098593872,0.0213405797101449,0.0229012733517634,0.00941098317388093,-0.0428093110435356,0.0516267468410232,0.0511257045267198,-0.0489448051633073,-0.0511257045267198,0.00948234939276987,-0.052408813257027,0.0078872796084668,0.104136847438988,0.00705446234679901,-0.107356207240203,0.100923566630745,-0.0127528042718888,0.0124033654614515,0.0119712391017435
"OVOL2",-0.153542592029539,0.0843280908209152,-0.155548373073259,-0.15249973234019,0.0616173199068812,-0.24373170136682,-0.243663636672949,-0.022120919527704,0.12174361929391,-0.089885218160652,-0.089920679683541,0.0449326467663535,0.089920679683541,0.201543893373313,0.130031997734636,0.201515647121109,0.101075159388656,0.125993929116671,0.282596356426425,0.155686852319357,0.171050567638633,0.190349241963947,0.190350338659603
"TWIST1",0.0729585376836076,0.101763466081096,-0.120357515129764,-0.0128692293469031,-0.0453578777760129,-0.0222704522366637,-0.0223922214251309,-0.0745616625667203,-0.0465480071178856,-0.0259346380216316,-0.0262741138393784,-0.0321614849641939,0.0262741138393784,0.0226610406065564,0.0261477335183553,0.0226845420746147,-0.078102233239672,0.0561864566913737,0.0973868654859926,0.0209252931163174,-0.0637328081655342,0.00614997703922585,0.00621869187266707
"miR101",-0.0621284897185409,0.105343952627216,-0.0447102621057494,-0.0274651962635211,-0.106146047024219,0.0386869538492106,0.0388103004794856,0.0239656746037167,-0.0949684601719252,0.106763246953351,0.106692385742448,-0.0779125082889474,-0.106692385742448,0.0114868146991596,-0.110180354928068,0.0112939733070124,0.00189562945689714,-0.00178279257983991,-0.164651777338882,0.0452962315742303,0.0570555925969716,0.180356841870084,0.0804007050170659
