"","miR101","ZEB2","TWIST2","CDH1","OVOL2","miR200a","GRHL2","miR141","CLDN7","miR200c","miR200b","GSC","SNAI1","TGFbeta","TCF3","TWIST1","ZEB1","FOXC2","NP63","miR205","miR34a","SNAI2","KLF8"
"ZEB1",-0.00562428840428109,-0.0020067431938603,0.0978330760996513,-0.132132751099707,-0.026264434201827,0.00257785836098672,-0.00501196906841953,0.0018697718310311,0.0018697718310311,-0.000246982254068993,-0.000894264851811347,-0.0196996064697778,0.0847264608031419,0.0193828779438576,-0.0946735445862519,-0.0945515545257377,-0.100896804950078,0.0780326964134268,0.0435024225068998,0.0447353228402714,0.0104711346385479,-0.0195262443771493,0.00516211124861776
"miR200b",0.147588374149611,-0.0019838998644207,0.119842052584523,-0.0129748746639915,-0.012037425304595,0.0111573428849654,0.0129543214571917,0.0181318063875542,0.0181318063875542,-0.00982095556304748,0.0190739451553554,-0.122125336527921,-0.107134682777385,0.122335544690816,0.0565351797979902,0.0567673699276913,-0.0186721587213808,0.0290073509310982,0.0399828995434161,0.0391654124277239,-0.0196197254027628,-0.16530509953188,-0.147024633650349
"miR141",0.147588374149611,-0.0019838998644207,0.119842052584523,-0.0129748746639915,-0.012037425304595,0.0111573428849654,0.0129543214571917,0.0181318063875542,0.0181318063875542,-0.00982095556304748,0.0190739451553554,-0.122125336527921,-0.107134682777385,0.122335544690816,0.0565351797979902,0.0567673699276913,-0.0186721587213808,0.0290073509310982,0.0399828995434161,0.0391654124277239,-0.0196197254027628,-0.16530509953188,-0.147024633650349
"GSC",-0.101107637969211,0.00422379995363503,0.0639272897254169,-0.0303892897875959,-0.0598511423716264,-0.0430674348839547,-0.0703133676627459,-0.0704204332892863,-0.0704204332892863,0.024427166966747,-0.0124195186163629,-0.000649636183442149,0.150698993881963,0.00138858405369537,-0.255748989917713,-0.256534831982625,0.0682687590811415,-0.103848340929422,0.0163237256147211,0.0140037577992457,0.0944241268895439,-0.0230198700789692,0.102065428911607
"OVOL2",-0.0420347193236982,0.00764221707455049,-0.0732251006017171,0.0949676541082805,-0.0439263813885067,0.00699445260882322,-0.026952323921983,0.0162867891737195,0.0162867891737195,-0.0136774677901774,0.0196083348742472,-0.0127550720456751,-0.0904310629152291,0.0130623361550226,0.0787825207471275,0.0779768233152881,-0.01736680314094,0.023589276340667,0.0268920804202739,0.0261196001644371,-0.0778561288068025,0.0498020648666964,0.0422398014113681
"miR205",-0.0142373531530597,0.0177964667521058,-0.112038394583116,0.0307975570825095,0.0164806377170758,-0.0132145772964835,-0.00348637181868454,-0.0102708312663873,-0.0102708312663873,-0.00120700557424187,-0.00290333760069368,0.0118025143180709,-0.0903216923508648,-0.0117914049703483,0.101064385427098,0.10056605339794,0.0101664847365306,-0.0787876287882767,-0.0400191866691016,-0.0397813509739277,0.0032173308846524,0.0372757381366021,0.0139181842438664
"SNAI2",-0.409304314607669,0.0249105659293968,-0.362841786415849,-0.135381258493445,-0.016791375620955,-0.0233412583558957,-0.0194696444231392,-0.0205216104317947,-0.0205216104317947,-0.000487824161446129,-0.277707820677683,0.221797423907487,0.177670823118834,-0.222470913081245,0.05756677370259,0.0578841476597898,0.0222381272138956,0.124502229037778,0.00778074498201084,0.00951157160093057,0.0760993670366348,0.329401413399882,0.408116010351834
"TCF3",-0.407698683186747,0.0258021523934301,-0.36232363788501,-0.235398649265767,-0.014664420443593,-0.0219742491384561,-0.0178386261968424,-0.0185775986617698,-0.0185775986617698,-0.00137380708616091,-0.276935186542585,0.220414750798663,0.177331445445463,-0.222372336443035,0.0583853284606471,0.0596437989349937,0.023269841649006,0.122441913769392,0.00653262963893776,0.0102898550724638,0.0736167483958834,0.428054322194084,0.403600933223999
"KLF8",-0.407698683186747,0.0258021523934301,-0.36232363788501,-0.235398649265767,-0.014664420443593,-0.0219742491384561,-0.0178386261968424,-0.0185775986617698,-0.0185775986617698,-0.00137380708616091,-0.276935186542585,0.220414750798663,0.177331445445463,-0.222372336443035,0.0583853284606471,0.0596437989349937,0.023269841649006,0.122441913769392,0.00653262963893776,0.0102898550724638,0.0736167483958834,0.428054322194084,0.403600933223999
"TGFbeta",0.205141098710406,0.0280528862504155,0.135634053410838,0.0236518848031338,0.015232601118639,0.00307104851511689,0.0270218002833445,0.0262102771801112,0.0262102771801112,-0.0265086792635176,0.159543826584255,-0.218050102044814,-0.187882280648759,0.117631775611188,0.12233240357724,0.122890568440081,-0.0249070578148581,-0.00064981432935517,-0.00465185576418143,-0.00314463308770282,-0.147245604471157,-0.227777906614998,-0.205652832581095
"NP63",0.339091140093261,0.0635989744146491,0.282116804262305,0.119727231093353,0.0907114105373602,-0.00184224516525569,-0.125049713924085,0.0275819658246311,0.0275819658246311,-0.0349336638093225,0.192963370282446,-0.121856777790619,-0.151890594551832,0.121514446859308,-0.0556977194607367,-0.0547664954059853,-0.0259937810238412,-0.105002156502755,0.212823202371346,0.314666495578568,-0.0581988595942394,-0.334040669375847,-0.338978743580295
"miR101",0.110312185835367,0.119796812616942,-0.0405795703314358,0.0193140709825718,0.0260768100200501,-0.0554751007154423,0.0051971091084804,0.00386018946678658,0.00386018946678658,-0.0598192473051985,0.0836121614378166,-0.0127434514746877,-0.0794969119686004,0.0121422893956898,0.0707467681713274,0.0711428704377308,-0.00213480137806175,-0.0711227722041571,-0.0272999798209684,-0.0251873407279598,-0.0215873850029708,-0.0760951570053932,-0.211234641108249
"TWIST1",-0.0362348473146784,0.12014905899362,-0.151261179941867,0.0434602600712108,0.0263439469857747,-0.0651859473481801,0.00583730239263694,0.00502396334496647,0.00502396334496647,-0.0512301387635289,-0.000844526129528188,0.00380652420817314,-0.0191051209782127,-0.00415465928834448,0.230925742840665,0.130784411054084,-0.00423530832816544,0.0879271966514496,-0.0159124880153889,-0.0147772849358068,-0.00863775095647884,0.130103635982577,0.0354590668037985
