"","ZEB2","SNAI1","TCF3","TWIST2","miR34a","KLF8","miR101","SNAI2","OVOL2","miR200b","miR200c","miR200a","GSC","miR141","GRHL2","ZEB1","NP63","miR205","CLDN7","TGFbeta","CDH1","TWIST1","FOXC2"
"TWIST1",-0.0180182168020484,-0.0308767933873524,-0.206971292183214,-0.092478375206081,-0.0703426656347984,-0.0478470088376258,-0.0475542238951371,-0.145281315629572,-0.0939444750732261,0.0349071727689746,0.0575920586034909,0.0575920586034909,0.0405940265238758,-0.0840260190664414,-0.0824763716318116,-0.0836665523063191,0,0,0.0840260190664414,-0.0404088349555758,-0.0693744233983651,0.107045634336849,0.21987820404141
"miR200c",-0.0152713942476928,0.0676258107819632,0.0282994314692538,-0.135260645460441,0.0922496961143709,-0.122058302309783,-0.122112334945495,-0.148906945005691,0.0647659928418012,0.046596777961764,0.00660380160133779,0.00660380160133779,0.102101203162154,0.000114924713394266,0.000449784781305281,0.000225852061561063,0,0,-0.000114924713394266,-0.102359134259327,-0.0915077319810059,-0.0280494943232698,-0.100083073512331
"miR101",-0.0044574016083117,0.0386221355490401,-0.00792778126050954,-0.0751458830816116,0.0187024285274595,-0.00351089486313489,-0.103881737833069,-0.0861212684502738,0.0638382458641461,0.023550608592984,-0.00596361844078805,-0.00596361844078805,-0.00487016480603611,0.0135501752187911,0.011838299738872,0.0130251430840559,0,0,-0.0135501752187911,0.00464546266214289,-0.000652609902897503,0.00779792955334151,-0.114206174935416
"GRHL2",0.0119957222180496,0.000311057482429726,0.0139602938272893,0.099793663688647,0.102414221266944,0.165943624757581,0.166053664812161,0.185009214308995,-0.0920436600098622,0.0177127873782186,-0.10790630037076,-0.10790630037076,-0.156810185491208,0.103181307466743,-0.0282697550188727,0.103230000931556,-0.186385612021517,-0.186387347620385,-0.103181307466743,0.156848434464306,0.0541906650253878,-0.0139400614439146,0.0398189304742451
"TGFbeta",0.0128127784758694,-0.0284104228933735,-0.0110660056575901,0.171156731740193,-0.0304754728154554,0.106055719950513,0.10632509001235,0.184276154055902,0.0735715714851977,-0.111376482583325,-0.0377502914558205,-0.0377502914558205,-0.220474282550264,0.068338001055257,0.0672245987119705,0.0689447519957467,0,0,-0.068338001055257,0.120470372957426,0.0689468540175674,0.0112815571290125,0.10362866578563
"miR200a",0.0145313234438118,0.0111491185150444,0.0380753674878765,-0.0323938473561812,-0.0282708584991629,-0.086108997129601,-0.0859811198917494,-0.122368921376241,-0.0824366172026526,-0.00912507401370823,-0.00108768074999847,-0.00108768074999847,0.100182420857314,-0.0105528447894178,-0.00776815268831817,-0.0102129205414137,0,0,0.0105528447894178,-0.100443760735507,-0.0249266684019029,-0.0378313460139868,-0.0720246287296691
"miR141",0.0210551244366499,-0.0841581025605369,-0.0493406035519362,0.12759821300271,-0.105227649053203,0.118917587503789,0.118589789513803,0.134881807853352,-0.071144952256138,-0.083985838082824,-0.00583551078963581,-0.00583551078963581,-0.123344527307093,-0.00585974860853804,-0.00509404288537744,-0.00618628122497269,0,0,0.00585974860853804,0.123251353959215,0.0273453782053718,0.0488422081779918,0.1302304169834
"FOXC2",0.0346790794037234,-0.0856438996847143,0.0108253966320032,0.102330459623213,-0.0144302329291575,0.0414937451409576,0.0416666222612698,0.0273106588018655,-0.0752671313530408,-0.020433468420637,-0.00895066691717467,-0.00895066691717467,-0.00194179533410321,-0.00421664371889113,-0.00277816968854031,-0.00399856578047158,0,0,0.00421664371889113,0.00193853874765712,0.0661609567295173,-0.010831029800097,0.0865460569223535
"TWIST2",0.0885919826257277,-0.0229840561114205,0.00817459281185096,-0.127109690713808,0.0432949918377405,-0.0414697709206491,-0.0413759174537194,-0.12362246750292,0.108326634976492,0.0478200450508659,-0.106145762895093,-0.106145762895093,-0.0308157025173875,0.119165278552891,0.120344831797486,0.11944605378957,0,0,-0.119165278552891,0.0308891089296696,-0.136105829422371,-0.00821021397367078,-0.0151765482343968
"SNAI2",0.106305769028298,0.00227016750135498,0.130122855823364,0.24438562313008,0.0287222211495011,0.237805705136433,0.237990922437255,0.16276615767889,0.0417310259917695,-0.240829901535471,-0.0770449886277224,-0.0770449886277224,-0.247181390782314,0.0468273241246679,0.0465926025653652,0.0469385592111964,0,0,-0.0468273241246679,0.247355903332136,0.0872487268801507,-0.130041245377226,-0.0243705403022587
"CDH1",0.106409956013012,0.00212812900402432,0.130298154628144,0.244419404124142,0.0289541139019873,0.238015986266128,0.237805705136433,0.262807999913311,0.041886280447774,-0.240676648538972,-0.0771913864942299,-0.0771913864942299,-0.247441226696956,0.0470743921967348,0.0468122292000862,0.0468273241246679,0,0,-0.0470743921967348,0.247181390782314,0.0871544889447622,-0.130122855823364,-0.0246060500854624
"KLF8",0.106416635890993,0.00232117126795827,0.129765724812075,0.244138662967489,0.0283766304582787,0.237822274449707,0.238015986266128,0.262626774072391,0.0414738756853145,-0.240849707541738,-0.0766372816601429,-0.0766372816601429,-0.246915578699857,0.0464270601556273,0.0462376098448286,0.0470743921967348,0,0,-0.0464270601556273,0.247441226696956,0.187394210753762,-0.130298154628144,-0.0243133205317256
"GSC",0.127385173686292,-0.0534396696878474,0.0940875625107043,0.0789134654144514,-0.02964748536101,0.120336391217561,0.12053515963287,0.103846671520683,-0.0502212357551067,-0.0988845005737008,-0.0556132413289032,-0.0556132413289032,-0.0482096925712192,-0.0223874328477445,-0.0207539485080184,-0.0219349441599617,0,0,0.0223874328477445,0.0482818148612853,0.0177211939176736,-0.094138674189723,-0.107781124599148
