"","SNAI2","miR101","ZEB2","miR34a","GRHL2","OVOL2","miR200c","miR200a","TCF3","GSC","NP63","miR205","TGFbeta","TWIST1","CDH1","miR200b","SNAI1","ZEB1","miR141","CLDN7","FOXC2","TWIST2","KLF8"
"ZEB1",-0.160759941173284,-0.0985177923783335,-0.00355948985635263,-0.195288994515968,-0.198578462815091,-0.132772183805092,-0.198088699789832,-0.198744707038357,-0.0827384390240164,-0.0910475588792019,0,0,0.0911131914329485,0.0827462511953794,0.0842181120079975,-0.157770604849059,-0.0754368003755622,0.0980387246353258,0.197962832309721,0.197962832309721,-0.0570862755744914,-0.00510492942150824,0.0983539362484242
"FOXC2",0.160539595305758,0.0983539362484242,0.00360214626528877,0.195183815038196,0.198358254240177,0.132616476726697,0.198031339925913,0.198513784137925,0.0822201875593927,0.0908858150857129,0,0,-0.0910475588792019,-0.0827384390240164,-0.0841688302917318,0.15784806312333,0.0755524733562424,-0.197962832309721,-0.197714997147736,-0.197714997147736,0.0570491151699159,0.00545877802201714,-0.0982495253143743
"miR141",-0.063277566625791,-0.0599882587248845,0.00507645997561136,0.0974467250664998,0.184195428407382,0.121958148593018,0.0880728868774584,0.0914206779500823,0.0109453691649794,-0.0448397602801205,0,0,0.0449397511900378,-0.0111036133935018,0.000650823029203529,0.0852004287072112,0.0548917119056583,-0.182252841285514,-0.182205300993442,-0.182205300993442,0.0679990145821785,0.0718426996066431,0.0599270217377442
"miR205",0.0802506541316757,0.0440120638546678,0.00532609181568481,0.184163532803008,0.189865622551991,0.12549269275713,0.0913912680643615,0.0946261824853888,0.0865870947730697,0.0509276279005747,0,0,-0.050843514267818,-0.0867230035082948,-0.0086200027625261,0.0772747918723887,0.088858563522407,-0.188111304897998,-0.188033045000606,-0.188033045000606,0.0814069262567478,0.0536277941243109,-0.043855608507024
"miR200a",-0.173199386813524,-0.115002658318479,0.00871754508717071,-0.178885612928326,-0.1991515886511,-0.131103650481166,-0.103448624754997,-0.0954007760973772,-0.0503331703604366,-0.142163552454531,0,0,0.142143099768412,0.050370143311026,0.0137421489860169,-0.0166313213352145,0.00101956784638888,0.198834921600923,0.198769972187811,0.198769972187811,0.0525111388895097,0.0345065852255252,0.114716285349205
"TGFbeta",-0.163762214905551,-0.0822756845268987,0.0162694728234197,-0.0605325477389122,-0.0247296125425518,-0.0187939506151458,-0.021154735640284,-0.00701291504112448,-0.0285503195713236,-0.007504313596842,0,0,-0.0923232299190983,0.028736374525604,0.0225845753728928,0.104399434943138,-0.00933146566167596,0.0249979018879742,0.0248879422179561,0.0248879422179561,0.0506437782282687,0.122626370219948,0.0822279042331538
"TWIST2",-0.187124696747237,-0.0536551923374418,0.0274751191230749,-0.0676262771206426,-0.213140934651958,-0.17064490114937,-0.119951896807645,-0.0966920281337898,0.0335705100898907,-0.0604006627436901,0,0,0.0604909881060149,-0.0338056097579015,-0.012599735316294,-0.0217926588801532,-0.111907564672659,0.214489680109221,0.214423064596954,0.214423064596954,-0.0743660337623516,0.147585737369994,0.0532641362252347
"SNAI1",0.136744859197564,0.0183457742777517,0.0350992377544806,-0.0180473769740373,0.0687795691947158,0.076378104865755,0.00790614825572419,0.0552724746342501,-0.0228410801684509,-0.00974936390844874,0,0,0.00975970708731743,0.0227434912782563,-0.0879540607828082,-0.0392575141233143,-0.0771309228347164,-0.0694196500694547,-0.0693747905738731,-0.0693747905738731,0.0417292731909097,-0.102324667279761,-0.0183404707109471
"GSC",0.122338183499947,0.00636349929141584,0.0429593509674295,0.00430104781959661,0.0740944564960143,0.0807140425369297,0.00666574601440532,0.0593519832660096,0.0893577971541494,-0.00325430303416159,0,0,0.00343888720026289,-0.0891565449180134,-5.71796266535082e-05,-0.0228171399678463,0.026245548895411,-0.0718006685058867,-0.0718281798181039,-0.0718281798181039,-0.156394616459592,-0.062750001143519,-0.00612283361209555
"miR34a",0.198755902569893,0.089198449497756,0.0461807655724157,0.0397876072183362,0.119959980466551,0.109305735446561,0.0934380285765936,0.129358515693151,0.00298291977630418,0.02038654409802,0,0,-0.0202954314985353,-0.00255225519866252,-0.0752586686295841,-0.0357164684936668,0.0355908024680586,-0.118771905132905,-0.118784993421742,-0.118784993421742,0.0452145383176886,-0.0592977066161809,-0.0887422801677007
"CDH1",-0.41260409623512,-0.274875137707466,0.0800294775234165,-0.0115081276868752,-0.107812819506775,-0.0811757027307264,-0.0951034713952774,-0.0173271745124523,0.101711935432219,0.160182152651952,0,0,-0.159979603395656,-0.10256718111615,0.169237617852713,0.204785960305859,-0.147600816998817,0.109932783770138,0.109696946064983,0.109696946064983,-0.134342313157149,0.377132203405562,0.273448461119843
"TWIST1",-0.0529671998234057,-0.0340613465698689,0.0870344847133363,0.0876856481380546,0.179637569710542,0.145094973823094,0.0523645771927692,0.14165750300456,-0.0147191296358803,0.035996566558187,0,0,-0.0358370699282975,-0.0849532747200798,-0.0826276998785199,0.048514679236441,-0.0206610964203212,-0.17759424264484,-0.177654832476361,-0.177654832476361,0.077848703512108,0.0895021228172282,0.0343850033940486
"NP63",-0.324253610142513,-0.247158476753991,0.143894986894218,-0.0205892238923503,-0.217200369270197,0.118908747118611,-0.0934832498891328,0.00824230381139292,0.0849910102184979,0.0758198568319514,0.257988251503474,0.357896892948014,-0.0757034643153055,-0.085222133297147,0.181328337364906,0.0992024215668943,-0.13827632283454,0.0718343169604373,0.0716304077390584,0.0716304077390584,-0.131920326347459,0.283610300337532,0.246459425270905
