"","miR200b","ZEB1","miR141","GRHL2","TGFbeta","GSC","miR205","TWIST2","miR200c","KLF8","FOXC2","SNAI1","TCF3","TWIST1","SNAI2","miR101","miR200a","OVOL2","miR34a","ZEB2","NP63","CLDN7","CDH1"
"miR101",-0.0412484659322428,-0.114140570304275,-0.114047626762532,-0.101390038214441,0.0340332730410634,0.0341716157789081,-0.104622104991557,-0.0457289282047988,0.0879158902163077,-0.202169893322712,-0.0761457452020856,-0.00184233373366211,0.0202129647151744,0.0202293325774225,0.10219707724329,0.102265594734308,-0.0879158902163077,0.107919002675624,0.0449772972283979,-0.0510421327636516,0.104493509568504,0.114047626762532,-0.0395740816025147
"TCF3",0.0284626853574673,0.0280594864989743,0.0281362886055464,0.0252782122680432,0.0103371384243947,0.0100471257363396,0.0270289855072464,0.0328825127505806,0.00232334498505402,0.0209272494537025,-0.00302529713118147,0.015614245916357,-0.0586907626942389,-0.0568998624038227,-0.0246333555051572,-0.0215977903566976,-0.00232334498505402,-0.0301909945777365,-0.00827057925445542,-0.0358846476932781,-0.0278960375303678,-0.0281362886055464,-0.10060607852127
"CLDN7",0.0284626853574673,0.0280594864989743,0.0281362886055464,0.0252782122680432,0.0103371384243947,0.0100471257363396,0.0270289855072464,0.0328825127505806,0.00232334498505402,0.0209272494537025,-0.00302529713118147,0.015614245916357,-0.0586907626942389,-0.0568998624038227,-0.0246333555051572,-0.0215977903566976,-0.00232334498505402,-0.0301909945777365,-0.00827057925445542,-0.0358846476932781,-0.0278960375303678,-0.0281362886055464,-0.10060607852127
"TWIST2",-0.027948929689777,-0.160598081736012,-0.160523072023492,-0.146316865849476,0.0358219802124148,0.0359417772941688,-0.139867718033419,0.0517697453217585,0.0987554014776126,0.00363936119416614,-0.0502351929511826,-0.00266174422596867,-0.144018744432745,-0.144165503619443,-0.0561598392828356,-0.00347251058629114,-0.0987554014776126,0.137020599199689,0.080330850513979,-0.0269420215612026,0.139883122925328,0.160523072023492,-0.0928803973139152
"miR34a",-0.023410975258475,-0.120717069070869,-0.120707312346463,-0.112105698409931,0.0269759940503343,0.027184768616041,-0.110251360394868,-0.0550476876537093,0.102755818473137,0.0938683229188343,0.167365980286144,0.119919332306411,0.101390132706282,0.101236605114618,-0.0779230288661857,-0.0937962961825098,-0.102755818473137,0.109900964450612,0.117391677573327,0.023678077419565,0.109954276359824,0.120707312346463,0.0468266161550389
"KLF8",-0.0284626853574673,-0.0280594864989743,-0.0281362886055464,-0.0252782122680432,-0.0103371384243947,-0.0100471257363396,-0.0270289855072464,-0.0328825127505806,-0.00232334498505402,-0.0209272494537025,0.00302529713118147,-0.015614245916357,0.0586907626942389,0.0568998624038227,0.0246333555051572,0.0215977903566976,0.00232334498505402,0.0301909945777365,0.00827057925445542,0.0358846476932781,0.0278960375303678,0.0281362886055464,0.10060607852127
"CDH1",-0.028677160189955,-0.0283065545710412,-0.0280594864989743,-0.0251126439792401,-0.0103146329514729,-0.0103371384243947,-0.0278960375303678,-0.0329105868662459,-0.00266514911642569,-0.0215977903566976,0.00362867845623075,-0.0159592576221113,0.0568998624038227,0.0579782156574747,0.0247349676818576,0.0212192843232467,0.00266514911642569,0.0301187654950459,0.00859375806240244,0.0360271517568705,0.0282298844743842,0.0280594864989743,0.000442158074799829
"SNAI2",-0.0288491261839217,-0.0283471750880015,-0.0283065545710412,-0.0252951907925147,-0.010511552050902,-0.0103146329514729,-0.0282298844743842,-0.0330749877040146,-0.00258122677256788,-0.0212192843232467,0.00363249753379622,-0.0158457158765962,0.0579782156574747,0.0577605878011091,-0.0753525617490654,0.021403114228557,0.00258122677256788,0.0302639384928683,0.00867451673242252,0.0360323848930891,0.0281186558045163,0.0283065545710412,0.000606201888253886
"OVOL2",-0.0928259870974417,-0.118295785683841,-0.118109782523554,-0.0392615742962641,-0.00556736162770497,-0.005501912994548,-0.0514498137739818,-0.0987174697774622,0.085935950964,-0.0771761965324811,-0.0618782766538412,-0.0439044123020899,-0.00831465003330798,-0.00778770952543085,0.0750465429823895,0.076905312705452,-0.085935950964,-0.0140084669418385,0.0931868517435581,0.0665595340307497,0.0517469215646883,0.118109782523554,-0.0499866265225803
"miR200c",-0.00337202727843317,0.187905385354931,0.187665451955979,0.17375198876489,0.0309890419516173,0.030374325107694,0.130722507857483,0.0310551053805948,-0.157299011256541,-0.0113915934502094,0.0459084920925433,-0.00868393066613889,0.015671817014126,0.0154248377041891,0.0619429171071662,0.0115410837423459,0.157299011256541,-0.120172441542569,-0.1112674055042,0.116596624219808,-0.130306655716023,-0.187665451955979,0.0029806417390145
"GRHL2",-0.103736340947827,-0.132735581776334,-0.132510019672514,-0.131300018606206,0.0921957124115722,0.0922949380084502,0.0802039362178414,-0.0162216247299701,0.0850695526699343,0.0768764885767402,0.105661688167815,0.0935386316809429,0.0453679957381027,0.0459055990677749,-0.052800244288636,-0.0770992096472099,-0.0850695526699343,0.0182241682697719,0.138219113021987,0.11783077418367,-0.0799314471955042,0.132510019672514,0.0938384845934697
"ZEB2",-0.310808423674738,-0.233655321806847,-0.233130697353996,-0.21046612676385,-0.195436270559513,-0.194720089044755,-0.181339451840743,-0.141489159973259,-0.123750263862634,-0.099820803397834,-0.0930260420085138,-0.0439315420884808,-0.0410172211023173,-0.0402427070003152,0.0700904823359705,0.0999868618464305,0.123750263862634,0.168923836009446,0.170939711059094,0.175040125773708,0.181633842916046,0.233130697353996,0.253459584889082
"miR205",-0.294221220436616,-0.308046458863659,-0.307553918398323,-0.262498088854689,-0.0664766855954941,-0.0661624497599125,-0.209362091218474,-0.189294890696946,0.00808006926006138,-0.0178355991201883,0.102260533820296,0.106967723198204,0.112612233300173,0.113110565329331,0.0502907573943687,0.0177267061982283,-0.00808006926006138,0.195633087812486,0.295270752524262,0.333171991868546,0.210650367900666,0.307553918398323,0.137842639399777
