"","ZEB2","SNAI2","KLF8","miR205","NP63","CLDN7","TWIST1","GRHL2","miR200c","miR200a","TGFbeta","GSC","TCF3","ZEB1","miR141","miR200b","OVOL2","CDH1","SNAI1","miR34a","FOXC2","TWIST2","miR101"
"OVOL2",-0.0171842834803778,-0.0907162543071505,-0.081563979825939,-0.0142787132511775,-0.0133679428236664,0.00530402693322806,-0.0358615146694984,0.00233008236877053,0.00291287857838584,0.00291287857838584,-0.0316337364518054,0.0317839238415761,0.0358615146694984,-0.00532264083604718,-0.00530402693322806,0.0736431168183793,-0.0579851091555337,0.0596972363037324,0.0902798768251312,-0.00781103997252307,0.0970271955166424,0.0928354716173645,0.0816988733916256
"miR200a",-0.0127792498932843,-0.0434801154572825,0.0418287200018222,0.00695525300706336,0.00798244333938965,0.000882018105086333,-0.0333633267931346,-0.00356651372308942,0.00502257030710775,0.00502257030710775,-0.119600911511769,0.119746352835285,0.0332257874169422,-0.000753681635879274,-0.000882018105086333,0.051093831302741,-0.0200501346508253,-0.038845689645587,0.114443700127425,-0.000349193306342367,0.11158496013063,0.031828403908682,-0.0417746873661102
"FOXC2",-0.0123538760412194,0.087837940342515,0.0797830787338142,0.0138563287280877,0.0155234471883751,0.00799641840339645,-0.0642879936686728,0.00213146568968806,-0.00121874137567712,-0.00121874137567712,-0.0120364007370051,0.0123436053917527,0.064304893172954,-0.00781404913325612,-0.00799641840339645,-0.0149936483251202,-0.030379131005645,-0.135873102168417,0.0601513309289455,-0.00679527509980747,0.0792598823099771,0.00993371493806127,-0.0796478580159462
"miR200b",-0.00546686949028033,-0.129644048824663,-0.0262707912333166,-0.0111031583289951,-0.0118246795658886,-0.00721312169461373,0.0125424190139634,-0.00110520690658563,0.00672462113032936,0.00672462113032936,-0.102249811022639,0.102073690669944,-0.0126977054064386,0.00714995783237791,0.00721312169461373,0.0330995671956226,0.0235798251558082,0.0970890589062832,0.0793956451189735,0.104036829876,0.0910679620925094,0.0212164525609443,0.0261825379283204
"miR205",0.00271298223421304,-0.0429366323754383,-0.0479686492884676,-0.00943239466088818,-0.0103738276209516,-0.00337957136629416,0.0766783899827117,-0.000467813618997541,0.00109224935364745,0.00109224935364745,0.0136711553452559,-0.0138250991636974,-0.0765713103731404,0.00318392162281272,0.00337957136629416,0.00729544744735549,0.0226739987003577,0.0467849849557533,-0.0772374058649082,-0.00104635190837707,-0.0927617622467255,-0.0437794706068998,0.0480049469291209
"ZEB1",0.0124104147134188,-0.0879528460994252,-0.0796478580159462,-0.0155234471883751,-0.0152331839397258,-0.00781404913325612,0.0645289691084079,-0.00178358902159866,0.00113171261662811,0.00113171261662811,0.0121646929413671,-0.0120364007370051,-0.0642879936686728,-0.092115330103876,0.00781404913325612,0.0150762362864287,0.0303724540297275,0.135824038031473,-0.0599997757175237,0.00658430463567244,-0.0795010871178578,-0.0098645355487483,0.079791875062862
"miR200c",0.017282355376558,0.0136857114223751,-0.0594659195605476,-0.011340723676438,-0.0127659946911883,-0.0080741169497242,0.0309322433687486,-0.00159963816756137,-0.00299561734678365,-0.00299561734678365,0.110676761924269,-0.110923330418042,-0.0309662584832908,0.00803550441203233,0.0080741169497242,-0.0150066090015159,0.0243121163760411,0.113035018391043,-0.107933934954888,0.0102330732026454,-0.101825278337355,-0.0125694162755125,0.0592173694362726
"TWIST1",0.0182379575530675,0.0632444139729088,0.0454968684125339,0.0252396068993948,0.0255931303497836,0.0219927216792557,-0.00414242958004362,0.0183295787807332,-0.0203934453165952,-0.0203934453165952,-0.000926723375597453,0.00105676483218711,-0.0956623201483216,-0.0220175252559067,-0.0219927216792557,-0.000974436930764837,-0.032637415584848,0.0950109874191541,-0.00695963613432879,0.0320233643332656,-0.0285197306945759,-0.0831421609414872,-0.0455297320285275
"TCF3",0.022428087411449,0.0402393089732353,0.023311093087899,0.0434420289855073,0.042054745748513,0.0487427028265239,0.0627154974759461,0.0445999641852847,-0.0360099014789304,-0.0360099014789304,0.00262536995279733,-0.00340477905194541,-0.0651356330035357,-0.0478832506815507,-0.0487427028265239,0.011706896332645,-0.0441521886767936,-0.116488308376913,0.000679932694838491,-0.0295506621787181,-0.0296480996046451,-0.0268925637625531,-0.0256207339759932
"CLDN7",0.022428087411449,0.0402393089732353,0.023311093087899,0.0434420289855073,0.042054745748513,0.0487427028265239,0.0627154974759461,0.0445999641852847,-0.0360099014789304,-0.0360099014789304,0.00262536995279733,-0.00340477905194541,-0.0651356330035357,-0.0478832506815507,-0.0487427028265239,0.011706896332645,-0.0441521886767936,-0.116488308376913,0.000679932694838491,-0.0295506621787181,-0.0296480996046451,-0.0268925637625531,-0.0256207339759932
"SNAI2",0.0226249316299437,-0.0597230389022728,0.0247052022882445,0.042748120170701,0.0420292031581403,0.0483549260918602,0.0639246886401974,0.0443351557345634,-0.0357738034079977,-0.0357738034079977,0.00292820258084067,-0.00312253630916126,-0.0641763208491201,-0.0482892819652956,-0.0483549260918602,0.0117871580465233,-0.0439165623387577,-0.0160976903880758,0.000917564319065073,-0.0294962943724093,-0.0297871589896677,-0.0263426849330336,-0.0248002388808011
"miR34a",0.0719309972099503,-0.130783236647213,-0.0780045008742578,-0.0328001110596743,-0.0329306766546939,-0.0330130128776784,-0.00354228993157275,-0.0265797310854367,0.0309369314043683,0.0309369314043683,-0.0294927678684692,0.0294088960053673,0.00340608340153251,0.0330051599043761,0.0330130128776784,0.0530227729829027,0.0389730428919772,0.0987546032435474,0.000562114237749976,0.0030452670519378,-0.06876608164753,0.0159977384774181,0.0781514354163598
"TGFbeta",0.0747964119522932,0.0169052516927113,-0.0343506693718485,-0.00320763932203067,-0.00273884673549483,-0.0052390747783556,0.00108968011671443,-0.0042036406444478,-0.0360022493867812,-0.0360022493867812,0.0812948567213145,-0.181086779502512,-0.000581432436728954,0.00513357525095918,0.0052390747783556,-0.0483594812211181,0.00184808651771593,0.0324960126213368,-0.0886701148924229,-0.089869125336834,-0.0896776025946121,-0.0151276575743891,0.0348153154168174
