"","ZEB2","TWIST2","SNAI2","FOXC2","SNAI1","NP63","miR205","miR200a","TCF3","CDH1","miR34a","TGFbeta","GRHL2","CLDN7","miR141","ZEB1","GSC","TWIST1","miR200b","miR200c","OVOL2","KLF8","miR101"
"OVOL2",7.24990839716903e-05,-0.0876351528912068,-0.0670964761525471,-0.0892367631404192,-0.0773638965508736,-0.0152476167020126,-0.0149375442077116,-0.0153265695539065,-0.0244686347455058,-0.0759225094229982,0.0789945734233763,-0.0281136270206942,-0.0161242314949396,-0.0239237898359404,0.0239237898359404,0.0239763707147068,0.0281659859272197,0.0243013805911285,9.06279538392364e-05,0.0153265695539065,-0.0853601732854613,0.0852268841920502,0.0851599857570349
"FOXC2",0.0104174471162163,0.0396039821415799,-0.0517347368868135,0.100384974883789,0.0853392785645404,-0.058118871435784,-0.0584577166512896,-0.00275302360302246,0.0130675304550824,0.0269235124821742,-0.00598588472818374,9.58387485502445e-06,-0.0123746774450567,-3.45288887479332e-05,3.45288887479332e-05,-3.90139637795179e-05,3.70938642055589e-05,-0.0128365705632393,0.0085689585294752,0.00275302360302246,0.0692006940436461,0.0172601457798272,0.0171215017526461
"miR200b",0.0129733106557403,0.0435921538948385,0.1555104379351,-0.16650423632258,-0.128728075434697,0.0398031325313095,0.0396645151508225,0.00475184713173942,-0.132883097255894,-0.00253430400861695,0.0893976879903907,-0.0917090922494915,-0.00762665221665094,0.0175169206405367,-0.0175169206405367,-0.0174475073502351,0.0915704684880153,0.132710063847136,-0.0750240565376484,-0.00475184713173942,-0.0532797353858777,-0.0271586362639606,-0.0269803285661111
"miR141",0.0129733106557403,0.0435921538948385,0.1555104379351,-0.16650423632258,-0.128728075434697,0.0398031325313095,0.0396645151508225,0.00475184713173942,-0.132883097255894,-0.00253430400861695,0.0893976879903907,-0.0917090922494915,-0.00762665221665094,0.0175169206405367,-0.0175169206405367,-0.0174475073502351,0.0915704684880153,0.132710063847136,-0.0750240565376484,-0.00475184713173942,-0.0532797353858777,-0.0271586362639606,-0.0269803285661111
"GRHL2",0.0154739953980094,0.0899923306847263,0.0807266635004717,0.0894930241979328,0.0775948296525913,0.166480590995606,0.166072725261534,0.105482488083724,-0.00434744253323414,0.0530961960115837,-0.119103072667658,0.122886540489436,0.0120711854595332,0.11528137722116,-0.11528137722116,-0.115345355630084,-0.122917028801326,0.00432721014985938,0.0596683379257137,-0.105482488083724,-0.0201348872964978,-0.0973491226132441,-0.0974855722809232
"TWIST1",0.0180188224600123,0.0802640662248972,0.0352572305529575,-0.0238602806804411,-0.00260052661365524,-0.0513020867738857,-0.0519109327162221,-0.0112848320903391,-0.0969487709849629,0.129939169043395,-0.0208254664982104,0.00248947838155555,-0.030068173153157,0.0276869778494085,-0.0276869778494085,-0.0277426316457749,-0.00258317090088159,-0.00275631124072687,-0.0179499085676021,0.0112848320903391,0.0627237015713438,-0.0283195936027172,-0.0281941143416506
"miR200c",0.0282706873167817,0.100549949806193,0.127728138798461,-0.118801007838717,-0.069688171723546,-0.0665946597475433,-0.0667759286297185,-0.00544888935342052,-0.117138283216374,-0.0397515144180039,-0.0148320312392877,-0.084739168221884,-0.0219683877700808,0.0129525479569395,-0.0129525479569395,-0.0129027757262731,0.0847596209080035,0.117237370723953,-0.0117265012429439,0.00544888935342052,0.0776917855649184,-0.0284317688590558,-0.0283849405747721
"TCF3",0.0618586408122331,0.240580571073762,0.225358433179008,-0.0766550789881905,-0.0514232132754225,-0.121908980480858,-0.123007246376812,0.0285195238258823,-0.171225450872033,-0.157184612907877,-0.0488977694324027,0.209953701748134,-0.13299567033895,0.121546382157802,-0.121546382157802,-0.121601240805354,-0.210279966022196,0.169724966844927,-0.191333600886329,-0.0285195238258823,0.112408391419354,-0.192103794284451,-0.192535920644159
"KLF8",0.0618586408122331,0.240580571073762,0.225358433179008,-0.0766550789881905,-0.0514232132754225,-0.121908980480858,-0.123007246376812,0.0285195238258823,-0.171225450872033,-0.157184612907877,-0.0488977694324027,0.209953701748134,-0.13299567033895,0.121546382157802,-0.121546382157802,-0.121601240805354,-0.210279966022196,0.169724966844927,-0.191333600886329,-0.0285195238258823,0.112408391419354,-0.192103794284451,-0.192535920644159
"CLDN7",0.0618586408122331,0.240580571073762,0.225358433179008,-0.0766550789881905,-0.0514232132754225,-0.121908980480858,-0.123007246376812,0.0285195238258823,-0.171225450872033,-0.157184612907877,-0.0488977694324027,0.209953701748134,-0.13299567033895,0.121546382157802,-0.121546382157802,-0.121601240805354,-0.210279966022196,0.169724966844927,-0.191333600886329,-0.0285195238258823,0.112408391419354,-0.192103794284451,-0.192535920644159
"SNAI2",0.061926308870118,0.240210659599692,0.125765797775269,-0.0771825362116299,-0.0514754896416863,-0.120604882952764,-0.120547912170637,0.0289346937445829,-0.170112749049442,-0.0572910394044089,-0.0487566947782325,0.2096710411894,-0.132911019258286,0.121760070280254,-0.121760070280254,-0.121643693356135,-0.209661130600151,0.170074210783211,-0.191004989404315,-0.0289346937445829,0.112615287515965,-0.19197624932974,-0.192086547272926
"TWIST2",0.105663531511816,-0.119226412020657,-0.136678819329858,-0.0286279863440719,0.0125856559152339,-0.10228944977518,-0.102082339561736,-0.00660636475167422,-0.0881387216233405,0.166021197374616,-0.0388390385574864,-0.0159315427962647,-0.11163656728934,0.101503683487648,-0.101503683487648,-0.101588809287653,0.0160213223860075,0.0880959762291567,0.0393891463807205,0.00660636475167422,0.0963855629883495,0.0870751005053703,0.0868491569738729
"GSC",0.111800230846434,0.0389089643492405,0.0729072439806865,-0.154918229812299,-0.0134832601909524,-0.0951513642093766,-0.0952050050837229,-0.0122750468257707,-0.123243290307991,0.0544693881785938,-0.0209558996788298,0.00113012321631762,-0.0980398412291583,0.0892477604875968,-0.0892477604875968,-0.0893679414830719,-0.00109772930637269,0.123212942748573,-0.0246508789799794,0.0122750468257707,0.0927753866899384,0.0226116152922897,0.0224430518812678
