"","miR200b","miR200a","CDH1","GSC","TGFbeta","ZEB1","CLDN7","OVOL2","TWIST2","KLF8","TWIST1","FOXC2","TCF3","miR34a","miR101","SNAI2","SNAI1","NP63","miR205","ZEB2","miR141","GRHL2","miR200c"
"ZEB1",-0.222789264028439,-0.185097061321751,-0.198549904292796,0.0912632555997473,0.0913490124208448,0.0854546246859021,0.185406726176209,0.130128820478447,-0.210529008812964,-0.137062855316845,-0.023953373385863,-0.110901295244253,0.0240032510953344,-0.163395597218406,0.137101063921129,0.130840344723173,-0.151978755907232,-0.155900183680811,-0.155759362896813,-0.0145314098164287,-0.185406726176209,-0.217274100803696,-0.196903097253636
"miR34a",-0.0462788445172162,-0.138505169101006,-0.0246568964720715,0.0759976696776769,0.0760049104140597,0.149039726231945,0.148972619005544,0.133351934927981,0.115127467284956,0.0524117513273887,0.0122450921606084,0.0925707068869496,-0.0121561248895417,-0.12225986464124,-0.0526431972401115,-0.0400247748975506,0.0718960016166585,-0.144696955694764,-0.144888073449792,0.022701790820868,-0.148972619005544,-0.16116751113,-0.119955647224256
"GRHL2",-0.132452078541747,-0.216806671274824,-0.105579682756733,-0.000889459435780927,-0.0008722751145339,0.206246714793776,0.206167888153429,0.00928669123932817,-0.0303977000107211,0.0387789966981471,0.0190763393554406,-0.0386426231522407,-0.0189318223313351,-0.191738518542352,-0.039086228530534,-0.0387726903219903,-0.0466414876038327,0.124557034914427,0.124288017089826,0.0396009209936802,-0.206167888153429,-0.0545982463002965,-0.191394642085553
"ZEB2",-0.16235474686752,-0.149777698237962,-0.147887174467324,-0.0889689512368166,-0.0888907439690829,-0.078698170909016,-0.07866699294668,-0.0597125968200813,-0.0572242333827066,-0.0523223714727078,-0.00841094562463451,0.00496514117726323,0.00832164106360702,0.0465820495714396,0.052583888670198,0.060385370757821,0.0606157224559422,0.0690148284074124,0.0693324608833962,0.0718553018941869,0.07866699294668,0.0847474998563599,0.22213384061744
"TGFbeta",-0.134988607525496,-0.089346579658657,-0.0543136228511279,0.0294601258600128,-0.0705194573773907,0.0926647188442055,0.0926298954229673,0.0950869447907197,-0.0329723455536907,-0.0717428805578181,-0.0115430603146628,-0.00901604733263201,0.0115975154232327,0.0577004818380385,0.0716757111593651,0.0302252994885863,-0.111438155113231,-0.0965148065644568,-0.0965284342559259,0.0851511327322155,-0.0926298954229673,-0.0987105458299262,-0.00230718128898654
"CDH1",-0.0674053621994118,-0.0968051905942743,-0.0755954906861008,0.0253363657259861,0.025223838361377,0.107342724827302,0.107222399467529,0.105723821141013,-0.0137651904152693,-0.0270912038947381,0.0787784035245341,0.00679617921077283,-0.0785818563797798,-0.0456066191783728,0.0266027046549852,0.0102520412790148,-0.0506927685553981,-0.110659242998005,-0.111249895283572,0.0865896015051318,-0.107222399467529,-0.1171102875845,-0.00979576052946565
"GSC",-0.096224557194787,-0.0831067113414537,0.0214663039867,0.00343797006060383,0.00348686652844523,0.0528467320673797,0.0528093263358563,0.0701800987693262,-0.0754959696644565,0.15376236348916,-0.370206616355857,0.143064230663593,0.370158699156777,-0.11568129929102,-0.153986465133871,0.0301503712985708,0.272471444476645,-0.0669880410136954,-0.0670914912713632,0.125915834449252,-0.0528093263358563,-0.0623566739180652,0.0392281016479759
"TWIST2",-0.108853799143547,-0.195563332604878,-0.0718364539960332,0.0695819407435001,0.0696346077976654,0.241280844913251,0.241186463969377,0.191636925436057,0.058010923072109,-0.103937171983604,0.339792556102501,-0.0608675940686438,-0.339573129745691,-0.0199442779770495,0.103891983277304,-0.0495742337792828,-0.310129410507447,-0.21732367145993,-0.217311689877334,0.145646398094996,-0.241186463969377,-0.256801326907435,-0.0517434241778586
"miR141",0.0588824308675092,0.0176660105994062,0.0566309550830009,-0.181019823397342,-0.181034594781761,-0.220722642955412,-0.220647426624764,-0.152880441851975,0.122673948026322,0.144820948335806,0.0232277706463329,0.0293819467044053,-0.0233475630062424,0.0996155356609057,-0.144601215617244,-0.132449901213858,0.169011516857785,0.178612765272796,0.178801142738586,0.186316186872106,0.220647426624764,0.239392508765024,0.205584831606346
"miR200b",-0.211126993810369,-0.193947202498644,-0.170096576133051,0.127049112091923,0.127169555687959,0.189826650118159,0.189709919729646,0.131641090319617,-0.133223271365936,-0.151109960947396,-0.0267292358031976,-0.0273538983702109,0.0268726908514843,-0.0826523996515273,0.150973078270259,0.15280794024603,-0.148056934667899,-0.153549243227227,-0.153524363184575,0.199496171556263,-0.189709919729646,-0.209179361435191,0.00623624398262782
"miR205",0.0253923739496068,0.00564169996889111,0.0628190279573276,-0.0885926059923224,-0.0886306951845141,-0.209660420078789,-0.209577191299023,-0.143981874657626,0.178457661446864,0.10048089163436,0.0146500860004314,0.109224237809671,-0.0147942316287004,0.18437298243782,-0.100214291721975,-0.0836746634226041,0.154231080102121,0.170504661783083,0.170692948375096,0.199628854059605,0.209577191299023,0.233031989579271,0.205539022608753
"NP63",0.00730990867660241,-0.115489766531574,-0.127257362071438,0.00823699175073577,0.00816510225516039,0.0671706160890188,0.0671220985870934,-0.0477647926443013,0.0126108572100343,0.01795435856189,0.0841852771361901,0.01668570262498,-0.0840932766874074,-0.0448153419421368,-0.0182065653714738,-0.0345296488357736,-0.0221515151497033,0.170662651631307,0.270361705801557,0.204660243456469,-0.0671220985870934,0.0864061450072444,0.0349172807066772
