"","TWIST2","ZEB2","miR101","ZEB1","GRHL2","GSC","TGFbeta","miR200a","TWIST1","TCF3","miR200c","SNAI1","FOXC2","miR200b","CDH1","miR34a","miR141","CLDN7","NP63","miR205","OVOL2","SNAI2","KLF8"
"TCF3",0.0193874667320234,-0.016117755109041,0.0117803567998008,0.111657317634485,0.100567867115763,0.0211220800325005,0.0207051867934213,0.048719520781596,0.0535196648577166,0.0533260540155094,-0.048719520781596,0.0149354760566001,0.0275933280253496,-0.040301823588254,-0.0311537187761097,-0.0719995030741172,-0.112809349233066,-0.112809349233066,-0.138465904331071,-0.141702898550725,-0.159394336337142,-0.00690282996923586,-0.0116760504371127
"KLF8",0.0193874667320234,-0.016117755109041,0.0117803567998008,0.111657317634485,0.100567867115763,0.0211220800325005,0.0207051867934213,0.048719520781596,0.0535196648577166,0.0533260540155094,-0.048719520781596,0.0149354760566001,0.0275933280253496,-0.040301823588254,-0.0311537187761097,-0.0719995030741172,-0.112809349233066,-0.112809349233066,-0.138465904331071,-0.141702898550725,-0.159394336337142,-0.00690282996923586,-0.0116760504371127
"CLDN7",0.0193874667320234,-0.016117755109041,0.0117803567998008,0.111657317634485,0.100567867115763,0.0211220800325005,0.0207051867934213,0.048719520781596,0.0535196648577166,0.0533260540155094,-0.048719520781596,0.0149354760566001,0.0275933280253496,-0.040301823588254,-0.0311537187761097,-0.0719995030741172,-0.112809349233066,-0.112809349233066,-0.138465904331071,-0.141702898550725,-0.159394336337142,-0.00690282996923586,-0.0116760504371127
"CDH1",0.0180609647668353,-0.0157637215760536,0.0109165866209001,0.111389393166724,0.0999088403975864,0.0207051867934213,0.0202202961495602,0.0486621995918629,0.0537055878324842,0.0535196648577166,-0.0486621995918629,0.0146274298907481,0.0275395613726225,-0.0397412307502342,-0.130550150426969,-0.0710511587032562,-0.111657317634485,-0.111657317634485,-0.136000573052181,-0.138465904331071,-0.157765687020988,-0.00648276313565984,-0.0117803567998008
"SNAI2",0.017491192000322,-0.015496355889252,0.0105343591574059,0.111479032535375,0.0999444940720541,0.0202202961495602,0.0199466777072463,0.0486547398279644,0.0543562044447439,0.0537055878324842,-0.0486547398279644,0.0145147786687272,0.0273346042099425,-0.0396602486405051,-0.130405816508498,-0.070771964444044,-0.111389393166724,-0.111389393166724,-0.134777057683634,-0.136000573052181,-0.157142652905334,-0.106112063556118,-0.0109165866209001
"TWIST2",-0.0199396190536459,0.0227405621304753,-0.0817268375466807,-0.185330464989405,-0.170600166201261,-0.032864188860804,-0.0326658005272387,-0.0815695631151092,0.0339433579735938,0.0345375189527483,0.0815695631151092,-0.123706960491903,-0.0815002291746736,0.0499959167149975,0.136572291160896,0.155516756121657,0.18501266917725,0.18501266917725,0.196013628040051,0.19660072558725,0.215789090734776,0.0110050719355131,0.0821839386911715
"GSC",-0.138983880451366,0.0328025795894908,-0.180069415124434,-0.177515188989586,-0.160959412872225,-0.0429369172562182,-0.0426936573287072,-0.0876562403459726,0.078904631575575,0.0797000570803028,0.0876562403459726,-0.133497693288059,0.0185524846346301,0.0469857092112344,0.0333140558557484,0.157236640466291,0.177149336802558,0.177149336802558,0.192027245720308,0.192799291161791,0.214987539190273,0.128004098092809,0.180564387452752
"miR34a",-0.140286990195914,0.0337328840185658,-0.033511286248219,0.18523344685192,0.160841600922806,0.0292694008845413,0.0288343533068693,0.163039168470615,0.0406688475151585,0.0398964856309419,-0.163039168470615,0.00636642229280636,-0.00819236377550491,-0.118837069483615,-0.13648051355388,-0.0970057062269175,-0.185054732217072,-0.185054732217072,-0.204299812706474,-0.205883630141711,-0.232478903326337,0.0628699514918834,0.0329369930705915
"miR200a",-0.148559538556245,0.0417999123870479,-0.118565823762191,-0.166223330018203,-0.148536043207865,-0.149669702252864,-0.149500399462208,-0.06132938333196,0.140924393906552,0.141733362065447,0.06132938333196,-0.0706046053469498,-0.0409485119893774,0.0261597827907946,0.0305335277631422,0.173177856574438,0.165614233975654,0.165614233975654,0.176086013702885,0.176068242243848,0.197991010508502,0.142213337317321,0.118789158656467
"miR200b",-0.0821259750944523,0.0500928104806279,0.00657191786339388,-0.237279914987422,-0.205784403848556,0.0588836931243282,0.0593609224671152,-0.100058124005136,-0.0146641545084219,-0.0139054695623285,0.100058124005136,0.00386778455687336,0.0126621864835409,0.141202468265189,0.179972410661103,0.14329790885443,0.237242195225168,0.237242195225168,0.237434500621199,0.239456892659585,0.261906122876749,-0.00680761078683834,-0.00543543142558544
"miR200c",-0.171124825750807,0.0513952567147628,-0.134011282454927,-0.180872266345715,-0.159461891558596,-0.146126388404151,-0.145874138608677,-0.0656646644395706,0.140719875341282,0.141534759172271,0.0656646644395706,-0.0684524664337541,-0.0363136436927515,0.0655302134014891,0.103145572115636,0.183543541598328,0.180334145950483,0.180334145950483,0.191354968851849,0.191664192239089,0.215706223131323,0.166265112646458,0.134504780527763
"miR141",-0.171124825750807,0.0513952567147628,-0.134011282454927,-0.180872266345715,-0.159461891558596,-0.146126388404151,-0.145874138608677,-0.0656646644395706,0.140719875341282,0.141534759172271,0.0656646644395706,-0.0684524664337541,-0.0363136436927515,0.0655302134014891,0.103145572115636,0.183543541598328,0.180334145950483,0.180334145950483,0.191354968851849,0.191664192239089,0.215706223131323,0.166265112646458,0.134504780527763
"FOXC2",-0.227211081552836,0.117538948050015,-0.122242874989514,-0.199356180620513,-0.157863655653892,-0.0733086173749116,-0.0726909514789703,-0.162235602572442,0.145686806200536,0.147179595745376,0.162235602572442,-0.100268986412708,-0.088262652901906,0.200655577310822,0.210059516753936,0.213656641886661,0.198740206092696,0.198740206092696,0.204432297579153,0.206343384594604,0.238232398949763,0.131323988740544,0.123535174255214
