"","miR101","ZEB2","TWIST2","FOXC2","CDH1","OVOL2","TCF3","NP63","GRHL2","miR141","CLDN7","miR34a","GSC","miR200c","miR200a","TGFbeta","ZEB1","miR200b","miR205","TWIST1","SNAI1","SNAI2","KLF8"
"miR205",0.015998676476698,-0.0035500650442287,0.0739409477726551,0.0999356537951442,0.0515286606193067,0.020745715027496,-0.00767121928362337,0.0174530495389724,0.0148464325360255,0.0124392291872607,0.0124392291872607,-0.00290070577695973,0.0174889102328902,-0.00621014944958526,0.00621014944958526,-0.0175222382760579,-0.0125578612539431,-0.000469978663866807,-0.0178296227229978,0.00760532413927182,-0.100359293985873,0.00595071088327472,-0.0159198229814856
"ZEB1",0.0038748790096389,-0.00144819640271679,-0.0453229275115949,-0.0906473869436209,-0.0597905280068805,-0.0239439652691382,0.0146995259679016,-0.0193672370860178,-0.0150825318517366,-0.0115238022000316,-0.0115238022000316,0.00577980537613731,-0.0281834906695628,0.00837627186924882,-0.00837627186924882,0.0280602295320386,-0.0885591794685635,-0.00613996509512357,0.0192321640891217,-0.0147890654704465,0.0894943248992604,-0.0341628473014276,-0.00379111399255525
"miR200a",0.0391807136608378,-0.000718179743456274,0.0728484137398965,-0.109143960757831,0.0154493445324222,-0.0192684104708863,0.0294670056636609,-0.0164760672896255,-0.0148860749907028,-0.00944174924567954,-0.00944174924567954,-0.00454972309001583,0.089216169537597,0.00597488130944172,-0.00597488130944172,-0.0892298046616766,0.00966873740078142,-0.0102972813296216,0.0173468687824281,-0.0293205927793271,0.112250951600929,-0.164515766937361,-0.0392329452086928
"FOXC2",-0.00379111399255525,0.00139014330179779,0.0454755992673201,0.0907899477684468,0.0597140488754572,0.023803748774871,-0.014902320019276,0.0192321640891217,0.0149250241746538,0.011220703622852,0.011220703622852,-0.00601340165816507,0.0280999049507799,-0.00818935782992765,0.00818935782992765,-0.0281834906695628,-0.0115238022000316,0.00623896805495299,-0.0202351459270181,0.0146995259679016,-0.0895821419376544,0.0342152079018132,0.00393660463836255
"miR34a",-0.0319238619238966,0.00270757783018913,-0.0955099592578239,0.16363027805421,-0.00649881891203935,-0.0236027690021449,-0.113506866948091,-0.0150013580698243,-0.00433119397744898,-0.00282221928218617,-0.00282221928218617,-0.073575236362692,-0.0375607113652873,0.0405378519358285,-0.0405378519358285,0.0375697622857659,0.00296523858384267,0.101060432187816,0.0155028056448995,0.113616304564713,-0.171382197042105,0.203151994489596,0.0318460730486661
"miR200c",0.0146042516634198,0.00578209490213046,0.0956978392923815,-0.0861266019403687,-0.00176580584008366,0.00928908625044635,0.0115114422558967,0.00283157995328023,-0.00514726370798535,-0.0117855957576046,-0.0117855957576046,0.079161688554055,0.128904972779472,0.00370937725536437,-0.00370937725536437,-0.129045869061629,0.0115465551340902,-0.0624586257747264,-0.00352466685571492,-0.0116963070088434,0.0652301280932893,-0.104205260409327,-0.0144637668105687
"miR141",0.0146042516634198,0.00578209490213046,0.0956978392923815,-0.0861266019403687,-0.00176580584008366,0.00928908625044635,0.0115114422558967,0.00283157995328023,-0.00514726370798535,-0.0117855957576046,-0.0117855957576046,0.079161688554055,0.128904972779472,0.00370937725536437,-0.00370937725536437,-0.129045869061629,0.0115465551340902,-0.0624586257747264,-0.00352466685571492,-0.0116963070088434,0.0652301280932893,-0.104205260409327,-0.0144637668105687
"miR101",-0.105904645210892,0.00849915829156512,0.0159523209313284,-0.182915070433134,-0.0658350550798904,-0.0568488717393563,0.185950023922608,-0.0752392712863454,-0.111064710986428,-0.103056238672623,-0.103056238672623,0.0207653851908538,-0.0172189284790053,0.0483009235605486,-0.0483009235605486,0.0171996443397906,0.103020643273658,0.0269298630061681,0.0751762857730135,-0.18590528509913,0.160106450669772,-0.0714147526581066,0.00592857056379075
"GRHL2",-0.00469910921066083,0.0121357299212843,-0.00807166625476215,-0.0881022866952817,-0.0682916996142722,-0.0857981284606112,0.00629725387260187,0.0163241551614055,0.0181107519900646,-0.0242722790079685,-0.0242722790079685,-0.00922549461194785,0.0791989402078059,0.0137762564559974,-0.0137762564559974,-0.0792327545173565,0.0243947769172065,0.0544761526483331,-0.0158468654725984,-0.00621632433910282,0.0859303946738835,-0.0114785019706776,0.00467710119974486
"NP63",-0.226547610051123,0.0466493055938948,-0.238722126050061,0.0232106291684416,-0.191341075022234,-0.108682195636908,-0.129020974580122,-0.0145619186570522,0.0751671301220386,-0.0700308018704589,-0.0700308018704589,-0.0704794936427722,-0.0253757841518527,0.0367365159807112,-0.0367365159807112,0.0254493853020846,0.0700243554890842,0.160343789970574,-0.085534813931082,0.128996291532887,0.031997308210143,0.224762291960218,0.226476334213631
"KLF8",0.237560882811508,0.0476953936001303,0.253451836120358,-0.0535714034980653,0.313367589742926,0.0143335572069676,0.131910746650028,0.0161990030996063,0.0194138860576037,0.0175536649220619,0.0175536649220619,0.00816364479690778,0.214831403615681,-0.0321766031926303,0.0321766031926303,-0.21513954209674,-0.0179523044276027,-0.240846380053237,-0.0173550724637681,-0.132636787308305,-0.00619600802850841,-0.257701999085162,-0.237307567359266
"CDH1",0.237544707339993,0.0478178580297801,0.253234261723951,-0.0537446516012973,0.213558040666281,0.0146527631530521,0.132636787308305,0.0160192393605205,0.0196378902130431,0.0179523044276027,0.0179523044276027,0.00842324744591441,0.21513954209674,-0.0323867808883185,0.0323867808883185,-0.214969728073784,-0.0179154046506057,-0.240969148405626,-0.0161990030996063,-0.132631475223312,-0.00614261335976072,-0.257742853465485,-0.237560882811508
"GSC",0.093729128943092,0.0646723160137342,-0.0163138567662333,-0.0266763729120307,-0.0292755804522964,-0.0479718903847876,-0.167296313263973,-0.0497657081687214,-0.0532198742246239,-0.0500590283546412,-0.0500590283546412,-0.0503014624638222,0.00172629477741316,-0.0135084505036736,0.0135084505036736,-0.00166211816337131,0.0501794506774165,-0.0179825416757425,0.0500664802141629,0.16730429946382,-0.0294485330628218,-0.0258085935335289,-0.0938090260512064
