"","SNAI1","miR101","ZEB2","miR200b","OVOL2","miR205","GSC","miR141","CLDN7","TWIST1","TCF3","GRHL2","miR200a","miR200c","miR34a","ZEB1","TGFbeta","NP63","CDH1","FOXC2","KLF8","TWIST2","SNAI2"
"miR200a",0.197372879928414,-0.0428852695094111,0.0160671942269095,0.033062475721266,0.092305847058772,0.0686487987223062,0.0998132816818808,0.0219680104218669,0.0219680104218669,-0.0620874590305179,-0.0611867979541614,0.00701534763448045,-0.0189869311475869,0.0189869311475869,0.00373632410742891,-0.0205991624816114,-0.0991622045070785,-0.0663633890901754,-0.0386981195813403,-0.163617321842284,0.0431842500936841,-0.0124055584294292,-0.0828663428169188
"miR141",0.197372879928414,-0.0428852695094111,0.0160671942269095,0.033062475721266,0.092305847058772,0.0686487987223062,0.0998132816818808,0.0219680104218669,0.0219680104218669,-0.0620874590305179,-0.0611867979541614,0.00701534763448045,-0.0189869311475869,0.0189869311475869,0.00373632410742891,-0.0205991624816114,-0.0991622045070785,-0.0663633890901754,-0.0386981195813403,-0.163617321842284,0.0431842500936841,-0.0124055584294292,-0.0828663428169188
"miR200c",-0.134685010447406,-0.00144768933880725,0.0205411278328993,-0.039509152607122,0.0871652175886353,0.0629178772626237,-0.120831461906383,0.0132250037441023,0.0132250037441023,-0.033542251032154,-0.0327037045127876,-0.000209631896978645,-0.0157565172592257,0.0157565172592257,0.122435212140765,-0.0117441124863826,0.121546169660223,-0.0603836672039779,0.0334954719159701,0.120869766398394,0.00185653628236115,0.121609881392526,0.121034600827989
"miR101",-0.242022715038022,0.224393224219319,0.0209022257112051,-0.0105161923279792,-0.070369033973793,-0.0500904168545796,-0.0103620648859043,-0.0163742147058021,-0.0163742147058021,0.228965005298378,0.227752692301204,-0.00806647150318545,0.000638629350256708,-0.000638629350256708,0.0958621982401279,0.0143831794729489,0.00926789959567803,0.046754809044376,0.000518690986868291,0.258273912005089,-0.324923569541912,-0.0236260696786138,-0.116421269012482
"miR205",0.0954908696904338,-0.0364866428532346,0.0219279983355049,-0.00802685159268495,0.0916584371429249,0.0654805138558098,-0.010401635180465,0.0114471304313612,0.0114471304313612,-0.110873061523998,-0.109662238246538,-0.00233195969759093,-0.0150855313441273,0.0150855313441273,0.0128504326092754,-0.00946454636408251,0.0113554520349326,-0.0621210846614782,-0.00202517504705949,-0.101404782004065,0.0369785384662266,0.103360314697749,0.0270063702977091
"OVOL2",0.266619923164045,-0.297386939706913,0.035548246348999,-0.08683691320489,0.259348334641217,0.274919611562022,0.194517540552894,0.110731119124994,0.110731119124994,-0.164812989142229,-0.163764503421777,-0.0385990350804839,-0.121146053731284,0.121146053731284,0.0292559557977922,-0.109791049098676,-0.193838252634023,-0.273252566758167,0.168505168358817,-0.253939919789553,0.296902200226966,0.240461826251613,0.277321254676131
"KLF8",0.131499114966578,-0.388027160316997,0.0460029272359365,-0.318582944090389,-0.071031900974895,-0.0721014492753623,-0.246407395096609,-0.0907912084685119,-0.0907912084685119,-0.284062979495239,-0.282610898178685,-0.0821529639169599,0.0241804267356893,-0.0241804267356893,-0.110142226265143,0.0916726040725057,0.247603697434836,0.0742401775990617,0.273060192906412,-0.152848562089926,0.386551970330407,0.349857106658429,0.420222185911169
"CDH1",0.131301965420433,-0.388858579552867,0.0460229668698792,-0.319421614642255,-0.0717099223640233,-0.0742401775990617,-0.247603697434836,-0.0916726040725057,-0.0916726040725057,-0.284705741779435,-0.284062979495239,-0.082695118901864,0.0245944131059842,-0.0245944131059842,-0.110719709708852,0.0919517589071786,0.248055852845357,0.0751133157603355,0.173625860574288,-0.1528186917273,0.388027160316997,0.35069933012839,0.420759578144647
"SNAI2",0.131172394252021,-0.389147851517072,0.0460543656871904,-0.31970521334525,-0.0719478447771212,-0.0751133157603355,-0.248055852845357,-0.0919517589071786,-0.0919517589071786,-0.285018581822961,-0.284705741779435,-0.082846290481607,0.0247482707363902,-0.0247482707363902,-0.110865075314888,0.0921839985716566,0.248361357531342,0.0757345685749634,0.173823986081151,-0.152682477960799,0.388858579552867,0.350920783311686,0.321018547649574
"SNAI1",0.0799266628545794,-0.225012474260087,0.0515480237121841,-0.109651236640298,-0.111820607283437,-0.109911346811006,-0.0506838683356603,-0.115417423808578,-0.115417423808578,-0.194139793575812,-0.19442438526083,-0.10687135749918,0.028227602994587,-0.028227602994587,-0.205666402528503,0.114942654379436,0.0504588554066867,0.109192160337102,-0.0175252599467703,-0.200137289701677,0.224800643562418,0.00623988936745666,0.151986335916412
"TWIST2",0.0696341212603628,-0.114238726742595,0.0660762013331727,-0.120668337534993,-0.140216869045127,-0.140921638611662,-0.0554184297076186,-0.157246415515805,-0.157246415515805,-0.216083357154696,-0.216358352523945,-0.14328711372533,0.047329790800957,-0.047329790800957,-0.128977793449692,0.156885787758768,0.0552446011402443,0.140430393725231,-0.0117975904684062,-0.111272530672628,0.114109243718775,0.0865839399435522,0.136863806225615
"miR34a",0.178389682949339,-0.0427541350287928,0.0735432931971294,0.0442990659727243,0.0546517954229823,0.0389040660531117,0.00564591751285247,0.0163625726364754,0.0163625726364754,-0.116291917970548,-0.115540026431886,0.0108069877873118,-0.0786382801144872,0.0786382801144872,-0.0822528622400555,-0.0149906819974576,-0.00491701671697487,-0.0365974072077657,-0.0587151541896245,-0.189745752628721,0.0432535204006429,-0.011586820038566,-0.0817592915880957
"TWIST1",0.225756470953337,-0.186849074328779,0.105787902528671,-0.098338846388304,0.0431134863215543,0.0262713330688429,-0.0535331236436344,-0.00296237996705606,-0.00296237996705606,-0.234523923619978,-0.13367021427329,-0.00423842514690034,-0.0406946649182061,0.0406946649182061,-0.106470882928409,0.00440086401193943,0.0542930044441884,-0.0237573885327443,-0.0819659038395173,-0.144522578153951,0.187199619566044,0.126932239124959,0.176500924763825
