"","TWIST2","ZEB2","miR101","miR205","miR34a","FOXC2","SNAI1","GRHL2","TGFbeta","CDH1","miR200b","miR200c","miR200a","GSC","miR141","CLDN7","ZEB1","TCF3","TWIST1","NP63","OVOL2","SNAI2","KLF8"
"miR200b",-0.0663189180739591,0.00519528347812111,0.0613892775169232,-0.144962492974461,-0.132654646106775,-0.112397802816307,-0.134279404993933,-0.0468349004034468,0.0632581346804351,-0.00748833228626275,-0.0629696675706737,0.0163245682072835,-0.0163245682072835,-0.0633774420161319,0.0324300819165134,0.0324300819165134,0.0324137887647706,-0.0102149742290619,-0.0100596878365867,0.145534733955445,0.176194067780358,-0.0244723196702816,-0.0615441710726308
"FOXC2",0.155326005661791,0.00650161709122518,0.053898997875373,0.153220061929793,0.0330142884608088,0.0778642743071684,0.0658905698569389,0.057521727506454,0.0412524015924194,0.0147496565767175,0.00451897937349892,-0.0269922331647057,0.0269922331647057,-0.0410515787615773,-0.0373719246748481,-0.0373719246748481,-0.0372737258370803,-0.0220452092724676,-0.0221297067938736,-0.153626676188399,-0.181871528327913,-0.0912076026429703,-0.0536610778781117
"NP63",-0.0704106828428522,0.0101670526770927,-0.0649887620126079,-0.494878340495786,-0.107332489297661,0.0211551353334914,0.0880810605644054,-0.277938197512615,-0.0446881119450791,-0.12167891359712,0.0266775269648289,0.0941849233395685,-0.0941849233395685,0.044561449500494,0.141900447050891,0.141900447050891,0.142005964135498,0.147229797390856,0.147541701351363,0.396060627684092,0.307897633915081,0.0545470909132934,0.0648379862025306
"GRHL2",0.140497208460048,0.0102375492387922,0.147047772216157,0.449244703813978,0.132316392313726,-0.0599607780487468,-0.0519105897481904,0.22591950761383,0.163787596973131,0.104745145855824,0.0652343468912958,-0.144355886538477,0.144355886538477,-0.16355311413805,-0.158073326682108,-0.158073326682108,-0.158063063933919,-0.0631188086145311,-0.0633037904053861,-0.450107296451568,-0.362922884622711,-0.139771320138842,-0.14674582230639
"miR34a",0.253940065384888,0.0116200761066165,-0.00692376869738398,0.195644490128005,0.142931441249608,0.118844708968258,0.116418331607615,0.175036957970359,0.0223802170651927,0.0191303332764814,0.0295766270212404,-0.139734274913503,0.139734274913503,-0.0222903112551052,-0.158849127144174,-0.158849127144174,-0.158851268864165,-0.039302690129057,-0.0394278741653368,-0.196085385543071,-0.209594938318559,-0.0965691666062084,0.00707646537839197
"miR141",0.0893766650705029,0.0116530162088943,0.110269889326779,0.121498765062808,0.00498609865208612,-0.0933345611351225,-0.0980536982908033,0.0258321714983859,0.113248934662519,0.00773644146991845,-0.025379309518466,-0.0113667518861986,0.0113667518861986,-0.113158033835322,-0.0113614701889451,-0.0113614701889451,-0.0112746477776033,-0.0320728110800823,-0.0320062597690215,-0.121353039098706,-0.150004281535362,-0.11452586626719,-0.110174431670354
"TGFbeta",-0.0430362580578932,0.0248366607504523,0.0527853146898868,-0.125423567268422,-0.17569111525068,-0.121950216859585,-0.145336725276442,-0.114945610310976,-0.101200311267551,0.10010891821839,-0.0868378680549992,0.0437289116022737,-0.0437289116022737,0.00105044354210911,0.107803216013745,0.107803216013745,0.107864800290713,-0.0272042264595877,-0.0270431300967351,0.126312092752205,0.135788936245735,0.0304059687392644,-0.052881567745402
"TCF3",-0.0263985923562397,0.0649915717779989,0.0162806046282594,0.0547101449275362,-0.0200043210482311,-0.00583367466223104,-0.068995438773395,0.0142028822030014,0.01765552644845,0.0133818389447304,0.0355145869326856,-0.0385089466397085,0.0385089466397085,-0.0173655137603949,-0.0104363238493635,-0.0104363238493635,-0.0107764474641827,-0.112038951778233,-0.111651730093819,-0.0554037865460334,-0.0762906875617337,0.0208411621049863,-0.0162657037193039
"KLF8",-0.0263985923562397,0.0649915717779989,0.0162806046282594,0.0547101449275362,-0.0200043210482311,-0.00583367466223104,-0.068995438773395,0.0142028822030014,0.01765552644845,0.0133818389447304,0.0355145869326856,-0.0385089466397085,0.0385089466397085,-0.0173655137603949,-0.0104363238493635,-0.0104363238493635,-0.0107764474641827,-0.112038951778233,-0.111651730093819,-0.0554037865460334,-0.0762906875617337,0.0208411621049863,-0.0162657037193039
"CLDN7",-0.0263985923562397,0.0649915717779989,0.0162806046282594,0.0547101449275362,-0.0200043210482311,-0.00583367466223104,-0.068995438773395,0.0142028822030014,0.01765552644845,0.0133818389447304,0.0355145869326856,-0.0385089466397085,0.0385089466397085,-0.0173655137603949,-0.0104363238493635,-0.0104363238493635,-0.0107764474641827,-0.112038951778233,-0.111651730093819,-0.0554037865460334,-0.0762906875617337,0.0208411621049863,-0.0162657037193039
"miR101",-0.0688156322734197,0.110598895062432,0.10902577628863,0.0478393710736587,-0.123949916192308,-0.11970951850879,-0.242515496026802,-0.0106872478521945,0.0270197657339252,0.0845299885792784,0.0785272724277305,-0.0440943155540333,0.0440943155540333,-0.0271019329357966,0.0175959721515584,0.0175959721515584,0.0176539794683904,-0.196040545279601,-0.195939064533662,-0.0473617309308915,-0.0727678004964242,0.107678507886813,-0.209112173396321
"TWIST2",-0.103508641783284,0.115929065543865,0.00568517707140571,0.0399916385235068,-0.0599557981585404,0.0263832206454083,-0.0901808354011301,0.000403721941291226,0.0276376885051925,0.103991358122378,0.0702736321341422,-0.0578183847302866,0.0578183847302866,-0.0276270459398431,0.00250927852329552,0.00250927852329552,0.00256599318398149,-0.155873000972601,-0.155818856806635,-0.0398084914752553,-0.0611042820524936,0.0869341070392298,-0.0057051643838074
"GSC",-0.00662096381835954,0.132740654368461,0.110589292492415,0.0819427921694934,-0.0356064532331014,0.119475864157539,-0.116180299248976,0.0590805975100471,0.026870794367095,0.0345822683180719,0.0883284539522713,-0.0869890254546016,0.0869890254546016,-0.0268646823086149,-0.0524502997459706,-0.0524502997459706,-0.0524066195046433,-0.202790888414473,-0.202744568455362,-0.0817722908188929,-0.0961167031924294,-0.00789362181633458,-0.110591241202369
