"","SNAI2","ZEB2","miR101","miR34a","CLDN7","OVOL2","SNAI1","miR200c","miR200b","TWIST1","TCF3","CDH1","NP63","miR205","GSC","TGFbeta","miR200a","FOXC2","GRHL2","miR141","ZEB1","TWIST2","KLF8"
"TWIST2",-0.0406821813339847,-0.0329200456037166,0.0336066141319148,0.0613839335346519,0.182980424149585,0.154727333489076,-0.0828379135153579,0.109229251611004,0.0398378627519982,-0.0292246373810238,-0.0290280085677785,-0.119480579883758,0,0,-0.020493975603746,-0.0206590718098079,-0.0812584422960524,0.0614113333959011,-0.178577913738794,-0.182980424149585,-0.18323687772912,0.0768414787726416,-0.0334545367549454
"SNAI1",-0.0442314021336442,-0.0312309413377679,-0.0703676920553111,0.124606169464329,0.132565204822048,0.121601881310414,-0.0966171781881137,0.0919734134476195,0.0163358334769668,-0.0198095024225197,-0.0196362949158392,-0.116590459934892,0,0,-0.015207443044065,-0.015284919308421,-0.0458176674527919,-0.0152654830224392,-0.130079977876292,-0.132565204822048,-0.132712600307531,0.0667049186608893,0.0704865543466391
"miR200c",0.123798919914491,-0.0287191931223517,0.0184509906443718,0.238415464462321,0.249488831544379,0.167067890715111,0.0895859669441182,0.141097365738908,0.151289391138997,0.00751089640352322,0.0077223816808943,-0.0517830610428849,0,0,-0.138184474750658,-0.138325371032815,-0.115769317208909,-0.0972196113919444,-0.243538163625543,-0.249488831544379,-0.249756440981908,0.0197120925140124,-0.0183159090550918
"SNAI2",-0.0823709641937921,-0.0273786046107777,-0.0150989589356034,0.00436729095371815,-0.0324237491502885,-0.0339198464762058,0.0605804568531482,-0.0022444186515911,-0.0155806309427508,0.0363370471456972,0.0365569419589,0.0918690568966097,0,0,-0.00130285377352532,-0.00122313816434725,0.0315030183562698,-0.0637118478146698,0.0314904291456414,0.0324237491502885,0.0324801379691913,-0.0209771395536452,0.0150663551410766
"TCF3",0.017683781828213,-0.0272486999417094,-0.0148560740113817,0.00476119271908587,-0.0320258369744287,-0.033668435875871,0.0605321422868105,-0.00201172754350285,-0.0152505472389592,0.0357123204449558,0.0370191936298541,-0.00822915329186523,0,0,-0.00177965517453634,-0.00139901352146402,0.0312733897138301,-0.0640207607447641,0.0311369103063151,0.0320258369744287,0.0321830984307429,-0.0212266867157211,0.0156756240039313
"KLF8",0.017683781828213,-0.0272486999417094,-0.0148560740113817,0.00476119271908587,-0.0320258369744287,-0.033668435875871,0.0605321422868105,-0.00201172754350285,-0.0152505472389592,0.0357123204449558,0.0370191936298541,-0.00822915329186523,0,0,-0.00177965517453634,-0.00139901352146402,0.0312733897138301,-0.0640207607447641,0.0311369103063151,0.0320258369744287,0.0321830984307429,-0.0212266867157211,0.0156756240039313
"CLDN7",0.017683781828213,-0.0272486999417094,-0.0148560740113817,0.00476119271908587,-0.0320258369744287,-0.033668435875871,0.0605321422868105,-0.00201172754350285,-0.0152505472389592,0.0357123204449558,0.0370191936298541,-0.00822915329186523,0,0,-0.00177965517453634,-0.00139901352146402,0.0312733897138301,-0.0640207607447641,0.0311369103063151,0.0320258369744287,0.0321830984307429,-0.0212266867157211,0.0156756240039313
"TGFbeta",-0.0320505084433186,-0.0102942111429147,-0.000620849732059053,-0.0300135348754187,0.0511283461938896,0.0375394285361397,-0.0285074930348647,0.0335108764911109,-0.0594112280707329,-0.0672632909578844,-0.0667459674264706,-0.016862789311704,0,0,0.18518047245917,0.0851253037602393,-0.0246850932250519,0.0878989190084388,-0.0497916109539963,-0.0511283461938896,-0.0513638760331015,0.0443357150908969,0.000829282607671022
"CDH1",-0.0176953048585605,0.0273667111193719,0.0150663551410766,-0.00450688808332428,0.0321830984307429,0.0337686246034741,-0.0606512534709399,0.00215396901432212,0.0154531889772408,-0.0365569419589,-0.0357123204449558,-0.0918684409623915,0,0,0.00139901352146402,0.00130285377352532,-0.031313726847346,0.0634890682900176,-0.0312765070988353,-0.0321830984307429,-0.0324237491502885,0.0208968158566532,-0.0148560740113817
"miR200a",0.000359395417144709,0.0367404498960112,-0.0325300872438904,-0.192500065982415,-0.300346210024177,-0.198667066533925,-0.00435354994744545,-0.173050318369628,-0.0840312530944111,0.0878986290285178,0.0880213792244745,0.126382228472462,0,0,-0.0647291147414969,-0.0642302964522505,0.142657084229731,-0.039536929622529,0.288852134895433,0.300346210024177,0.300898614826416,-0.0520812594296086,0.0324904633110349
"miR200b",0.0295551702613932,0.0394496864609862,-0.0167231703512982,-0.175280529522951,-0.283236012607955,-0.185834669141571,0.00612536952818703,-0.165189062279938,-0.100867056798919,0.0895698717558815,0.0897340316564982,0.0617245792921348,0,0,-0.0742452086028043,-0.0738225197563358,0.13111623815107,-0.0514686769549088,0.273983710125868,0.283236012607955,0.283734404496198,-0.0690069497016487,0.0167267725270123
"GRHL2",-0.0479144459457428,0.054996675807676,-0.0226055938422624,-0.110567610726829,-0.0965509371324764,0.096240171015888,-0.0961976812918788,-0.113602727031176,-0.104501470529373,0.0130198465118438,0.0132452930694483,0.112787646097576,-0.186385612021517,0.186387347620385,0.138890763833155,0.138896861495533,0.0823063854672372,0.104433687489983,-0.0339882278204032,0.0965509371324764,0.0964808447459071,0.00370754127740043,0.0227350009464483
"ZEB1",-0.121523494162464,0.0806988892800139,-0.0560105181469811,-0.324622737683699,-0.337051774249085,-0.213626552558539,-0.12650876307628,-0.315798532562914,-0.26715660926154,0.098870847052884,0.0986226603780446,0.176725414304742,0,0,0.0630463885271275,0.0633004574024325,0.259997768491379,0.11678317605343,0.313577044068889,0.337051774249085,0.23745559413251,-0.0693608263400025,0.0558385794277041
