"","miR200a","miR101","TWIST2","TCF3","TGFbeta","GSC","miR34a","OVOL2","NP63","ZEB1","CLDN7","GRHL2","ZEB2","miR141","miR205","TWIST1","SNAI1","FOXC2","SNAI2","miR200c","KLF8","CDH1","miR200b"
"ZEB2",-0.140750348743617,-0.135886164245904,-0.120477160989129,-0.0776442947774043,-0.0519680723954263,-0.0514169266897443,-0.0422862131546196,-0.0202893066223909,-0.0181555431477846,-0.0164862623853279,-0.0161437957911643,-0.0159049252588759,-0.0152740004215584,0.0161437957911643,0.0195500271886895,0.0773439067084936,0.0805564827396163,0.0813995992491537,0.111080009456832,0.130704080081724,0.135885169883937,0.147367940748534,0.159715364811951
"GRHL2",-0.0201308489608832,0.121699150593185,0.0810005833439973,0.0956567885325326,0.0866059149522191,0.0872694514855317,0.00475620877877805,0.0560616491329969,0.138388576991968,-0.0145735643274514,-0.0140820441960882,-0.0978496772953205,0.0194821840624151,0.0140820441960882,-0.136932409541389,-0.0957145953421748,-0.11824177444166,-0.123270561947847,-0.0958378761183606,-0.00271783477678021,-0.121608477588211,-0.000734598325102039,0.000142299357312049
"FOXC2",-0.00571109752729776,-0.0347635514962514,-0.0893487135864874,-0.0688215019852908,0.00896771172792062,0.00803741353315504,0.0117504808339047,-0.051554915758522,-0.0325990372127214,0.00908165907191621,0.00837556266701392,0.0133430883355363,0.0382946552001123,-0.00837556266701392,0.0304710892593465,0.0688215019852908,0.069863987853761,0.0755038222691544,0.0245272526509911,0.0182094673681432,0.0348474225744227,-0.0480714511696909,0.02228443468662
"miR34a",-0.127456422028143,0.159640663133802,0.211783792363302,0.251772591198595,0.0676049525500904,0.0675289248180701,0.0510265930374621,-0.107567803759343,-0.107254959420902,-0.117955575104998,-0.118040292029108,-0.109866620882277,0.0399027356469044,0.118040292029108,0.107184945985891,-0.252341824269226,-0.270194878859734,-0.293688163469667,-0.0900824264006833,-0.0944766704381976,-0.159417860429438,-0.0642734215891157,-0.0895974097137824
"TCF3",-0.0359968971231992,0.0703208499900078,0.0453141190373539,0.170480732091393,0.00701437576916759,0.00674248887411593,0.0328190576085829,-0.0269017456800424,-0.0251648236575354,-0.0233210256340284,-0.0233393118498789,-0.0212003191849349,0.0492593046084378,0.0233393118498789,0.0245289855072464,-0.170529134801944,-0.125343551585104,-0.14457605531657,-0.0361035822062033,0.0124709344313089,-0.0702463454452306,-0.0984511645299347,-0.00363389277790764
"OVOL2",-0.0346529673020832,0.13723283856192,0.0996092292246359,0.129654091951538,0.0369047326293821,0.0368151713419042,0.00381199647977885,-0.10172980809377,-0.0215833636556573,-0.0187323674569029,-0.0187390249841886,-0.00913993119156588,0.0617427798807936,0.0187390249841886,0.0214050989812335,-0.129776385311728,-0.161181359766474,-0.171480809270043,-0.100066114235759,0.0111278405526909,-0.137283286562096,-0.0684925475823349,-0.0717679083309988
"GSC",-0.080155140546063,0.106422342617067,0.0143143881659238,0.213810125124703,0.00493468772493326,0.00453434789448176,0.0379127033069406,-0.0649517063269613,-0.0570197908478625,-0.0495717224980914,-0.0498391131466586,-0.0456986008527779,0.120250937153172,0.0498391131466586,0.0560274346724568,-0.213562552929457,-0.114504390535566,-0.247039905107311,-0.00240530402892046,0.0376611518272128,-0.10642136826209,0.013803855599247,0.0293778539281844
"TGFbeta",-0.111148544180045,0.150497012465489,0.103319798552188,0.257907869602081,0.106221874925601,0.206313533157683,0.134185787769114,-0.0904616855359015,-0.0868391106249779,-0.08794003309244,-0.0879165315717029,-0.0828908871326445,0.141200992842179,0.0879165315717029,0.0871579986053541,-0.25862259290206,-0.276439944391616,-0.30004480057781,-0.0353329432164259,0.0247729971161988,-0.150253956188613,-0.0227210809337291,-0.0601262186568179
"miR200a",-0.0660054625231515,-0.14802521004209,-0.107272283742957,-0.216130351866509,-0.122916964339012,-0.123553270129395,-0.110799682351846,-0.0476594315597953,-0.02900048924813,0.0178392315532822,0.0173542312966093,0.0199611784843942,0.141942319384545,-0.0173542312966093,0.0274899152300031,0.216608042388124,0.229448703882895,0.235797585818468,0.107044423370368,0.0848369723708606,0.147911741507095,0.0388608919769934,0.0938786573966007
"NP63",-0.0896192722575046,0.00279752827508324,-0.0323129848104543,0.108222012759549,0.0115618676203788,0.0121198670384162,-0.0445974216110672,-0.106226626899071,-0.195150389124564,-0.0534827192232662,-0.0532523459099279,-0.0789387425693983,0.144005878454695,0.0532523459099279,0.0965315155218122,-0.109247481176468,-0.0727309247718837,-0.0872715400064016,0.025252185858099,0.0122859165567459,-0.00248226976310342,0.0765539323559967,-0.0612034861138253
"miR141",-0.106702730597396,0.114433608213123,0.0757781932371205,0.186826533765501,0.0873882410142207,0.0880802235612619,0.0957867602480093,0.0409234644019627,0.0219743550115663,-0.0260165511580565,-0.0254570041523137,-0.0260164354916536,0.183510436692623,0.0254570041523137,-0.0204637809934394,-0.186765898126534,-0.201261185261014,-0.204233508041,-0.0708932994347403,0.0789379534587538,-0.114489441936692,0.0741593930247378,0.0537738682133384
"TWIST1",-0.148803948987201,0.039403424523678,-0.0871846701244268,0.00564368525907372,0.0112939582513741,0.0111125269179635,0.0133281691359125,-0.105331746210695,-0.10537384459803,-0.115433773219577,-0.115593577357702,-0.108178737649783,0.198138785731711,0.115593577357702,0.104992824879277,-0.105819328808871,-0.197550390562307,-0.0991131266231698,0.0814312506688459,0.0295630393449179,-0.0393546270332632,-0.097402889643727,0.0445848281284073
"miR101",-0.14644470112042,0.123121911000889,-0.00773867713920693,0.220381006922217,0.00705661587232219,0.0067472312040513,0.0494179306907048,-0.0913915237081457,-0.0875577155688496,-0.0919946195708385,-0.0922302742954686,-0.0841270018943188,0.202502846707469,0.0922302742954686,0.0868465041474765,-0.220502129102853,-0.238479629268047,-0.25275152891083,0.0844737535343926,0.0555672000116065,-0.223020892844204,-0.0377069794511006,0.0612236997367773
