"","miR101","TWIST2","ZEB2","miR200b","NP63","miR205","CDH1","TCF3","TWIST1","GSC","TGFbeta","miR34a","miR200a","ZEB1","miR200c","FOXC2","miR141","CLDN7","GRHL2","OVOL2","SNAI1","KLF8","SNAI2"
"SNAI2",-0.22507905986833,-0.252170015807605,0.0171602464279132,-0.207864698311959,-0.00824239031994843,-0.00823696453117439,0.183054664261078,0.144034538992271,0.14404360681962,-0.200057768103102,-0.200022003802768,-0.0277000307672029,-0.0293800447660492,-0.0412922530042233,0.0115211059810508,0.0668447182102639,0.0413088782790974,0.0413088782790974,0.0422801994612294,0.0252213282561721,-0.0119388132429838,0.225061717424432,0.147413486681099
"TCF3",-0.225259058176915,-0.25220195227172,0.0172290416702536,-0.20793217740547,-0.00815992292870906,-0.00833333333333333,0.0830394230226666,0.143794307276347,0.14389111269745,-0.200070331591355,-0.200088457384359,-0.0276442727809956,-0.0294790105830518,-0.0413265259985307,0.0114723766131491,0.0665409308462449,0.0413521267007214,0.0413521267007214,0.0423295338775825,0.0252569051698587,-0.0118368306731109,0.22524415726796,0.247329909081191
"KLF8",-0.225259058176915,-0.25220195227172,0.0172290416702536,-0.20793217740547,-0.00815992292870906,-0.00833333333333333,0.0830394230226666,0.143794307276347,0.14389111269745,-0.200070331591355,-0.200088457384359,-0.0276442727809956,-0.0294790105830518,-0.0413265259985307,0.0114723766131491,0.0665409308462449,0.0413521267007214,0.0413521267007214,0.0423295338775825,0.0252569051698587,-0.0118368306731109,0.22524415726796,0.247329909081191
"CLDN7",-0.225259058176915,-0.25220195227172,0.0172290416702536,-0.20793217740547,-0.00815992292870906,-0.00833333333333333,0.0830394230226666,0.143794307276347,0.14389111269745,-0.200070331591355,-0.200088457384359,-0.0276442727809956,-0.0294790105830518,-0.0413265259985307,0.0114723766131491,0.0665409308462449,0.0413521267007214,0.0413521267007214,0.0423295338775825,0.0252569051698587,-0.0118368306731109,0.22524415726796,0.247329909081191
"miR205",-0.0361384074197372,0.0732394335051407,0.0265195387698748,-0.00916165626332893,0.0351363549257361,0.0346705933560206,0.0124771198403158,-0.125566819307274,-0.125908650368597,-0.00774563554184235,-0.00750281694162017,0.00980380950390742,-0.0109272295946439,-1.7011634709856e-05,-0.0122934685038982,-0.113960171091695,0.000207692495817171,0.000207692495817171,-0.00521920657799002,-0.016015345192987,0.134065111807063,0.0358017155116078,0.00787714674764935
"FOXC2",0.00104704413220945,0.10934861975927,0.0346479767465117,0.00200877549676099,0.0369472676576974,0.0366626376766728,0.0902679350531996,-0.124577858507007,-0.124994712945944,0.000451240560035704,0.000669431851923547,0.0170400579717461,-0.00793608939309785,0.00576205125448681,-0.0154186550661146,-0.117326740027965,-0.0056077387951373,-0.0056077387951373,-0.0115949151893508,-0.0247619527593515,0.120397494496107,-0.0012575776549659,-0.0435045231551568
"ZEB1",0.00110509181948672,0.109420184644767,0.0346575681284027,0.00197611648928704,0.0367374734284757,0.0369472676576974,0.0903518118815458,-0.124994712945944,-0.124932816511299,0.000669431851923547,0.000609745104439652,0.0171415683979676,-0.00783521514965468,-0.094292209486095,-0.01549727763821,-0.117369305582297,-0.00576205125448681,-0.00576205125448681,-0.0117637543539936,-0.024798008429306,0.120378136976891,-0.00104704413220945,-0.0434459320027803
"miR101",-0.085454367155748,0.156384228304711,0.0349793793602562,-0.00730262528553014,0.0290213801524253,0.0290974876477014,0.00387812439410137,-0.305580011225645,-0.305762240092007,-0.0165749875921908,-0.0165842104413805,0.1431157771058,0.0278788283017193,0.0869710850422498,-0.0568324271372321,-0.300686404776146,-0.0869700962811674,-0.0869700962811674,-0.0911153243780419,-0.0514089568760921,0.280962191115384,-0.0145682290108788,-0.162004012320031
"TWIST2",0.0604981366224922,0.0211378493162319,0.0515747401110348,0.010431485343664,-0.0194469346711567,-0.0195017076201665,-0.0943144617572385,0.0137057740717076,0.0137599182376737,0.000869166667001796,0.000829598154805143,-0.0843572500252779,-0.0589287047240235,-0.0643820713301677,0.00507000381843468,0.052346889951187,0.0643638838962855,0.0643638838962855,0.0660721822731875,0.0491695560371122,-0.124221563653351,-0.0605355042065475,-0.0285182630909523
"NP63",0.250058342406096,0.256485635554444,0.0674124979985902,0.122033099193972,0.218312331288295,0.318425185974451,-0.161975632795684,-0.146226908322483,-0.146283006157106,0.0897233522260359,0.0896172296373294,0.0197035677251767,-0.00512674292255592,0.0253452611879024,-0.0357167892976123,-0.0563239463710634,-0.0254188856488661,-0.0254188856488661,-0.171977839612835,0.0748484654314903,0.00170380802304865,-0.250072049297922,-0.271793253676999
"GSC",-0.068012939755555,0.0306016855187982,0.0748380511352053,0.0244819010001852,-0.0183874067383548,-0.0183701650287436,-0.116464860810668,-0.0124846340943879,-0.0123584521368106,0.00663739979477797,0.00663434376553788,-0.00232467127644184,-0.0904931621974955,-0.102557842164675,0.0125803910386792,-0.136046372981274,0.102554704909773,0.102554704909773,0.104306188959575,0.0728788544544238,0.0990488913617215,0.068015862820486,-0.0725364424613229
"miR34a",0.0482686118330526,0.260394990296364,0.0964118641277789,0.0985365287142481,-0.0190674364341703,-0.0189047025041459,-0.126169333710301,-0.161773751719015,-0.16162809733718,0.0382407201335202,0.0381399532188583,0.0245733180392717,-0.118874668415153,-0.0673303527499841,0.0417436159757821,-0.182831816777198,0.0672618177102552,0.0672618177102552,0.0688488935593407,0.0512778378920161,0.117711382584743,-0.0482378804255542,-0.191447574795628
"SNAI1",-0.118488511902081,0.152755328816133,0.17938015078871,-0.0255523623937469,0.00590805939931896,0.00584067395457502,-0.161231866436519,-0.319528855825794,-0.319667319643819,-0.0534144680734906,-0.0533838288455211,0.202625220451367,-0.0606214254551987,0.0523982848886436,-0.104040550479855,-0.320288542133102,-0.0523640804883981,-0.0523640804883981,-0.0536663626983811,-0.0550963704100148,0.196885962511821,0.118362786171358,-0.134132153173212
