"","TWIST2","SNAI2","KLF8","ZEB2","miR200b","TCF3","miR200a","CDH1","NP63","miR205","TGFbeta","GSC","FOXC2","SNAI1","miR200c","GRHL2","OVOL2","miR141","CLDN7","ZEB1","TWIST1","miR34a","miR101"
"OVOL2",-0.0728722720754693,-0.047308162918625,-0.0682157545146456,0.0111274125301515,-0.0533318508714586,0.0476873234673586,-0.113135831457766,0.0689679456403986,-0.0240834337367673,0.0241428552949085,0.013226652013061,0.0134092192529199,-0.00750355699687237,-0.098840356393179,0.113135831457766,0.0392021720233193,-0.0161444517888123,0.114481008079365,0.114481008079365,0.114532230279093,-0.0475938050154487,0.0771588040289258,0.0683484546890202
"miR200a",-0.0271571244642798,0.0774586319684464,-0.0271744007911945,0.0136131382408575,-0.0595879413142869,0.121448196941884,-0.134777494840785,0.00748306393511132,0,0,0.121948469686433,0.122033689211931,-0.0282619610232077,-0.135455186803227,0.134777494840785,0.245722767847968,0.167246164322935,0.25167472695509,0.25167472695509,0.251774494610282,-0.121192344123806,0.13185367326467,0.0270879485740554
"CDH1",0.00713424281328914,0.00944274884104304,0.0121563791013314,0.0293392451068249,-0.0211682470656516,0.048773630458701,-0.0356063807495028,-0.100719202996755,0,0,0.00031552725064615,0.000219367502707447,-0.0203264992270704,0.0183834742605801,0.0356063807495028,0.0427708779111487,0.0387104985595002,0.0426191198993712,0.0426191198993712,0.0426191198993712,-0.048715197523774,0.0346674628595131,-0.0121725545728464
"SNAI2",0.0071725279398928,-0.0906149255901853,0.0121725545728464,0.0295100356434116,-0.0210440314790153,0.048715197523774,-0.0354655777059191,-0.100691485956935,0,0,0.000274592208095251,0.00031552725064615,-0.0203455946148978,0.0183224734012249,0.0354655777059191,0.0427708779111487,0.0387104985595002,0.0426191198993712,0.0426191198993712,0.0426268326557561,-0.0486517227323341,0.0346986126322352,-0.012267591165403
"KLF8",0.00704300193737673,0.00935580233933029,0.0125587036431285,0.0296754656318633,-0.0209478556860608,0.0481927979320795,-0.0352858066884027,-0.000606448469992009,0,0,0.000219367502707447,0.000473128604755662,-0.0200935103985861,0.0182725776408733,0.0352858066884027,0.0426767312371235,0.0386429294176283,0.0425130598474383,0.0425130598474383,0.0426191198993712,-0.048773630458701,0.0345826946475926,-0.0121563791013314
"CLDN7",0.00704300193737673,0.00935580233933029,0.0125587036431285,0.0296754656318633,-0.0209478556860608,0.0481927979320795,-0.0352858066884027,-0.000606448469992009,0,0,0.000219367502707447,0.000473128604755662,-0.0200935103985861,0.0182725776408733,0.0352858066884027,0.0426767312371235,0.0386429294176283,0.0425130598474383,0.0425130598474383,0.0426191198993712,-0.048773630458701,0.0345826946475926,-0.0121563791013314
"miR200c",-0.173595057633665,-0.166526259954653,-0.0583163164078252,0.0334207665805423,-0.162721996983558,-0.12981230356206,-0.117041851313802,-0.0568675371071398,0,0,-0.0721653821865691,-0.0722631005758064,0.069010951182033,0.0579958352329445,0.117041851313802,0.2026007190555,0.1369261356991,0.203228725308107,0.203228725308107,0.203198147749357,0.129562366416076,0.194473975830609,0.0586531198370965
"TGFbeta",0.116102022371166,0.112282198873346,0.00997934266661581,0.034091983430989,0.0393834078846658,0.126677672491848,-0.0947897260096624,-0.0224724910057386,0,0,-0.0869664491770982,0.012971431736704,-0.0635825169049652,-0.0902864985922896,0.0947897260096624,0.151808319753662,0.138895109045296,0.152950099117696,0.152950099117696,0.152959877122675,-0.126741203451847,-0.0104711673835526,-0.010013273599855
"FOXC2",-0.201046581939824,-0.0901988334879944,-0.0961814265203517,0.0570361575398271,-0.253642851390873,-0.00952060054199725,-0.251225366985965,-0.0500659740244711,0,0,0.0402101811622076,0.0401982403452386,0.100146260016007,-0.110441177367035,0.251225366985965,0.239881480868296,0.162342346668998,0.248696946007483,0.248696946007483,0.248762837002522,0.00952623371009099,0.225355812225394,0.096419346517613
"ZEB1",-0.20101875115102,-0.090244963536389,-0.096419346517613,0.0570783091391901,-0.253640286547354,-0.00952623371009099,-0.251257013807437,-0.050062166386349,0,0,0.0402346504418274,0.0402101811622076,0.100132071497896,-0.110466200501631,0.251257013807437,0.239940026887355,0.162383743919686,0.248762837002522,0.248762837002522,0.148784377698532,0.00959173576228831,0.225401675369771,0.0963686466388519
"GRHL2",-0.114462052792809,-0.0882910413431365,-0.109711157111985,0.064168255556302,-0.235836615554799,0.00425700288496882,-0.259186968002863,0.0210381410546197,0.0255409753580788,-0.0256364332958402,0.138291782892775,0.138049539396487,0.0343119339564392,-0.110708082648564,0.259186968002863,0.187934804301311,0.190805953775946,0.258964452376575,0.258964452376575,0.258993057057698,-0.00436972616377106,0.230053010646627,0.109761335376873
"NP63",-0.0815520351988661,-0.0605310421511089,-0.0576200119977192,0.0898280361989287,-0.194592578343446,-0.0593444906387262,-0.134682278685248,0.0818668642337466,0.0215802590359401,-0.12148890048048,0.110018724558481,0.110201871606732,0.0434173947925455,-0.0526367281819416,0.134682278685248,0.245271616200416,0.182216906100952,0.165111627084068,0.165111627084068,0.165249715358779,0.0594544423945885,0.137768432559349,0.0576364602679095
"TWIST2",0.0504296600054877,0.0712767075456998,0.00461504359771293,0.167538962895743,-0.105900887467784,0.166922312129984,-0.200586099171595,-0.144337080086008,0,0,-0.000858689744154706,-0.000872061172414265,-0.0695342138193509,-0.0293145033345698,0.200586099171595,0.230848391499778,0.183558630054998,0.233697023796296,0.233697023796296,0.233729632035742,-0.167022051383079,0.116889261679161,-0.00454204645676762
