"","TWIST2","TGFbeta","FOXC2","miR101","TCF3","NP63","miR205","miR34a","OVOL2","TWIST1","ZEB2","miR141","CLDN7","ZEB1","GRHL2","miR200a","KLF8","SNAI1","miR200b","GSC","miR200c","CDH1","SNAI2"
"GSC",-0.0585585253835878,-0.0864923735290213,-0.0784739568597708,-0.0303823945502908,0.124894260903681,-0.220997481497073,-0.219225416898134,0.214982714719325,0.157311026579669,-0.123252298215207,-0.0054684531185538,0.303470504154103,0.303470504154103,0.304395994350182,0.314981452379265,-0.179728854705496,0.0296545513824679,0.0209560935100403,0.129462023813527,0.0854490451464553,0.157242451471296,0.0329360629693076,-0.0682922019180653
"OVOL2",0.0438443694092697,-0.061228472298452,-0.0942726969889211,0.0845448338184905,0.00998293462686461,-0.0894764933019451,-0.0893111933311156,0.103915931719557,-0.0324481284992317,-0.00912148581023272,-0.00219016550014976,0.15242900510695,0.15242900510695,0.152776147601131,0.128557424038131,-0.132176851860355,-0.0848639722543831,0.0982652854644268,0.0987209011229955,0.0610493497234961,0.131826893017663,-0.0791641420277324,-0.0552045352633497
"miR34a",-0.265276310681694,-0.0361237920647297,-0.2495534650936,-0.0153803831840198,-0.229357282760559,-0.117107140618196,-0.116904669333166,-0.0103372699708951,0.0878865316298598,0.229876127288284,0.00970049608840925,0.154828134585965,0.154828134585965,0.155051587371748,0.163660509437802,-0.128571607240802,0.0150423377015367,0.219041257510228,-0.00880943073790101,0.0360387134122307,0.136569403278547,0.0782839292418705,0.199092990728246
"TGFbeta",0.134869804980935,-0.137592705843307,0.106722776609503,0.0500348791632491,0.0490296382206716,0.00508499616113657,0.0051340558504252,0.0959265675135083,-0.00357977347598671,-0.0491975414720954,0.0818572159012,-0.00682508744565133,-0.00682508744565133,-0.00683795324167528,-0.00733373792061963,0.0461511094550046,-0.0500023331660605,-0.100187755963802,0.158604528573434,0.0375175547809837,0.0384368751472269,-0.0182246575284024,-0.200252315861349
"ZEB2",-0.227995092112636,-0.207805336032155,-0.171133691324103,-0.148831060185581,-0.0756374927292187,-0.06771579036608,-0.0666234445340378,0.032276226907471,0.045457098244466,0.0767627301981651,0.0951788141344521,0.103063628167495,0.103063628167495,0.10360445534093,0.106433870985553,0.145956595057912,0.148360726974886,0.167846428700023,0.176415893181803,0.207193841411213,0.246112201546695,0.255237332685327,0.273536736515794
"GRHL2",-0.163222835808598,0.0262490473437593,-0.0595217912144148,-0.122584503711798,-0.116117439370088,-0.10701009717904,-0.106831330495596,0.144397318468535,-0.0222448362234462,0.117738920380551,0.114450028301238,0.185053575394875,0.185053575394875,0.18560405173924,0.158098445340741,-0.118614996890214,0.121979723571827,0.0874316610859288,0.0884531915443605,-0.0266343087394587,0.194292092719434,0.147973360092886,0.16979197171783
"ZEB1",-0.253705866561998,-0.144118263578783,-0.247093792500866,-0.0281240039430784,-0.187175207965751,-0.211667840291723,-0.209423329428405,0.296261515371237,0.12671438469497,0.189005058873465,0.119786401005501,0.386673764270547,0.386673764270547,0.287676179191614,0.389883763890035,-0.276773166618256,0.0272988450467192,0.241379646592819,0.272778036894133,0.142997479098252,0.361542953446824,0.148393427968903,0.13957325832035
"miR141",0.0337825256663558,-0.0683272985649469,-0.0433978300096725,-0.0267559730027412,0.044697646039403,0.154906932380572,0.154156976809219,-0.243796704597956,-0.0977643107335071,-0.0460981814077275,0.133263109355118,-0.280477443949484,-0.280477443949484,-0.281126714886742,-0.290606446621642,0.217894286550344,0.0272962993598609,0.0296629736994334,-0.086379160206262,0.0688829298711918,-0.0745498525905709,0.00691902608106697,0.103375232584744
"TCF3",-0.281119329969349,0.161595865266726,-0.160519512517049,-0.220037036791807,-0.253473720177081,-0.0209076819971517,-0.0190579710144928,-0.0401517803713639,0.0175647265733282,0.255651842151911,0.136376304512846,0.0242233950292611,0.0242233950292611,0.0244245434036165,0.0256541781811031,0.0554538039029792,0.219873126793297,0.138747800102729,-0.18541582288414,-0.162357148572871,0.0799482314194457,0.368850044000476,0.318800641772493
"KLF8",-0.281119329969349,0.161595865266726,-0.160519512517049,-0.220037036791807,-0.253473720177081,-0.0209076819971517,-0.0190579710144928,-0.0401517803713639,0.0175647265733282,0.255651842151911,0.136376304512846,0.0242233950292611,0.0242233950292611,0.0244245434036165,0.0256541781811031,0.0554538039029792,0.219873126793297,0.138747800102729,-0.18541582288414,-0.162357148572871,0.0799482314194457,0.368850044000476,0.318800641772493
"CDH1",-0.281533423175413,0.161389224106262,-0.160967567956442,-0.2204608341455,-0.255651842151911,-0.0205224739848251,-0.0209076819971517,-0.0400723101726884,0.0178326731704065,0.256315852776081,0.136487635812528,0.0244245434036165,0.0244245434036165,0.0244325650942681,0.0260405041883102,0.0555578312473097,0.220037036791807,0.138936735084451,-0.185411385473813,-0.161595865266726,0.0802857895367631,0.269283059283925,0.319329653620263
"SNAI2",-0.281935041660373,0.161225053040874,-0.161350748738843,-0.220747331318682,-0.256315852776081,-0.0208398826281066,-0.0205224739848251,-0.0401196116794145,0.0177197608387668,0.256458671056821,0.136552812145431,0.0244325650942681,0.0244325650942681,0.0245112352093938,0.0260048505138425,0.0555997924192386,0.2204608341455,0.139053838923943,-0.185538827439323,-0.161389224106262,0.0803370754135651,0.269389205280866,0.219559672822456
"miR200c",-0.226890427636189,-0.235849780689217,-0.226932715891069,-0.0558557223743411,-0.121981782793584,-0.182562184157548,-0.181136913142798,0.159871229182469,0.115828609118479,0.12423121710744,0.232414983874566,0.325362544926516,0.325362544926516,0.326406422607353,0.333480983091426,-0.0589068429066262,0.0548885381950969,0.227583258346962,0.15477134187086,0.234906684607042,0.285343391884543,0.158227716020351,0.2517557535602
