"","CDH1","miR200c","miR200a","miR200b","KLF8","ZEB1","NP63","GRHL2","miR34a","GSC","SNAI1","TWIST1","FOXC2","TCF3","TGFbeta","miR205","miR141","CLDN7","OVOL2","miR101","SNAI2","TWIST2","ZEB2"
"CDH1",0.108021543261906,0.0447137840987759,0.0447137840987759,0.0186148957740176,0.0270055371206531,-0.0349631448562849,-0.0452798345654697,-0.0303505178175704,-0.00850177037680875,0.00686422675478507,-0.0187466123073924,0.0690824956934054,-0.0269482195696095,-0.0705858157465262,-0.00645708229010843,0.05116067688699,0.0334630887044503,0.0334630887044503,0.0555613443728259,-0.0277204929616159,-0.0345583444481471,-0.0274714042857959,-0.0578894374772406
"FOXC2",-0.000811718687937628,0.00377474344022653,0.00377474344022653,-0.00374508686426602,-0.0306030063988879,0.00777072316781437,-0.031444455206909,0.0110972743855636,0.0133002516720364,0.00588517433679656,0.0775599627669078,-0.00653101349766721,0.0857702296562418,0.007516817914071,-0.00612073408973021,0.0277442654535883,-0.0070901329545401,-0.0070901329545401,0.0469369050749127,0.0313030731534195,0.0164471482558808,0.0805951425955501,-0.0286305880640717
"GRHL2",-0.0214760101257212,0.0825418658903136,0.0825418658903136,0.0474006229071213,0.0642481999741964,-0.0708410791631259,0.116524268422767,-0.0922073574703517,-0.0807318705281739,0.0868761339087774,0.0844749257518352,0.0220202110289729,0.0219634354575399,-0.0212773935250709,-0.0870529661177387,-0.119330731792953,0.0713077066712215,0.0713077066712215,-0.0175913328073588,-0.0636522230385918,-0.072983744785922,-0.0161188980856654,-0.0188506581787917
"OVOL2",0.0387048151540884,-0.0123334231650045,-0.0123334231650045,0.00684810997525069,-0.0683685121381795,0.00918924278398281,0.0148798623006312,0.00212850115256352,0.0715146862014585,-0.00273253825747295,-0.0960106698457897,-0.0240301352052566,0.000954175674156051,0.024154226997214,0.00266915642325778,-0.0152979739915527,-0.00898258770231941,-0.00898258770231941,-0.0950662361902699,0.0682785830943884,0.0811046254968859,0.0709261646408336,0.0182723438557764
"TGFbeta",-0.0941923184122308,-0.0467172123054354,-0.0467172123054354,0.0461561743601089,0.040074436373202,0.0742631804435987,0.0761557120689017,0.0710344999071006,0.139197638870741,-0.0184007277263301,-0.115564282283854,-0.0241033409153859,-0.00682682819205728,0.0242508235010959,-0.0815814619062985,-0.0772977126140094,-0.0742781047669865,-0.0742781047669865,-0.0813932185662634,-0.0395128448046927,0.0335074319335478,0.0135808388035558,0.0260291907726843
"ZEB1",0.000758085385246716,-0.00351217371832298,-0.00351217371832298,0.00385434919817102,0.0313030731534195,-0.107395442434376,0.0309070371128752,-0.012114464252192,-0.0137503219955245,-0.00612073408973021,-0.077366387574749,0.00686212937620598,-0.0855925353579991,-0.00653101349766721,0.00602217091668209,-0.031444455206909,0.00777072316781437,0.00777072316781437,-0.0464729887881659,-0.0315058726684641,-0.0162162583772927,-0.0806158168958046,0.0285351790547352
"SNAI2",-0.10766245361268,-0.0453031054467552,-0.0453031054467552,-0.0189049472347606,-0.0277204929616159,0.0343925722783903,0.0454507469118521,0.0323371405589102,0.00935319749787753,-0.00645708229010843,0.0182795327346656,-0.0693250600749795,0.0270691570258493,0.0690824956934054,0.0065721313044357,-0.0452798345654697,-0.0349631448562849,-0.0349631448562849,-0.0565039607128534,0.0282470095583347,-0.065649509678515,0.0275832569105792,0.0580749759431705
"KLF8",-0.208915051822722,-0.0440238068149511,-0.0440238068149511,-0.0184536698654578,-0.0300304216386087,0.0334630887044503,0.05116067688699,0.0301459922843431,0.00792958494634517,-0.00700923309881262,0.0179374777117544,-0.0705858157465262,0.0263567863896107,0.0696177615354904,0.00686422675478507,-0.0465942028985507,-0.0326548379638586,-0.0326548379638586,-0.0554145562370353,0.0270055371206531,0.0341759893502537,0.0253939197265595,0.0585641051533111
"SNAI1",0.0687557417241627,-0.00625892363809577,-0.00625892363809577,0.0053586724642138,-0.0816314050296854,-0.0641199367195201,-0.0679054568922036,-0.0606925090129558,-0.092222548550608,0.00255920961239408,-0.0715055364056089,0.00772361692765895,0.0445326735378,-0.00749829388799495,-0.00256135630989513,0.0669485835768398,0.06419274653765,0.06419274653765,0.0724933355638193,0.0820285485909994,0.0357066347544002,0.0497557239051025,0.0613680520217816
"NP63",0.0825066052659637,-0.0193955065951498,-0.0193955065951498,-0.085108785417604,-0.00462957004298758,-0.0224745924416332,-0.175991176452829,-0.0746349440630057,-0.011402177642363,-0.0887952214969878,-0.0263883174954587,0.0576215004361659,-0.0289535104169654,-0.0581353566013179,0.088983503509209,0.0779419503135337,0.0217339371500023,0.0217339371500023,0.0756202224023875,0.00466246658336809,0.0162240536733074,0.0144647400911004,0.0982712187997171
"TWIST2",-0.151536088417638,-0.124795573510003,-0.124795573510003,-0.0883995364102796,0.0332567990501806,0.0846429196140049,0.0810082496093228,0.0839943275975714,0.0541212298725412,-0.029804925434413,-0.0408166629572431,-0.128590476901072,0.053103838571709,0.127722745399141,0.0300960951069221,-0.0779803325218743,-0.085511288868417,-0.085511288868417,-0.0811611096058913,-0.0333923651690791,-0.0305421162958477,-0.0711751518877115,0.178384774595892
"ZEB2",-0.278961284401934,-0.226670058625302,-0.226670058625302,-0.19683186193012,-0.112608812885243,-0.0782186304498775,-0.0751479494061975,-0.0724869409192032,-0.0717295263691112,-0.0655396356660567,-0.0264893530453593,-0.023456693327881,0.0134655449219615,0.023214759153461,0.0655771997867791,0.0767980888546015,0.0782866327771773,0.0782866327771773,0.0806004571699989,0.111905798974119,0.134935825922305,0.152206877832151,0.208172160557979
"miR200b",-0.0497266084643917,-0.0953968489666361,-0.0953968489666361,-0.118573645210754,-0.0196409528003024,-0.0388456506994983,0.0112533150964251,-0.0345196711215236,-0.0342687073358171,0.0697460359340417,0.0792330588980174,0.0151298447380159,-0.00862154793766992,-0.0161281144039284,-0.0694199292164706,-0.00768836041364566,0.0378361448730226,0.0378361448730226,-0.0284551853210845,0.0194302255210257,-0.0617660952045872,-0.0338352609213777,0.236881883317161
