"","OVOL2","KLF8","miR101","ZEB2","ZEB1","CLDN7","GRHL2","SNAI1","SNAI2","miR205","TWIST1","miR200b","miR200a","TGFbeta","FOXC2","GSC","TCF3","TWIST2","NP63","CDH1","miR200c","miR34a","miR141"
"CLDN7",0.0390155172013563,0.0130268092790665,0.0117304301999427,-0.00699518815171841,0.0293947906573046,0.0274674235066628,0.0283711176843601,0.0248705101524298,0.00178326202224605,0.00677536231884058,0.0818879473152092,0.00201737712467401,0.00770951629262457,0.00458999654042465,0.0548820080641613,-0.00406434854332478,-0.0772412871022373,0.0127907626324422,-0.00764241434196197,0.00265235121931313,-0.0178583953293728,-0.00681024668940736,-0.0274674235066628
"TWIST1",-0.19669153099843,-0.0420474017668431,-0.0417526250900518,-0.00107465318437501,-0.166484118113366,-0.166144148692104,-0.165125574929352,-0.0140811660070973,0.0194856094676757,-0.0379181008966234,-0.026472942395808,-0.066746034830667,-0.100697680447302,-0.0275323687097551,0.0147208396638815,0.0274631177172098,-0.0743758652704202,-0.0676070925930757,0.0379809495100259,0.157738144980337,0.0797903930828995,0.0695561482052378,0.166144148692104
"miR200b",-0.204140550783671,0.0221865245931623,0.0223378159731558,-0.000516463751874533,-0.18074071359059,-0.180321778716326,-0.176771718315078,0.0609599400850794,-0.0465147889569526,-0.0625995506909989,0.0851693555704796,-0.0662076686903394,-0.0887528232897498,0.0690577074325692,0.0185280244749048,-0.0691213380116075,-0.086108468515449,-0.0578491821174775,0.0628128081994404,0.0832933049200049,0.0891285548802855,0.174051974015165,0.180321778716326
"miR141",-0.204140550783671,0.0221865245931623,0.0223378159731558,-0.000516463751874533,-0.18074071359059,-0.180321778716326,-0.176771718315078,0.0609599400850794,-0.0465147889569526,-0.0625995506909989,0.0851693555704796,-0.0662076686903394,-0.0887528232897498,0.0690577074325692,0.0185280244749048,-0.0691213380116075,-0.086108468515449,-0.0578491821174775,0.0628128081994404,0.0832933049200049,0.0891285548802855,0.174051974015165,0.180321778716326
"miR205",-0.189301946272251,0.0102195872700525,0.0102333553406452,0.00668952444483862,-0.158731728995218,-0.158487632648589,-0.156098337168792,-0.0906829832117403,0.0316611110467093,-0.0612913880720468,0.00327967451330797,-0.0799906963026728,-0.0727503989191018,-0.0389198614551008,-0.0888770203040205,0.0388881204616078,-0.00365033470028544,-0.134697387486967,0.061420215740266,0.105351837700564,0.0787663598688963,0.158862687558708,0.158487632648589
"KLF8",-0.0390155172013563,-0.0130268092790665,-0.0117304301999427,0.00699518815171841,-0.0293947906573046,-0.0274674235066628,-0.0283711176843601,-0.0248705101524298,-0.00178326202224605,-0.00677536231884058,-0.0818879473152092,-0.00201737712467401,-0.00770951629262457,-0.00458999654042465,-0.0548820080641613,0.00406434854332478,0.0772412871022373,-0.0127907626324422,0.00764241434196197,-0.00265235121931313,0.0178583953293728,0.00681024668940736,0.0274674235066628
"CDH1",-0.0394838412536408,-0.0117304301999427,-0.0125489090586014,0.00834452350385931,-0.0291573486140196,-0.0293947906573046,-0.0299845968909309,-0.0229113365376108,-0.00246940610202733,-0.00764241434196197,-0.080437748112022,-0.00292408796822572,-0.00941004492137434,-0.00455112345083241,-0.0565965668789053,0.00458999654042465,0.0818879473152092,-0.0109729636431103,0.00782217808104774,-0.102823851802036,0.0183955161072426,0.00803408774901001,0.0293947906573046
"GRHL2",0.0207317806207888,-0.0785861671969908,-0.078444435606692,0.015563114314463,-0.215513550983184,-0.215234709931318,-0.109976682068192,-0.0181875419047226,-0.0676339337224102,-0.0113843150561194,0.00526551722787072,-0.115524297451411,-0.206687799079468,0.0855874690895889,-0.0399374493601396,-0.085556980777699,-0.00582913362188194,-0.0136764737531472,0.0113131555025154,0.0433750042682525,0.215586024366811,0.20806435642691,0.215234709931318
"miR200c",-0.181696405450684,-0.0130258079054059,-0.0131572873189717,0.0174536309779094,-0.154347364610374,-0.154415438737519,-0.153946460379682,-0.117132368069194,0.0872233436212788,-0.0580315206085818,-0.0818484917495837,-0.103590619911146,-0.0663363825938817,-0.141890293375997,-0.0435547063531067,0.141908473541436,0.0822551942060665,-0.0809192132602475,0.0580030862741229,0.0586999706302411,0.0812898920034775,0.0657733236251483,0.154415438737519
"miR200a",-0.181696405450684,-0.0130258079054059,-0.0131572873189717,0.0174536309779094,-0.154347364610374,-0.154415438737519,-0.153946460379682,-0.117132368069194,0.0872233436212788,-0.0580315206085818,-0.0818484917495837,-0.103590619911146,-0.0663363825938817,-0.141890293375997,-0.0435547063531067,0.141908473541436,0.0822551942060665,-0.0809192132602475,0.0580030862741229,0.0586999706302411,0.0812898920034775,0.0657733236251483,0.154415438737519
"FOXC2",-0.220639456529103,-0.00769819039182604,-0.00763143586022034,0.0182451408054842,-0.173172922610322,-0.173074723772554,-0.16524619551019,-0.104613912920507,0.0245598347001637,-0.0746903529424386,-0.00709989097541461,-0.188943353636228,-0.176825235558006,-0.0692216762678076,-0.0918364467947393,0.0692249328542537,0.00734775037153899,-0.13478536272165,0.0745141534303757,0.220214074633011,0.189120561952907,0.16803044214064,0.173074723772554
"NP63",0.112384354436897,-0.0327168662129221,-0.0331993488051694,0.0646146269932318,-0.0458337930155709,-0.0460716305599746,0.0787941488342067,-0.0406551717336784,-0.0279226285976034,-0.0914279388328939,-0.0992789092771787,0.0804572528576434,-0.0085491397886886,0.0943150772447762,-0.0753613469848665,-0.0941952614188172,0.0999947176469756,0.0142940942725841,-0.00862042746117312,-0.107281498044047,0.0465529964343421,0.0220982474071631,0.0460716305599746
"miR34a",-0.153856566605563,-0.0184593906278305,-0.0182721211133868,0.07659816348994,-0.113365736795814,-0.113060660681465,-0.112008589228501,-0.031655349111928,0.0203375349377895,-0.0310517403643763,0.0635747174938818,-0.0546039878676302,-0.0776333737138522,-0.039989840523191,-0.0507346607180392,0.0399035550812949,-0.0642683472798093,-0.163004190804939,0.0311766291943951,0.0781309173483983,0.138448555448259,0.0364446539952723,0.113060660681465
