"","SNAI2","ZEB2","miR101","KLF8","FOXC2","miR200a","miR34a","OVOL2","miR200b","CDH1","miR205","NP63","miR200c","TWIST1","TCF3","TGFbeta","GSC","miR141","CLDN7","ZEB1","GRHL2","SNAI1","TWIST2"
"SNAI2",-0.0968151223395588,0.00361641653118019,0.00236486809495098,0.00237388616577752,0.012761090985267,0.0187633572976379,0.0251186456899686,0.0251706655450888,0.0121725090804522,0.10366815612079,0.0081728077285048,0.0082107882499231,0.0219839499422834,0.0646315249679504,0.0646655293205076,-0.00723281175354538,-0.0071660229999097,-0.0411829284793426,-0.0411829284793426,-0.0411813859280656,-0.0421786223676786,0.00275946480841154,-0.0219897644998575
"TCF3",0.00315089191323375,0.00373865901749139,0.00238359144868652,0.00248789781137464,0.0125242830792172,0.0189003687934428,0.025167223810191,0.0252007990726882,0.0122989537447499,0.00357932663981425,0.00833333333333333,0.00827552986512524,0.0218122202875115,0.0647133380854478,0.0648101435065514,-0.00731946940619486,-0.00712008568315698,-0.0411530845512839,-0.0411530845512839,-0.0411347983354334,-0.0421699721933945,0.00284042014968262,-0.0219007756902159
"KLF8",0.00315089191323375,0.00373865901749139,0.00238359144868652,0.00248789781137464,0.0125242830792172,0.0189003687934428,0.025167223810191,0.0252007990726882,0.0122989537447499,0.00357932663981425,0.00833333333333333,0.00827552986512524,0.0218122202875115,0.0647133380854478,0.0648101435065514,-0.00731946940619486,-0.00712008568315698,-0.0411530845512839,-0.0411530845512839,-0.0411347983354334,-0.0421699721933945,0.00284042014968262,-0.0219007756902159
"CLDN7",0.00315089191323375,0.00373865901749139,0.00238359144868652,0.00248789781137464,0.0125242830792172,0.0189003687934428,0.025167223810191,0.0252007990726882,0.0122989537447499,0.00357932663981425,0.00833333333333333,0.00827552986512524,0.0218122202875115,0.0647133380854478,0.0648101435065514,-0.00731946940619486,-0.00712008568315698,-0.0411530845512839,-0.0411530845512839,-0.0411347983354334,-0.0421699721933945,0.00284042014968262,-0.0219007756902159
"miR200c",-0.0673012883356973,0.00773775865777236,0.0478959020846551,0.0478688857667991,-0.133422896297247,-0.114329232382744,-0.101003310296574,-0.0735847295358174,-0.0492202033198052,-0.146793294990485,-0.0548873839336768,-0.0548518410156032,-0.107815181803175,0.0210911650449308,0.0211281379955201,-0.0468112124214608,-0.0468839330832188,0.219176747840054,0.219176747840054,0.2192001831953,0.222440481448691,0.177640367053623,0.0745242647672432
"miR200b",0.122928888135541,0.0137342379075552,0.000441457183650818,0.000437855007936687,0.129662480750222,-0.0849337580883208,-0.181831430921502,-0.050816475195944,-0.0912829331179417,-0.052261486466716,-0.0457899261647682,-0.0457828175811535,-0.0735853555738676,-0.0218126083331425,-0.0217845088906946,0.125914151059984,0.125843702918906,0.163741526067641,0.163741526067641,0.163735946221153,0.17244861069813,-0.145067267757026,0.00146707219875366
"miR205",0.0419100696742092,0.0172102752597086,0.0461069789606447,0.0460857010333652,-0.0733805615829514,-0.101288254560443,-0.189415204220383,-0.0617950525605464,-0.104490704786394,-0.0993348934910669,-0.050407912317732,-0.0503781828558353,-0.0873435431925391,-7.82319184414873e-05,-3.29290066997962e-05,0.040484610044503,0.0403846259149998,0.190113142189263,0.190113142189263,0.190125564395199,0.19853503184824,0.0740245808523911,0.0804976744945158
"OVOL2",-0.0358189984585374,0.0252499306960983,-0.0605112500267809,-0.0605211202876848,0.0895164702305855,-0.102976791447908,-0.126576741769355,-0.0702164671805912,-0.0606998155203829,-0.0998358519449467,-0.0602702578504761,-0.060290785297834,-0.0840611340164784,-0.0184351829373771,-0.0183884237114221,0.0258732234392881,0.0258973360936091,0.0894305433423866,0.0894305433423866,0.0894374726054799,0.0684991710209617,-0.102861795701217,0.0680797182331408
"ZEB1",0.0276032271791609,0.0552007780387155,0.0397999600626114,0.0397793861987663,-0.0776611304852271,-0.220462275253395,-0.195268177727736,-0.066186891116864,-0.219045952021328,-0.138180348378488,-0.0539116504637458,-0.0539260199315007,-0.182991405606274,-0.00192440942655626,-0.00194424032309307,0.0587760660213195,0.058782697882151,0.202364627437777,0.202364627437777,0.102381441905127,0.210984601290799,0.0807574540280711,0.10108421417779
"GRHL2",0.0410284704982427,0.0728798500087605,0.0313422765101911,0.0312797737591897,0.0445637599735656,-0.220909000244851,-0.201007615383957,0.0394175265749371,-0.176943400550265,-0.106109194685753,-0.262159259381072,-0.262147110188993,-0.17578523324088,0.00201060405969462,0.00205106882644414,0.130336008691528,0.130196871122721,0.197217602548851,0.197217602548851,0.197220004468639,0.208245943054048,-0.0112578278079292,0.0168495577637046
"miR101",0.0745417116214868,0.0897819641343514,-0.101463017528429,-0.00143244624416948,0.0492786708645786,0.0442284071736996,0.0328199447289657,0.0857124476760688,0.0225587422467679,0.0761932697212023,0.036304399251364,0.0362650333055315,0.135783994281327,-0.171255139537251,-0.171238771675003,-0.0469017000058968,-0.0468539088782777,-0.182933340400954,-0.182933340400954,-0.182955422731794,-0.188448006006956,-0.153237138605638,-0.0215950205840535
"TWIST2",-0.0343191782401604,0.122199327215957,-0.0439026047517228,-0.0438756653306597,-0.062493338192018,-0.0115226155959414,0.00910297269621143,0.0668541315827375,-0.00508332249663265,-0.0626468125767396,0.0214645469255515,0.0214748168534908,0.11232325118166,-0.194743013162903,-0.194740163469958,-0.02922499477882,-0.0291412186874795,-0.105023146864725,-0.105023146864725,-0.105015721226039,-0.109058740389852,-0.0631988365444816,0.0583348708111233
