"","KLF8","SNAI2","ZEB2","miR205","NP63","miR141","OVOL2","miR34a","miR200c","SNAI1","CDH1","FOXC2","TGFbeta","TCF3","miR200b","TWIST1","GSC","miR200a","ZEB1","CLDN7","GRHL2","TWIST2","miR101"
"GRHL2",-0.051629650687163,-0.0471505670992387,-0.00554235298542663,-0.170859184513733,-0.17112125994286,0.108424934928655,-0.0236053344391326,0.1192172998365,0.107197264538845,-0.0396001512018228,-0.0761246652425722,-0.00252996034217545,-0.0366660895284751,-0.00662819600605313,0.119686233993386,0.00651547272725089,0.0365191912984602,-0.107197264538845,-0.108402880937866,-0.108424934928655,0.0194228308599684,0.0778585773502433,0.0513699561583545
"miR101",0.0220543765423774,-0.12045279808309,0.00355508601489196,-0.0808781065709745,-0.0803611004823749,-0.0665473767117759,-0.0806295193736202,-0.135697319848366,-0.0318779456004335,0.305820516331849,-0.101736999133867,0.308808470039063,-0.0164012772589177,-0.247607913846051,0.00202294727367245,0.247528256916444,0.0165899264468878,0.0318779456004335,0.0666914062427736,0.0665473767117759,0.0785186923126842,-0.0279739431113307,-0.121617074258835
"TWIST1",-0.0406524760840922,-0.188447672085818,0.00524979446004682,0.149898639278977,0.149470483100172,0.155383888504398,0.13670898882657,0.0197547400330556,0.0706575440528673,0.188877561941472,-0.184611361703984,0.312206302652824,0.0766997347922199,-0.329172610343138,0.126430316764051,0.229088464828584,-0.0768924468302986,-0.0706575440528673,-0.155224824771546,-0.155383888504398,-0.167375900837299,0.16780942451082,0.040555876970414
"OVOL2",-0.113966313966671,-0.076838894376577,0.0110697019595826,0.0851160661862347,0.0849118721046219,0.0839454036558277,-0.0109024648613613,0.139077113518681,0.0857385517325687,-0.161962741441992,0.0468006598716358,-0.134491262314974,0.054757179111206,0.00194197819610417,0.066810632429972,-0.00183766915358925,-0.0548770534498303,-0.0857385517325687,-0.0839990714778245,-0.0839454036558277,-0.0702090480513533,0.106879815829807,0.113547376226083
"FOXC2",0.138383863161678,0.0954232230957701,0.0142755435537146,-0.175829451331323,-0.174081010019315,-0.209015433488319,-0.144557171787917,-0.258545459201025,-0.210904690037662,0.231601537951402,0.061903571512459,0.205009487347007,-0.112546807699961,-0.0135838188282298,-0.22003011227533,0.0138373113924479,0.113292565996115,0.210904690037662,0.208810958852102,0.209015433488319,0.238549675686027,-0.214341506276774,-0.137656409932641
"ZEB1",0.137656409932641,0.095328207177908,0.0143411687982318,-0.174081010019315,-0.173238959208877,-0.208810958852102,-0.144374222647778,-0.258166935382765,-0.210780080678115,0.231051501124902,0.0619317480345623,0.204341275708369,-0.112203551730714,-0.0138373113924479,-0.219884942132161,0.0138727666317107,0.112546807699961,0.210780080678115,0.108854858245236,0.208810958852102,0.238173092582786,-0.213953465564306,-0.137234645723816
"miR200b",-0.156010795177345,-0.0983812107063636,0.0144308190677656,0.147311001439002,0.146070553598235,0.179415102896478,0.125037181890653,0.225096993247941,0.0822467374430085,-0.266206855533306,0.0146119942461564,-0.218458718335071,0.165033942424944,0.0391521944568158,0.0945902612464405,-0.0391536733748394,-0.165506626726371,-0.0822467374430085,-0.179421575518403,-0.179415102896478,-0.199354353688551,0.131806362525736,0.155434447063084
"TCF3",-0.0532269005402483,-0.091853519800069,0.0331501964050367,-0.0335507246376812,-0.0351114182792997,-0.0322217732258905,-0.0346248686032223,-0.0224273106897276,-0.03242512244265,0.00641798965883242,-0.23343457949533,0.0300906264887309,0.00196829678206072,-0.102191817452536,0.0289211585105567,0.10257903913695,-0.00224018367711238,0.03242512244265,0.03220348701004,0.0322217732258905,0.0343814166035759,0.0879347030493662,0.0533312069029364
"CLDN7",-0.0532269005402483,-0.091853519800069,0.0331501964050367,-0.0335507246376812,-0.0351114182792997,-0.0322217732258905,-0.0346248686032223,-0.0224273106897276,-0.03242512244265,0.00641798965883242,-0.23343457949533,0.0300906264887309,0.00196829678206072,-0.102191817452536,0.0289211585105567,0.10257903913695,-0.00224018367711238,0.03242512244265,0.03220348701004,0.0322217732258905,0.0343814166035759,0.0879347030493662,0.0533312069029364
"miR141",-0.047541895072794,-0.0302066209717911,0.0505049215179726,-0.207243310650344,-0.20653600658068,-0.255147846288028,-0.175832076391328,-0.150410883256242,-0.1537338056662,-0.0844516189499217,0.00112229510779652,-0.0822411677100899,0.027792449089215,0.0214328927553293,-0.053057199261288,-0.0210202746267522,-0.0274742961940236,0.1537338056662,0.25482711671194,0.255147846288028,0.273217555285712,-0.0678674879917075,0.0475220831063662
"miR34a",-0.0958002324931242,-0.0445377301743303,0.136931018783026,-0.236407562641401,-0.235618492306283,-0.262737251508579,-0.205649463836327,-0.0718657351310745,-0.252134029837908,-0.169831587864415,0.00452545095319261,-0.134012089254221,-0.0863396500643226,0.0465869542280345,-0.0467744357273121,-0.0462035289093663,0.0866950495417828,0.252134029837908,0.262372921141131,0.262737251508579,0.279629809457635,0.143780446416735,0.0957387696781272
"TGFbeta",-0.100589704857278,0.00994399147189643,0.137994001147218,-0.166515673387532,-0.166087763875404,-0.172233192322394,-0.153224402581829,0.0592189248408509,-0.157644907910041,-0.216778371041986,0.0288859358167525,-0.178655447998118,0.0431571371303267,0.0664400656407288,0.0465943969594839,-0.0660611488435968,-0.142964698282875,0.157644907910041,0.171834352645652,0.172233192322394,0.182905734571884,0.0482142857867158,0.100222004335849
"TWIST2",-0.0900085775692253,-0.0992238214789456,0.153836500011214,-0.164741200894658,-0.164325268813115,-0.172673851465733,-0.150055626442907,-0.0567003935214205,-0.164698901591634,-0.0723252151761954,-0.133113317576159,-0.0012624938109265,-0.0306548592838092,-0.0391400199768677,0.0233780529939701,0.0393964923419703,0.0308510645270464,0.164698901591634,0.172486703847264,0.172673851465733,0.183950850295827,0.0836811174602916,0.0900163986914694
