"","CDH1","miR200a","miR205","ZEB1","CLDN7","miR101","miR34a","TWIST2","GSC","FOXC2","SNAI1","TCF3","TWIST1","TGFbeta","KLF8","OVOL2","miR141","NP63","GRHL2","SNAI2","miR200b","ZEB2","miR200c"
"TCF3",0.369418568340964,-0.0193936531922028,0.055036231884058,0.0613303715400133,0.0610633927885962,0.391101139400234,0.0993932912511376,0.345218648456774,0.217570642439015,-0.169350711539471,-0.160407712715048,0.264100038624952,0.265794133494264,-0.218060038850108,-0.389029913055427,-0.0509167703062053,-0.0610633927885962,-0.0563657116528441,-0.0646156828964403,-0.410033282109959,-0.255964690677005,-0.0248098286749305,-0.0437555679786028
"CLDN7",0.369418568340964,-0.0193936531922028,0.055036231884058,0.0613303715400133,0.0610633927885962,0.391101139400234,0.0993932912511376,0.345218648456774,0.217570642439015,-0.169350711539471,-0.160407712715048,0.264100038624952,0.265794133494264,-0.218060038850108,-0.389029913055427,-0.0509167703062053,-0.0610633927885962,-0.0563657116528441,-0.0646156828964403,-0.410033282109959,-0.255964690677005,-0.0248098286749305,-0.0437555679786028
"TGFbeta",0.0564925897174221,-0.0502508342851169,0.110793979629111,0.110342675302401,0.110321232309028,0.172337673332043,0.156150043834125,0.143933215501152,0.00352337646845636,-0.157174072742531,-0.0982718723680321,0.141527860723748,0.14163450197803,-0.103564644392854,-0.172158324113493,-0.10620270960592,-0.110321232309028,-0.110905726699157,-0.117552621116683,-0.2383105266647,-0.111311360647316,-0.0132211529360227,-0.0614708496815278
"OVOL2",-0.0555685370388437,0.0942222853528784,-0.307199050632749,-0.0899482113787546,-0.08996274924446,0.147423349632079,-0.110249852117066,0.166625349306943,0.249602065509271,0.0817504219787847,0.0435632140589018,0.00747472357712459,0.00758622634670951,-0.249649601884932,-0.147242394848841,0.183825705668175,0.08996274924446,0.3070791271245,0.144824504103806,-0.163998514222609,-0.125534357000754,-0.000815601792760412,0.0935596707758172
"KLF8",-0.369418568340964,0.0193936531922028,-0.055036231884058,-0.0613303715400133,-0.0610633927885962,-0.391101139400234,-0.0993932912511376,-0.345218648456774,-0.217570642439015,0.169350711539471,0.160407712715048,-0.264100038624952,-0.265794133494264,0.218060038850108,0.389029913055427,0.0509167703062053,0.0610633927885962,0.0563657116528441,0.0646156828964403,0.410033282109959,0.255964690677005,0.0248098286749305,0.0437555679786028
"SNAI2",-0.269953534708137,0.0195396417084622,-0.056571155926085,-0.061464824888636,-0.0614170057990498,-0.392517229102197,-0.0999173359570591,-0.346086783017678,-0.218283047627243,0.170334544615332,0.160804257227198,-0.266479392458408,-0.266769562933562,0.218377413672702,0.392107253728467,0.0510330893668999,0.0614170057990498,0.0567909003714337,0.065101839192157,0.310737626417408,0.25636394618384,0.0248493736347786,0.0440202453009371
"FOXC2",0.00971517496878862,-0.0159484109653859,-0.0551364178299346,-0.00366845634227259,-0.00366803123907879,0.0568682656689691,0.00986073826617031,0.101931524001753,0.00364441593916205,-0.111107616159904,-0.10485181700634,0.098899022659136,0.0989778870124483,-0.00365418569850032,-0.0567946645187371,0.0630029125533963,0.00366803123907879,0.055095756404074,0.0151898638591374,-0.0410499063657354,0.0035976568015024,0.0544166336668203,0.0209436311972198
"TWIST1",0.0739488433311707,-0.0100666671959237,-0.105394565832546,-0.100605616641859,-0.100595127567156,-0.166848268889725,-0.127129764811556,-0.0875965984478475,-0.0189672582973382,0.125514113468897,0.207591659332067,-0.0960323830446764,-0.196036467778393,0.0189970268235455,0.16678353752489,0.102224184018887,0.100595127567156,0.105339573295819,0.107397648798366,0.15490624544125,0.0574810119917649,0.123646896540142,0.109644235811187
"GSC",-0.0756096410598514,-0.0646558339606962,-0.0620382577844224,-0.0504522498205568,-0.0504544217662581,0.229526117427515,0.0755333115590051,0.0413850432266687,-0.00589730786660753,-0.0643043155071722,-0.240836371420097,0.141934431795356,0.142019085513731,0.00589486304321546,-0.229464733063964,0.0662238569781921,0.0504544217662581,0.062015268838274,0.055149242732141,-0.123928493878072,0.0205305557165608,0.188228403557631,0.108091266657999
"miR141",-0.0973963412858248,-0.0860592736933079,0.0179293514864007,-0.0417423746635359,-0.0417126898802236,-0.165429400694221,-0.0378913609961677,-0.125866067940646,0.0640734338255597,0.157158401277177,0.12692361848186,-0.15556356847675,-0.155636035459905,-0.0639950318621019,0.1652582973478,-0.0330957553187884,0.0417126898802236,-0.0178902542765198,0.0314729557688376,0.185441217937532,0.141299882265894,0.223276710268369,0.133319837287432
"ZEB2",-0.252103504220555,-0.225102500494284,-0.110345451190941,-0.108853518094973,-0.108831668971761,-0.0966031173653333,-0.0915192017167442,-0.0797087048998466,-0.0773585892030536,-0.056796355606859,-0.0498572640365975,0.0353724056122879,0.035416246033156,0.0774257119761479,0.0965663259725304,0.103041781615199,0.108831668971761,0.110492646728592,0.120183150618348,0.123684349338402,0.235516593490611,0.240767639212117,0.320697171187086
"miR200c",-0.0540393013245673,-0.121408081730788,-0.0595020545829432,-0.00791994471127277,-0.0079241853946031,0.144350184369784,0.00290317262766346,0.10722479102493,-0.111274406668279,-0.178918707184287,-0.143592006369557,0.16891933134428,0.169068702064661,0.111272134147599,-0.144207898429076,0.0695652253513874,0.0079241853946031,0.0594771745402917,0.0166525423637435,-0.144852289732805,0.0387911085477984,0.260441672283277,0.130373774888875
"miR205",-0.106234348335507,-0.11671480746351,-0.0782611391011126,-0.0325296548820345,-0.0325116426834283,0.0260048531146118,-0.0155790365224644,0.0858465659487425,-0.0243027050582019,-0.123935677263946,-0.117020581276584,0.108825237024807,0.1089364350809,0.0243487294987669,-0.0259710587595208,0.0846707725485448,0.0325116426834283,0.0782413194598481,0.0400927212503275,-0.000868429960489667,0.111834155691372,0.285533472054104,0.154500463347312
