"","ZEB2","TWIST2","SNAI2","FOXC2","CDH1","miR205","TCF3","TWIST1","TGFbeta","GSC","miR200a","miR34a","CLDN7","ZEB1","GRHL2","miR200b","miR141","miR200c","NP63","SNAI1","OVOL2","KLF8","miR101"
"miR200c",-0.00777797437123219,-0.00644486118017827,0.0649548803890521,-0.0996129396302059,-0.0666013726413181,-0.052512377336183,0.0291257222560433,0.0290917071415011,-0.140003881031149,-0.140286809855801,0.00337164308518447,-0.00683965180792209,-0.00121139105393568,-0.0012888393231789,0.0041999343264541,0.0372910392658655,0.00121139105393568,-0.00449506665966952,0.0525905717559449,0.0719012737471427,0.136476989203535,-0.0658602105282161,-0.0660655345439216
"miR200b",-0.00777797437123219,-0.00644486118017827,0.0649548803890521,-0.0996129396302059,-0.0666013726413181,-0.052512377336183,0.0291257222560433,0.0290917071415011,-0.140003881031149,-0.140286809855801,0.00337164308518447,-0.00683965180792209,-0.00121139105393568,-0.0012888393231789,0.0041999343264541,0.0372910392658655,0.00121139105393568,-0.00449506665966952,0.0525905717559449,0.0719012737471427,0.136476989203535,-0.0658602105282161,-0.0660655345439216
"OVOL2",-0.00563026415668237,0.0731504526256704,0.0822395883210836,-0.122582296451783,-0.159918779094677,-0.28954170081447,0.0426823313187662,0.0425474489362038,-0.27528214886674,-0.275531542605717,-0.095829359838797,-0.0667611151782149,-0.096969228469331,-0.0970166463677535,0.049787143521013,0.0867512754157197,0.096969228469331,-0.100235999070184,0.289547102774301,0.0843988567691278,0.231207326888421,-0.097316831087212,-0.0975120429139779
"miR200a",0.0107150165669222,-0.0120128311494455,-0.0859088810168501,0.0904738928041929,-0.00620052099683882,0.0494848424187071,-0.0319761380377786,-0.032054520693028,0.130025744626334,0.130309809711326,-0.00769600574683328,0.00342346203247087,-0.00459856355840717,-0.00452602555407275,-0.00850982962793865,-0.0701259341733085,0.00459856355840717,0.00263565543499989,-0.0495203853367806,-0.0635580507887767,-0.125155412451895,0.0774683273859118,0.0774683273859118
"NP63",0.025093874680716,-0.0392917117969131,-0.0613343553621205,0.0290554989072736,-0.0739284106120517,-0.0801608278748078,-0.131477655759945,-0.131111897878199,0.111934794053034,0.112131634338538,0.00104877666856629,0.0188562332677004,0.00747218129113706,0.00745284214701294,0.122728559089155,-0.103883028786154,-0.00747218129113706,0.00782828692485189,-0.0198123019618216,0.0392489172712649,-0.159895060143247,0.0312378692326552,0.03187661039171
"ZEB1",0.0315307757686041,0.0861211160725096,0.00904855830344768,0.114127172271476,0.0787906101176173,0.0588829060699307,0.0797146189780726,0.07965152067091,0.0541692232925602,0.0539371081634562,0.00075027842613784,0.00140841441790258,0.0163805722433994,-0.083680777840173,0.00312572285792909,-0.0240414903264983,-0.0163805722433994,0.0216213147042248,-0.0587851936891973,-0.108045663382112,-0.153313175436398,0.0195425700541935,0.0194117790626067
"TGFbeta",0.0402096481148408,-0.0924987310007137,-0.0403315173978739,0.076987314701221,-0.0335440672402042,-0.0151704429155966,-0.0988698925717266,-0.0983276104488849,0.052853785500392,0.153005390822651,-0.0684093265239896,-0.093013629868991,-0.0906496955719363,-0.0906937823663118,-0.0891684250510689,-0.0644418370037632,0.0906496955719363,-0.0210416469995871,0.0151186576880142,-0.00482226588815479,0.118617582246761,0.0212833414453669,0.0221856272823184
"CDH1",0.0464017554885035,0.0348117544334858,0.0436114968916538,-0.0193246491284285,0.0236689049720429,0.00501466029990785,0.108995736730327,0.108427343636038,-0.0107006696473426,-0.0113819716912488,-0.0273891531557274,-0.0114639070483737,-0.00960917793072696,-0.00971987726171796,-0.0110075932345975,0.00122812094134566,0.00960917793072696,0.0192717872914156,-0.0048862576291323,-0.0254520343844095,-0.016234765741082,-0.0137125765862295,-0.0144922343132523
"SNAI2",0.0465254477991234,0.0347449431341186,-0.05664068738607,-0.0198504088066076,0.0236103912213115,0.0048862576291323,0.108427343636038,0.108236919261718,-0.0109811824126125,-0.0107006696473426,-0.0271364536536666,-0.0112827768884716,-0.00971987726171796,-0.00957504883626861,-0.0110917359063413,0.00148719916490145,0.00971987726171796,0.0188904068621062,-0.00501647655970933,-0.0260500209107891,-0.0161279022843516,-0.0144922343132523,-0.0147953802325752
"TCF3",0.0471588083263383,0.0340537533105211,0.0436272101148549,-0.0186495789330764,0.123590261058419,0.00507246376811594,0.107108031018807,0.108995736730327,-0.0113819716912488,-0.0107656947291317,-0.0266524697173052,-0.0112678805583075,-0.0092909977749284,-0.00960917793072696,-0.0107316460865925,0.00114676841867789,0.0092909977749284,0.0189045070757181,-0.00501466029990785,-0.0263802801641771,-0.0162091360665788,-0.0168864701937396,-0.0137125765862295
"TWIST2",0.0518525836273936,-0.0788086736201123,-0.0648062172434666,-0.0748738815267456,-0.0735390929885228,0.0200605929401367,0.106326724395594,0.106748478951541,0.0138394151600805,0.0140356204033177,-0.0169657799591103,-0.00852520057384236,0.0173454410874624,0.0173188594533268,0.014484069877601,-0.0468391092969094,-0.0173454410874624,0.0368657787547782,-0.0200811327960153,0.000707745460104366,-0.0818414419332168,0.0425653554471465,0.0432718634898672
"miR34a",0.0663377533197816,0.154249416687629,0.0788840769541202,0.0149962699110742,-0.00387711482346105,-0.0293421920124767,0.100682429179147,0.100387183810562,-0.0712435198142321,-0.0713424765447983,-0.114782103897274,-0.0780405118864918,-0.0811629577516441,-0.0811075110007523,-0.0771568071282259,0.0694162544015541,0.0811629577516441,-0.0623336685289836,0.0293119159324722,-0.0626247844613295,0.136050495045698,-0.00131245865285491,-0.00186274291837427
"GSC",0.0667262592272318,-0.0489991427484561,-0.0936846506480938,0.15716473978981,-0.100289633805739,-0.0210074026410491,-0.12823782972742,-0.128680265198926,-0.0375931059815692,-0.0377483522669657,-0.0704998369433715,-0.00992542382892996,-0.0720826678832835,-0.072046710115561,-0.0679926737027395,-0.0216355442261875,0.0720826678832835,0.00107627187970375,0.0210361388237346,0.0276278322450315,0.114900216457669,-0.0127042819387691,-0.0134535609160861
