"","SNAI2","miR34a","ZEB2","miR141","TWIST1","SNAI1","TCF3","OVOL2","miR205","GRHL2","miR200b","GSC","miR200a","miR200c","TGFbeta","NP63","FOXC2","CLDN7","ZEB1","CDH1","TWIST2","miR101","KLF8"
"TWIST1",-0.233249861935854,-0.0127886869037227,-0.0310750494795214,0.0514660483723317,0.0323079011179048,-0.00777502499680987,0.132272772407945,0.0706921241058663,0.0616968498837267,0.0479928689462944,0.113664256485819,0.0384218520378071,-0.00185416974085226,0.00185416974085226,-0.0383958437464892,-0.0614493834684544,0.130765093148228,-0.0514660483723317,-0.0514760438435194,0.0926557171796792,0.178952606426077,0.17446495836221,0.17429167747788
"ZEB1",-0.136163149527158,-0.147187971974359,-0.0103375307266327,-0.144255458954757,0.0296063629006387,0.0914364023470681,0.02942668295929,-0.109669610052564,-0.108678302544916,-0.132042223071245,-0.138227865236106,0.0401932779051133,-0.166945918583215,0.166945918583215,-0.040305562169537,0.108442643273735,-0.0964251536331189,0.144255458954757,0.0443075383590339,0.202515005280893,-0.00977168006065454,0.0778195919693942,0.0776770444841817
"FOXC2",-0.136116060932303,-0.14713782826984,-0.0102456553843087,-0.144215924357733,0.02942668295929,0.0914812551354951,0.0290830597055721,-0.109625542011509,-0.109396654401787,-0.131927019614385,-0.138286172678769,0.040159626511837,-0.166893998016737,0.166893998016737,-0.0401932779051133,0.108678302544916,-0.0964947449362329,0.144215924357733,0.144255458954757,0.202544052120281,-0.00995854392833902,0.0776770444841817,0.0773227319702745
"GRHL2",-0.120012590950022,0.182857493327856,-0.00499956232432631,0.180465711281314,0.0720616929275294,-0.0107144925980319,0.0718246850079965,-0.0821637392616596,0.0374106634456777,0.0764089073404914,0.200467221056769,0.106771240816837,0.184405155737471,-0.184405155737471,-0.107064482943924,-0.0372666087396014,-0.0125863401879351,-0.180465711281314,-0.180464619499591,-0.0217622747345771,0.129437369487233,0.117978242442537,0.117803058675646
"miR34a",0.0449715293164515,-0.100427677631288,-0.00342039549249037,-0.167562084380612,0.026703963430431,-0.00971269359747541,0.0265173683574857,-0.140631786450411,-0.14637308234753,-0.15767005413945,-0.104134433214379,0.0147886818094021,-0.142344656993909,0.142344656993909,-0.014841177148178,0.146015446152477,0.062139420345879,0.167562084380612,0.167561608442836,0.0352768495187685,-0.0038930142351614,-0.0021972312261156,-0.00231055329126619
"miR205",0.0818024825619201,0.143912772244103,0.0284605931883456,0.145723452865098,-0.0353613841747452,-0.106713088102541,-0.0356126094125855,0.104945669874756,0.108331117665939,0.137009884880239,0.0429929239590692,-0.0404298359859311,0.0809503313567849,-0.0809503313567849,0.0399680045306065,-0.107994183764443,0.110370177739532,-0.145723452865098,-0.145838358269999,-0.0817228235229381,0.0431054113227032,-0.0394862008638954,-0.0393723013708107
"miR200a",0.0310073859765003,-0.183811954078173,0.0422825015934643,-0.195235565186511,-0.0834280584357541,-0.0116666379630049,-0.0838702549248027,-0.137029243004595,-0.143195411437345,-0.177937305630905,-0.134407234424248,-0.106894512840499,-0.078083125963122,0.078083125963122,0.106550225957489,0.142850645132032,0.0135677463585451,0.195235565186511,0.195158116917268,0.155276991446698,-0.0679034931260061,0.017207846664987,0.0170007215614244
"OVOL2",0.215568021501845,-0.189749439193217,0.0572839290361623,-0.198864854458115,-0.144988496450771,-0.0635575353400464,-0.144659383437318,0.112534925815619,0.129296598406847,-0.186538824201796,-0.204170060990535,-0.250575981142847,-0.177626652175271,0.177626652175271,0.250790928232794,-0.129353859181056,0.0529332898106803,0.198864854458115,0.198853305686293,-0.113585855304545,-0.222908788462649,-0.181647476039949,-0.18133820786496
"TCF3",0.422126899791882,0.0236790880643786,0.0682518273609336,0.0405858431758172,-0.207309473559654,-0.000337286272633397,-0.204647324479306,0.0381195534508686,0.0377173913043478,0.0378152096259677,-0.281071410032741,-0.245960827039438,0.0520632783851694,-0.0520632783851694,0.247755280546779,-0.0375439808997235,-0.0427811696203562,-0.0405858431758172,-0.0405090410692452,-0.224097772947556,-0.376844616768595,-0.33700073821792,-0.334691097329826
"KLF8",0.422126899791882,0.0236790880643786,0.0682518273609336,0.0405858431758172,-0.207309473559654,-0.000337286272633397,-0.204647324479306,0.0381195534508686,0.0377173913043478,0.0378152096259677,-0.281071410032741,-0.245960827039438,0.0520632783851694,-0.0520632783851694,0.247755280546779,-0.0375439808997235,-0.0427811696203562,-0.0405858431758172,-0.0405090410692452,-0.224097772947556,-0.376844616768595,-0.33700073821792,-0.334691097329826
"SNAI2",0.323330590890553,0.0236241362284827,0.0687328515291554,0.0404657239397269,-0.208912509728364,-0.000408863191199975,-0.208270960943453,0.0380120392645406,0.0377494251729644,0.037705188750353,-0.282235295017569,-0.248338376890662,0.0525743243163763,-0.0525743243163763,0.248760223276529,-0.0376870286020629,-0.0431919246188628,-0.0404657239397269,-0.0404048788615796,-0.124056573786883,-0.378492131328532,-0.338585597440673,-0.338052143866395
"TGFbeta",0.153097192607272,-0.0993021207408664,0.113451169834353,-0.0984211187688399,-0.0976520482107908,-0.00433268430527215,-0.097456917405082,-0.100815816316885,-0.0977485551524312,-0.092979888197345,-0.185915835728663,-0.230265243401576,0.00663139380762288,-0.00663139380762288,0.130450731861762,0.097707672078024,0.0104001710682371,0.0984211187688399,0.0984127131154376,0.0184414452986842,-0.171025614430745,-0.0792264672077897,-0.0790886660707572
"miR101",-0.0723093144791049,0.00665038992154749,0.1287834015092,0.0743805586240635,-0.020511055805126,-0.0283942399064247,-0.0207020141980201,0.0844135466604078,0.0779504334796888,0.0691678368273904,-0.00803605178618242,-0.0523319782170898,0.0970809140531316,-0.0970809140531316,0.0520930225789944,-0.077869077191635,0.0432863439792115,-0.0743805586240635,-0.0744418618111701,-0.0181759037868867,0.0127525403935513,0.0909330582874369,0.190927741542348
