"","ZEB2","miR34a","TWIST2","NP63","miR205","CDH1","ZEB1","GSC","miR200c","FOXC2","TWIST1","TCF3","miR200a","TGFbeta","GRHL2","miR141","CLDN7","miR200b","SNAI1","OVOL2","miR101","KLF8","SNAI2"
"FOXC2",-0.0434897823554464,-0.0215475086034252,0.112798981383774,-0.0533726234725337,-0.0526678254242821,-0.146418288361072,-0.00590848784893942,-0.00711254225901565,0.0194208914487139,0.0984760414435488,0.00512074480042304,0.00537987053273489,-0.0194208914487139,0.00732422037801132,-0.00792662400889141,0.00568020743386866,0.00568020743386866,0.00165060031577113,0.108412023834682,0.0785985892486069,-0.0575551293842424,-0.0575671109668383,-0.0403008525391255
"miR200a",-0.00732373294241723,-0.0443858664105285,0.0737429450546438,-0.0717361915688714,-0.0719814377035791,-0.0256454523525994,-0.025974796439766,0.0809075563038295,0.0167897590936625,0.0578982646153979,-0.0180151777925539,-0.0180521507431433,-0.0167897590936625,-0.0809177826468892,0.00970855017864134,0.0258942234564899,0.0258942234564899,0.0764391644970492,0.00164194107514973,0.0970011289058335,-0.0193804119200914,-0.0193984227986621,-0.0785836617883152
"miR205",-0.00686252630973092,-0.0321921887613567,0.100581550144333,-0.0636857638911145,-0.0636857638911145,-0.0646356044096041,-0.0129969039797351,-0.00925840644209907,0.00936453376158963,0.0989551276448581,0.00373358579687098,0.00376241492252478,-0.00936453376158963,0.00928697333624286,-0.000615579961831181,0.012872060810085,0.012872060810085,0.0138608049059993,0.114511665031721,0.0901178712880244,-0.0325040551899654,-0.0325503659728679,-0.0114213424028843
"miR200c",-0.00680510593935357,0.109098431882811,-0.0310046594962546,0.056669492276578,0.0564242461418703,0.0617988173036957,0.00922764408388604,0.102870277213071,-0.00173298827112801,0.018854992304476,-0.0233737163419526,-0.0234520989972021,0.00173298827112801,-0.10292140892837,0.00214284480989021,-0.00912876920413173,-0.00912876920413173,-0.0167868879066891,-0.0833231138531605,-0.080155208095087,0.0198148926956044,0.0198635220677452,-0.0623309186530307
"miR200b",0.00680510593935357,-0.109098431882811,0.0310046594962546,-0.056669492276578,-0.0564242461418703,-0.0617988173036957,-0.00922764408388604,-0.102870277213071,0.00173298827112801,-0.018854992304476,0.0233737163419526,0.0234520989972021,-0.00173298827112801,0.10292140892837,-0.00214284480989021,0.00912876920413173,0.00912876920413173,0.0167868879066891,0.0833231138531605,0.080155208095087,-0.0198148926956044,-0.0198635220677452,0.0623309186530307
"TGFbeta",0.0183372202922333,-0.0179386367283879,-0.0313436778605027,0.0820609903541485,0.0819383411309269,-0.0433381493629978,0.0813539696058439,-0.00261041224796444,-0.0474240717415878,-0.0454724762624898,0.0344466944174607,0.0343082876831789,0.0474240717415878,-0.0974204300955324,-0.076586735110193,-0.0813644337866101,-0.0813644337866101,-0.0911863596782816,0.0155030995121405,-0.0861644652876785,0.00123082008561689,0.00132291833298032,0.0140190076545624
"OVOL2",0.0316094546064846,0.108493137154271,-0.112842506139065,-0.147239849488524,-0.147208518121504,-0.0992380514857729,0.134713457791445,-0.200843099137812,-0.134287995900664,-0.0446691440262015,-0.00281213011910354,-0.00298837643231841,0.134287995900664,0.200830698344161,-0.15107836963512,-0.134696202567664,-0.134696202567664,-0.0955698875275697,0.0372959687133372,0.122682161902579,0.0909520782400125,0.0909586584139484,0.0906248274563506
"ZEB1",0.0434872583075804,0.0216661412702142,-0.112747295633137,0.0530766124367825,0.0533726234725337,0.146370964858698,-0.094168313366792,0.00732422037801132,-0.0194980305760528,-0.0985077966983678,-0.00518264123506822,-0.00512074480042304,0.0194980305760528,-0.00722016876841296,0.00780235536198433,-0.00590848784893942,-0.00590848784893942,-0.00179816431289166,-0.108453571680804,-0.0787153027876445,0.0575374946438037,0.0575551293842424,0.0402734141467038
"SNAI2",0.0465717619421379,0.0285117245991574,-0.0115771139396209,0.00788388336893483,0.0076153068246197,0.0104544647214098,-0.000200892592337064,-0.00247721307464344,-0.0230192636336214,-0.0327661197919339,-0.0310131590678127,-0.0310879686434384,0.0230192636336214,0.00247764396982818,0.000735515380279439,0.000219231813074438,0.000219231813074438,0.00767953150727272,-0.0733496382141214,-0.0131778023652096,0.0408332680092824,0.0407521053718435,-0.0833385270735283
"CDH1",0.0466226660853546,0.0286097886984675,-0.0113676717764362,0.0076153068246197,0.00792347323448102,0.0105031235246497,-0.000219231813074438,-0.00243424808088359,-0.0230463052777534,-0.0327139257318726,-0.0310879686434384,-0.0315926167178076,0.0230463052777534,0.00247721307464344,0.000679895648109842,0.000118158510865264,0.000118158510865264,0.00766888445698961,-0.0734106390734765,-0.0132534133015755,0.0407521053718435,0.0409235653699025,0.0166607944037514
"NP63",0.0911369809622017,-0.0775537008448209,0.049094953564872,-0.0303353030691005,0.0696593228982254,-0.0733918030444972,-0.0883381703575457,0.078359178506346,0.0298658837614848,-0.0137886760363932,-0.00949253807541186,-0.00970570984698148,-0.0298658837614848,-0.0784618777857394,0.132411162589625,0.0884158662172725,0.0884158662172725,0.00655591501219721,-0.0557781546367409,-0.0711030434737812,-0.0104078424024544,-0.0102351355654568,-0.0371086875742624
"miR101",0.100281681269618,-0.0409011506177298,-0.00394961654631827,-0.106056996986507,-0.105707952266792,-0.0577151462685024,-0.110515737559258,-0.0236144612136694,0.00604898621127464,-0.0997695553303057,0.00733993870603891,0.00746760803157387,-0.00604898621127464,0.0237075281464013,0.0980130586025048,0.110403677969924,0.110403677969924,0.0917795751453974,-0.00748266439992332,0.111795943175103,0.0854370089092243,0.185429033791591,0.0744077990881148
"miR34a",0.134051723971308,0.0987275394129312,-0.2430712615801,0.0763780936866205,0.0764329690816287,0.0896133637203398,0.0697253890825986,0.0186400696636233,-0.136007984078133,-0.135781445035939,-0.0151878565129443,-0.0153083166233267,0.136007984078133,-0.0186056761658045,-0.0624524694880597,-0.0697249131448227,-0.0697249131448227,-0.0510891876911837,-0.154873450274107,-0.0855356971684915,0.119668966093887,0.119689133580058,0.0965762170444912
