"","miR200a","miR200c","CDH1","GSC","miR34a","miR141","CLDN7","miR205","NP63","TWIST1","FOXC2","TCF3","OVOL2","ZEB1","GRHL2","SNAI1","TGFbeta","miR101","KLF8","TWIST2","SNAI2","ZEB2","miR200b"
"OVOL2",0.0334436843838554,-0.00830312883182234,-0.102203825993202,-0.0290132623371013,0.0232297303443844,0.0326881586642244,0.0326881586642244,-0.00976472408523447,-0.00990841621673978,-0.0379891852361605,-0.00186324015974714,0.0379819915090905,-0.0896045927231457,-0.0327670979163259,0.00853751527655365,0.105668315688207,0.0290780220372777,0.0674355947653005,0.0675375874613074,0.0928792404768528,0.0835205908010348,-0.0343998379849742,0.0637005360413716
"miR34a",-0.0474772044855625,0.0371673448180642,-0.00429324725767407,0.000741189339753958,-0.0306243243524542,-0.00408771457808363,-0.00408771457808363,-0.0157383761803968,-0.0156115950953778,-0.0837817299576254,0.0236022380357672,0.084184050979883,0.0235123689676635,0.00412222006683603,0.00555256479947193,0.06094985381524,-0.000859454700674497,-0.0288902481533958,-0.0289507506119084,0.137043090481056,0.0250448109821923,0.0126416970970193,0.0100132003538958
"NP63",0.0233268547782,-0.0359302826862157,-0.141640474026355,-0.104886244891178,0.0579726308800493,0.0492594211675264,0.0492594211675264,0.147417759585769,0.0475467363699483,-0.0182635371003458,-0.0901973982370104,0.0187504663048785,0.0656518207026058,-0.0492638318495196,-0.168961348497613,-0.0883376158594025,0.104795527194381,0.0766696367301987,0.0766531884600085,0.0662355569712337,0.0718357968046319,0.0329617866456751,0.12466471686099
"GRHL2",-0.124253701773671,0.0936190856884049,0.0886406259081827,0.132875926689239,-0.0970804625257838,-0.115532478257858,-0.115532478257858,-0.0693183415106685,-0.0698095159904228,0.0575633713146145,-0.01254037938808,-0.0573321440760458,-0.0463906074469566,0.115532259901513,0.099022286709996,-0.0910440989813466,-0.132850981706783,-0.0806787568364306,-0.0807201318969526,-0.0954250126851631,-0.0965916212303952,0.0457683297048028,-0.144375003294054
"ZEB1",-0.0330982425674422,-0.000538124074138048,0.0102251678336566,0.0316459938009345,-0.00599898884528506,-0.0247079674077656,-0.0247079674077656,-0.0280620672824826,-0.0277028305886098,0.0921591141879275,-0.0814022354930575,-0.0920251054022394,0.0296738068245358,-0.0752579492124719,0.0271985769589775,-0.100385178127053,-0.0316530830314785,0.00452338315669682,0.00450501363540655,-0.0961676872811569,-0.0272172137734583,0.0502825323816073,-0.00077368335801843
"TCF3",-0.0961606289852521,-0.056301408892216,0.18582799295187,0.00111935934605039,-0.0641049749518999,-0.0378475223477088,-0.0378475223477088,-0.040036231884058,-0.0372616654100695,0.0217456437488598,0.0781100853109357,-0.0189866892474077,0.0381166154695805,0.0383046777439711,0.0403899144617562,0.0983090030305883,-0.000593711348950516,-0.0744095516512337,-0.0750502907363179,-0.0734641180493699,-0.0582660786472818,0.159035213889172,0.0158674169049381
"KLF8",-0.0961606289852521,-0.056301408892216,0.18582799295187,0.00111935934605039,-0.0641049749518999,-0.0378475223477088,-0.0378475223477088,-0.040036231884058,-0.0372616654100695,0.0217456437488598,0.0781100853109357,-0.0189866892474077,0.0381166154695805,0.0383046777439711,0.0403899144617562,0.0983090030305883,-0.000593711348950516,-0.0744095516512337,-0.0750502907363179,-0.0734641180493699,-0.0582660786472818,0.159035213889172,0.0158674169049381
"CLDN7",-0.0961606289852521,-0.056301408892216,0.18582799295187,0.00111935934605039,-0.0641049749518999,-0.0378475223477088,-0.0378475223477088,-0.040036231884058,-0.0372616654100695,0.0217456437488598,0.0781100853109357,-0.0189866892474077,0.0381166154695805,0.0383046777439711,0.0403899144617562,0.0983090030305883,-0.000593711348950516,-0.0744095516512337,-0.0750502907363179,-0.0734641180493699,-0.0582660786472818,0.159035213889172,0.0158674169049381
"CDH1",-0.0966213215101443,-0.05623134966032,0.0855579505978591,0.000593711348950516,-0.0646771603823635,-0.0383046777439711,-0.0383046777439711,-0.0372616654100695,-0.0382888867762739,0.0205504246253538,0.0796334738048721,-0.0217456437488598,0.0380350665052524,0.038235691204368,0.0404840611357815,0.0984691870368314,-8.83611842513727e-05,-0.0745421905176567,-0.0744095516512337,-0.0733167289421268,-0.0583676908239822,0.159124278928917,0.0158925622301263
"TGFbeta",-0.0219268733982582,-0.134667331813081,-0.00219191425836991,-0.221314568325289,-0.105447114550259,0.111383713397996,0.111383713397996,0.0996844629669874,0.0999461146431934,-0.0893842396405226,0.048465928566367,0.0896542462205149,-0.0862997831340538,-0.111323844560497,-0.118232260808693,0.240854822638626,0.121236810867741,-0.116165178694987,-0.116164486226962,-0.00600265274498908,-0.0057430389436157,0.16656213817568,0.155554063988212
"ZEB2",-0.274295292066886,-0.251840179286998,-0.251187668839696,-0.0810387106369158,-0.0413577718572142,-0.0276277589551833,-0.0276277589551833,-0.0206940289642556,-0.020686281830695,-0.0116625594618368,-0.00684373229353212,0.0114693368661591,0.0159705475585694,0.0275872521537231,0.0307598787182163,0.0390058831638353,0.0811366236728973,0.100597275214648,0.100655942570739,0.100952894185772,0.123879029320939,0.218638131584451,0.259333878341373
"SNAI1",-0.0636596054080265,-0.179076585744832,0.112591815271163,-0.0298294114023134,-0.109570386258726,0.112137964486703,0.112137964486703,0.100248580221182,0.100388251870288,-0.189407556784078,0.11570934825353,0.189460183253659,-0.0858775541530911,-0.112093568256136,-0.119678572616849,0.151194962612268,0.0299271837157703,-0.222817302662587,-0.222813246993854,-0.10980550172272,-0.110474175839161,0.274898999472923,0.0827191357876846
"miR205",-0.147075409963913,-0.116084654625027,-0.1063201524664,-0.00585711117796228,-0.0147209879689923,-0.0262254689097518,-0.0262254689097518,-0.0260020813756619,-0.0262894661739971,0.0907473776056637,-0.0886102849109828,-0.0906608902287023,0.0264641089988703,0.0262770210643834,0.0277971187081903,-0.0896791502753401,0.00579839034000005,0.0236325325663837,0.0235787119267943,-0.0766875049255594,0.0100161588644844,0.275914105370635,0.117043239338584
