"","ZEB2","OVOL2","NP63","CDH1","SNAI2","miR34a","TCF3","miR200b","CLDN7","miR200c","FOXC2","GSC","TGFbeta","miR200a","ZEB1","miR141","GRHL2","TWIST1","miR101","KLF8","miR205","SNAI1","TWIST2"
"CLDN7",-0.00820837460544924,-0.0624402313132822,-0.0544108653765603,-0.000226234655384472,0.0399997642000088,-0.0100620432354108,-0.103612027215735,-0.0233794674030207,-0.0359225066037142,-0.0148853758210987,0.0248212378009809,0.0170895241260872,0.0171257757120941,0.0148853758210987,0.0357945030927608,0.0359225066037142,0.0394794540045261,0.1053545247956,-0.0370973093637241,-0.0376188411771647,0.0536594202898551,0.0331696808415191,-0.0308096042187187
"miR200a",-0.00786120836824289,-0.0599853196229956,-0.0485952857314556,-0.066986394885446,-0.0248918226329283,-0.0918155483594526,0.108522204070178,0.0257576851765431,0.00524652022415559,0.00613953902218819,-0.0505154802406679,-0.102123719494378,-0.102169169907977,-0.00613953902218819,-0.00504006590412684,-0.00524652022415559,0.00391250009635061,-0.108837213609199,0.0406540390750079,0.0410070522949928,0.0491177666271371,-0.0744725737392952,0.0389935337653195
"miR200c",-0.00385400609865928,0.0650878735947703,0.0559552178204793,0.0534558654561922,-0.126991555181778,-0.00298939353232327,0.135563491623402,0.0410880889679495,0.00625257956676703,0.00543995503254976,-0.0333156165837423,-0.118718277435725,-0.118770545411363,-0.00543995503254976,-0.00635859665002503,-0.00625257956676703,-0.0152124937097189,-0.135766103392631,0.129043092148188,0.129080914993186,-0.0559587721122866,-0.132912062918126,0.0471380459742072
"miR200b",-0.00385400609865928,0.0650878735947703,0.0559552178204793,0.0534558654561922,-0.126991555181778,-0.00298939353232327,0.135563491623402,0.0410880889679495,0.00625257956676703,0.00543995503254976,-0.0333156165837423,-0.118718277435725,-0.118770545411363,-0.00543995503254976,-0.00635859665002503,-0.00625257956676703,-0.0152124937097189,-0.135766103392631,0.129043092148188,0.129080914993186,-0.0559587721122866,-0.132912062918126,0.0471380459742072
"miR141",-0.00328126915069702,-0.0844756188783361,-0.0749551691099969,-0.00251164550540335,0.11485158957242,-0.0116004147313201,-0.145134593564915,-0.0791424178481874,-0.0239917144862109,-0.0110763512287439,0.0338235778093118,0.131843631745184,0.131835677922804,0.0110763512287439,0.0239794388239389,0.0239917144862109,0.0320707738333004,0.145360868022522,-0.125105187527381,-0.125586077985218,0.0749302890673454,0.146306066282792,-0.0309773054848544
"miR205",0.00356725926530861,0.0622708913433787,0.0529863634667725,0.0413895226737739,-0.0777902019795533,-0.00583824343987372,0.019946928470856,0.00879551191899435,0.00308993547939086,0.000615057808404077,0.0827174747044215,-0.00681060478316536,-0.00681536593218932,-0.000615057808404077,-0.00330732408325914,-0.00308993547939086,-0.0116052673025461,-0.0198686779869385,0.0825467556882968,0.0823277182015955,-0.0533530268301657,-0.0924070979400724,-0.0117436748393175
"CDH1",0.00819056159750018,0.0624006218163229,0.0545649485814909,-0.0999547410976547,-0.0403590732372072,0.0101044273413711,0.1053545247956,0.0233809465397964,0.0357945030927608,0.0149851571513749,-0.0254126709809797,-0.0171257757120941,-0.0171932921308596,-0.0149851571513749,-0.0357158905243759,-0.0357945030927608,-0.0394502360712079,-0.104807380041284,0.0367835052163332,0.0370973093637241,-0.0544108653765603,-0.0334654051607371,0.0305288630620651
"FOXC2",0.0107448541182598,0.0728248319851489,0.0651297988273232,0.0688611563010271,-0.0909286262712081,0.00131823317662258,0.0380669626794819,0.0190195596143158,0.0126809507790957,0.005222873864308,0.0755479942295876,-0.0247286810927033,-0.0246776612383813,-0.005222873864308,-0.0128658706683988,-0.0126809507790957,-0.0239475593466175,-0.0379824651580758,0.0952051958753537,0.0953267233559692,-0.065604182129031,-0.104968451907976,-0.00682868927680275
"TGFbeta",0.0154946001602583,-0.0104145161826133,-0.0121313131985362,0.0222089747049295,0.0309725806696485,0.0966294485742485,-0.14250739809772,-0.0857130501272994,-0.0125528795528323,-0.0139106406776367,0.0554441806097474,0.197721881682388,0.0977666248004184,0.0139106406776367,0.0125554527120371,0.0125528795528323,0.0141042013251662,0.14211940544916,-0.0706187021571665,-0.0705390683342582,0.0121231365836547,0.112238235904177,-0.0874617117179759
"TWIST1",0.0186642139920035,0.0733931924733997,0.0726017150958608,0.139600954165071,0.00342990382030101,0.047072466195371,-0.184347463119438,0.00844327168891009,0.0646071372550605,0.0109004713342199,0.0989132398457429,-0.0153091288560852,-0.0152567989205419,-0.0109004713342199,-0.0647005517203583,-0.0646071372550605,-0.0706003057732918,0.0840002607535598,-0.00124484186624675,-0.00127372201363509,-0.0728020450510812,-0.00269902190989932,-0.0691111635540844
"GRHL2",0.0294716290379088,0.214035076186486,0.0578472419247697,0.084596265036345,-0.0702889670375079,0.000515157773681353,0.0738934898210412,0.0777285857798579,0.0169646544972114,0.00613967987819642,0.00721145454058933,-0.155083963568681,-0.154812894759333,-0.00613967987819642,-0.0170378038726031,-0.0169646544972114,0.00801248695794336,-0.0734281450034217,0.0787690519170702,0.0787716928783802,-0.0588209128899362,-0.107612270788668,0.0428761128862135
"TWIST2",0.0616074692883382,0.0847376051894992,0.0838088093683652,-0.105111009720859,-0.0786835121800141,-0.0167236772493107,0.235359564568506,0.0258511214252823,0.0737619416854625,0.00629061732486993,-0.0427620915744726,-0.0251960193286369,-0.0252519610182942,-0.00629061732486993,-0.0738128449767424,-0.0737619416854625,-0.0799970069455481,-0.23516293575526,0.0885768466670458,0.088535134015077,-0.0837968277857693,-0.108036385542118,0.0925821534248932
"GSC",0.0788002809432865,0.0927748713132828,0.0964358662664026,0.0573931457564478,-0.029697838816588,0.0882412410933967,-0.192138888304833,0.0114761955401656,0.0927354249326045,0.00509383430931142,0.148360089822508,-0.0259806716206459,-0.025949500122397,-0.00509383430931142,-0.092833886471066,-0.0927354249326045,-0.101514116953882,0.192082984905906,-0.0710458670417782,-0.0711754562537199,-0.0966580927458371,0.0728944190647952,-0.0264191932811542
