"","SNAI2","ZEB2","TWIST2","KLF8","miR101","OVOL2","SNAI1","miR141","CLDN7","GRHL2","FOXC2","CDH1","TCF3","miR205","NP63","miR200a","miR200c","GSC","TGFbeta","miR200b","TWIST1","ZEB1","miR34a"
"SNAI1",-0.0559022021666069,-0.0266713799810824,-0.107701128042789,-0.155902809552132,-0.155588651212585,0.203781809197387,0.0497167498075764,0.165945296128024,0.165945296128024,0.163337305616319,0.0434436973792911,0.194067197821085,0.208097170017661,0.032412011197226,0.032251511319745,0.0692448436902102,-0.0692448436902102,-0.0222367268766994,-0.0222252127719211,-0.0929987913503363,-0.207960749946028,-0.165878972020099,-0.225603495424222
"miR141",0.0480212184306443,-0.0164229171381588,0.0478190368727325,-0.0729889891809281,-0.0733762230701973,-0.205100116062505,0.213641321186407,-0.169882216206586,-0.169882216206586,-0.166358299475085,0.116194051019805,-0.0253494820343267,0.13611328218232,-0.0637722456568961,-0.0637722456568961,-0.0890144976933085,0.0890144976933085,-0.0947435500859565,-0.0947799104168355,0.108119372215551,-0.136168002149192,0.16971816871986,0.0557765147743218
"OVOL2",-0.140804493786802,-0.00589161833443349,-0.0950254841725265,-0.0966197357133135,-0.0963971064951478,-0.00783426245672484,-0.180835472804612,-0.204412805024264,-0.204412805024264,-0.2095165139142,-0.136937159644258,-0.117444442244714,-0.0769341627959041,0.219910163046626,0.219984710092294,-0.205314524441647,0.205314524441647,0.193326418730592,0.193274748757047,-0.00752092330898435,0.0769503486818115,0.204437668850657,0.22578442144479
"miR200c",0.0862980991679876,-0.00360010425430134,-0.0387204616763396,-0.0230519930729173,-0.0230375843700608,0.236893306010892,0.141742121921932,0.205548883434568,0.205548883434568,0.197554215997264,0.0798216957815693,0.0755604969404047,0.138400917772688,0.0710104622845357,0.0709251592811591,0.100553436268256,-0.100553436268256,-0.0952180490091473,-0.0950203397099927,-0.0781767465729571,-0.138390565346523,-0.205541518037204,-0.214165750794019
"miR200b",-0.0862980991679876,0.00360010425430134,0.0387204616763396,0.0230519930729173,0.0230375843700608,-0.236893306010892,-0.141742121921932,-0.205548883434568,-0.205548883434568,-0.197554215997264,-0.0798216957815693,-0.0755604969404047,-0.138400917772688,-0.0710104622845357,-0.0709251592811591,-0.100553436268256,0.100553436268256,0.0952180490091473,0.0950203397099927,0.0781767465729571,0.138390565346523,0.205541518037204,0.214165750794019
"miR205",0.0302379888850185,0.0189193270376081,-0.088063373052575,0.0481366263362838,0.0484157426764804,0.221763674307179,-0.105238663003277,0.179812731577176,0.179812731577176,0.172804764841946,-0.0970205471658206,0.026193341935821,0.00156792977751871,0.0709195833848088,0.0708601244610153,0.0948656037392886,-0.0948656037392886,0.00412872143656393,0.00429218755305338,-0.0885882178705673,-0.00152262686577702,-0.179693478400197,-0.177132515678867
"KLF8",0.0205222080814482,0.0362131611380928,0.0296211928426776,0.0323446692865048,0.0336112465477178,0.0278775470071804,-0.051667825165226,0.0124884976252186,0.0124884976252186,0.0127653292763247,-0.0410004811247248,-0.022394555945776,0.0273151201830228,0.00601449275362319,0.00560986847616654,0.0245407289240929,-0.0245407289240929,0.00697543380175921,0.0064316600116559,0.0158820395551725,-0.026589079524746,-0.0124482679503475,0.0163951373719675
"CLDN7",0.0205222080814482,0.0362131611380928,0.0296211928426776,0.0323446692865048,0.0336112465477178,0.0278775470071804,-0.051667825165226,0.0124884976252186,0.0124884976252186,0.0127653292763247,-0.0410004811247248,-0.022394555945776,0.0273151201830228,0.00601449275362319,0.00560986847616654,0.0245407289240929,-0.0245407289240929,0.00697543380175921,0.0064316600116559,0.0158820395551725,-0.026589079524746,-0.0124482679503475,0.0163951373719675
"miR200a",0.0578302916827086,0.0386961455571313,-0.0548828506679153,-0.0366726015031539,-0.0368166885317191,0.216047114622886,0.126074404756663,0.188319776636152,0.188319776636152,0.183141105459477,0.0678223002596577,-0.00551981751054659,0.127199174786779,0.0660899052824207,0.0658908649412087,0.11034865174729,-0.11034865174729,-0.0842365017355133,-0.0843489915091702,-0.0241158212326797,-0.127230232065274,-0.188400349619428,-0.195484201737255
"GRHL2",-0.0413602091201067,0.060743319953755,-0.051165812887101,-0.00347200015547244,-0.00343062509495041,0.24359141851504,-0.137303998635319,0.0560801798332049,0.0560801798332049,0.0208216751896947,-0.114817030757816,-0.065903013134685,-0.0498714587761995,0.060620681720531,0.0604488574325604,0.0891397264172521,-0.0891397264172521,0.130520085109746,0.130409772853999,-0.083832326180484,0.0497587354973973,-0.0561341138502848,-0.0414155012881153
"FOXC2",0.012252825873494,0.0703613252612714,-0.102492199179187,0.0427707175202906,0.0430017908989257,0.209538541627208,-0.124785860323102,0.159115102634761,0.159115102634761,0.153945082097614,-0.108618145020384,0.021291693105524,-0.00891130417975289,0.072048877862765,0.0718591245420818,0.197726464181337,-0.197726464181337,0.0102971422512702,0.0102244118206409,-0.165996721901926,0.00893383685212783,-0.159035608337521,-0.151887929774451
"TGFbeta",-0.00375742612613034,0.0741769363787507,0.0281393522869951,0.106364480288093,0.106200365366099,-0.0621815415220202,-0.215423250846395,-0.0568534542752134,-0.0568534542752134,-0.054442486957253,-0.0867824724033038,-0.0859622656608039,-0.186979716163107,-0.0133386364614558,-0.0127689989580488,0.0065218098187502,-0.0065218098187502,0.0223702169616294,-0.0772105878063363,-0.019185258319088,0.186659792400259,0.0571116279154274,0.196540075377937
"GSC",0.0674909748044399,0.0777285101069099,0.0606171529513402,0.181985474834228,0.181576245743885,0.0471530227195463,-0.20921878319015,0.00714987131038629,0.00714987131038629,0.0105997387888597,-0.113769924805121,-0.12130629058424,-0.332767004539961,0.00513914447901726,0.00556252423725017,0.035740570164819,-0.035740570164819,0.0139729445340441,0.0141000753504318,0.0471096828984541,0.33243318138637,-0.00704199800721887,0.100736453660088
