"","miR200a","GSC","miR200b","miR200c","CDH1","ZEB1","CLDN7","miR205","GRHL2","SNAI1","miR34a","TCF3","TWIST1","miR101","KLF8","TWIST2","NP63","OVOL2","miR141","FOXC2","SNAI2","TGFbeta","ZEB2"
"CLDN7",0.0311924792682213,0.0037146726250931,0.00101396920365988,-0.0120380852235218,0.073087609200434,0.0430443140656505,0.0412559221554724,0.0542028985507246,0.0347897594870127,-0.0492843749005515,-0.0451556245387496,0.094327034495053,0.0959727266538139,-0.03852880564425,-0.0398847883591956,-0.00967179997130306,-0.0588849794755801,-0.0708592828502849,-0.0412559221554724,0.0623884053199054,-0.0309836080988149,-0.00485659758431007,-0.0233418067043577
"CDH1",0.0328632857985909,0.00485659758431007,0.00091782531323433,-0.0124435795657081,-0.0274989038421379,0.0422886708062771,0.0430443140656505,0.0588849794755801,0.0358513443975733,-0.049017401556813,-0.0465490020221933,0.0959727266538139,0.0952130984997635,-0.0390561260156389,-0.03852880564425,-0.0109000425316624,-0.0571130226188775,-0.0718728199783633,-0.0430443140656505,0.0629798384999042,-0.0309595144899065,-0.00460903738217,-0.0229677335374276
"GRHL2",0.00340128170237564,0.128125776103607,0.067240992476864,-0.00310674071587971,0.0771157562766314,0.00531189346163456,0.00545360672918441,-0.0400386032992835,0.0191468125118367,-0.000119666127997964,-0.00388030158538371,0.00414857908800677,0.00381329959208215,-0.0458774157735986,-0.0456775830344815,-0.0594443380321761,0.0404672962197757,0.174118246961161,-0.00545360672918441,-0.0382162483533729,-0.0555661444440295,-0.128182872396783,0.00432498689656057
"SNAI2",-0.0322674371572004,-0.00460903738217,-0.00110592320156936,0.0121610410080534,0.0272354893081435,-0.0426809930143879,-0.0422886708062771,-0.0571130226188775,-0.0353764374536637,0.0491158044029261,0.0459306213488968,-0.0952130984997635,-0.0953196454711091,0.038949990258988,0.0390561260156389,0.0104879144041054,0.0581466353803327,0.0714524231721693,0.0422886708062771,-0.0624719011836973,-0.0690434257752149,0.00486111106524659,0.0233102660899135
"KLF8",-0.0311924792682213,-0.0037146726250931,-0.00101396920365988,0.0120380852235218,-0.073087609200434,-0.0430443140656505,-0.0412559221554724,-0.0542028985507246,-0.0347897594870127,0.0492843749005515,0.0451556245387496,-0.094327034495053,-0.0959727266538139,0.03852880564425,0.0398847883591956,0.00967179997130306,0.0588849794755801,0.0708592828502849,0.0412559221554724,-0.0623884053199054,0.0309836080988149,0.00485659758431007,0.0233418067043577
"NP63",-0.0072564685831124,0.0761733804550258,0.0383794330131699,-0.0652613665945278,-0.0884280412914441,0.0477474498804669,0.0481250721157327,-0.100323429685595,0.123988631851758,-0.059475258150746,-0.0517436951009919,0.109791429777488,0.109600697139768,-0.038580323086721,-0.0384048748713583,-0.00816729341789123,0.00112416055403879,0.115228540725706,-0.0481250721157327,0.0657260811526536,-0.0288264108756879,-0.0759765401695219,0.107476971292733
"TGFbeta",-0.106219105323391,-0.235192134960098,-0.118304165479657,-0.0320394661330553,-0.0211005865142879,-0.0772676213637485,-0.0768053104266211,-0.0749013492559576,-0.0708155193806119,-0.0216374842710817,-0.019858648505605,0.0249451938649647,0.0250314144535337,0.0363195598962764,0.0364545911612078,0.102508024249489,0.0763050014772713,0.0798434538787562,0.0768053104266211,0.10245243513211,0.0885801051214104,0.135500992794271,0.14501213533034
"miR101",-0.0917076222799763,-0.0409426443251792,-0.0272653233646845,-0.0524908035195979,-0.0299571855586137,-0.0332912084121947,-0.0335753124298606,-0.0616048986432127,-0.0222540991379105,-0.00496039189810324,0.0247825425412637,0.033623912881825,0.0338890722502438,0.018735190192424,0.118579675398581,-0.0617536905751662,0.0607834625735087,0.0818678396877676,0.0335753124298606,-0.0711925766646499,-0.0695544236951205,0.041015588677861,0.153189443988312
"miR34a",-0.144513093610441,-0.0372072003473117,-0.0408457355056348,0.0157857411500245,-0.00492075846183093,-0.067223085287117,-0.0670091512568521,-0.0720632597613948,-0.0604330441065675,-0.114692563928311,-0.0238970584630254,0.0857825788298955,0.0858935910884832,-0.0272098208999905,-0.0271022609737459,-0.0174716723802029,0.0726555355764836,0.080705335979136,0.0670091512568521,0.161836858702519,0.0628058538382358,0.0374045104137454,0.159233265241466
"miR200c",-0.106394298408075,0.0435943861526287,-0.0652569202595506,-0.0813577265948171,-0.0841942961599912,-0.0216896286799222,-0.021657711958015,0.0326474873494722,-0.025885347018999,0.0579793666758753,0.00566967057690764,-0.0671218625228703,-0.0670286906873851,0.0167314105635006,0.0166773779277886,0.00772836610678874,-0.0322956124605439,-0.0558632925275071,0.021657711958015,-0.0948865481768527,-0.0523664436355671,-0.04354666321835,0.186252204114615
"TWIST1",-0.0669342236994161,-0.0659312008924383,-0.0840120726515368,-0.121332622341516,-0.144336632922662,0.0612540379212409,0.0616179471130022,0.072968609099662,0.0560321852221688,-0.027329597880207,-0.0537142271543019,0.187846615536509,0.0876595347323067,-0.0136065910829079,-0.0134143887227028,-0.0161183617628431,-0.0718609022884436,-0.0826400387103813,-0.0616179471130022,0.231203970086008,-0.00663883107285421,0.0661771829247826,0.210113294189963
"ZEB2",-0.348571308326615,-0.254362406157974,-0.253096295910017,-0.234191907621202,-0.203529469100513,-0.126544388014418,-0.126082610477772,-0.116090421283382,-0.110052995246306,-0.0987282468254417,0.0866248001909616,0.0881425961036393,0.0885339124528688,0.105947372042059,0.106019960465697,0.108421111903833,0.117229249916788,0.122396503021137,0.126082610477772,0.144818818729525,0.168297190416217,0.255156179135208,0.283942853064236
"miR141",-0.169179729924957,-0.195846836741074,-0.121128552383266,-0.12905880130109,-0.0492901795953087,-0.0355626638590651,-0.0356825189616115,-0.0766092098301763,-0.0185921262128373,-0.0893671376029725,0.0296770246263082,0.101640327080162,0.101973083635466,0.00745353656363543,0.00733826694078323,0.019852265640769,0.0762715521084773,0.0998624349858633,0.0356825189616115,0.149730586574477,0.106182063663573,0.196209303789524,0.315550238390408
