"","FOXC2","TGF","TGFR","CDC42","MEK","SOSGRB2","PAK1","ERK","EGR1","cfos","SNAI1","HEY1","SMAD","ILK","SHH","AKT","IKK","TWIST1","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.326666666666667,0.26,0.2,0.26,0.1,0.2,0.258333333333333,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0.293,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.272727272727273,0.2,0.2,0.2,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.326666666666667,0.26,0.2,0.26,0.1,0.2,0.258333333333333,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.0333333333333333,0.293,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,-0.405555555555556,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.272727272727273,0.2,0.2,0.2,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.2,0.269230769230769,0.2,0.1,0.1,0,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"NFB",0.543623370874367,0.574761539445084,0.529191919191919,0.469191919191919,0.347589169000934,0.495928792569659,0.405555555555556,0.284190476190476,0.142857142857143,0.210857142857143,0.323971886243663,0.198011573050273,0.202516578330696,0.18578795379538,0.281035559863977,0.367709137709138,0.321042471042471,0.568179271708683,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.408721314527766,0.362914862914863,0.307359307359307,-0.41529304029304,0.474843833722237,0.474843833722237,0.699777985961434,-0.61265624380123,0.430710166862068,0.394391758901869,0.394391758901869,0.394391758901869,-0.730857473036303,-0.253917259211377,-0.479293751915583,0.465961828028842,0.409947181407856,0.439530455479823,0.376239316239316,0.40957264957265,0.376239316239316,0.331623931623932,0.331623931623932,0.277777777777778,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159531272477971,-0.2557343550447,-0.320912147961328
"cMet",0.427958860759494,0.425886524822695,0.383333333333333,0.35,0.709090909090909,0.652380952380952,0.3,0.66,0.5,0.6,0.44553609241388,0.255727554179567,0.24844980416409,0.232086167800453,0.234772727272727,0.425,0.4,0.411684570111536,0.366666666666667,0.17,0.15,0.247394344785649,0.3,0.420124780035194,0.379699248120301,0.342857142857143,-0.33015873015873,0.475613275613276,0.475613275613276,0.525270414905451,-0.202957256266865,0.465193171608266,0.41047619047619,0.41047619047619,0.41047619047619,-0.347409589927742,-0.313536866359447,-0.48428483201581,0.173207907583154,0.086969696969697,0.135354800238521,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.138644032551596,-0.197272727272727,-0.545185185185185
"MEK",0.409140838451183,0.426315119266889,0.37595015576324,0.313333333333333,0.505215211543165,0.598666666666667,0.246666666666667,0.546881878209831,0.4,0.472413793103448,0.329497267679198,0.230809840565938,0.232382434428826,0.214301253617018,0.280663880852888,0.363037942449707,0.321861471861472,0.462006914653973,0.264285714285714,0.225333333333333,0.173333333333333,0.325277697151392,0.214285714285714,0.405953413982611,0.358508158508159,0.296969696969697,-0.428646580583453,0.480911753319214,0.480911753319214,0.749467038841374,-0.551541994956629,0.325599400599401,0.282742257742258,0.282742257742258,0.282742257742258,-0.646409458525543,-0.291300294491784,-0.487744550677753,0.434671646065123,0.37034965034965,0.403630753871815,0.327692307692308,0.368770702981229,0.326113360323887,0.27,0.268421052631579,0.2,0.2,0.392785190253545,-0.2,-0.133333333333333,0.1,0.026851030529279,-0.25648087431694,-0.424119121332744
"SMO",0.431379310344828,0.52490990990991,0.481666666666667,0.44,0.420745920745921,0.424561403508772,0.4,0.369230769230769,0.2,0.3,0.363364055299539,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.236857142857143,0.192857142857143,0.284858387799564,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.323787878787879,0.278787878787879,0.233333333333333,-0.413888888888889,0.482485875706215,0.482485875706215,0.458517788724685,-0.399283850088736,0.393381037567084,0.353846153846154,0.353846153846154,0.353846153846154,-0.446083963266817,-0.335225292506846,-0.492374924653406,0.302911242507563,0.344444444444444,0.275091693635383,0.3,0.241111111111111,0.196666666666667,0.25,0.15,0.2,0.1,0.366472607851918,0,-0.3,0.1,0.319191970819878,-0.290833333333333,-0.352857142857143
"SRC",0.413043884220355,0.404188311688312,0.369642857142857,0.345833333333333,0.506822946445588,0.43,0.333333333333333,0.474747474747475,0.4,0.463636363636364,0.319159798913539,0.137330354187355,0.128064248458985,0.119956140350877,0.102788671023965,0.213247863247863,0.191025641025641,0.262282430213465,0.183333333333333,0.0533333333333333,0.0333333333333333,0.115603975535168,0.15,0.200952380952381,0.168809523809524,0.145,-0.354328165374677,0.484853249475891,0.484853249475891,0.214869224211424,-0.110261936835803,0.312248644138507,0.278915310805173,0.278915310805173,0.278915310805173,-0.27611882126588,-0.166320346320346,-0.49604157517201,0.0820608669283964,0.0344262295081967,0.0612554978008796,0,0.0344262295081967,0,-0.05,-0.05,-0.1,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.0820357541009715,-0.0792592592592593,-0.440534376018247
"TWIST1",0.536864045556844,0.523935454616862,0.485438871473354,0.440438871473354,0.517580860002049,0.522361086663146,0.381818181818182,0.462356979405034,0.3,0.391304347826087,0.480476216099871,0.245160489228286,0.23981893684864,0.221667121667122,0.459576339684039,0.465679518221891,0.421611721611722,0.465609313137917,0.369230769230769,0.391555555555556,0.355555555555556,0.410983649591069,0.3,0.422275439445251,0.381709401709402,0.335555555555555,-0.404315196998124,0.488073160880178,0.488073160880178,0.731772253927157,-0.658642259734095,0.464641470790778,0.429709963941463,0.429709963941463,0.429709963941463,-0.827641025036929,-0.403797506682753,-0.496082171680117,0.470532602683722,0.418854803675856,0.446553304236338,0.385254803675856,0.417916244511989,0.384582911178656,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.396779183640449,-0.428541856925419,-0.464543473239125
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.405238095238095,0.328421052631579,0.2,0.326666666666667,0.2,0.26,0.299871794871795,0.171014492753623,0.0847619047619047,0.0714285714285714,0.151206636500754,0.144444444444444,0.0888888888888889,0.342152542372881,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.192718894009217,0.231428571428571,0.16,-0.46207729468599,0.52133655394525,0.52133655394525,0.48895233306998,-0.483824412443246,0.32635046113307,0.272727272727273,0.272727272727273,0.272727272727273,-0.572694963214488,-0.279580285614768,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.2,0.1,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.294518125552608
"ERK",0.44589297520332,0.464227207178977,0.426315119266889,0.37595015576324,0.560089863353749,0.662744336569579,0.313333333333333,0.505215211543165,0.472413793103448,0.546881878209831,0.361673193605124,0.25231154705058,0.247883954185665,0.232382434428826,0.307233929162066,0.395148034192826,0.363037942449707,0.496264889688648,0.321861471861472,0.25648087431694,0.225333333333333,0.353289745344164,0.264285714285714,0.44224150262527,0.405953413982611,0.358508158508159,-0.47438301469198,0.522644036783781,0.522644036783781,0.788330880139841,-0.593584313263897,0.36487332799214,0.325599400599401,0.325599400599401,0.325599400599401,-0.690865345926848,-0.319728995672529,-0.530636707540498,0.46071331273179,0.40518674308148,0.434671646065123,0.37034965034965,0.403630753871815,0.368770702981229,0.327692307692308,0.326113360323887,0.27,0.268421052631579,0.433272995131594,-0.214285714285714,-0.173333333333333,0.2,0.0470314138438224,-0.280663880852888,-0.462280681221323
"FUS",0.472168784029038,0.566399271612038,0.52490990990991,0.481666666666667,0.472470058676955,0.474561403508772,0.44,0.420745920745921,0.3,0.369230769230769,0.392609338318407,0.144879757923236,0.146543778801843,0.134285714285714,0.349419191919192,0.275318681318681,0.236857142857143,0.320984042249826,0.192857142857143,0.290833333333333,0.253333333333333,0.265818193408555,0.15,0.36469696969697,0.323787878787879,0.278787878787879,-0.461429872495446,0.527271151779834,0.527271151779834,0.494603964667235,-0.437831336122255,0.42787885416097,0.393381037567084,0.393381037567084,0.393381037567084,-0.489097661896954,-0.36030890454698,-0.53692938009895,0.326280807724955,0.379059829059829,0.302911242507563,0.344444444444444,0.275091693635383,0.241111111111111,0.3,0.196666666666667,0.25,0.15,0.404360806609682,-0.1,-0.333333333333333,0.1,0.33714817519944,-0.324166666666667,-0.395125184094256
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.456624907885041,0.384722222222222,0.242857142857143,0.393913043478261,0.36,0.32,0.321709682722341,0.084807596201899,0.0970558115719406,0.0825396825396825,0.162012857711782,0.170175438596491,0.133333333333333,0.362155844155844,0.0833333333333333,0.10952380952381,0.0761904761904762,0.210173611111111,0.0333333333333333,0.21974358974359,0.178205128205128,0.116666666666667,-0.509936507936508,0.560496175871478,0.560496175871478,0.53767687300534,-0.531877013204303,0.377148095010362,0.33202614379085,0.33202614379085,0.33202614379085,-0.61156514130266,-0.314112554112554,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.364715211264676,-0.138556067588326,-0.327482517482517
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.456624907885041,0.384722222222222,0.342857142857143,0.393913043478261,0.26,0.32,0.321709682722341,0.084807596201899,0.0970558115719406,0.0825396825396825,0.162012857711782,0.170175438596491,0.133333333333333,0.362155844155844,0.0833333333333333,0.10952380952381,0.0761904761904762,0.210173611111111,0.0333333333333333,0.21974358974359,0.178205128205128,0.116666666666667,-0.509936507936508,0.560496175871478,0.560496175871478,0.53767687300534,-0.531877013204303,0.377148095010362,0.33202614379085,0.33202614379085,0.33202614379085,-0.61156514130266,-0.314112554112554,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.328148148148148,0.365985985985986,0.328148148148148,0.28,0.28,0.2,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.364715211264676,-0.138556067588326,-0.327482517482517
"TGF",0.539021739130435,0.554047619047619,0.593333333333333,0.526666666666667,0.629106098579783,0.653947368421053,0.46,0.564661654135338,0.4,0.485714285714286,0.453801652892562,0.240941328175371,0.239960899315738,0.220606060606061,0.272514367816092,0.382581453634085,0.34047619047619,0.468888888888889,0.283333333333333,0.203333333333333,0.153333333333333,0.324453853706431,0.233333333333333,0.418505747126437,0.363333333333333,0.293333333333333,-0.507068395626748,0.563432031990384,0.563432031990384,0.519689571947735,-0.514848124197204,0.507142857142857,0.446428571428571,0.446428571428571,0.446428571428571,-0.600881836533496,-0.393305998198366,-0.570062361010637,0.428029701182631,0.342264150943396,0.388316782522344,0.28,0.342264150943396,0.28,0.2,0.2,0.1,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.17766244403767,-0.241264367816092,-0.445021645021645
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.470952380952381,0.401148325358852,0.255555555555556,0.405238095238095,0.26,0.326666666666667,0.334263329263329,0.1879375696767,0.101308667351833,0.0847619047619047,0.175937819296453,0.183979328165375,0.144444444444444,0.380517322247095,0.0888888888888889,0.121794871794872,0.0833333333333333,0.223275454003931,0.0333333333333333,0.234824157167111,0.192718894009217,0.231428571428571,-0.515648723257419,0.570966183574879,0.570966183574879,0.530435299001844,-0.529869037189696,0.37019282566509,0.32635046113307,0.32635046113307,0.32635046113307,-0.622771532892895,-0.311811690573446,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.269230769230769,0.2,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.351845836490696,-0.151206636500754,-0.338180097383594
"TCFLEF",0.618359030303777,0.606876259928433,0.578068312908565,0.547227191413238,0.62031524805044,0.621386764931675,0.507692307692308,0.580859465737515,0.48,0.53609756097561,0.439421682455155,0.2061174231611,0.190602010850174,0.179703349282297,0.285756222140548,0.328784430156099,0.304871386677838,0.432829082933471,0.279064935064935,0.24047619047619,0.216666666666667,0.285338492183659,0.235064935064935,0.406282210369495,0.379371911366172,0.34996014666029,-0.440433218742042,0.577705520113415,0.577705520113415,0.488251692154808,-0.438781097380252,0.446749572586468,0.417971648801974,0.417971648801974,0.417971648801974,-0.60862752886837,-0.363222919739136,-0.588590031120152,0.211118895854842,0.270326282129351,0.191015803071337,0.2411337355455,0.266388082567328,0.237457264957265,0.209509803921569,0.205833333333333,0.174509803921569,0.170833333333333,0.601418315018315,-0.171428571428571,-0.183333333333333,0.133333333333333,0.321857545350574,-0.263056835637481,-0.448827662212426
"PAK1",0.440328454342208,0.461058163951124,0.424446142093201,0.378991596638655,0.511291574551707,0.447098459845985,0.314285714285714,0.456624907885041,0.32,0.393913043478261,0.3515426182832,0.103925243260723,0.113184843830005,0.0970558115719406,0.185012857711782,0.203508771929825,0.170175438596491,0.395851496329757,0.133333333333333,0.138556067588326,0.10952380952381,0.235940482276755,0.0833333333333333,0.254908424908425,0.21974358974359,0.178205128205128,-0.55255945875618,0.602618362366655,0.602618362366655,0.573481574632827,-0.571071152398442,0.414420822283089,0.377148095010362,0.377148095010362,0.377148095010362,-0.653433653413386,-0.341021645021645,-0.614103798726074,0.451453633900203,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.383963331565428,-0.162012857711782,-0.366709036819534
"LIV1",0.440328454342208,0.461058163951124,0.424446142093201,0.378991596638655,0.511291574551707,0.447098459845985,0.314285714285714,0.456624907885041,0.32,0.393913043478261,0.3515426182832,0.103925243260723,0.113184843830005,0.0970558115719406,0.185012857711782,0.203508771929825,0.170175438596491,0.395851496329757,0.133333333333333,0.138556067588326,0.10952380952381,0.235940482276755,0.0833333333333333,0.254908424908425,0.21974358974359,0.178205128205128,-0.55255945875618,0.602618362366655,0.602618362366655,0.573481574632827,-0.571071152398442,0.414420822283089,0.377148095010362,0.377148095010362,0.377148095010362,-0.653433653413386,-0.341021645021645,-0.614103798726074,0.451453633900203,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.383963331565428,-0.162012857711782,-0.366709036819534
"EGR1",0.440328454342208,0.461058163951124,0.424446142093201,0.378991596638655,0.511291574551707,0.447098459845985,0.314285714285714,0.456624907885041,0.32,0.393913043478261,0.3515426182832,0.103925243260723,0.113184843830005,0.0970558115719406,0.185012857711782,0.203508771929825,0.170175438596491,0.395851496329757,0.133333333333333,0.138556067588326,0.10952380952381,0.235940482276755,0.0833333333333333,0.254908424908425,0.21974358974359,0.178205128205128,-0.55255945875618,0.602618362366655,0.602618362366655,0.573481574632827,-0.571071152398442,0.414420822283089,0.377148095010362,0.377148095010362,0.377148095010362,-0.653433653413386,-0.341021645021645,-0.614103798726074,0.451453633900203,0.397673180240574,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.328148148148148,0.28,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.383963331565428,-0.162012857711782,-0.366709036819534
"ZEB1",0.465120137431803,0.495364484178098,0.459931413311956,0.417799433616525,0.397816360024186,0.437153996101365,0.364176245210728,0.346274509803922,0.233333333333333,0.293333333333333,0.347969738536474,0.18607177796297,0.180182028076582,0.167682028076582,0.271727929282357,0.287985126751305,0.255127983894162,0.470806626937409,0.220701754385965,0.223106060606061,0.195833333333333,0.334440194105467,0.173333333333333,0.363509763409496,0.328799019607843,0.289583333333333,-0.552877562600551,0.605258973615972,0.605258973615972,0.527476250313937,-0.643198813120397,0.463152501662446,0.428349352056147,0.428349352056147,0.428349352056147,-0.646927954623357,-0.386700717312564,-0.624325691268721,0.497140855674135,0.450872070264829,0.475418742171199,0.420975163048334,0.449354912383965,0.419493801272854,0.384436701509872,0.38223889931207,0.338095238095238,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.398822436426847,-0.248596256684492,-0.335196396124829
"Csl",0.457490635853896,0.477349036292827,0.441294614524119,0.396071684587814,0.525300207039338,0.463749951375112,0.331555555555555,0.470952380952381,0.326666666666667,0.405238095238095,0.364698111872025,0.209506197127681,0.118530889574055,0.101308667351833,0.200075750330936,0.218863049095607,0.183979328165375,0.414151633759511,0.144444444444444,0.151206636500754,0.121794871794872,0.249837954003931,0.0888888888888889,0.270278702621657,0.234824157167111,0.192718894009217,-0.559934437543133,0.614060106226813,0.614060106226813,0.56585662636948,-0.569012768076546,0.406589884488619,0.37019282566509,0.37019282566509,0.37019282566509,-0.664864556148709,-0.338173988069764,-0.625220345159141,0.435509121373198,0.382427250169186,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.314685314685315,0.269230769230769,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.370432064400507,-0.175937819296453,-0.378272263282212
"TGFR",0.588366717296374,0.605820668693009,0.554047619047619,0.593333333333333,0.696229386251016,0.726786874593892,0.526666666666667,0.629106098579783,0.485714285714286,0.564661654135338,0.494804602745069,0.263329387876863,0.255263390418941,0.239960899315738,0.3047177576466,0.422116337355016,0.382581453634085,0.514084618426255,0.34047619047619,0.241264367816092,0.203333333333333,0.358511824720924,0.283333333333333,0.466707185975358,0.418505747126437,0.363333333333333,-0.560639824198177,0.614375428216799,0.614375428216799,0.569689571947735,-0.567273066460484,0.559189640768588,0.507142857142857,0.507142857142857,0.507142857142857,-0.656418463450021,-0.430714311156801,-0.621968519368408,0.460890640066599,0.388070602556299,0.428029701182631,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.28,0.2,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.204880185973154,-0.272514367816092,-0.493593073593074
"SMAD",0.499012446603031,0.517006085120754,0.47836066679406,0.431991951710262,0.530523049718474,0.47251552795031,0.371428571428571,0.475715357410781,0.342857142857143,0.410599078341014,0.400076120564024,0.231548250443661,0.122556803926667,0.207318708688572,0.303437269079045,0.323000933706816,0.285667600373483,0.433866643631093,0.248412698412698,0.250833333333333,0.220833333333333,0.355119536377601,0.205555555555556,0.373004926108374,0.334909688013136,0.292380952380952,-0.575333164186459,0.628618498454857,0.628618498454857,0.577611069214113,-0.580449615190315,0.489887228492032,0.452387228492032,0.452387228492032,0.452387228492032,-0.675322700316771,-0.375807936146282,-0.638478079173315,0.449083410378499,0.394422483990829,0.424362032465632,0.35989010989011,0.395189712248536,0.360644257703081,0.321428571428571,0.321428571428571,0.271428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.280473626297547,-0.27927370030581,-0.398931085182069
"GLI",0.500367539559684,0.617807404288977,0.577572110171329,0.530402298850575,0.646971012413001,0.671533157108378,0.468333333333333,0.590064935064935,0.451428571428571,0.526428571428571,0.413429057215948,0.158680609147502,0.163701967478654,0.149107372884059,0.327836953494848,0.256888687492541,0.220951187492541,0.429025081690617,0.18625730994152,0.273339598997494,0.247023809523809,0.278655438900007,0.138888888888889,0.302732411266894,0.263684792219275,0.221184792219275,-0.586816816816817,0.637786738351254,0.637786738351254,0.593697623150384,-0.591521529797959,0.519127929435527,0.477741790821665,0.477741790821665,0.477741790821665,-0.676765705963637,-0.430185249919689,-0.648241304619014,0.473988128673216,0.41538939803787,0.447628296037233,0.478368121442125,0.415810114219051,0.37874114870181,0.434838709677419,0.334838709677419,0.38,0.28,0.445668780193237,-0.0833333333333333,-0.20952380952381,0.2,0.346657543159483,-0.301911027568922,-0.420835020656272
"SNAI1",0.471967590301547,0.492913002660802,0.461058163951124,0.424446142093201,0.557928345852156,0.494268271166739,0.378991596638655,0.511291574551707,0.393913043478261,0.456624907885041,0.278588881628396,0.12356810040358,0.125115963141198,0.113184843830005,0.207731304313724,0.235453216374269,0.203508771929825,0.425287393765655,0.170175438596491,0.162012857711782,0.138556067588326,0.259940482276755,0.133333333333333,0.287153322867609,0.254908424908425,0.21974358974359,-0.590877215765526,0.638411720300235,0.638411720300235,0.603954253144392,-0.604128147217095,0.44545530504171,0.414420822283089,0.414420822283089,0.414420822283089,-0.689541874016924,-0.363529895846728,-0.651279591233279,0.471587862088122,0.426375191209496,0.451453633900203,0.397673180240574,0.427177771831237,0.398659253312719,0.364990253411306,0.365985985985986,0.328148148148148,0.328148148148148,0.464793733700695,-0.0833333333333333,-0.10952380952381,0.28,0.399862454372446,-0.185012857711782,-0.400600250208655
