"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","cfos","EGR1","AKT","TWIST1","HEY1","IKK","SMAD","ILK","NFB","SHH","SMO","Jagged","NOTCH","FUS","Csn","NOTCHic","Csl","ZEB2","ZEB1","RAS","SOSGRB2","RAF","PI3K","DELTA","SNAI2","cateninmemb","KLF4","Ecadherin","cateninnuc","TCFLEF","GLI","miR200","CD44","Wnt","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Patched","Destcompl","RKIP","GSK3"
"FOXC2",0.102260760457978,0.149627494456763,0.151090909090909,0.155090909090909,0.159090909090909,0.118053916974475,-0.112253545108935,0.123208556149733,0.129090909090909,0.12,0.0847619047619048,0.226779956427015,0.0777234530175707,0.0847619047619048,0.0573333333333333,0.0573333333333333,0.08,0.292943548387097,0.266666666666667,0.306441324792149,0.24477186405564,0.233333333333333,0.1,0.239617224880383,0.229090909090909,-0.0867698658410733,-0.0867698658410733,0.0423378582202112,0.235977701543739,0.0541025641025641,0.0541025641025641,0.0541025641025641,0.385731558535265,-0.501080227360715,0.0888888888888889,-0.531217439141893,0.296172789041158,0.299286114072291,0.301114046260044,0.0837647537647538,0.300289458553897,0.29594163246694,0.29594163246694,0.284313725490196,0.284313725490196,0.266666666666667,0.266666666666667,0.362013252535742,-0.1,-0.2,0.233333333333333,-0.285416666666667,0.459225072259583,0.0798804370232942,0.419228167821426
"ZEB2",-0.269188811188811,-0.251644334501477,-0.243178726035869,-0.227532467532468,-0.203896103896104,-0.202446961226828,-0.200790962478932,-0.190251839275608,-0.174122807017544,-0.158333333333333,-0.151895119418484,-0.14900791136151,-0.147697947214076,-0.147222222222222,-0.143389115178878,-0.13851106639839,-0.136111111111111,-0.134098828001267,-0.122857142857143,-0.116677552997385,-0.116539722572509,-0.114285714285714,-0.111111111111111,-0.109435897435897,-0.0974358974358975,-0.0828412558256021,-0.0828412558256021,-0.0779677317685883,-0.0758424908424909,-0.0721861471861472,-0.0721861471861472,-0.0721861471861472,-0.0600451114279464,-0.0309113277282904,-0.0246728027563704,0.0216548916263646,0.0303235646378715,0.0377261620404689,0.0399632172109236,0.0452256213503515,0.0468810916179337,0.0491375291375291,0.056140350877193,0.0593939393939394,0.0666666666666667,0.0727272727272727,0.08,0.0816861357028608,0.1,0.1,0.1,0.127735191637631,0.134098122046517,0.217423510466989,0.250585868743784
"SNAI2",0.149599596058198,0.205835823738637,0.206456941751059,0.205602240896359,0.196078431372549,0.150238473767886,-0.102472932152191,0.152941176470588,0.150980392156863,0.133333333333333,0.137986428472511,0.278223717551664,0.0901145268233876,0.136781609195402,0.0703512943690853,0.0670020120724346,0.133333333333333,0.341791589875387,0.301176470588235,0.364159154010876,0.301196172248804,0.26,0.133333333333333,0.292105263157895,0.276315789473684,-0.0800140549611915,-0.0800140549611915,0.101936436016694,0.283874239350913,0.112895340126284,0.112895340126284,0.112895340126284,0.646658374540994,-0.562719513181029,0.0807692307692308,-0.687024968580237,0.364329638525369,0.365106036040897,0.36249626098839,0.0773812126590891,0.362013252535742,0.352335833180904,0.352335833180904,0.334025974025974,0.334025974025974,0.305454545454545,0.305454545454545,0.416886281245848,-0.1,-0.2,0.26,-0.327707082833133,0.503110696363285,0.0710512820512821,0.458243726485761
"KLF4",-0.102260760457978,-0.149627494456763,-0.151090909090909,-0.155090909090909,-0.159090909090909,-0.118053916974475,0.112253545108935,-0.123208556149733,-0.129090909090909,-0.12,-0.0847619047619048,-0.226779956427015,-0.0777234530175707,-0.0847619047619048,-0.0573333333333333,-0.0573333333333333,-0.08,-0.292943548387097,-0.266666666666667,-0.306441324792149,-0.24477186405564,-0.233333333333333,-0.1,-0.239617224880383,-0.229090909090909,0.0867698658410733,0.0867698658410733,-0.0423378582202112,-0.235977701543739,-0.0541025641025641,-0.0541025641025641,-0.0541025641025641,-0.385731558535265,0.501080227360715,-0.0888888888888889,0.531217439141893,-0.296172789041158,-0.299286114072291,-0.301114046260044,-0.0837647537647538,-0.300289458553897,-0.29594163246694,-0.29594163246694,-0.284313725490196,-0.284313725490196,-0.266666666666667,-0.266666666666667,-0.362013252535742,0.1,0.2,-0.233333333333333,0.285416666666667,-0.459225072259583,-0.0798804370232942,-0.419228167821426
"Ecadherin",-0.09470927304379,-0.144745035143924,-0.149627494456763,-0.151090909090909,-0.155090909090909,-0.110602936582318,0.121747215995011,-0.118053916974475,-0.123208556149733,-0.129090909090909,-0.0782683982683983,-0.220634705030367,-0.078394593957168,-0.0847619047619048,-0.0561226795803067,-0.0573333333333333,-0.0847619047619048,-0.295305753111506,-0.285416666666667,-0.305754825936314,-0.242913127996161,-0.266666666666667,-0.08,-0.24477186405564,-0.239617224880383,0.100987875319746,0.100987875319746,-0.032561321907362,-0.238609280491108,-0.0423378582202112,-0.0423378582202112,-0.0423378582202112,-0.385189716271568,0.500823817104305,-0.105344585091421,0.42975687439019,-0.292344591095313,-0.296172789041158,-0.300447379593377,-0.0981036736902659,-0.299286114072291,-0.301114046260044,-0.300289458553897,-0.29594163246694,-0.29594163246694,-0.284313725490196,-0.284313725490196,-0.365106036040897,0.1,0.233333333333333,-0.266666666666667,0.292943548387097,-0.468078753527057,-0.0914909239146799,-0.433135452589638
"cateninmemb",-0.09470927304379,-0.144745035143924,-0.149627494456763,-0.151090909090909,-0.155090909090909,-0.110602936582318,0.121747215995011,-0.118053916974475,-0.123208556149733,-0.129090909090909,-0.0782683982683983,-0.220634705030367,-0.078394593957168,-0.0847619047619048,-0.0561226795803067,-0.0573333333333333,-0.0847619047619048,-0.295305753111506,-0.285416666666667,-0.305754825936314,-0.242913127996161,-0.266666666666667,-0.08,-0.24477186405564,-0.239617224880383,0.100987875319746,0.100987875319746,-0.032561321907362,-0.238609280491108,-0.0423378582202112,-0.0423378582202112,-0.0423378582202112,-0.385189716271568,0.405104713268039,-0.105344585091421,0.431148245396682,-0.292344591095313,-0.296172789041158,-0.300447379593377,-0.0981036736902659,-0.299286114072291,-0.301114046260044,-0.300289458553897,-0.29594163246694,-0.29594163246694,-0.284313725490196,-0.284313725490196,-0.365106036040897,0.1,0.233333333333333,-0.266666666666667,0.292943548387097,-0.468078753527057,-0.0914909239146799,-0.433135452589638
"TWIST1",0.300974025974026,0.342895919766354,0.337656739811912,0.330156739811912,0.316363636363636,0.273757983537689,0.0738595540454667,0.272265446224256,0.261739130434783,0.24,0.270928788725399,0.310960235734263,0.225144347178245,0.262454212454212,0.205737330489806,0.201446901446901,0.257692307692308,0.440303784180969,0.391555555555556,0.379234584852294,0.318968983497285,0.355555555555556,0.25,0.303874643874644,0.285925925925926,0.151151151151151,0.151151151151151,0.132685537752775,0.281928064307927,0.140562250081542,0.140562250081542,0.140562250081542,0.674020453843885,-0.592795204585237,-0.139264123410465,-0.721612749766413,0.393318180520818,0.390040434689881,0.383067669172932,-0.167103029032596,0.381924048778701,0.367067669172932,0.366261398176292,0.342857142857143,0.342857142857143,0.309523809523809,0.309523809523809,0.434423587165523,-0.2,-0.3,0.266666666666667,-0.423062404870624,0.511427597754351,-0.123258351519221,0.428494580743375
"SHH",0.2,0.3,0.3,0.3,0.2,0.22,0.1,0.2,0.1,0,0.1,0.125,0.0666666666666667,0.1,0.1,0.0666666666666667,0,0.253333333333333,0.3,0.162857142857143,0.2,0.2,0,0.2,0.1,0.275,0.275,0.0230769230769231,0.25,0,0,0,0.353486590038314,-0.286164874551971,-0.25,-0.306944444444444,0.211111111111111,0.183333333333333,0.25,-0.283333333333333,0.15,0.2,0.1,0.2,0.1,0.2,0.1,0.276190476190476,0,-0.2,0,-0.333333333333333,0.366493506493506,-0.12,0.271794871794872
"SMO",0.223793103448276,0.335585585585586,0.316666666666667,0.3,0.3,0.252167832167832,0.112058371735791,0.243076923076923,0.22,0.2,0.142285714285714,0.164106753812636,0.119413919413919,0.114285714285714,0.111587301587302,0.11,0.1,0.313055555555556,0.253333333333333,0.217619047619048,0.257272727272727,0.333333333333333,0.1,0.227272727272727,0.2,0.303531073446328,0.303531073446328,0.0246757602862254,0.221929824561404,0.0293269230769231,0.0293269230769231,0.0293269230769231,0.40967706622879,-0.346547830323277,-0.277777777777778,-0.365182541388521,0.237390401570269,0.227615965480043,0.315277777777778,-0.311543098251959,0.211111111111111,0.2875,0.183333333333333,0.25,0.15,0.2,0.1,0.343588595312733,0,-0.3,0.1,-0.290833333333333,0.429889025702979,-0.145396825396825,0.330463387744941
"TCFLEF",0.254620832201036,0.261367568362161,0.258718561739644,0.252176505664878,0.235897435897436,0.345956528953045,0.0434154455493368,0.342555168408827,0.341602787456446,0.334285714285714,0.176730150634779,0.243690110701227,0.171559234941479,0.178904063678257,0.150141797218581,0.146891319207109,0.18212987012987,0.245992950910821,0.230952380952381,0.228104150100468,0.286729870620965,0.216666666666667,0.17012987012987,0.283739837398374,0.279818268770923,0.311118022328549,0.311118022328549,0.129341999725269,0.139205281744204,0.130261842038015,0.130261842038015,0.130261842038015,0.393534621573028,-0.337144792023022,-0.207734912146677,-0.47001079439424,0.106679093993819,0.101782186777324,0.198794097349085,-0.316646760200977,0.193878406708595,0.188856209150327,0.184444444444444,0.177745098039216,0.173333333333333,0.162745098039216,0.158333333333333,0.540152380952381,-0.142857142857143,-0.183333333333333,0.133333333333333,-0.237403993855607,0.426224321939919,-0.175357028057124,0.25682315477023
"FUS",0.23431941923775,0.349415372819628,0.335585585585586,0.316666666666667,0.3,0.260213809179326,0.103567805698055,0.252167832167832,0.243076923076923,0.22,0.149978021978022,0.174054397791694,0.120863194776238,0.142285714285714,0.11610343061956,0.111587301587302,0.114285714285714,0.324166666666667,0.290833333333333,0.228462421113024,0.273181818181818,0.253333333333333,0.1,0.257272727272727,0.227272727272727,0.311506533569027,0.311506533569027,0.0198722668364437,0.233468286099865,0.0246757602862254,0.0246757602862254,0.0246757602862254,0.426014588670442,-0.364611145034636,-0.289253187613843,-0.383812678374822,0.244455618961573,0.237390401570269,0.33258547008547,-0.319463890331167,0.227615965480043,0.315277777777778,0.211111111111111,0.2875,0.183333333333333,0.25,0.15,0.365327725747516,-0.1,-0.333333333333333,0.1,-0.313055555555556,0.451056908914658,-0.150551464572083,0.350195829216513
"RAF",0.412982611258473,0.438210947930574,0.394285714285714,0.346666666666667,0.3,0.337204695524578,0.375411101703402,0.301034482758621,0.27,0.17,0.191179653679654,0.446375519904932,0.164459930313589,0.151785714285714,0.169523951753327,0.158632862644416,0.114285714285714,0.215147540983607,0.14,0.272408844692376,0.241724941724942,0.1,0.1,0.187878787878788,0.133333333333333,0.433282639885222,0.433282639885222,0.255200355200355,0.0836190476190476,0.238961038961039,0.238961038961039,0.238961038961039,0.65421460628315,-0.506876624523683,-0.399282639885222,-0.581764474178256,0.411515563584668,0.381744571218255,0.341538461538462,-0.445017086175489,0.340485829959514,0.28,0.278947368421053,0.2,0.2,0.1,0.1,0.354805438349742,-0.1,-0.1,0,-0.184,-0.0197460168736484,-0.416316526610644,-0.167966903073286
"IKK",0.525598845598846,0.549721212121212,0.512121212121212,0.466666666666667,0.4,0.278222222222222,0.263450664404863,0.236,0.2,0.1,0.327992277992278,0.536274509803922,0.187822497420021,0.292857142857143,0.197978547854785,0.179166666666667,0.342857142857143,0.262630906768838,0.18,0.298144329896907,0.371572871572872,0.12,0.3,0.325541125541126,0.263636363636364,0.434511278195489,0.434511278195489,0.330609306169747,0.321008403361345,0.320750151240169,0.320750151240169,0.320750151240169,0.675828632822992,-0.586758734747562,-0.400732600732601,-0.698175179491328,0.450287143546101,0.424548746921628,0.39008547008547,-0.448862876254181,0.39008547008547,0.339316239316239,0.339316239316239,0.277777777777778,0.277777777777778,0.2,0.2,0.413809523809524,-0.2,-0.1,0.1,-0.228148148148148,0.158442995444181,-0.300091074681239,-0.0638461538461538
"Jagged",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.166666666666667,0.22,0.2,0.1,0.0888888888888889,0.277,0.166666666666667,0.0333333333333333,0.0714285714285714,0.0666666666666667,0,0.121794871794872,0.0333333333333333,0.166493506493506,0.231428571428571,0,0,0.16,0.1,0.444685990338164,0.444685990338164,0.149090909090909,0.12,0.14,0.14,0.14,0.43868778280543,-0.431991951710262,-0.405555555555556,-0.509017543859649,0.346553446553447,0.314685314685315,0.269230769230769,-0.458787878787879,0.269230769230769,0.2,0.2,0.1,0.1,0,0,0.28,0,0,0,-0.0833333333333333,0.340864864864865,-0.205128205128205,0.169731800766284
"DELTA",0.292857142857143,0.315555555555556,0.255555555555556,0.2,0.2,0.286666666666667,0.166666666666667,0.22,0.2,0.1,0.0888888888888889,0.277,0.166666666666667,0.0333333333333333,0.0714285714285714,0.0666666666666667,0,0.121794871794872,0.0333333333333333,0.166493506493506,0.231428571428571,0,0,0.16,0.1,0.444685990338164,0.444685990338164,0.149090909090909,0.12,0.14,0.14,0.14,0.43868778280543,-0.431991951710262,-0.405555555555556,-0.509017543859649,0.346553446553447,0.314685314685315,0.269230769230769,-0.458787878787879,0.269230769230769,0.2,0.2,0.1,0.1,0,0,0.28,0,0,0,-0.0833333333333333,0.340864864864865,-0.205128205128205,0.169731800766284
"NFB",0.541933506953427,0.5731389336402,0.549721212121212,0.512121212121212,0.466666666666667,0.303712418300654,0.262080801391164,0.278222222222222,0.236,0.2,0.343547833547834,0.555639589169001,0.211036783134306,0.327992277992278,0.208759216999767,0.197978547854785,0.292857142857143,0.293956207973657,0.228148148148148,0.326921308314173,0.401895452218033,0.18,0.342857142857143,0.371572871572872,0.325541125541126,0.450986373980929,0.450986373980929,0.333096868358802,0.349429455992924,0.330609306169747,0.330609306169747,0.330609306169747,0.711194486481529,-0.625723887862662,-0.425732600732601,-0.736698453969658,0.46793420236963,0.450287143546101,0.424916930759627,-0.466083420060827,0.424548746921628,0.39008547008547,0.39008547008547,0.339316239316239,0.339316239316239,0.277777777777778,0.277777777777778,0.457071935157041,-0.3,-0.12,0.2,-0.262630906768838,0.196482862553816,-0.303937228527392,-0.0289441930618401
"MEK",0.435505133780996,0.468137955229844,0.438210947930574,0.394285714285714,0.346666666666667,0.268871362191245,0.374129050421351,0.337204695524578,0.301034482758621,0.27,0.211179653679654,0.470917644447056,0.177187203040862,0.191179653679654,0.180225058764397,0.169523951753327,0.151785714285714,0.243252116147005,0.184,0.30109736928254,0.277491365082606,0.14,0.114285714285714,0.241724941724942,0.187878787878788,0.455504862107445,0.455504862107445,0.261867021867022,0.112507936507936,0.255200355200355,0.255200355200355,0.255200355200355,0.693873973679743,-0.548827844035878,-0.43065518890483,-0.623476678185542,0.432705154662735,0.411515563584668,0.382797202797203,-0.468236900416975,0.381744571218255,0.341538461538462,0.340485829959514,0.28,0.278947368421053,0.2,0.2,0.406156789701093,-0.1,-0.1,0.1,-0.215147540983607,0.020839757184929,-0.426842842400118,-0.133814568920952
"CD44",0.423333333333333,0.4125,0.3625,0.3,0.2,0.435,0.455528973950027,0.385,0.325,0.3,0.273333333333333,0.39018315018315,0.204093567251462,0.266666666666667,0.197619047619048,0.183333333333333,0.2,0.177272727272727,0.15,0.188531468531469,0.258646616541353,0.1,0.2,0.242857142857143,0.2,0.455555555555556,0.455555555555556,0.317142857142857,-0.00238095238095239,0.257142857142857,0.257142857142857,0.257142857142857,0.443196803196803,-0.148296703296703,-0.288888888888889,-0.295657909021822,0.146159809183065,0.0907751937984496,0.0233333333333333,-0.462213438735178,0.0233333333333333,-0.05,0.05,-0.1,0,0,0.1,-0.02,-0.1,-0.1,0.1,-0.15,-0.223005565862709,-0.473333333333333,-0.433928571428571
"ZEB1",0.321994823228142,0.376718135995754,0.368450419460321,0.351699150424788,0.321264367816092,0.235878552301978,0.114455056886147,0.226627450980392,0.211333333333333,0.183333333333333,0.196838818357369,0.372793510763242,0.175740968875684,0.191124532643083,0.164354447765812,0.157623678535043,0.179649122807018,0.260688922932486,0.223106060606061,0.316456065307346,0.303815224436882,0.195833333333333,0.153333333333333,0.288112745098039,0.264583333333333,0.462196369494632,0.462196369494632,0.181140157918207,0.27224171539961,0.18444724453238,0.18444724453238,0.18444724453238,0.489731543426191,-0.60358718177654,-0.449776901047404,-0.584493943029655,0.446978915867111,0.439248974575526,0.427992435441518,-0.485146886879306,0.426217059681909,0.408404806575538,0.406772615237465,0.379558652729384,0.377360850531582,0.338095238095238,0.335897435897436,0.461952547393424,-0.133333333333333,-0.158333333333333,0.266666666666667,-0.244674688057041,0.495857020681611,-0.14899109916518,0.305276013994528
"SOSGRB2",0.440683760683761,0.459945444626296,0.413846153846154,0.36,0.3,0.434557934557935,0.408992181947406,0.389103389103389,0.353968253968254,0.276190476190476,0.385453216374269,0.463826086956522,0.264772727272727,0.347953216374269,0.269415745544778,0.256129032258065,0.311111111111111,0.303352189398701,0.233333333333333,0.368622438173022,0.433231557175219,0.2,0.3,0.381118881118881,0.327272727272727,0.465989974937343,0.465989974937343,0.420179632044039,-0.00916666666666667,0.394538606403013,0.394538606403013,0.394538606403013,0.674787245430365,-0.525131742131742,-0.424561403508772,-0.60357823738364,0.437771029952469,0.401250953470633,0.351449275362319,-0.477020737152804,0.350724637681159,0.283333333333333,0.282608695652174,0.2,0.2,0.1,0.1,0.361757425742574,-0.2,-0.2,0,-0.268468468468469,-0.0886737796133769,-0.452412280701754,-0.347028446074729
