"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","TWIST1","NFB","SMO","IKK","AKT","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","DELTA","Ecadherin","GSK3","miR200","PI3K","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"RAS",-0.00682539682539683,-0.010774606872452,-0.0117647058823529,-5.55111512312578e-18,0.02,0.071171310629515,0.0570599803343166,0.06,0.0692105263157895,0.085,0.104743083003953,0.105194805194805,0.105194805194805,0.0979774011299435,0.0231533006001091,-0.0333333333333333,0.0833333333333333,-0.0266666666666667,-0.0266666666666667,0.1,0.0821170904790065,0,0.0860973187686197,0.0842105263157895,0.1,-0.0995670995670996,-0.0228571428571429,0.0238880706921944,0.0238880706921944,0.190012701573391,-0.0281822941686401,-0.0393589743589744,0.051025641025641,0.051025641025641,-0.0753039133967157,-0.0649612403100775,-0.0107384615384615,-0.051025641025641,-0.0476641618104566,-0.0656862745098039,-0.0536131703090401,-0.0823529411764706,-0.067459324155194,-0.0823529411764706,-0.1,-0.1,-0.1,-0.1,-0.0978656126482213,0,-0.1,0,0.0621972778949523,-0.0793333333333333,-0.0983396226415094
"Destcompl",0.0518021460031689,0.0212789362568984,0.0235449461091152,0.020387051372273,0.0169387755102041,0.0477100211816958,0.0905911582037089,0.0625641025641026,0.0468661393251557,0.0474125874125874,0.00905146135915367,0.0121929824561404,0.0127777777777778,-0.120602502622506,-0.0449375287176393,-0.0250517598343685,-0.111877394636015,-0.0259526607352694,-0.0299795063728533,-0.111877394636015,-0.186954223335776,-0.0380952380952381,-0.0617741279660771,-0.058768115942029,-0.0576811594202899,-0.0635045022437337,-0.197792691141193,0.187353090172239,0.187353090172239,-0.236459957993088,0.21775897513672,-0.00209340272076924,-0.000523544008053385,-0.000523544008053385,0.055138111226452,-0.0831193368217146,-0.198816670424659,0.000523544008053385,-0.18897860929683,-0.187490553640212,-0.188213693437574,-0.184336564771937,-0.186843830423875,-0.18385875579701,-0.180376168732333,-0.180376168732333,-0.181746031746032,-0.181746031746032,-0.23998946691923,0.0666666666666667,0.122222222222222,-0.188888888888889,-0.0192671722464528,0.116540607071248,-0.117136126446443
"AXIN2",0.10423138921968,0.059404193615035,0.0587441276084344,0.0622839506172839,0.0783333333333333,0.106728552751206,0.149969194577377,0.153333333333333,0.113625104475344,0.131382113821138,0.0187481889307447,0.0177191166321601,0.0220841959972395,-0.153439770611902,-0.043170577200327,-0.10048309178744,-0.152930402930403,-0.0845410628019323,-0.0789855072463768,-0.157692307692308,-0.220430891083065,-0.122222222222222,-0.0561247713879293,-0.0540977443609023,-0.0505263157894737,-0.0784895235666624,-0.248218405457819,0.239874495663116,0.239874495663116,-0.278856811267914,0.250951873416009,0.0626324762219648,0.0644697465631722,0.0644697465631722,0.0655128420525081,-0.165099865047233,-0.254039962023705,-0.0644697465631722,-0.241762056629563,-0.237837073126447,-0.23998946691923,-0.235950280673617,-0.237527567739863,-0.235950280673617,-0.237674418604651,-0.237674418604651,-0.24,-0.24,0.181633484948262,0.133333333333333,0.15,-0.233333333333333,0.161463260753895,0.151144688644689,-0.17347660404112
"Wnt",0.150445344129555,0.181159420289855,0.133333333333333,0.1,0.1,0.096078431372549,0.0883540372670808,0.1,0.0666666666666667,0.0666666666666667,0.0656410256410257,0.0566487775790101,0.058974358974359,0.10974025974026,0.199411764705882,-0.0666666666666667,0.05,-0.0466666666666667,-0.0466666666666667,0,0.153259803921569,-0.1,0.18452380952381,0.142857142857143,0.1,0.0939393939393939,-0.250980392156863,0.287565758010521,0.287565758010521,0.335086206896552,-0.331313559322034,0.131134654818865,0.0902255639097744,0.0902255639097744,-0.394371698325278,-0.0411442006269592,-0.288989898989899,-0.0902255639097744,0.322580042822287,0.286842105263158,0.304699248120301,0.25,0.286842105263158,0.25,0.3,0.2,0.2,0.1,0.31030303030303,0.1,0,0,-0.0116082130792821,-0.0954545454545455,-0.095
"SOSGRB2",0.25984126984127,0.276489751383368,0.238901098901099,0.204285714285714,0.164285714285714,0.295542295542296,0.24181947405828,0.219047619047619,0.271299871299871,0.252380952380952,0.239772727272727,0.241025641025641,0.233333333333333,0.2739367274251,0.247014492753623,0.111111111111111,0.233333333333333,0.105847953216374,0.0975146198830409,0.2,0.320389346866501,0.1,0.282763715158081,0.247552447552448,0.209090909090909,-0.0472222222222222,-0.276666666666667,0.306666666666667,0.306666666666667,0.564072577158442,-0.421417534417534,0.119324931189338,0.0834274952919021,0.0834274952919021,-0.476855475439268,-0.125813883794248,-0.321780475037211,-0.0834274952919021,0.321536103955958,0.271790890269151,0.298400348697832,0.229761904761905,0.269979296066253,0.227950310559006,0.171428571428571,0.171428571428571,0.1,0.1,0.288792629262926,0,-0.2,0,0.056763035622096,-0.257657657657658,-0.316301169590643
"Frizzled",0.192305809245834,0.222111801242236,0.181159420289855,0.133333333333333,0.1,0.140522875816993,0.101052449965493,0.0666666666666667,0.096078431372549,0.0666666666666667,0.0635133660665576,0.0613216747752718,0.0566487775790101,0.119417679095098,0.225126050420168,-0.0466666666666667,0.0954545454545455,-0.0466666666666667,-0.0779166666666667,0.05,0.162350713012478,-0.0666666666666667,0.213935574229692,0.18452380952381,0.142857142857143,0.121212121212121,-0.284313725490196,0.322219223357056,0.322219223357056,0.360007342543239,-0.359567527576002,0.15239449733855,0.131134654818865,0.131134654818865,-0.42630643026001,-0.053871473354232,-0.324927398989899,-0.131134654818865,0.340675280917526,0.304699248120301,0.322580042822287,0.286842105263158,0.304699248120301,0.286842105263158,0.25,0.25,0.3,0.2,0.338210007047216,0.1,0,0.1,0.00138913440082404,-0.10974025974026,-0.123571428571429
"CD44",0.257916666666667,0.253333333333333,0.22,0.22,0.2,0.335,0.251648059542796,0.3,0.305,0.325,0.204093567251462,0.189455782312925,0.183333333333333,0.177272727272727,0.218608058608059,0,0.15,0.0666666666666667,0.0866666666666667,0.1,0.176410256410256,0,0.190977443609023,0.185714285714286,0.2,-0.030952380952381,-0.198412698412698,0.331746031746032,0.331746031746032,0.384668664668665,-0.0985164835164835,0.020952380952381,-0.00476190476190476,-0.00476190476190476,-0.21568613614157,-0.0726190476190476,-0.345199824330259,0.00476190476190476,0.0716219439475253,-0.00333333333333333,0.0408527131782946,-0.05,-0.00333333333333333,0.05,-0.1,0,0,0.1,-0.04,0.1,-0.1,0.1,-0.0467314198406635,-0.15,-0.358518518518519
"DSH",0.210920527860552,0.24057870019694,0.222111801242236,0.181159420289855,0.133333333333333,0.172853702884663,0.11235679779158,0.0666666666666667,0.140522875816993,0.096078431372549,0.0705309099262067,0.0715103540205548,0.0613216747752718,0.128620133082828,0.240728887299601,-0.0466666666666667,0.10974025974026,-0.0779166666666667,-0.0997557471264368,0.0954545454545455,0.174753813787672,-0.0466666666666667,0.232816693110811,0.213935574229692,0.18452380952381,0.150480413895048,-0.316352560441652,0.346628672175954,0.346628672175954,0.381776841961167,-0.384655866798617,0.169481332072444,0.15239449733855,0.15239449733855,-0.452206342463698,-0.0647763457440232,-0.351146911185021,-0.15239449733855,0.35643663443489,0.32234630694383,0.340675280917526,0.304699248120301,0.322580042822287,0.304699248120301,0.286842105263158,0.286842105263158,0.25,0.25,0.359728994388988,0.0666666666666667,-0.05,0.2,0.0136028748588393,-0.119417679095098,-0.138256743256743
"HEY1",0.381797965539647,0.367083518107908,0.33830303030303,0.307636363636364,0.263636363636364,0.360835768234192,0.323948147759154,0.2,0.328877005347594,0.281818181818182,0.111306340718105,0.105159420289855,0.0906666666666667,0.324798387096774,0.403359477124183,-0.26,0.266666666666667,-0.283809523809524,-0.298624338624339,0.233333333333333,0.354196538094589,-0.2,0.374255413604301,0.342296650717703,0.305454545454545,0.28138936535163,-0.262962962962963,0.346646026831785,0.346646026831785,0.464010445057116,-0.592081001654172,0.390452488687783,0.366923076923077,0.366923076923077,-0.671192408783525,-0.323012479481885,-0.355258445258445,-0.366923076923077,0.393981889190131,0.353897196408636,0.375675538007067,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,0.1,-0.2,0.233333333333333,0.34659980974303,-0.297916666666667,-0.319037311894455
"FOXC2",0.381797965539647,0.367083518107908,0.33830303030303,0.307636363636364,0.263636363636364,0.360835768234192,0.323948147759154,0.2,0.328877005347594,0.281818181818182,0.111306340718105,0.105159420289855,0.0906666666666667,0.324798387096774,0.403359477124183,-0.26,0.266666666666667,-0.283809523809524,-0.298624338624339,0.233333333333333,0.354196538094589,-0.2,0.374255413604301,0.342296650717703,0.305454545454545,0.28138936535163,-0.262962962962963,0.346646026831785,0.346646026831785,0.464010445057116,-0.592081001654172,0.390452488687783,0.366923076923077,0.366923076923077,-0.671192408783525,-0.323012479481885,-0.355258445258445,-0.366923076923077,0.393981889190131,0.353897196408636,0.375675538007067,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,0.1,-0.2,0.233333333333333,0.34659980974303,-0.297916666666667,-0.319037311894455
"SRC",0.153669467787115,0.14453823953824,0.128174603174603,0.113888888888889,0.0888888888888889,0.195826186392224,0.0962230227567122,0.166666666666667,0.193939393939394,0.193939393939394,0.0974097980801059,0.0885431484115695,0.0822368421052631,0.0629193899782135,0.0963231021851711,-0.0166666666666667,0.0533333333333333,-0.00897435897435898,-0.0145299145299145,0.0333333333333333,0.0660773935544578,-0.05,0.11452380952381,0.103809523809524,0.08,-0.0414285714285714,-0.242248062015504,0.357457322551662,0.357457322551662,0.115579005499853,-0.0271793144738811,0.0168236811165472,0.00318731748018357,0.00318731748018357,-0.169129742806213,-0.019047619047619,-0.36007319572537,-0.00318731748018357,-0.00169575570219339,-0.0269672131147541,-0.0135525789684126,-0.045,-0.0269672131147541,-0.045,-0.075,-0.075,-0.1,0,-0.0820965616898296,0.1,-0.0333333333333333,0,0.0142156394330307,-0.057037037037037,-0.190681003584229
"PI3K",0.235960511033682,0.257265901482544,0.214176470588235,0.166176470588235,0.125,0.168912155025945,0.152910628019324,0.0666666666666667,0.124649859943978,0.0952380952380952,0.0747923182995325,0.0782917967186875,0.0694917967186875,0.132051282051282,0.257872585955266,0.0333333333333333,0.1,0.0392156862745098,0.0110105580693816,0.05,0.181491228070175,0.0333333333333333,0.228411910669975,0.196153846153846,0.15,0.158461538461538,-0.322149122807018,0.360726828634955,0.360726828634955,0.388190616995883,-0.390707116684021,0.193042281918994,0.165645021645022,0.165645021645022,-0.462305137567737,-0.142099567099567,-0.361148816476685,-0.165645021645022,0.374348815009916,0.329535488665923,0.352699330473833,0.303381642512077,0.329535488665923,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.356952380952381,0,0,0.1,-0.0100892661039817,-0.115384615384615,-0.14636393018746
"ILK",0.235960511033682,0.257265901482544,0.214176470588235,0.166176470588235,0.125,0.168912155025945,0.152910628019324,0.0666666666666667,0.124649859943978,0.0952380952380952,0.0747923182995325,0.0782917967186875,0.0694917967186875,0.132051282051282,0.257872585955266,0.0333333333333333,0.1,0.0392156862745098,0.0110105580693816,0.05,0.181491228070175,0.0333333333333333,0.228411910669975,0.196153846153846,0.15,0.158461538461538,-0.322149122807018,0.360726828634955,0.360726828634955,0.388190616995883,-0.390707116684021,0.193042281918994,0.165645021645022,0.165645021645022,-0.462305137567737,-0.142099567099567,-0.361148816476685,-0.165645021645022,0.374348815009916,0.329535488665923,0.352699330473833,0.303381642512077,0.329535488665923,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.356952380952381,0,0,0.1,-0.0100892661039817,-0.115384615384615,-0.14636393018746
"cMet",0.279435654008439,0.27886524822695,0.253333333333333,0.22,0.22,0.347727272727273,0.273681957847881,0.325,0.335,0.305,0.209975920192638,0.187637600494743,0.189455782312925,0.192897727272727,0.246697946248508,0.0666666666666667,0.15,0.0866666666666667,0.0866666666666667,0.15,0.200323299888517,0,0.222892337226044,0.190977443609023,0.185714285714286,-0.0176190476190476,-0.231746031746032,0.361038961038961,0.361038961038961,0.416785452989833,-0.132324312697978,0.0473674752920036,0.020952380952381,0.020952380952381,-0.25156399873699,-0.0951996927803379,-0.371762324330259,-0.020952380952381,0.0930908705011977,0.0421212121212121,0.0716219439475253,-0.00333333333333333,0.0408527131782946,-0.00333333333333333,-0.05,0.05,-0.1,0,0.00285714285714285,0,-0.1,0.1,-0.0257854738947176,-0.177272727272727,-0.365925925925926
"cateninnuc",0.38121609538003,0.367403868630491,0.348408235442718,0.323120879120879,0.295428571428571,0.366062523427471,0.321118987224202,0.297101449275362,0.344961605996279,0.320910973084886,0.123819595487239,0.10962437471578,0.102666666666667,0.216676254409264,0.309902958478888,-0.254924242424242,0.18792349726776,-0.262924242424242,-0.273861742424242,0.163333333333333,0.246423226807549,-0.245833333333333,0.37025119145734,0.352069373275522,0.328813559322034,0.257525713618227,-0.290081211789397,0.368739361769865,0.368739361769865,0.45937352376554,-0.405805017602384,0.373646908646909,0.359505494505495,0.359505494505495,-0.48659996583621,-0.306004656089143,-0.376515024673717,-0.359505494505495,0.177792426650721,0.252778182706712,0.265779170644093,0.23696790602687,0.251813524639612,0.235940508766596,0.217402688635565,0.216375291375291,0.191375291375291,0.191375291375291,0.393981889190131,0.233333333333333,-0.133333333333333,0.160606060606061,0.325314192200646,-0.204693683603163,-0.336450769247295
"SNAI2",0.419264418705509,0.406703640207476,0.373784385549091,0.333613445378151,0.276470588235294,0.390911499735029,0.359876562396726,0.2,0.349019607843137,0.288235294117647,0.116169379144063,0.112087517128288,0.0934272300469483,0.365447812927988,0.441205469608796,-0.275,0.301176470588235,-0.312931034482759,-0.335822600747819,0.26,0.401762028014479,-0.2,0.413118022328549,0.376754385964912,0.332894736842105,0.323799864773496,-0.284038461538462,0.372397944199706,0.372397944199706,0.71017808594082,-0.637105914173758,0.432927982752737,0.40598734348333,0.40598734348333,-0.807165246178028,-0.363194199372193,-0.380926764645645,-0.40598734348333,0.448351362454927,0.402974962071897,0.427543909038778,0.373563197366014,0.40259545543053,0.373563197366014,0.341168831168831,0.341168831168831,0.305454545454545,0.305454545454545,0.447100565604419,0.1,-0.2,0.26,0.389604245836132,-0.335870348139256,-0.347320512820513
"RAF",0.296006483937518,0.320890075656431,0.267619047619048,0.22,0.2,0.227666911225238,0.222363641329582,0.17,0.187241379310345,0.17,0.159581881533101,0.156725110893631,0.153754813863928,0.208590163934426,0.374004753416518,0.114285714285714,0.14,0.114285714285714,0.0991341991341991,0.1,0.258543536260005,0.1,0.21041181041181,0.156565656565657,0.111111111111111,0.0613968253968254,-0.332663797226208,0.372663797226208,0.372663797226208,0.624385964912281,-0.474936280818634,0.0962731712731713,0.050974025974026,0.050974025974026,-0.543314330360812,-0.165248226950355,-0.380952950808151,-0.050974025974026,0.377496836898203,0.32,0.351288185498712,0.27,0.318421052631579,0.268421052631579,0.2,0.2,0.1,0.1,0.337271448663854,-0.1,-0.1,0,0.0221250172542885,-0.184,-0.226050420168067
"SHH",0.35,0.44,0.4,0.3,0.2,0.3,0.283333333333333,0,0.2,0.1,0.0666666666666667,0.1,0.0666666666666667,0.253333333333333,0.2,0,0.3,-0.1,-0.1,0.2,0.162857142857143,0,0.233333333333333,0.2,0.1,0.25,-0.3,0.375,0.375,0.36727969348659,-0.299068100358423,0.303846153846154,0.25,0.25,-0.341666666666667,-0.256410256410256,-0.383333333333333,-0.25,0.241111111111111,0.25,0.196666666666667,0.2,0.15,0.1,0.2,0.1,0.2,0.1,0.276190476190476,0,-0.2,0,0.272987012987013,-0.333333333333333,-0.26
"AKT",0.259268781710373,0.281132970968949,0.257265901482544,0.214176470588235,0.166176470588235,0.201823547431008,0.171206367367695,0.0952380952380952,0.168912155025945,0.124649859943978,0.0860705137882543,0.0880561064829972,0.0782917967186875,0.146788124156545,0.278361882591352,0.0392156862745098,0.115384615384615,0.0110105580693816,-0.11020156314274,0.1,0.198709771116533,0.0333333333333333,0.252802154572414,0.228411910669975,0.196153846153846,0.191794871794872,-0.355482456140351,0.388809020415777,0.388809020415777,0.414622777799903,-0.420166851648344,0.215451920473211,0.193042281918994,0.193042281918994,-0.493214228476828,-0.157018921938277,-0.390025821824279,-0.193042281918994,0.392348815009916,0.352440516598884,0.374348815009916,0.329535488665923,0.352699330473833,0.329535488665923,0.303381642512077,0.303381642512077,0.255555555555556,0.255555555555556,0.384750214887399,-0.0333333333333333,-0.05,0.2,0.00471635837906217,-0.132051282051282,-0.165618588572553
"MEK",0.338348826279861,0.364685696094387,0.320890075656431,0.267619047619048,0.22,0.174333577891905,0.246722615688557,0.17,0.227666911225238,0.187241379310345,0.163218245169465,0.165950203144554,0.156725110893631,0.227544412300439,0.408070687482452,0.114285714285714,0.184,0.0991341991341991,0.0720753756047874,0.14,0.279035339538693,0.114285714285714,0.247638087784073,0.21041181041181,0.156565656565657,0.0925079365079365,-0.369918699186992,0.411552686115096,0.411552686115096,0.659179152260213,-0.51249725642839,0.130241425241425,0.0962731712731713,0.0962731712731713,-0.584844385005621,-0.187606949309077,-0.419652641210627,-0.0962731712731713,0.400731037641697,0.352867132867133,0.377496836898203,0.32,0.351288185498712,0.318421052631579,0.27,0.268421052631579,0.2,0.2,0.379613791006196,-0.1,-0.1,0.1,0.0424179042835772,-0.208590163934426,-0.258945157010173
