"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ZEB2",-0.238646464646465,-0.226504500790215,-0.219097093382808,-0.207532467532468,-0.194805194805195,-0.164832567256063,-0.16387755248478,-0.158333333333333,-0.156295981890209,-0.153070175438596,-0.146407624633431,-0.138931883986848,-0.137102615694165,-0.132280646183085,-0.12863707165109,-0.127432952231849,-0.125833333333333,-0.123611111111111,-0.122857142857143,-0.114285714285714,-0.112321756908,-0.111111111111111,-0.0953829340058848,-0.0937435897435897,-0.0897435897435897,-0.0689194139194139,-0.0523565158559132,-0.0511363304682179,-0.0511363304682179,-0.0500526944936086,-0.0415318495285875,-0.0223786812758975,-0.0161688311688312,-0.0161688311688312,-0.0161688311688312,0.00647944165395331,0.0118535064556254,0.0144245742824161,0.0429072467767798,0.0461970445456684,0.0475825714521044,0.0517016317016317,0.0532163742690058,0.0587719298245614,0.0593939393939394,0.0666666666666667,0.0727272727272727,0.08,0.0863063873152894,0.1,0.1,0.1,0.11336339621102,0.127735191637631,0.178599033816425
"Destcompl",0.0549216746802898,0.0240434830919664,0.0269006259491092,0.0258479943701619,0.0210204081632653,0.0505680264260883,0.0934623814670576,0.0625641025641026,0.0518338492108984,0.0534731934731935,0.0054043392504931,0.0135296574770259,0.0134126984126984,-0.11982880823179,0.0449802631010685,-0.0410150543562189,0.0496782496782497,0.0523809523809524,-0.111877394636015,-0.111877394636015,-0.185626117497308,0.0523809523809524,-0.0856905036080779,-0.0834860947904426,-0.0834860947904426,-0.0622669800230309,-0.200932058013648,0.189846078733683,0.189846078733683,-0.234090679725094,0.215727668242285,0.00185341010655424,0.00295231120545534,0.00295231120545534,0.00295231120545534,0.0529520091065399,-0.0887065716616701,-0.201530466340135,-0.187151323853738,-0.185758339602481,-0.186335413603866,-0.183346465762036,-0.185102536891537,-0.182863730921388,-0.180376168732333,-0.180376168732333,-0.181746031746032,-0.181746031746032,-0.238655152327198,-0.0666666666666667,0.122222222222222,-0.188888888888889,-0.0200738265591765,0.116540607071248,-0.119845038389849
"AXIN2",0.108631158069097,0.0629831749153283,0.0629831749153283,0.0647530864197531,0.0783333333333333,0.111156525680629,0.152296659084289,0.153333333333333,0.117363422232353,0.131382113821138,0.0101293266607668,0.0181159420289855,0.0220841959972395,-0.153439770611902,0.101497584541063,-0.0383357315811677,0.104830917874396,0.109178743961353,-0.152930402930403,-0.157692307692308,-0.220035634166069,0.122222222222222,-0.143833401070243,-0.147211779448622,-0.156140350877193,-0.0772774023545412,-0.251973359911612,0.243348653942656,0.243348653942656,-0.277140533211692,0.249596232551974,0.0667622309742845,0.069649370081896,0.069649370081896,0.069649370081896,0.0636089876462086,-0.170421160202625,-0.257619277635177,-0.240081870874539,-0.237208142308837,-0.238655152327198,-0.235950280673617,-0.236896652913364,-0.235950280673617,-0.237674418604651,-0.237674418604651,-0.24,-0.24,0.182032686545068,-0.133333333333333,0.15,-0.233333333333333,0.159719384343445,0.151144688644689,-0.176303024932057
"RAS",0.255873015873016,0.275888177052999,0.235294117647059,0.2,0.18,0.261279669762642,0.21677482792527,0.22,0.235789473684211,0.22,0.0353754940711462,0.139703153988868,0.137662337662338,0.171310734463277,0.206666666666667,0.283426077468631,0.173333333333333,0.166666666666667,0.116666666666667,0.1,0.227104277547802,0.2,-0.0104766633565045,-0.0236842105263158,-0.05,-0.016017316017316,-0.242857142857143,0.272754050073638,0.272754050073638,0.510659018158454,-0.309975436389991,0.122948717948718,0.19025641025641,0.19025641025641,0.19025641025641,-0.351388527303763,-0.192803617571059,-0.282676923076923,0.342872047239263,0.294607843137255,0.32105901607779,0.252941176470588,0.293366708385482,0.252941176470588,0.2,0.2,0.1,0.1,0.311462450592885,-0.2,-0.1,0,-0.068305029351541,-0.152666666666667,-0.310408805031447
"Wnt",0.171093117408907,0.198840579710145,0.146666666666667,0.1,0.1,0.119607843137255,0.0951345755693582,0.1,0.0666666666666667,0.0666666666666667,0.0456410256410256,0.0566487775790101,0.058974358974359,0.10974025974026,0.136666666666667,0.217941176470588,0.0866666666666667,0.0666666666666667,0.05,0,0.153259803921569,0.1,0.00119047619047619,-0.00714285714285715,-0.05,0.0939393939393939,-0.262745098039216,0.299330463892874,0.299330463892874,0.340258620689655,-0.334703389830508,0.150615174299385,0.118796992481203,0.118796992481203,0.118796992481203,-0.400036529167135,-0.0729623824451411,-0.302626262626263,0.328800478016233,0.286842105263158,0.308270676691729,0.25,0.286842105263158,0.25,0.3,0.2,0.2,0.1,0.31030303030303,-0.1,0,0,-0.0233176107971793,-0.0954545454545455,-0.111666666666667
"Frizzled",0.205976838339139,0.23407867494824,0.198840579710145,0.146666666666667,0.1,0.160348583877996,0.111007591442374,0.0666666666666667,0.119607843137255,0.0666666666666667,0.0477686852154937,0.0631908336537765,0.0566487775790101,0.119417679095098,0.161666666666667,0.23984593837535,0.136666666666667,0.0866666666666667,0.0954545454545455,0.05,0.16437091503268,0.0666666666666667,-0.00469187675070028,0.00119047619047619,-0.00714285714285715,0.127272727272727,-0.296078431372549,0.332003731219607,0.332003731219607,0.367703415642337,-0.365497040624159,0.173449819968676,0.150615174299385,0.150615174299385,0.150615174299385,-0.433836062966669,-0.0929623824451411,-0.335438762626263,0.347848097063852,0.308270676691729,0.328800478016233,0.286842105263158,0.308270676691729,0.286842105263158,0.25,0.25,0.3,0.2,0.340535588442565,-0.1,0,0.1,-0.00819824740195381,-0.10974025974026,-0.133095238095238
"HEY1",0.38894994510542,0.372677014042868,0.340969696969697,0.307636363636364,0.263636363636364,0.364959479574398,0.332698611237092,0.2,0.328877005347594,0.281818181818182,0.0922689075630252,0.105159420289855,0.0906666666666667,0.324798387096774,0.33989417989418,0.411633986928105,0.302857142857143,0.26,0.266666666666667,0.233333333333333,0.354196538094589,0.2,0.0740018744142455,0.0709090909090909,0.0709090909090909,0.28138936535163,-0.266666666666667,0.353199174406605,0.353199174406605,0.4649781869926,-0.592777865765671,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.672976484681208,-0.348106210167198,-0.361509971509972,0.395647049521164,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,0.341987979717644,-0.297916666666667,-0.326633683776541
"FOXC2",0.38894994510542,0.372677014042868,0.340969696969697,0.307636363636364,0.263636363636364,0.364959479574398,0.332698611237092,0.2,0.328877005347594,0.281818181818182,0.0922689075630252,0.105159420289855,0.0906666666666667,0.324798387096774,0.33989417989418,0.411633986928105,0.302857142857143,0.26,0.266666666666667,0.233333333333333,0.354196538094589,0.2,0.0740018744142455,0.0709090909090909,0.0709090909090909,0.28138936535163,-0.266666666666667,0.353199174406605,0.353199174406605,0.4649781869926,-0.592777865765671,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.672976484681208,-0.348106210167198,-0.361509971509972,0.395647049521164,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,0.341987979717644,-0.297916666666667,-0.326633683776541
"DSH",0.224591556953858,0.253242438014442,0.23407867494824,0.198840579710145,0.146666666666667,0.188168132750176,0.126949620427881,0.0666666666666667,0.160348583877996,0.119607843137255,0.0565406150400551,0.0756436638424557,0.0631908336537765,0.13107412081289,0.176609195402299,0.258285654687407,0.161666666666667,0.136666666666667,0.10974025974026,0.0954545454545455,0.179099597203222,0.0866666666666667,-0.00678977884860238,-0.00469187675070028,0.00119047619047619,0.15410199556541,-0.32617551875119,0.356413180038505,0.356413180038505,0.390869888284944,-0.391998807408612,0.195578671509292,0.173449819968676,0.173449819968676,0.173449819968676,-0.460613938295905,-0.11036377455651,-0.361658274821385,0.364321828141323,0.328532114600226,0.347848097063852,0.308270676691729,0.328800478016233,0.308270676691729,0.286842105263158,0.286842105263158,0.25,0.25,0.364586221353958,-0.0666666666666667,-0.05,0.2,0.00420633275071794,-0.119417679095098,-0.153374958374958
"SOSGRB2",0.330891330891331,0.354101005377601,0.305164835164835,0.262857142857143,0.242857142857143,0.334148434148434,0.304012793176972,0.276190476190476,0.300815100815101,0.287301587301587,0.155397727272727,0.253173922851342,0.249677419354839,0.296375445212655,0.338011695906433,0.367710144927536,0.304678362573099,0.288888888888889,0.233333333333333,0.2,0.352635112809347,0.3,0.0763518171968876,0.058041958041958,0.0272727272727273,-0.0397222222222222,-0.326666666666667,0.362380952380952,0.362380952380952,0.633123500595007,-0.474980343980344,0.329465449804433,0.285875706214689,0.285875706214689,0.285875706214689,-0.534666599051598,-0.312627276105537,-0.37158511819168,0.385951961123192,0.325724637681159,0.359374523264683,0.275,0.32463768115942,0.273913043478261,0.2,0.2,0.1,0.1,0.34164603960396,-0.2,-0.2,0,-0.0413067171456433,-0.268468468468469,-0.329203216374269
"PI3K",0.248171893147503,0.268152558584409,0.229941176470588,0.177941176470588,0.125,0.189162878266061,0.16597423510467,0.0666666666666667,0.148179271708683,0.0952380952380952,0.0603840850233747,0.0798917967186875,0.0694917967186875,0.132051282051282,0.276018099547511,0.272468293565941,0.252941176470588,0.2,0.1,0.05,0.183245614035088,0.166666666666667,-0.00961538461538461,-0.00961538461538461,-0.025,0.163461538461538,-0.332675438596491,0.369514013989646,0.369514013989646,0.394824563167988,-0.395785503920921,0.21635343651782,0.18621645021645,0.18621645021645,0.18621645021645,-0.468763029978836,-0.18481240981241,-0.370058135631906,0.38051036736053,0.332612411742847,0.358036140556406,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0192574231537553,-0.115384615384615,-0.157789269553975
"ILK",0.248171893147503,0.268152558584409,0.229941176470588,0.177941176470588,0.125,0.189162878266061,0.16597423510467,0.0666666666666667,0.148179271708683,0.0952380952380952,0.0603840850233747,0.0798917967186875,0.0694917967186875,0.132051282051282,0.276018099547511,0.272468293565941,0.252941176470588,0.2,0.1,0.05,0.183245614035088,0.166666666666667,-0.00961538461538461,-0.00961538461538461,-0.025,0.163461538461538,-0.332675438596491,0.369514013989646,0.369514013989646,0.394824563167988,-0.395785503920921,0.21635343651782,0.18621645021645,0.18621645021645,0.18621645021645,-0.468763029978836,-0.18481240981241,-0.370058135631906,0.38051036736053,0.332612411742847,0.358036140556406,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0192574231537553,-0.115384615384615,-0.157789269553975
"RAF",0.296006483937518,0.320890075656431,0.267619047619048,0.22,0.2,0.227666911225238,0.22073762506942,0.17,0.187241379310345,0.17,0.159581881533101,0.156725110893631,0.153754813863928,0.208590163934426,0.156168831168831,0.374004753416518,0.110714285714286,0.0857142857142857,0.14,0.1,0.258543536260005,0.1,0.175990675990676,0.160606060606061,0.133333333333333,0.0613968253968254,-0.332663797226208,0.372663797226208,0.372663797226208,0.624385964912281,-0.474936280818634,0.0945637695637696,0.050974025974026,0.050974025974026,0.050974025974026,-0.543314330360812,-0.164381402679275,-0.380952950808151,0.377496836898203,0.32,0.351288185498712,0.27,0.318421052631579,0.268421052631579,0.2,0.2,0.1,0.1,0.337271448663854,-0.1,-0.1,0,0.0227081076332972,-0.184,-0.226050420168067
"SHH",0.35,0.44,0.4,0.3,0.2,0.3,0.283333333333333,0,0.2,0.1,0.0666666666666667,0.1,0.0666666666666667,0.253333333333333,0.15,0.2,0.1,0,0.3,0.2,0.162857142857143,0,0,0,0.1,0.25,-0.3,0.375,0.375,0.36727969348659,-0.299068100358423,0.303846153846154,0.25,0.25,0.25,-0.341666666666667,-0.271794871794872,-0.383333333333333,0.241111111111111,0.25,0.196666666666667,0.2,0.15,0.1,0.2,0.1,0.2,0.1,0.276190476190476,0,-0.2,0,0.272987012987013,-0.333333333333333,-0.26
"SNAI2",0.424698860712761,0.410897513966568,0.375493787258493,0.333613445378151,0.276470588235294,0.393614202437732,0.368324803455538,0.2,0.349019607843137,0.288235294117647,0.100241109101869,0.112087517128288,0.0934272300469483,0.365447812927988,0.36889281262983,0.447700890179382,0.326724137931034,0.275,0.301176470588235,0.26,0.401762028014479,0.2,0.127614490772385,0.126315789473684,0.128070175438597,0.323799864773496,-0.286538461538462,0.37770778267254,0.37770778267254,0.710777486540221,-0.63753975365315,0.442051352058506,0.412827607766268,0.412827607766268,0.412827607766268,-0.808460433019942,-0.386470390385003,-0.385881279343788,0.449540131104475,0.402974962071897,0.427956280172798,0.373563197366014,0.40259545543053,0.373563197366014,0.341168831168831,0.341168831168831,0.305454545454545,0.305454545454545,0.447100565604419,-0.1,-0.2,0.26,0.385743987724154,-0.335870348139256,-0.353833333333333
"cateninnuc",0.391283350529252,0.375572494764183,0.355485158519641,0.330197802197802,0.299428571428571,0.373677552561488,0.331899237566859,0.297101449275362,0.352576635130295,0.327260179434092,0.0944420230511463,0.111443052627227,0.103393939393939,0.217547714104253,0.345354166666667,0.322563558573377,0.328166666666667,0.304166666666667,0.18792349726776,0.163333333333333,0.248185478563194,0.270833333333333,-0.0176209938034928,-0.0198937210762201,-0.0245448838669178,0.259545915638429,-0.298271588040271,0.378413603940125,0.378413603940125,0.463429563786998,-0.409203889848606,0.388710818710819,0.372717552717553,0.372717552717553,0.372717552717553,-0.491260529677408,-0.338072618838637,-0.385824950939757,0.181794550964639,0.255050909979439,0.268952794543761,0.238054862548609,0.254090957351827,0.237027465288335,0.217402688635565,0.216375291375291,0.191375291375291,0.191375291375291,0.395647049521164,-0.233333333333333,-0.133333333333333,0.160606060606061,0.319856764246688,-0.204693683603163,-0.345431839459135
"CD44",0.339583333333333,0.336111111111111,0.325,0.3,0.2,0.395,0.328575225943647,0.3,0.385,0.325,0.137426900584795,0.197619047619048,0.183333333333333,0.177272727272727,0.26,0.321172161172161,0.266666666666667,0.2,0.15,0.1,0.188531468531469,0.2,0.0120300751879699,-0.0142857142857143,0,-0.00238095238095239,-0.255555555555556,0.388888888888889,0.388888888888889,0.435115995115995,-0.136758241758242,0.203809523809524,0.166666666666667,0.166666666666667,0.166666666666667,-0.262045923352513,-0.223809523809524,-0.399762845849802,0.126124031007752,0.0233333333333333,0.0861240310077519,-0.05,0.0233333333333333,0.05,-0.1,0,0,0.1,-0.02,-0.1,-0.1,0.1,-0.159085452362763,-0.15,-0.383703703703704
"AKT",0.272232043523443,0.293228087285316,0.268152558584409,0.229941176470588,0.177941176470588,0.218276802316693,0.187778746382865,0.0952380952380952,0.189162878266061,0.148179271708683,0.0716622805120965,0.0916763085031993,0.0798917967186875,0.14889338731444,0.195210018739431,0.296627314972669,0.276018099547511,0.252941176470588,0.115384615384615,0.1,0.202450912048333,0.2,-0.00839587242026266,-0.00961538461538461,-0.00961538461538461,0.19457264957265,-0.364299370220423,0.398281137277317,0.398281137277317,0.422462754122761,-0.426468480475457,0.243100424469627,0.21635343651782,0.21635343651782,0.21635343651782,-0.500581211797018,-0.205376925941442,-0.399469900337789,0.39927959812976,0.357752076547316,0.38051036736053,0.332612411742847,0.358036140556406,0.332612411742847,0.303381642512077,0.303381642512077,0.255555555555556,0.255555555555556,0.388916279869348,-0.166666666666667,-0.05,0.2,-0.00445179867071142,-0.132051282051282,-0.183255108063292
"MEK",0.33744792537896,0.363955769087088,0.320890075656431,0.267619047619048,0.22,0.174333577891905,0.247019676351471,0.17,0.227666911225238,0.187241379310345,0.165036426987646,0.165950203144554,0.156725110893631,0.227544412300439,0.185580595874714,0.406605486017251,0.156168831168831,0.110714285714286,0.184,0.14,0.279035339538693,0.0857142857142857,0.178180457012574,0.175990675990676,0.160606060606061,0.0925079365079365,-0.369918699186992,0.410759035321446,0.410759035321446,0.659179152260213,-0.51249725642839,0.129801864801865,0.0945637695637696,0.0945637695637696,0.0945637695637696,-0.584662235643144,-0.192145530443403,-0.419033446164188,0.400545164035749,0.352867132867133,0.377496836898203,0.32,0.351288185498712,0.318421052631579,0.27,0.268421052631579,0.2,0.2,0.379613791006196,-0.1,-0.1,0.1,0.0427917896416654,-0.208590163934426,-0.257629367536488
"cMet",0.366165611814346,0.3701536643026,0.336111111111111,0.325,0.3,0.400454545454546,0.360778615774155,0.325,0.395,0.385,0.151152390780874,0.206709956709957,0.197619047619048,0.205397727272727,0.2725,0.362745194880026,0.26,0.266666666666667,0.15,0.15,0.225487990270599,0.2,0.0439449688049912,0.0120300751879699,-0.0142857142857143,-0.00238095238095239,-0.288888888888889,0.418181818181818,0.418181818181818,0.48037146956855,-0.181953971295608,0.245318957771788,0.203809523809524,0.203809523809524,0.203809523809524,-0.305048467881775,-0.259293394777266,-0.429450345849802,0.154372618578373,0.086969696969697,0.126124031007752,0.0233333333333333,0.0861240310077519,0.0233333333333333,-0.05,0.05,-0.1,0,0.0419047619047619,-0.2,-0.1,0.1,-0.130031398308709,-0.177272727272727,-0.413333333333333
