"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","EGR1","ERK","cfos","HEY1","SMAD","ILK","SHH","AKT","TWIST1","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","DSH","SOSGRB2","Frizzled","KLF4","Wnt","ZEB2","ZEB1","SNAI2","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","GLI","TCFLEF","CD44","cMet","SRC","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"ERK",0.366336814267849,0.393626098757417,0.363955769087088,0.320890075656431,0.267619047619048,0.20970962246015,0.269063835895631,0.187241379310345,0.174333577891905,0.227666911225238,0.175163637660932,0.177500355120237,0.165950203144554,0.244935716648265,0.210351238076548,0.432541685739858,0.185580595874714,0.156168831168831,0.208590163934426,0.184,0.298312447972428,0.110714285714286,0.275615927119253,0.247638087784073,0.21041181041181,-0.27,0.123575897672985,-0.32,-0.404802420117224,-0.352867132867133,0.442727539258453,0.442727539258453,0.688124147751646,-0.544787964800055,0.157634648080193,0.129801864801865,0.129801864801865,0.129801864801865,-0.618750804129241,-0.211962002848431,-0.452366779497521,0.420336830702416,0.378681669207985,0.400545164035749,0.377496836898203,0.351288185498712,0.318421052631579,0.268421052631579,0.411646311331399,-0.0857142857142857,-0.14,0.2,0.0587632289501961,-0.227544412300439,-0.285205969207797
"STAT",0.218786639400136,0.21176467189053,0.194856459330144,0.165909090909091,0.140909090909091,0.207893738140417,0.148998811712347,0.2,0.191764705882353,0.18,0.0586666666666667,0.0649619634627131,0.0615136876006441,0.0628225972422309,0.0427602905569007,0.0802251471666764,0.0342857142857143,0.02,0.045,0.025,0.0675142417782127,0,0.0330241149201743,0.0204027556968733,-0.00392156862745098,0.0571428571428571,-0.0069376026272578,0.0196428571428571,-0.326728064963359,0.00146103896103896,0.442935269858347,0.442935269858347,0.104995176821802,-0.0628629869659736,-0.0300154778218091,-0.044194582299421,-0.044194582299421,-0.044194582299421,-0.20560603104461,0.0410569648420116,-0.458532927961468,0.0325315917856516,0.0111440030557678,0.0224004833231963,0.0113594738594739,-0.00146103896103896,-0.0196428571428571,-0.0571428571428571,-0.0431294196000078,0,0,0,-0.0636695348791481,-0.0566279069767442,-0.171240347490347
"cMet",0.405332278481013,0.406264775413712,0.372222222222222,0.35,0.3,0.420454545454546,0.4052230602186,0.325,0.415,0.385,0.21781905744754,0.21034632034632,0.197619047619048,0.205397727272727,0.2725,0.393514425649257,0.26,0.266666666666667,0.15,0.15,0.225487990270599,0.2,0.280035194368901,0.24812030075188,0.242857142857143,0.1,0.0109523809523809,0.05,-0.320634920634921,-0.0233333333333333,0.458008658008658,0.458008658008658,0.48879143565275,-0.196763716710336,0.245318957771788,0.203809523809524,0.203809523809524,0.203809523809524,-0.332217112076693,-0.259293394777266,-0.467637104743083,0.166176182246344,0.086969696969697,0.132277877161598,0.0861240310077519,0.0233333333333333,0.05,0,0.0419047619047619,-0.2,-0.1,0.1,-0.127328695606007,-0.177272727272727,-0.453333333333333
"Jagged",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0,0.12,-0.1,-0.405555555555556,-0.2,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.1,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"DELTA",0.312857142857143,0.331555555555555,0.255555555555556,0.2,0.2,0.286666666666667,0.258333333333333,0.1,0.22,0.2,0.166666666666667,0.0714285714285714,0.0666666666666667,0.121794871794872,0.0888888888888889,0.293,0.0333333333333333,0,0.0333333333333333,0,0.166493506493506,0,0.231428571428571,0.16,0.1,0,0.12,-0.1,-0.405555555555556,-0.2,0.46207729468599,0.46207729468599,0.43868778280543,-0.431991951710262,0.252727272727273,0.18,0.18,0.18,-0.513017543859649,-0.23639846743295,-0.472121212121212,0.350949050949051,0.269230769230769,0.314685314685315,0.269230769230769,0.2,0.1,0,0.28,0,0,0,0.300540540540541,-0.0833333333333333,-0.235897435897436
"SMO",0.417931034482759,0.513873873873874,0.473333333333333,0.44,0.4,0.381118881118881,0.346697388632872,0.2,0.353846153846154,0.3,0.128937728937729,0.134285714285714,0.12,0.324166666666667,0.228857142857143,0.277450980392157,0.192857142857143,0.15,0.253333333333333,0.333333333333333,0.239312169312169,0.1,0.318787878787879,0.278787878787879,0.233333333333333,-0.2,0.255263157894737,-0.25,-0.405555555555556,-0.3,0.470762711864407,0.470762711864407,0.456613026819923,-0.39734210251592,0.367095259391771,0.332211538461538,0.332211538461538,0.332211538461538,-0.44192819355378,-0.303833706746328,-0.480168776371308,0.299465735536252,0.344444444444444,0.273149946062567,0.241111111111111,0.196666666666667,0.15,0.1,0.366472607851918,0,-0.3,0.1,0.327104058731966,-0.290833333333333,-0.338571428571429
"NFB",0.543623370874367,0.574761539445084,0.529191919191919,0.469191919191919,0.405555555555556,0.306438842203548,0.323423941038183,0.142857142857143,0.252190476190476,0.178857142857143,0.198011573050273,0.199542600635528,0.18578795379538,0.281035559863977,0.358820248820249,0.568179271708683,0.321042471042471,0.264285714285714,0.228148148148148,0.18,0.313312588916683,0.314285714285714,0.403560024205185,0.362914862914863,0.307359307359307,-0.277777777777778,0.336627598407784,-0.331623931623932,-0.41529304029304,-0.376239316239316,0.474843833722237,0.474843833722237,0.698964977831352,-0.61265624380123,0.414927013662548,0.380598655453593,0.380598655453593,0.380598655453593,-0.730857473036303,-0.249681103210515,-0.479293751915583,0.465961828028842,0.409947181407856,0.439530455479823,0.40957264957265,0.376239316239316,0.331623931623932,0.277777777777778,0.443520770010132,-0.3,-0.12,0.2,0.159697385434782,-0.2557343550447,-0.315783942833123
"SRC",0.40859943977591,0.400551948051948,0.369642857142857,0.345833333333333,0.333333333333333,0.333142748237088,0.308263226544133,0.3,0.316161616161616,0.327272727272727,0.126804038397881,0.113934329065908,0.109429824561404,0.0953812636165577,0.168803418803419,0.258834154351396,0.157692307692308,0.15,0.0533333333333333,0.0333333333333333,0.110475770406963,0.15,0.168809523809524,0.143809523809524,0.12,0.1,0.00857142857142857,0.05,-0.354328165374677,0,0.481079664570231,0.481079664570231,0.207151486620042,-0.109673701541685,0.219246027231008,0.191973299958281,0.191973299958281,0.191973299958281,-0.273239538239538,-0.153593073593074,-0.493078612209047,0.0811660123422667,0.0344262295081967,0.0612554978008796,0.0344262295081967,0,-0.05,0,-0.0271686004505079,-0.1,-0.0333333333333333,0,-0.079581541646759,-0.0718518518518519,-0.405408927989573
"TWIST1",0.536282650208007,0.523479873751259,0.485438871473354,0.440438871473354,0.381818181818182,0.477104295456357,0.47740906155833,0.28,0.431830663615561,0.371304347826087,0.243465573974049,0.237967084996788,0.21981526981527,0.458591118009162,0.460917613459986,0.465151647234027,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.410423425501433,0.3,0.419711336881148,0.379145299145299,0.335555555555555,-0.309523809523809,0.315754268614681,-0.348412698412698,-0.404315196998124,-0.385254803675856,0.487455876929561,0.487455876929561,0.731234132410533,-0.658642259734095,0.450117893590769,0.419638441535975,0.419638441535975,0.419638441535975,-0.827398306590327,-0.397834735285073,-0.495589560842679,0.470417594058075,0.418854803675856,0.446553304236338,0.417916244511989,0.384582911178656,0.348412698412698,0.309523809523809,0.461239889143115,-0.2,-0.3,0.266666666666667,0.397657056315791,-0.428541856925419,-0.460874586961544
"FUS",0.458720508166969,0.555363235576002,0.513873873873874,0.473333333333333,0.44,0.41904991560164,0.376886067878155,0.3,0.381118881118881,0.353846153846154,0.144879757923236,0.143963133640553,0.134285714285714,0.349419191919192,0.263472527472527,0.31252951442357,0.228857142857143,0.192857142857143,0.290833333333333,0.253333333333333,0.264613374131446,0.15,0.357424242424242,0.318787878787879,0.278787878787879,-0.25,0.270647773279352,-0.3,-0.449817850637523,-0.344444444444444,0.513094000207965,0.513094000207965,0.490903870626028,-0.434027391156516,0.397226263758583,0.367095259391771,0.367095259391771,0.367095259391771,-0.483024083964739,-0.327579526144321,-0.522743033797051,0.321476605101469,0.377136752136752,0.299465735536252,0.273149946062567,0.241111111111111,0.196666666666667,0.15,0.403118570584838,-0.1,-0.333333333333333,0.1,0.344184350702769,-0.324166666666667,-0.378777614138439
"NOTCH",0.376122448979592,0.396071684587814,0.331555555555555,0.255555555555556,0.2,0.350952380952381,0.299871794871795,0.2,0.286666666666667,0.22,0.171014492753623,0.0814285714285714,0.0714285714285714,0.151206636500754,0.133333333333333,0.342152542372881,0.0888888888888889,0.0333333333333333,0.0833333333333333,0.0333333333333333,0.196123136123136,0,0.186267281105991,0.231428571428571,0.16,-0.1,0.167368421052632,-0.2,-0.46207729468599,-0.269230769230769,0.52133655394525,0.52133655394525,0.487894132011779,-0.483824412443246,0.303451910408432,0.252727272727273,0.252727272727273,0.252727272727273,-0.572694963214488,-0.277307558342041,-0.529264069264069,0.383193948908235,0.314685314685315,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.1,0.338490566037736,0,0,0,0.329512503157363,-0.121794871794872,-0.28762157382847
"TGF",0.534673913043478,0.55047619047619,0.593333333333333,0.526666666666667,0.46,0.474670008354219,0.442803560076287,0.333333333333333,0.423558897243108,0.376190476190476,0.231850419084462,0.22603128054741,0.211515151515151,0.265617816091954,0.341791979949875,0.465185185185185,0.315476190476191,0.258333333333333,0.203333333333333,0.153333333333333,0.319691948944526,0.233333333333333,0.38816091954023,0.343333333333333,0.273333333333333,-0.1,0.181578947368421,-0.2,-0.507068395626748,-0.28,0.559795668354021,0.559795668354021,0.51086636890726,-0.514243894589953,0.397619047619048,0.34047619047619,0.34047619047619,0.34047619047619,-0.597978803812028,-0.375373528406796,-0.567284583232859,0.427072763383588,0.342264150943396,0.388316782522344,0.342264150943396,0.28,0.2,0.1,0.356084656084656,-0.2,-0.133333333333333,0,0.180510097044069,-0.234367816091954,-0.411688311688312
"cfos",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.242857142857143,0.389064112011791,0.319178037152721,0.32,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,-0.2,0.193055555555556,-0.28,-0.509936507936508,-0.328148148148148,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.309172077922078,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"CDC42",0.403776730204277,0.424446142093201,0.378991596638655,0.314285714285714,0.342857142857143,0.389064112011791,0.319178037152721,0.22,0.336521739130435,0.28,0.0813593203398301,0.0933521078682369,0.0788359788359788,0.159543721909313,0.157675438596491,0.362155844155844,0.120833333333333,0.0833333333333333,0.10952380952381,0.0761904761904762,0.208611111111111,0.0333333333333333,0.212051282051282,0.17051282051282,0.116666666666667,-0.2,0.193055555555556,-0.28,-0.509936507936508,-0.328148148148148,0.560496175871478,0.560496175871478,0.535891553701773,-0.531877013204303,0.344785854721292,0.303322440087146,0.303322440087146,0.303322440087146,-0.61120282246208,-0.309172077922078,-0.571971819030643,0.427177771831237,0.364990253411306,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.2,0.39512315270936,0,-0.0333333333333333,0.1,0.365130149024012,-0.138556067588326,-0.31979020979021
"TCFLEF",0.610138621187819,0.599694801188502,0.571549105824263,0.539773404889684,0.502564102564103,0.518646092583375,0.42678379732773,0.431428571428571,0.49075493612079,0.463135888501742,0.201312018270054,0.183055790005171,0.174451583504215,0.28168933118468,0.304158904209395,0.425934925607809,0.282419773774612,0.263064935064935,0.24047619047619,0.216666666666667,0.281450909225584,0.235064935064935,0.390611188699341,0.365694245177746,0.340204049099314,-0.174509803921569,0.199145094426532,-0.209509803921569,-0.430605423987777,-0.239424333836099,0.566999025341131,0.566999025341131,0.481920584548769,-0.434303677640017,0.398102744185274,0.375106686366614,0.375106686366614,0.375106686366614,-0.602272168241351,-0.33658048825775,-0.577837323319251,0.206462056336108,0.267374644395105,0.187132159428892,0.263420819222706,0.235747863247863,0.205833333333333,0.170833333333333,0.599119413919414,-0.171428571428571,-0.183333333333333,0.133333333333333,0.326665952603825,-0.261443932411674,-0.428450658952105
"NOTCHic",0.421283739302172,0.441294614524119,0.396071684587814,0.331555555555555,0.255555555555556,0.408095238095238,0.332146927146927,0.22,0.350952380952381,0.286666666666667,0.184860646599777,0.0979753340184995,0.0814285714285714,0.173787281662044,0.172868217054264,0.380517322247095,0.133333333333333,0.0888888888888889,0.121794871794872,0.0833333333333333,0.221950950692673,0.0333333333333333,0.228372544263885,0.186267281105991,0.231428571428571,-0.2,0.221913875598086,-0.269230769230769,-0.515648723257419,-0.314685314685315,0.570966183574879,0.570966183574879,0.528976296340436,-0.529869037189696,0.344338609915821,0.303451910408432,0.303451910408432,0.303451910408432,-0.622465254179266,-0.307059624457744,-0.581865225333433,0.411438223717395,0.350169185653057,0.383193948908235,0.350949050949051,0.314685314685315,0.269230769230769,0.2,0.38293501048218,0,-0.0333333333333333,0.1,0.35217916982403,-0.151206636500754,-0.331283545659456
"PAK1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347578991806659,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,-0.28,0.225728822882288,-0.328148148148148,-0.55255945875618,-0.364990253411306,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.379785854721292,0.344785854721292,0.344785854721292,0.344785854721292,-0.652517701354814,-0.334262987012987,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384829397144313,-0.159543721909313,-0.354596839624464
"LIV1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347578991806659,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,-0.28,0.225728822882288,-0.328148148148148,-0.55255945875618,-0.364990253411306,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.379785854721292,0.344785854721292,0.344785854721292,0.344785854721292,-0.652517701354814,-0.334262987012987,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384829397144313,-0.159543721909313,-0.354596839624464
"EGR1",0.43894914399738,0.459965267776261,0.424446142093201,0.378991596638655,0.314285714285714,0.438397445345124,0.347578991806659,0.28,0.389064112011791,0.336521739130435,0.100476967398654,0.108190817545656,0.0933521078682369,0.182543721909313,0.187305068226121,0.394764539808018,0.157675438596491,0.120833333333333,0.138556067588326,0.10952380952381,0.234377982276755,0.0833333333333333,0.245018315018315,0.212051282051282,0.17051282051282,-0.28,0.225728822882288,-0.328148148148148,-0.55255945875618,-0.364990253411306,0.601332188733215,0.601332188733215,0.571153759850055,-0.570888002215292,0.379785854721292,0.344785854721292,0.344785854721292,0.344785854721292,-0.652517701354814,-0.334262987012987,-0.613088570299678,0.451177771831237,0.397673180240574,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.28,0.432859001765963,-0.0333333333333333,-0.0761904761904762,0.2,0.384829397144313,-0.159543721909313,-0.354596839624464
"ZEB1",0.464625087926853,0.494970783390697,0.459931413311956,0.417799433616525,0.364176245210728,0.365280297140883,0.346036275165813,0.216666666666667,0.322549019607843,0.276666666666667,0.185035508532918,0.179052084573757,0.166552084573757,0.271016185510115,0.284706438226714,0.470418277422846,0.251849295369572,0.220701754385965,0.223106060606061,0.195833333333333,0.334010086578585,0.173333333333333,0.361548979095771,0.326838235294118,0.289583333333333,-0.338095238095238,0.293879142300195,-0.384436701509872,-0.552877562600551,-0.420975163048334,0.604799203501029,0.604799203501029,0.527004585594104,-0.643198813120397,0.450661214533949,0.419322631856783,0.419322631856783,0.419322631856783,-0.646729443457103,-0.382381589315729,-0.623954633754806,0.497043008316014,0.450872070264829,0.475418742171199,0.449354912383965,0.419493801272854,0.38223889931207,0.335897435897436,0.48012547234277,-0.133333333333333,-0.158333333333333,0.266666666666667,0.399423458945677,-0.248596256684492,-0.33224229026937
"GLI",0.469230521155831,0.588687052700065,0.552687052700065,0.50551724137931,0.44,0.518801152806678,0.369961174149575,0.362857142857143,0.471839826839827,0.421190476190476,0.147277100375572,0.152127986545141,0.138073932491087,0.316776232910318,0.219452649480845,0.400358864866505,0.188202649480845,0.153508771929825,0.273339598997494,0.247023809523809,0.26579391677219,0.116666666666667,0.273189339396236,0.238903625110522,0.198903625110522,-0.38,0.228322798145807,-0.428387096774194,-0.558975546975547,-0.467210626185958,0.606190561529271,0.606190561529271,0.573022414960342,-0.57329937115706,0.406019523896682,0.372158137758068,0.372158137758068,0.372158137758068,-0.653783051053978,-0.238745267300903,-0.617005522856916,0.455263823687342,0.400827647462554,0.430577631218723,0.401032176673268,0.367411487018096,0.328387096774194,0.28,0.432744565217391,-0.0833333333333333,-0.20952380952381,0.2,0.3800089771113,-0.29578857858933,-0.374691359616881
"TGFR",0.580525441427758,0.599412360688956,0.55047619047619,0.593333333333333,0.526666666666667,0.518505624792575,0.480266686919945,0.376190476190476,0.474670008354219,0.423558897243108,0.248268329532223,0.239198540333886,0.22603128054741,0.294431375413988,0.374350119484758,0.508245683405826,0.341791979949875,0.315476190476191,0.234367816091954,0.203333333333333,0.351576006915541,0.258333333333333,0.432045811626561,0.38816091954023,0.343333333333333,-0.2,0.224788823911631,-0.28,-0.557068395626748,-0.342264150943396,0.607720196655907,0.607720196655907,0.558320072610964,-0.56528315555993,0.443233082706767,0.397619047619048,0.397619047619048,0.397619047619048,-0.651300779961942,-0.409847856035158,-0.615671680007053,0.458693666837972,0.388070602556299,0.427072763383588,0.388316782522344,0.342264150943396,0.28,0.2,0.410591093852896,-0.233333333333333,-0.153333333333333,0.1,0.208131064786004,-0.265617816091954,-0.453116883116883
"Csl",0.45634121056654,0.476442006814369,0.441294614524119,0.396071684587814,0.331555555555555,0.457008281573499,0.361000682087639,0.286666666666667,0.408095238095238,0.350952380952381,0.206429274050757,0.114086445129611,0.0979753340184995,0.197925212696527,0.204651162790698,0.413248699222265,0.172868217054264,0.133333333333333,0.151206636500754,0.121794871794872,0.248513450692673,0.0888888888888889,0.262008907900249,0.228372544263885,0.186267281105991,-0.269230769230769,0.251995176411094,-0.314685314685315,-0.559934437543133,-0.350169185653057,0.612955133851122,0.612955133851122,0.563950196415008,-0.56885986287777,0.378162139327586,0.344338609915821,0.344338609915821,0.344338609915821,-0.66409316115601,-0.331654617093973,-0.624348885464152,0.435280419257704,0.382427250169186,0.411438223717395,0.383193948908235,0.350949050949051,0.314685314685315,0.269230769230769,0.419695935932052,-0.0333333333333333,-0.0833333333333333,0.2,0.371252905351147,-0.173787281662044,-0.367689075613373
"SMAD",0.498007421477403,0.51620927237175,0.47836066679406,0.431991951710262,0.371428571428571,0.471651257594618,0.396843913702785,0.314285714285714,0.422612796056157,0.369124423963134,0.229016604874041,0.118864696946889,0.204578982661174,0.301602406693723,0.31081045751634,0.43306824043748,0.276143790849673,0.238888888888889,0.250833333333333,0.220833333333333,0.353976679234744,0.205555555555556,0.365703338806787,0.329195402298851,0.286666666666667,-0.271428571428571,0.25790446613428,-0.321428571428571,-0.575333164186459,-0.35989010989011,0.627670631156279,0.627670631156279,0.575909344683299,-0.580314753423626,0.462109616538369,0.427241195485737,0.427241195485737,0.427241195485737,-0.674647271826466,-0.369702792334371,-0.637730415621913,0.448880776133312,0.394422483990829,0.424362032465632,0.395189712248536,0.360644257703081,0.321428571428571,0.271428571428571,0.428696207957508,-0.15,-0.183333333333333,0.2,0.28120923251151,-0.277438837920489,-0.39029987332505
"SNAI1",0.469317631926224,0.490812041969809,0.459965267776261,0.424446142093201,0.378991596638655,0.475168745793555,0.27320176760737,0.336521739130435,0.438397445345124,0.389064112011791,0.118334110255796,0.119383929476776,0.108190817545656,0.204485469482129,0.217166179337232,0.423379924423403,0.187305068226121,0.157675438596491,0.159543721909313,0.138556067588326,0.257907394041461,0.120833333333333,0.27603872318158,0.245018315018315,0.212051282051282,-0.328148148148148,0.247238256844552,-0.364990253411306,-0.589631109846523,-0.397673180240574,0.635895534366671,0.635895534366671,0.600955972387768,-0.603530489261924,0.407536265230324,0.379785854721292,0.379785854721292,0.379785854721292,-0.687949543186239,-0.355451105824868,-0.648919502096028,0.470898990210174,0.426375191209496,0.451177771831237,0.427177771831237,0.398659253312719,0.365985985985986,0.328148148148148,0.464793733700695,-0.0833333333333333,-0.10952380952381,0.28,0.401057467319752,-0.182543721909313,-0.385977592762539
