"","cateninmemb","EGR1","SNAI1","cfos","HEY1","ERK","MEK","Ecadherin","SMAD","ILK","NFB","Csn","IKK","SMO","FUS","AKT","SHH","Csl","Jagged","NOTCHic","NOTCH","KLF4","ZEB2","ZEB1","GSK3","miR200","FOXC2","CDC42","PAK1","TGFR","TGF","RAF","PI3K","DELTA","RAS","SOSGRB2","DSH","Frizzled","TrCP","SUFU","STAT","LIV1","Wnt","Patched","GLI","SRC","cMet","CD44","TCFLEF","cateninnuc","TWIST1","AXIN2","RKIP","Destcompl","SNAI2"
"Destcompl",0.254373007963456,0.0548717948717949,0.0815802280364958,0.0427505827505827,0.000959894806048654,0.0411112384882876,0.0368918292055872,0.11128655933207,0.00353801169590643,0.00388888888888889,0.0480331262939959,0.0523809523809524,0.0399250181858878,-0.124488232074439,-0.118773946360153,0.0325424678503173,-0.135285878921033,-0.0603838621229926,-0.203819209004093,-0.0690795142969056,-0.0764943439562242,-0.198515139584645,0.184051914012599,0.184051914012599,-0.0762362764595944,-0.196240764651541,-0.00970447369845784,-0.0177762139338494,-0.0212244897959184,-0.0246183191970073,-0.0304311270787807,-0.012969027125308,-0.012969027125308,-0.012969027125308,-0.0154808010656534,-0.0899176237409521,-0.188888888888889,-0.198477929984779,-0.0666666666666667,0.122222222222222,-0.188888888888889,-0.188888888888889,-0.206398722063987,0.131223983369776,-0.208810595904432,-0.198477929984779,-0.205940616551943,-0.208179422522093,-0.209001340330312,-0.21058216643944,-0.148900619097788,-0.260580818923164,-0.110307255596026,-0.0331898619671758,-0.291198216237292
"AXIN2",0.286469838507202,0.153333333333333,0.145367879129234,0.12650406504065,0.00644623180120138,0.108747055694856,0.101160848798304,0.121903021561174,0.00610190936277893,0.00887968714055671,0.109178743961353,0.122222222222222,0.101932367149758,-0.157692307692308,-0.157692307692308,0.0941545893719807,-0.16683750675554,-0.0505263157894737,-0.237270056617883,-0.0558834586466165,-0.063315891079049,-0.251973359911612,0.241789199751623,0.241789199751623,-0.162079094056211,-0.256390398986944,0.03226681203262,0.0012962962962963,0.005,0.00218125204850869,-0.00177914399109527,0.0605094342983616,0.0605094342983616,0.0605094342983616,0.0534228201251333,-0.112042444076105,-0.24,-0.242325581395349,-0.133333333333333,0.15,-0.24,-0.233333333333333,-0.249222133119487,0.161263736263736,-0.256769302930808,-0.242325581395349,-0.249222133119487,-0.256477653624219,-0.260580818923164,-0.26261281200574,-0.204596316962781,0.166182545395143,-0.173077218480444,0.148461086903547,-0.334954639549479
"Wnt",-0.228728813559322,0.1,0.0820910973084886,0.0666666666666667,0.0456410256410256,0.0466666666666667,0.0996078431372549,-0.253979805927092,0.0390777181474856,0.0367521367521367,0.0666666666666667,0.1,0.0866666666666667,0.05,0,0.124166666666667,0.082034632034632,0.1,0.110980392156863,0.142857142857143,0.176190476190476,-0.262745098039216,0.299330463892874,0.299330463892874,-0.0500783699059561,-0.302626262626263,0.000161943319838048,-0.0666666666666667,-0.1,-0.00666666666666668,0.0194202898550725,0.0977443609022556,0.0977443609022556,0.0977443609022556,0.111380724538619,0.0454545454545455,0.2,0.3,-0.1,0,0.1,0,0.225,-0.0772727272727273,0.230263157894737,0.2,0.225,0.230263157894737,0.240977443609023,0.258858238311009,0.0291176470588235,0.265454545454545,-0.111666666666667,-0.0603153847351298,0.143793103448276
"Frizzled",-0.251268496099005,0.0666666666666667,0.0868530020703934,0.0466666666666667,0.0477686852154937,0.0996078431372549,0.136644880174292,-0.270063722011008,0.0456197742222519,0.0390777181474856,0.0866666666666667,0.0666666666666667,0.124166666666667,0.0772727272727273,0.05,0.136666666666667,0.0852604384862449,0.142857142857143,0.11805109922757,0.176190476190476,0.185994397759104,-0.296078431372549,0.326063137160201,0.326063137160201,-0.0591692789968652,-0.330751262626263,-0.00448921947085963,-0.00666666666666668,-0.0666666666666667,0.0194202898550725,0.0165631469979296,0.111380724538619,0.111380724538619,0.111380724538619,0.124766551310273,0.0848484848484848,0.3,0.225,-0.1,0,0.2,0.1,0.230263157894737,-0.082034632034632,0.240977443609023,0.225,0.230263157894737,0.240977443609023,0.258858238311009,0.273620143072914,0.0281652661064426,0.279408033826638,-0.118809523809524,-0.0499705571489229,0.153572283259001
"DSH",-0.266698413649063,0.0466666666666667,0.0964182194616977,0.0996078431372549,0.0565406150400551,0.136644880174292,0.153938113256999,-0.282794187331464,0.0535443025241387,0.0456197742222519,0.124166666666667,0.0866666666666667,0.136666666666667,0.082034632034632,0.0772727272727273,0.144712643678161,0.0932358986089443,0.176190476190476,0.131229393801213,0.185994397759104,0.195085306850013,-0.320350276032743,0.342598570231067,0.342598570231067,-0.0714662627555659,-0.349043945553092,-0.00232471730635746,0.0194202898550725,-0.00666666666666668,0.0165631469979296,0.02039589961117,0.124766551310273,0.124766551310273,0.124766551310273,0.140732937864895,0.0897265336289726,0.225,0.230263157894737,-0.0666666666666667,-0.05,0.225,0.2,0.240977443609023,-0.0852604384862449,0.258624502432552,0.230263157894737,0.240977443609023,0.258858238311009,0.273620143072914,0.282613909769263,0.0359666845461589,0.29586373002917,-0.129299034299034,-0.0406194121107549,0.16533014123339
"HEY1",-0.571430595150107,0.2,0.334997461811805,0.281818181818182,0.104033613445378,0.328877005347594,0.360835768234192,-0.629403843394086,0.0928115942028986,0.0826666666666667,0.26,0.2,0.302857142857143,0.266666666666667,0.233333333333333,0.33989417989418,0.320497311827957,0.305454545454545,0.349348053246104,0.342296650717703,0.376317269274404,-0.266666666666667,0.354514963880289,0.354514963880289,-0.346953472415037,-0.362568172568173,0.281232215276377,0.247272727272727,0.227272727272727,0.269939393939394,0.291890613451589,0.375897435897436,0.375897435897436,0.375897435897436,0.397956259426848,0.25188679245283,0.266666666666667,0.296078431372549,-0.1,-0.2,0.266666666666667,0.233333333333333,0.326310989512084,-0.297916666666667,0.350448920546567,0.296078431372549,0.326310989512084,0.349789250381649,0.36684610656894,0.380918335709662,0.176592592592593,0.400444917796122,-0.328674500103071,0.337985756701488,0.422824277072733
"FOXC2",-0.571430595150107,0.2,0.334997461811805,0.281818181818182,0.104033613445378,0.328877005347594,0.360835768234192,-0.629403843394086,0.0928115942028986,0.0826666666666667,0.26,0.2,0.302857142857143,0.266666666666667,0.233333333333333,0.33989417989418,0.320497311827957,0.305454545454545,0.349348053246104,0.342296650717703,0.376317269274404,-0.266666666666667,0.354514963880289,0.354514963880289,-0.346953472415037,-0.362568172568173,0.281232215276377,0.247272727272727,0.227272727272727,0.269939393939394,0.291890613451589,0.375897435897436,0.375897435897436,0.375897435897436,0.397956259426848,0.25188679245283,0.266666666666667,0.296078431372549,-0.1,-0.2,0.266666666666667,0.233333333333333,0.326310989512084,-0.297916666666667,0.350448920546567,0.296078431372549,0.326310989512084,0.349789250381649,0.36684610656894,0.380918335709662,0.176592592592593,0.400444917796122,-0.328674500103071,0.337985756701488,0.422824277072733
"PI3K",-0.293707405583025,0.0666666666666667,0.145140901771337,0.080952380952381,0.0603840850233747,0.133893557422969,0.171598475455756,-0.327079168314068,0.0607734293717487,0.0535734293717487,0.2,0.166666666666667,0.241176470588235,0.0833333333333333,0.05,0.253996983408748,0.102136752136752,0.15,0.143684210526316,0.188461538461538,0.204590570719603,-0.332675438596491,0.364296622685298,0.364296622685298,-0.154834054834055,-0.366004081577852,0.105019744483159,0.0911764705882353,0.05,0.119176470588235,0.124867527498804,0.152034632034632,0.152034632034632,0.152034632034632,0.17395244025381,0.123846153846154,0.2,0.233333333333333,-0.2,0,0.2,0.1,0.255072463768116,-0.091025641025641,0.275072463768116,0.233333333333333,0.255072463768116,0.275072463768116,0.295976418570376,0.31226507836419,0.104520924549435,0.305428571428571,-0.146024563671622,-0.0570416156798762,0.219559793127802
"ILK",-0.293707405583025,0.0666666666666667,0.145140901771337,0.080952380952381,0.0603840850233747,0.133893557422969,0.171598475455756,-0.327079168314068,0.0607734293717487,0.0535734293717487,0.2,0.166666666666667,0.241176470588235,0.0833333333333333,0.05,0.253996983408748,0.102136752136752,0.15,0.143684210526316,0.188461538461538,0.204590570719603,-0.332675438596491,0.364296622685298,0.364296622685298,-0.154834054834055,-0.366004081577852,0.105019744483159,0.0911764705882353,0.05,0.119176470588235,0.124867527498804,0.152034632034632,0.152034632034632,0.152034632034632,0.17395244025381,0.123846153846154,0.2,0.233333333333333,-0.2,0,0.2,0.1,0.255072463768116,-0.091025641025641,0.275072463768116,0.233333333333333,0.255072463768116,0.275072463768116,0.295976418570376,0.31226507836419,0.104520924549435,0.305428571428571,-0.146024563671622,-0.0570416156798762,0.219559793127802
"RAF",-0.380242763772176,0.17,0.200844872950409,0.17,0.135656213704994,0.173448275862069,0.209618488628026,-0.409310707156231,0.132774628553998,0.127824133504493,0.0857142857142857,0.1,0.110714285714286,0.14,0.1,0.144047619047619,0.182754098360656,0.111111111111111,0.220286603605789,0.156565656565657,0.195027195027195,-0.332663797226208,0.368663797226208,0.368663797226208,-0.144208037825059,-0.377852175614352,0.0527704096669614,5.55111512312578e-18,-0.0333333333333333,0.0476190476190476,0.07659101023587,0.0327922077922078,0.0327922077922078,0.0327922077922078,0.0592879342879343,-0.00996825396825396,0.1,0.2,-0.1,-0.1,0.1,0,0.25,-0.168,0.273076923076923,0.2,0.247368421052632,0.270445344129555,0.289326463010674,0.30891933832874,-0.0608942364824718,0.299671823722457,-0.218207282913165,-0.0132527575490127,0.46515416448097
"SHH",-0.257491039426523,0,0.283333333333333,0.1,0.0666666666666667,0.2,0.3,-0.254444444444444,0.0833333333333333,0.0666666666666667,0,0,0.1,0.3,0.2,0.15,0.253333333333333,0.1,0.162857142857143,0.2,0.233333333333333,-0.3,0.375,0.375,-0.271794871794872,-0.383333333333333,0.2,0.233333333333333,0.2,0.333333333333333,0.333333333333333,0.25,0.25,0.25,0.303846153846154,0.2,0.2,0.2,0,-0.2,0.1,0,0.2,-0.333333333333333,0.25,0.1,0.1,0.15,0.183333333333333,0.211111111111111,-0.05,0.276190476190476,-0.26,0.267272727272727,0.277471264367816
"SNAI2",-0.620812340392713,0.2,0.370375010941466,0.288235294117647,0.111106088004822,0.349019607843137,0.390911499735029,-0.770885394564314,0.101669025316171,0.0877934272300469,0.275,0.2,0.326724137931034,0.301176470588235,0.26,0.36889281262983,0.362630911519537,0.332894736842105,0.398649187547553,0.376754385964912,0.41441672362725,-0.286538461538462,0.378588839941263,0.378588839941263,-0.385748368724354,-0.386587993124707,0.323743301531099,0.286274509803922,0.252941176470588,0.312770236299648,0.336372720771698,0.412827607766268,0.412827607766268,0.412827607766268,0.440224868040241,0.300540906017579,0.305454545454545,0.341168831168831,-0.1,-0.2,0.305454545454545,0.26,0.373563197366014,-0.335870348139256,0.400835924638742,0.341168831168831,0.373563197366014,0.400444917796122,0.421269660064163,0.437884566896461,0.221243362214382,0.445784776130734,-0.355166666666667,0.382965467658077,0.675052865032345
"cateninnuc",-0.369973763017879,0.297101449275362,0.328474013981479,0.320910973084886,0.111165620123297,0.346227428781089,0.3645760526343,-0.423216249446621,0.0948316708303066,0.088965367965368,0.304166666666667,0.270833333333333,0.324166666666667,0.181366120218579,0.163333333333333,0.337447916666667,0.203777790200582,0.332203389830509,0.231488877784507,0.351970831690974,0.365152649872792,-0.300194664963348,0.379055113874251,0.379055113874251,-0.329713028011558,-0.386734611537676,0.249321105124384,0.245538461538462,0.224,0.258182139699381,0.266697423542176,0.363451143451143,0.363451143451143,0.363451143451143,0.375740705740706,0.217974370256781,0.191375291375291,0.211923236580771,-0.233333333333333,-0.133333333333333,0.191375291375291,0.160606060606061,0.22496671484164,-0.194409598479449,0.237219679268518,0.210819735819736,0.223863214080605,0.236164801382193,0.247441873824314,0.156417294978691,0.0616117917776065,0.380918335709662,-0.344011010494881,0.308485888249845,0.397146449486414
"AKT",-0.312769587030528,0.080952380952381,0.160930375455547,0.133893557422969,0.0701585211136003,0.171598475455756,0.189319994443098,-0.344957956192856,0.0685175371158564,0.0607734293717487,0.241176470588235,0.2,0.253996983408748,0.091025641025641,0.0833333333333333,0.167128296540061,0.113715699505173,0.188461538461538,0.158915998605786,0.204590570719603,0.220444229256188,-0.359171165092218,0.386214430904476,0.386214430904476,-0.170156635479216,-0.38846397462598,0.113290421174888,0.119176470588235,0.0911764705882353,0.124867527498804,0.135441545625693,0.17395244025381,0.17395244025381,0.17395244025381,0.193470512542967,0.134957264957265,0.233333333333333,0.255072463768116,-0.166666666666667,-0.05,0.233333333333333,0.2,0.275072463768116,-0.102136752136752,0.295742854829569,0.255072463768116,0.275072463768116,0.295976418570376,0.31226507836419,0.323342001441113,0.110942942898059,0.327450232078391,-0.162794750007026,-0.0462062145218944,0.234936677549913
"RAS",-0.310304264845495,0.26,0.291425762045231,0.26,0.139525691699605,0.275789473684211,0.29343653250774,-0.344776283811724,0.134941249226964,0.132900432900433,0.166666666666667,0.2,0.173333333333333,0.116666666666667,0.1,0.206666666666667,0.171310734463277,0.2,0.227873053420067,0.226315789473684,0.269712015888779,-0.356428571428571,0.396634756995582,0.396634756995582,-0.201692506459948,-0.406061538461538,0.171111111111111,0.12,0.1,0.155294117647059,0.193907979033197,0.195384615384615,0.195384615384615,0.195384615384615,0.124230769230769,-0.0705627705627706,0.1,0.2,-0.2,-0.1,0.1,0,0.264705882352941,-0.152666666666667,0.302205882352941,0.2,0.264705882352941,0.300876095118899,0.32241455665736,0.342527871104952,-0.00571740316421168,0.320553359683795,-0.388849056603774,-0.0662218830823482,0.392383546170137
"SOSGRB2",-0.402694005694006,0.276190476190476,0.340899786780384,0.30952380952381,0.242897727272727,0.312226512226512,0.342529542529543,-0.433173125987183,0.236614783066396,0.233118279569893,0.288888888888889,0.3,0.304678362573099,0.233333333333333,0.2,0.329678362573099,0.278587890215797,0.309090909090909,0.326853750285942,0.347552447552448,0.382763715158081,-0.362017543859649,0.397731829573935,0.397731829573935,-0.299303292935832,-0.408441181664522,0.172405372405372,0.124285714285714,0.114285714285714,0.166593406593407,0.197089860494116,0.272316384180791,0.272316384180791,0.272316384180791,0.304367666232073,-0.103333333333333,0.1,0.2,-0.2,-0.2,0.1,0,0.258333333333333,-0.257657657657658,0.291666666666667,0.2,0.256521739130435,0.289855072463768,0.31301296720061,0.333089449036174,-0.0798840579710145,0.313304455445545,-0.376571637426901,-0.0677565536625939,0.47873389537136
"MEK",-0.405852519869736,0.17,0.216229488335025,0.173448275862069,0.14111075915954,0.209618488628026,0.14795182196136,-0.432625825553316,0.140523706044773,0.132774628553998,0.110714285714286,0.0857142857142857,0.144047619047619,0.168,0.14,0.161694677871148,0.193865209471767,0.156565656565657,0.233401357704149,0.195027195027195,0.214735224224275,-0.365997130559541,0.399616178178588,0.399616178178588,-0.160669954286976,-0.409121525459553,0.0626803195768713,0.0476190476190476,5.55111512312578e-18,0.07659101023587,0.0889997693599576,0.0592879342879343,0.0592879342879343,0.0592879342879343,0.0830974580974581,0.0211428571428571,0.2,0.25,-0.1,-0.1,0.2,0.1,0.273076923076923,-0.182754098360656,0.291958041958042,0.247368421052632,0.270445344129555,0.289326463010674,0.30891933832874,0.325090342046212,-0.0619931375813729,0.324897048947682,-0.237944125018428,0.000136363789899482,0.482185794651286
"Csn",-0.274691055498395,0.08,0.109083624818235,0.134545454545455,0.0520681063122924,0.16961038961039,0.189402056277056,-0.291202869962877,0.0519223090208476,0.0439531573498965,0.138333333333333,0.105,0.150833333333333,0.0741702741702742,0.0650793650793651,0.161233333333333,0.0877433395677711,0.178787878787879,0.120389114079714,0.19047619047619,0.202014652014652,-0.383074050132874,0.40773035566584,0.40773035566584,-0.0905988613305792,-0.417669640697988,-0.00769387229706336,0.00790366350067842,-0.0204545454545455,0.0091857147827297,0.0151523018949015,0.137758590036463,0.137758590036463,0.137758590036463,0.155225000785024,0.0805834198086014,0.233333333333333,0.24367816091954,-0.18,-0.0428571428571429,0.233333333333333,0.2,0.256931172967733,-0.0795466182562957,0.275708465544152,0.24367816091954,0.256931172967733,0.276042284078844,0.29179791108849,0.30220079743846,0.0366012155212716,0.310045542178155,-0.136368278483501,-0.0198269805539985,0.119957928253765
"STAT",0.0904037988057079,0.166666666666667,0.0849190633608166,0.146666666666667,0.0226666666666667,0.14078431372549,0.139709044908286,-0.00158362535634722,0.0264312288300294,0.0252818035426731,0,0,-0.00476190476190476,0.00666666666666667,0,-0.00984665052461663,0.00168621801468066,-0.0274509803921569,-0.00704947634525099,-0.0301536830948596,-0.0330663044540829,-0.307555951673599,0.408920566612874,0.408920566612874,0.103644859813084,-0.427008981586189,-0.0342849352419905,-0.0465909090909091,-0.0590909090909091,-0.0465909090909091,-0.0480401844532279,-0.117168114143921,-0.117168114143921,-0.117168114143921,-0.116421845487204,-0.124178981937603,-0.0857142857142857,-0.0857142857142857,0,0,-0.0857142857142857,0,-0.0857142857142857,-0.00434108527131783,-0.0831932773109244,-0.0857142857142857,-0.0857142857142857,-0.0831501831501832,-0.0803110664309402,-0.0778080866931572,-0.185664851556906,-0.131729055258467,-0.120749678249678,-0.134570498205704,-0.156435552126518
"CD44",-0.0722893772893773,0.3,0.368474215842637,0.325,0.193567251461988,0.385,0.405,-0.162109434371947,0.178344671201814,0.172222222222222,0.2,0.2,0.266666666666667,0.15,0.1,0.26,0.168181818181818,0.2,0.176410256410256,0.242857142857143,0.24812030075188,-0.277777777777778,0.420634920634921,0.420634920634921,-0.219642857142857,-0.431699604743083,0.160833333333333,0.153333333333333,0.133333333333333,0.165833333333333,0.160277777777778,0.166666666666667,0.166666666666667,0.166666666666667,0.192380952380952,-0.080952380952381,0,-0.1,-0.1,-0.1,0.1,0.1,-0.05,-0.15,0.01,0,0.05,0.01,0.0495348837209302,0.0756887298747764,-0.224981684981685,-0.03,-0.423703703703704,-0.177212703263123,0.278659118659119
