"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","cfos","EGR1","HEY1","SMAD","ILK","FUS","SMO","SHH","TWIST1","AKT","IKK","NFB","Jagged","Csn","NOTCH","NOTCHic","DSH","Csl","SOSGRB2","Frizzled","Wnt","GLI","ZEB2","ZEB1","SNAI2","KLF4","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","TCFLEF","CD44","cMet","SRC","STAT","AXIN2","TrCP","LIV1","Destcompl","SUFU","Patched","RKIP"
"ZEB2",-0.247550893550894,-0.246547103689961,-0.244959802102659,-0.241558441558442,-0.232467532467532,-0.177365177302028,-0.17225118548187,-0.170048104131296,-0.16359649122807,-0.158333333333333,-0.15133431085044,-0.144186488537227,-0.142357220244544,-0.139285714285714,-0.136428571428571,-0.133989547038328,-0.13351898496007,-0.130506230529595,-0.125833333333333,-0.123611111111111,-0.115001575343754,-0.111111111111111,-0.102421185372005,-0.0964102564102564,-0.0909090909090909,-0.0897435897435897,-0.0843589743589744,-0.0775757575757576,-0.0698834498834499,-0.063461431534826,-0.0624351613778272,-0.0624351613778272,-0.0531017568795664,-0.0393239344022791,-0.0373131655908024,-0.0248539540402495,-0.0173593073593074,-0.0173593073593074,-0.0173593073593074,0.0124810649917267,0.0135393776179485,0.025289397210492,0.0397936493674077,0.0452481948219532,0.0522904483430799,0.0587719298245614,0.0666666666666667,0.08,0.0857129155052004,0.1,0.1,0.112398631876125,0.125,0.133989547038328,0.190579710144928
"SNAI2",0.255483009366425,0.0335035240406084,0.0248078718666954,0.015406162464986,0.00588235294117647,0.283889772125066,0.0831524284696059,0.256862745098039,0.219607843137255,0.166666666666667,0.0448764315852923,0.0180242539768114,0.0118041582830315,-0.26,-0.289411764705882,-0.319046717278461,0.355889206207753,0.352357706688824,0.319827586206897,0.275,0.377067291381879,0.2,0.404414445203919,0.373245614035088,-0.305454545454545,0.332894736842105,0.178296146044625,-0.341168831168831,-0.370746295957564,-0.393740948363981,0.0637042164883575,0.0637042164883575,0.68590926866712,-0.0201923076923077,-0.601394771898923,0.425952134152858,0.403577704929113,0.403577704929113,0.403577704929113,-0.735691031301006,-0.37534841272716,-0.061274827087872,0.424672590091128,0.41085271431473,0.393326941118854,0.370746295957564,0.341168831168831,0.305454545454545,0.440800387192287,-0.1,0.26,0.378952770521708,0.2,0.307779111644658,-0.0867435897435897
"HEY1",0.222622728596715,0.0387169253510717,0.0304242424242424,0.0210909090909091,0.00909090909090909,0.25651579469651,0.0919772883875105,0.234866310160428,0.205454545454545,0.16,0.0446600458365164,0.020463768115942,0.0146666666666667,-0.233333333333333,-0.25,-0.27002688172043,0.318592592592593,0.319259259259259,0.293333333333333,0.26,0.324246967425378,0.2,0.362806688699255,0.337033492822967,-0.266666666666667,0.305454545454545,0.138993710691824,-0.296078431372549,-0.321659826721386,-0.340625343962766,0.0697678018575851,0.0697678018575851,0.434580242452583,-0.0259259259259259,-0.549218212907237,0.380723981900453,0.363076923076923,0.363076923076923,0.363076923076923,-0.590924378267382,-0.334267727491774,-0.0665527065527066,0.365883536305429,0.354301967189614,0.339920696286604,0.321659826721386,0.296078431372549,0.266666666666667,0.393326941118854,-0.1,0.233333333333333,0.333127013095855,0.2,0.2625,-0.0991548134405277
"FOXC2",0.222622728596715,0.0387169253510717,0.0304242424242424,0.0210909090909091,0.00909090909090909,0.25651579469651,0.0919772883875105,0.234866310160428,0.205454545454545,0.16,0.0446600458365164,0.020463768115942,0.0146666666666667,-0.233333333333333,-0.25,-0.27002688172043,0.318592592592593,0.319259259259259,0.293333333333333,0.26,0.324246967425378,0.2,0.362806688699255,0.337033492822967,-0.266666666666667,0.305454545454545,0.138993710691824,-0.296078431372549,-0.321659826721386,-0.340625343962766,0.0697678018575851,0.0697678018575851,0.434580242452583,-0.0259259259259259,-0.549218212907237,0.380723981900453,0.363076923076923,0.363076923076923,0.363076923076923,-0.590924378267382,-0.334267727491774,-0.0665527065527066,0.365883536305429,0.354301967189614,0.339920696286604,0.321659826721386,0.296078431372549,0.266666666666667,0.393326941118854,-0.1,0.233333333333333,0.333127013095855,0.2,0.2625,-0.0991548134405277
"cateninnuc",0.199348236462991,0.0535846216725602,0.0494361500568397,0.0442637362637363,0.0365714285714286,0.247007290576941,0.158541370373022,0.236456831861345,0.222532781228433,0.205072463768116,0.0564930220436253,0.0303656601091799,0.0275007215007215,-0.121111111111111,-0.126029143897996,-0.133209213993668,0.225340660966151,0.304482954545455,0.293545454545455,0.279545454545455,0.200262560976786,0.258333333333333,0.339943615633407,0.32857997926977,-0.183682983682984,0.314626490897677,0.0981241508204381,-0.198751476833669,-0.210707998572799,-0.2205894214977,0.100063192003112,0.100063192003112,0.410370648276612,-0.0544803357970618,-0.339205059272594,0.351131896131896,0.341704286704287,0.341704286704287,0.341704286704287,-0.378000267374427,-0.310600505984742,-0.0931203310682107,0.135229146830435,0.228186893309308,0.219449029231638,0.209528394311003,0.197571872571873,0.183682983682984,0.365883536305429,-0.233333333333333,0.160606060606061,0.300540663704452,0.111111111111111,0.130376969984953,-0.175754605196293
"TWIST1",0.392453429915921,0.200673496214204,0.189967345872518,0.176217345872518,0.162424242424242,0.385348657171807,0.228708425578583,0.355995423340961,0.316521739130435,0.26,0.193779102253679,0.17027585641447,0.163345163345163,-0.133333333333333,-0.153333333333333,-0.176992149717705,0.379125349605899,0.447681132426895,0.412087912087912,0.369230769230769,0.389570933132064,0.3,0.411486856958555,0.376581196581197,-0.309523809523809,0.335555555555555,0.194496274130141,-0.348412698412698,-0.381044277360067,-0.409044277360067,0.262026061148868,0.262026061148868,0.708962561626127,-0.21639566395664,-0.626592882720075,0.437644418855678,0.412644418855677,0.412644418855677,0.412644418855677,-0.763199098431277,-0.392828277262221,-0.274065960940502,0.448186220606552,0.431452465574925,0.410166094977682,0.382455251604188,0.348412698412698,0.309523809523809,0.455970964519352,-0.2,0.266666666666667,0.390861511869944,0.1,0.165662100456621,-0.250547226634183
"Destcompl",0.125276299975478,0.153224193488648,0.153716804326086,0.151611541168191,0.148163265306122,0.0989164781403835,0.177616516369989,0.0976506553555734,0.0949184149184149,0.0979487179487179,0.0334217918833303,0.0395572263993317,0.0392063492063492,0.154789272030651,0.154789272030651,0.149034669451002,0.00558570139787055,0.0594314811706116,0.0594314811706116,0.0567287784679089,-0.167967389081773,0.0523809523809524,-0.048012880441651,-0.0490148844496671,0.181746031746032,-0.0522757540148844,-0.00528786360182504,0.177636442704936,0.175656244685134,0.173615428358603,0.274456741993745,0.274456741993745,-0.21375914984915,-0.279578959204941,0.18873695186805,0.015877585365305,0.0141507407813176,0.0141507407813176,0.0141507407813176,0.00995714245401511,-0.0986993694880326,-0.287340500669962,-0.168745509360231,-0.170581307422444,-0.172910074545732,-0.175148880515881,-0.177636442704936,-0.181746031746032,-0.228925126843972,-0.0666666666666667,-0.188888888888889,-0.012979544406942,-0.144444444444444,-0.15116232902547,-0.201699687067152
"Wnt",0.145182186234818,0.0994202898550725,0.0733333333333333,0.0666666666666667,0.1,0.107843137254902,0.0432194616977226,0.0666666666666667,0.0666666666666667,0.1,0.0656410256410257,0.0519976147883125,0.058974358974359,0,0,-0.0147186147186147,0.201176470588235,0.136666666666667,0.0866666666666667,0.0666666666666667,0.153259803921569,0.1,0.192857142857143,0.142857142857143,0,0.1,0.0757575757575758,-0.1,-0.25,-0.286842105263158,0.277809660449546,0.277809660449546,0.338534482758621,-0.250980392156863,-0.333008474576271,0.150615174299385,0.118796992481203,0.118796992481203,0.118796992481203,-0.393152186130156,-0.0729623824451411,-0.281717171717172,0.327475974704974,0.308270676691729,0.286842105263158,0.25,0.2,0.1,0.31030303030303,-0.1,0,-0.0233176107971793,0,-0.00909090909090909,-0.0783333333333333
"Frizzled",0.168438000188306,0.111801242236025,0.0994202898550725,0.0733333333333333,0.0666666666666667,0.141176470588235,0.0448067632850242,0.107843137254902,0.0666666666666667,0.0666666666666667,0.0592580469176214,0.0529321942275648,0.0519976147883125,0,0.00909090909090909,-0.0308476469766792,0.21546218487395,0.161666666666667,0.136666666666667,0.0866666666666667,0.162350713012478,0.0666666666666667,0.222268907563025,0.192857142857143,-0.1,0.142857142857143,0.0909090909090909,-0.25,-0.286842105263158,-0.308270676691729,0.296621541637665,0.296621541637665,0.364086533231807,-0.274789915966387,-0.361262442830239,0.17187501681907,0.150615174299385,0.150615174299385,0.150615174299385,-0.421357314335284,-0.0917502612330199,-0.302029671717172,0.344618831847831,0.327475974704974,0.308270676691729,0.286842105263158,0.25,0.2,0.340535588442565,-0.1,0.1,-0.00872875138073365,0,0.0147186147186147,-0.0854761904761905
"SHH",0.225,0.253333333333333,0.233333333333333,0.233333333333333,0.2,0.26,0.183333333333333,0.2,0.1,0,0.0666666666666667,0.0833333333333333,0.0666666666666667,0.2,0.1,0.0533333333333333,0.15,0.15,0.1,0,0.162857142857143,0,0.233333333333333,0.2,0,0.1,0.2,0,0,-0.05,0.3,0.3,0.360383141762452,-0.25,-0.292616487455197,0.303846153846154,0.25,0.25,0.25,-0.3125,-0.271794871794872,-0.3,0.235555555555556,0.196666666666667,0.15,0.1,0.1,0.1,0.276190476190476,0,0,0.272987012987013,-0.2,-0.133333333333333,-0.16
"DSH",0.175797307547614,0.113543402514771,0.111801242236025,0.0994202898550725,0.0733333333333333,0.158469703670942,0.0508937198067633,0.141176470588235,0.107843137254902,0.0666666666666667,0.062766818847446,0.0601020055483195,0.0529321942275648,0.00909090909090909,-0.0147186147186147,-0.0375961132343479,0.226809702604446,0.174310344827586,0.161666666666667,0.136666666666667,0.173978619989222,0.0866666666666667,0.238352823646941,0.222268907563025,-0.25,0.192857142857143,0.105543237250554,-0.286842105263158,-0.308270676691729,-0.327224925057742,0.307645163684909,0.307645163684909,0.384459059425055,-0.291294770335319,-0.383995069449792,0.191202747911507,0.17187501681907,0.17187501681907,0.17187501681907,-0.44181385516057,-0.107295504852509,-0.314224793668391,0.358421147074902,0.344618831847831,0.327475974704974,0.308270676691729,0.286842105263158,0.25,0.363742339497418,-0.0666666666666667,0.2,0.00291246999331215,0,0.0308476469766792,-0.0917698967698968
"AXIN2",0.172967243529304,0.202098874956326,0.200118676936524,0.198348765432099,0.199583333333333,0.154676696299673,0.237154429741353,0.154676696299673,0.159349593495935,0.166666666666667,0.0396352017041672,0.0437428111341155,0.0445364619277663,0.173076923076923,0.187362637362637,0.192391911367321,0.0043796986325722,0.108840579710145,0.107729468599034,0.109178743961353,-0.208111083980649,0.122222222222222,-0.0484992887624467,-0.0505263157894737,0.24,-0.0505263157894737,-0.0136407553798858,0.237674418604651,0.234226142742582,0.231710419472142,0.322642581032779,0.322642581032779,-0.263160206202321,-0.321801450988573,0.22993306198246,0.0756987810709577,0.0749113794961546,0.0749113794961546,0.0749113794961546,0.0273675273839995,-0.17644550059653,-0.336382896999227,-0.226547262598404,-0.228925126843972,-0.231387026023339,-0.234226142742582,-0.237674418604651,-0.24,0.185914054244452,-0.133333333333333,-0.233333333333333,0.16359045943675,-0.15,-0.19271978021978,-0.256159064949388
"PI3K",0.213082462253194,0.152216164514586,0.141647058823529,0.117647058823529,0.1,0.170840795334527,0.0957045088566828,0.136414565826331,0.0952380952380952,0.0666666666666667,0.0710187333938721,0.0710101640656263,0.0654101640656262,0,0.0166666666666667,-0.0230769230769231,0.248812635056398,0.276018099547511,0.252941176470588,0.2,0.181491228070175,0.166666666666667,0.236104218362283,0.203846153846154,-0.2,0.15,0.133076923076923,-0.255555555555556,-0.303381642512077,-0.332612411742847,0.336564016424039,0.336564016424039,0.3917147751807,-0.313815789473684,-0.39215639204634,0.214983573504121,0.18621645021645,0.18621645021645,0.18621645021645,-0.457623473730725,-0.183754208754209,-0.33972657456264,0.377730939321622,0.356906197053581,0.332612411742847,0.303381642512077,0.255555555555556,0.2,0.358952380952381,-0.2,0.1,-0.0197171932686978,0,0.00641025641025641,-0.110391079508727
"ILK",0.213082462253194,0.152216164514586,0.141647058823529,0.117647058823529,0.1,0.170840795334527,0.0957045088566828,0.136414565826331,0.0952380952380952,0.0666666666666667,0.0710187333938721,0.0710101640656263,0.0654101640656262,0,0.0166666666666667,-0.0230769230769231,0.248812635056398,0.276018099547511,0.252941176470588,0.2,0.181491228070175,0.166666666666667,0.236104218362283,0.203846153846154,-0.2,0.15,0.133076923076923,-0.255555555555556,-0.303381642512077,-0.332612411742847,0.336564016424039,0.336564016424039,0.3917147751807,-0.313815789473684,-0.39215639204634,0.214983573504121,0.18621645021645,0.18621645021645,0.18621645021645,-0.457623473730725,-0.183754208754209,-0.33972657456264,0.377730939321622,0.356906197053581,0.332612411742847,0.303381642512077,0.255555555555556,0.2,0.358952380952381,-0.2,0.1,-0.0197171932686978,0,0.00641025641025641,-0.110391079508727
"RAF",0.266504568228706,0.216875834445928,0.202857142857143,0.193333333333333,0.2,0.219156272927366,0.153014867214742,0.187241379310345,0.17,0.17,0.159581881533101,0.152764714854027,0.153754813863928,0.1,0.1,0.0779672131147541,0.351883541295306,0.156168831168831,0.110714285714286,0.0857142857142857,0.258543536260005,0.1,0.21041181041181,0.156565656565657,-0.1,0.111111111111111,0.0453968253968254,-0.2,-0.26,-0.31,0.346907699665232,0.346907699665232,0.623057061257796,-0.322907699665232,-0.47362909127615,0.0945637695637696,0.050974025974026,0.050974025974026,0.050974025974026,-0.535239733731453,-0.164381402679275,-0.357901905027837,0.376479025193368,0.351288185498712,0.318421052631579,0.268421052631579,0.2,0.1,0.337271448663854,-0.1,0,0.0227081076332972,-0.1,-0.096,-0.185854341736695
"AKT",0.223608778042668,0.154935197747215,0.152216164514586,0.141647058823529,0.117647058823529,0.189828137106679,0.10598019807974,0.170840795334527,0.136414565826331,0.0952380952380952,0.0792894100856014,0.0774074704629327,0.0710101640656263,0.0166666666666667,-0.00641025641025641,-0.0293927125506073,0.264408965331628,0.193189816719228,0.276018099547511,0.252941176470588,0.198047519460904,0.2,0.258055437874478,0.236104218362283,-0.255555555555556,0.203846153846154,0.150854700854701,-0.303381642512077,-0.332612411742847,-0.356634758111562,0.350262646561025,0.350262646561025,0.416739900808841,-0.331764507422402,-0.419373517428603,0.239320922901712,0.214983573504121,0.214983573504121,0.214983573504121,-0.482926504033756,-0.202705821657435,-0.353630317878148,0.394038631629315,0.377730939321622,0.356906197053581,0.332612411742847,0.303381642512077,0.255555555555556,0.388194258208699,-0.166666666666667,0.2,-0.00557327267316428,0,0.0230769230769231,-0.118465613670217
"IKK",0.432727272727273,0.329090909090909,0.309090909090909,0.3,0.3,0.221968253968254,0.175289793610404,0.170857142857143,0.142857142857143,0.1,0.176057791537668,0.16963696369637,0.166666666666667,0.08,0.06,0.0321583652618136,0.491732026143791,0.321042471042471,0.264285714285714,0.314285714285714,0.28535145267104,0.3,0.362914862914863,0.307359307359307,-0.2,0.245454545454545,0.247478991596639,-0.277777777777778,-0.331623931623932,-0.376239316239316,0.358817042606516,0.358817042606516,0.65558883218432,-0.323443223443223,-0.56327160734982,0.379190204749367,0.334119782214156,0.334119782214156,0.334119782214156,-0.661996020782009,-0.223406593406593,-0.36659977703456,0.435024984550837,0.408442706069825,0.376239316239316,0.331623931623932,0.277777777777778,0.2,0.403095238095238,-0.2,0.1,0.138814024478451,-0.1,-0.0562962962962963,-0.193260473588342
"MEK",0.290828892553031,0.227094812548118,0.216875834445928,0.202857142857143,0.193333333333333,0.152489606260699,0.160707174907049,0.219156272927366,0.187241379310345,0.17,0.159581881533101,0.156085748064359,0.152764714854027,0.1,0.096,0.0603201542912247,0.374960464372229,0.185580595874714,0.156168831168831,0.110714285714286,0.277395995276398,0.0857142857142857,0.247638087784073,0.21041181041181,-0.2,0.156565656565657,0.0587301587301587,-0.26,-0.31,-0.342867132867133,0.366748969506502,0.366748969506502,0.655417158581397,-0.344476327116212,-0.507775432739565,0.128532023532024,0.0945637695637696,0.0945637695637696,0.0945637695637696,-0.569119515152218,-0.191162729460602,-0.378025744037125,0.396925121847643,0.376479025193368,0.351288185498712,0.318421052631579,0.268421052631579,0.2,0.379613791006196,-0.1,0.1,0.0423733795998244,-0.1,-0.0779672131147541,-0.200328025947221
"SMO",0.296034482758621,0.29454954954955,0.278333333333333,0.253333333333333,0.233333333333333,0.331794871794872,0.220199692780338,0.298461538461538,0.26,0.2,0.104029304029304,0.101269841269841,0.0933333333333333,0.133333333333333,0.0533333333333333,0.0422222222222222,0.223093681917211,0.228857142857143,0.192857142857143,0.15,0.224761904761905,0.1,0.318787878787879,0.278787878787879,0,0.233333333333333,0.171929824561404,-0.05,-0.0875,-0.126388888888889,0.373870056497175,0.373870056497175,0.439621237000547,-0.325,-0.372983261996729,0.36925313059034,0.341346153846154,0.341346153846154,0.341346153846154,-0.397614462795113,-0.32657989259931,-0.377034358047016,0.283573659066761,0.261769147788565,0.235555555555556,0.196666666666667,0.15,0.1,0.363024331989849,0,0.1,0.313893393428277,-0.1,-0.0533333333333333,-0.230634920634921
"SOSGRB2",0.346300366300366,0.301177616709532,0.289120879120879,0.281428571428571,0.271428571428571,0.353340353340353,0.29926012793177,0.323037323037323,0.30952380952381,0.276190476190476,0.261647727272727,0.256399729302955,0.252903225806452,0.2,0.2,0.187994971715902,0.385797101449275,0.338011695906433,0.304678362573099,0.288888888888889,0.357215265481102,0.3,0.394031320791884,0.347552447552448,-0.1,0.309090909090909,-0.0383333333333333,-0.2,-0.266666666666667,-0.323188405797101,0.380714285714286,0.380714285714286,0.64444151907795,-0.355,-0.493212472212472,0.333311603650587,0.285875706214689,0.285875706214689,0.285875706214689,-0.55718499041342,-0.31585308255715,-0.393016978228512,0.399689084711946,0.370434782608696,0.330434782608696,0.273913043478261,0.2,0.1,0.345606435643564,-0.2,0,-0.0356106235300866,-0.2,-0.197297297297297,-0.350913742690058
