"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","SNAI1","ERK","cfos","EGR1","HEY1","SMAD","ILK","SHH","TWIST1","AKT","IKK","NFB","SMO","FUS","Jagged","Csn","NOTCH","NOTCHic","Csl","SOSGRB2","ZEB2","ZEB1","SNAI2","KLF4","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","GSK3","miR200","cateninnuc","TCFLEF","GLI","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Destcompl","Patched","RKIP"
"cateninmemb",-0.246798749747933,-0.269988586076885,-0.253532889874353,-0.230606060606061,-0.205272727272727,-0.309118474006285,-0.117394231197088,-0.286765532829814,-0.258930481283422,-0.223636363636364,-0.101384221779011,-0.0829843141383304,-0.0754782608695652,-0.324119464905597,-0.338166916176775,-0.358268398268398,-0.336190476190476,-0.302857142857143,-0.291666666666667,-0.266666666666667,-0.350646494934351,-0.26,-0.392639654588473,-0.372193557934198,-0.342296650717703,-0.255366976618218,-0.0950662724556023,-0.0950662724556023,-0.452142923309432,0.0473511486169714,0.472289204229601,-0.406252727992787,-0.391168929110106,-0.391168929110106,-0.391168929110106,0.515437277162104,0.352891382642159,0.0914941917176554,-0.377804170063291,-0.366879800315392,-0.355292010629432,-0.340625343962766,-0.354301967189614,-0.339920696286604,-0.321659826721386,-0.321659826721386,-0.296078431372549,-0.296078431372549,-0.41085271431473,0.2,0.233333333333333,-0.266666666666667,-0.339539027357225,0.30994623655914,0.128229439545651
"KLF4",-0.231009276063723,-0.253532889874353,-0.230606060606061,-0.205272727272727,-0.177272727272727,-0.286765532829814,-0.107900560311012,-0.258930481283422,-0.223636363636364,-0.16,-0.0886325439266616,-0.0754782608695652,-0.0653333333333333,-0.30994623655914,-0.324200435729848,-0.336190476190476,-0.302857142857143,-0.26,-0.266666666666667,-0.233333333333333,-0.337603016673481,-0.2,-0.372193557934198,-0.342296650717703,-0.305454545454545,-0.24352487135506,-0.078952528379773,-0.078952528379773,-0.435225403742905,0.0296296296296296,0.549915077018736,-0.391168929110106,-0.372051282051282,-0.372051282051282,-0.372051282051282,0.594228329270144,0.340970852840835,0.0749206349206349,-0.366879800315392,-0.354301967189614,-0.340625343962766,-0.321659826721386,-0.339920696286604,-0.321659826721386,-0.296078431372549,-0.296078431372549,-0.266666666666667,-0.266666666666667,-0.393326941118854,0.1,0.2,-0.233333333333333,-0.331990099118641,0.291666666666667,0.112873634302206
"ZEB2",-0.244508158508158,-0.231446437160723,-0.227742733457019,-0.22025974025974,-0.203896103896104,-0.172919858655293,-0.166835406346306,-0.166822297679683,-0.16359649122807,-0.158333333333333,-0.147697947214076,-0.141559846886195,-0.13851106639839,-0.133189737092176,-0.131562001324181,-0.12863707165109,-0.125833333333333,-0.123611111111111,-0.122857142857143,-0.114285714285714,-0.113439075343754,-0.111111111111111,-0.101328289197142,-0.0964102564102564,-0.0897435897435897,-0.0739194139194139,-0.0596627534378018,-0.0596627534378018,-0.0529297878339946,-0.040850651959531,-0.0374860264378206,-0.0232352123251481,-0.0161688311688312,-0.0161688311688312,-0.0161688311688312,0.0114891906970639,0.0125443527423266,0.0226875447138,0.0399235194972778,0.0452481948219532,0.0452796133530079,0.0517016317016317,0.0522904483430799,0.0587719298245614,0.0593939393939394,0.0666666666666667,0.0727272727272727,0.08,0.0857129155052004,0.1,0.1,0.1,0.112255672619513,0.127735191637631,0.186570048309179
"SNAI2",0.26171426412268,0.294226319290258,0.269381598793363,0.241176470588235,0.207843137254902,0.310254372019078,0.0973404287625693,0.276470588235294,0.231372549019608,0.166666666666667,0.0977094635322483,0.0845975373773743,0.072635814889336,0.3543239267538,0.360068593511679,0.366483174075613,0.326724137931034,0.275,0.301176470588235,0.26,0.389632100760207,0.2,0.411819321029847,0.376754385964912,0.332894736842105,0.288471940500338,0.0707761694986365,0.0707761694986365,0.68630886906672,-0.0226923076923077,-0.601828611378316,0.435075503458627,0.410417969212052,0.410417969212052,0.410417969212052,-0.738113900797228,-0.381288925762321,-0.0676427693478524,0.42529370810355,0.41085271431473,0.393740948363981,0.370746295957564,0.393326941118854,0.370746295957564,0.341168831168831,0.341168831168831,0.305454545454545,0.305454545454545,0.440800387192287,-0.1,-0.2,0.26,0.378097047074036,-0.331788715486194,-0.0972564102564103
"HEY1",0.231009276063723,0.253532889874353,0.230606060606061,0.205272727272727,0.177272727272727,0.286765532829814,0.107900560311012,0.258930481283422,0.223636363636364,0.16,0.0886325439266616,0.0754782608695652,0.0653333333333333,0.30994623655914,0.324200435729848,0.336190476190476,0.302857142857143,0.26,0.266666666666667,0.233333333333333,0.337603016673481,0.2,0.372193557934198,0.342296650717703,0.305454545454545,0.24352487135506,0.078952528379773,0.078952528379773,0.435225403742905,-0.0296296296296296,-0.549915077018736,0.391168929110106,0.372051282051282,0.372051282051282,0.372051282051282,-0.594228329270144,-0.340970852840835,-0.0749206349206349,0.366879800315392,0.354301967189614,0.340625343962766,0.321659826721386,0.339920696286604,0.321659826721386,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.393326941118854,-0.1,-0.2,0.233333333333333,0.331990099118641,-0.291666666666667,-0.112873634302206
"FOXC2",0.231009276063723,0.253532889874353,0.230606060606061,0.205272727272727,0.177272727272727,0.286765532829814,0.107900560311012,0.258930481283422,0.223636363636364,0.16,0.0886325439266616,0.0754782608695652,0.0653333333333333,0.30994623655914,0.324200435729848,0.336190476190476,0.302857142857143,0.26,0.266666666666667,0.233333333333333,0.337603016673481,0.2,0.372193557934198,0.342296650717703,0.305454545454545,0.24352487135506,0.078952528379773,0.078952528379773,0.435225403742905,-0.0296296296296296,-0.549915077018736,0.391168929110106,0.372051282051282,0.372051282051282,0.372051282051282,-0.594228329270144,-0.340970852840835,-0.0749206349206349,0.366879800315392,0.354301967189614,0.340625343962766,0.321659826721386,0.339920696286604,0.321659826721386,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.393326941118854,-0.1,-0.2,0.233333333333333,0.331990099118641,-0.291666666666667,-0.112873634302206
"cateninnuc",0.212519889946119,0.210646269456087,0.201039282556524,0.188395604395604,0.166857142857143,0.293587983784042,0.178208522350252,0.281202662683125,0.262215320910973,0.238405797101449,0.0926310280421358,0.0741549031535389,0.0682886002886003,0.188385405956158,0.234349125677541,0.326606060606061,0.314106060606061,0.298106060606061,0.168087431693989,0.153333333333333,0.215551770370428,0.270833333333333,0.352812735156054,0.340540007883327,0.325423728813559,0.211487977769171,0.117258740520875,0.117258740520875,0.414243422956303,-0.0686520972108161,-0.343743143552291,0.364507754507755,0.353564993564994,0.353564993564994,0.353564993564994,-0.386158883821422,-0.31918322058288,-0.10980758227582,0.139116037220008,0.23096911647988,0.222170449165684,0.210707998572799,0.22103633081894,0.209528394311003,0.198751476833669,0.197571872571873,0.183682983682984,0.183682983682984,0.366879800315392,-0.233333333333333,-0.133333333333333,0.160606060606061,0.299912475895405,-0.179888673930014,-0.195596526715633
"SUFU",0.041573926044683,-0.0800362038987243,-0.0758941920644048,-0.0727027027027027,-0.07,-0.084041031113665,0.0142547661830853,-0.0793601800498352,-0.0736130536130536,-0.0584615384615385,-0.0352484951751583,-0.0221849845503276,-0.020568356374808,-0.224146094146094,-0.036730907244482,-0.185991444796814,-0.183978021978022,-0.176285714285714,-0.218888888888889,-0.213333333333333,-0.107033047168124,-0.164285714285714,-0.251284271284271,-0.24969696969697,-0.247424242424242,-0.114587167218746,0.234079772182814,0.234079772182814,-0.23557849853993,-0.25080385676734,0.107615378285345,-0.280080059995833,-0.27976360429963,-0.27976360429963,-0.27976360429963,0.0223555091640173,0.251353129470869,-0.246494579915046,-0.0931929865064004,-0.0914027051764772,-0.197482763003209,-0.196367521367521,-0.0895005312634337,-0.0887486515641855,-0.194444444444444,-0.0877777777777778,-0.2,-0.0933333333333333,-0.243783845782027,0.15,0.213333333333333,-0.1,-0.220147370589705,0.21989898989899,-0.0271648315683662
"Patched",0.055,-0.07,-0.0533333333333333,-0.0333333333333333,-0.0333333333333333,-0.0584615384615385,0.0301075268817204,-0.02,0,0.1,-0.00769230769230769,-0.01,0,-0.213333333333333,-0.0287037037037037,-0.164285714285714,-0.15,-0.1,-0.333333333333333,-0.3,-0.102010582010582,0,-0.242424242424242,-0.233333333333333,-0.2,-0.116666666666667,0.25,0.25,-0.228996168582376,-0.261111111111111,0.102885304659498,-0.279326923076923,-0.273076923076923,-0.273076923076923,-0.273076923076923,0.0143042071197411,0.250549450549451,-0.259523809523809,-0.0887486515641855,-0.0877777777777778,-0.2,-0.2,-0.0933333333333333,-0.1,-0.2,-0.1,-0.2,-0.1,-0.247619047619048,0,0.2,-0.1,-0.222937062937063,0.213333333333333,-0.0514285714285714
"TWIST1",0.39755470523475,0.420455527309859,0.392437304075235,0.359937304075235,0.325454545454545,0.407909195441557,0.240832564622922,0.372585812356979,0.325217391304348,0.26,0.230229092940957,0.216701760266117,0.205150605150605,0.449940061932504,0.38266367912535,0.459222698205749,0.416849816849817,0.369230769230769,0.391555555555556,0.355555555555556,0.400647301311299,0.3,0.417824544428318,0.379145299145299,0.335555555555555,0.28534686772673,0.267531566654374,0.267531566654374,0.709259077563858,-0.218105065666041,-0.62691059519029,0.446130724434382,0.418733464160409,0.418733464160409,0.418733464160409,-0.765194115894188,-0.398336999976344,-0.278942808231143,0.44864625510914,0.431452465574925,0.411149540517962,0.383149540517962,0.410166094977682,0.382455251604188,0.348412698412698,0.348412698412698,0.309523809523809,0.309523809523809,0.455970964519352,-0.2,-0.3,0.266666666666667,0.390098515702357,-0.425802130898021,-0.259047030786161
"Destcompl",0.119731022773771,0.0793903477906589,0.0800800029630727,0.0785010555946517,0.0736734693877551,0.0843203113549658,0.169866555483078,0.0847422522832359,0.0841958041958042,0.0902564102564102,0.0198864383479768,0.0247953216374269,0.0244444444444444,-0.110118657286935,0.00214840295611128,0.0501377696008569,0.0514800514800515,0.0523809523809524,-0.109020251778872,-0.111877394636015,-0.173873186183223,0.0523809523809524,-0.0536910993942448,-0.053891500195848,-0.0549784567175871,-0.0428530606091115,0.268650756941691,0.268650756941691,-0.21478124416085,-0.275549137550131,0.18986844832025,0.0104659965197305,0.00858216606447143,0.00858216606447143,0.00858216606447143,0.0126043046802014,-0.0951781724788648,-0.281746453563986,-0.169905387253115,-0.171129252627924,-0.173615428358603,-0.175656244685134,-0.172910074545732,-0.175148880515881,-0.177636442704936,-0.177636442704936,-0.181746031746032,-0.181746031746032,-0.228925126843972,-0.0666666666666667,0.122222222222222,-0.188888888888889,-0.0123695594402216,0.109538386493898,-0.193699823868397
"Wnt",0.145182186234818,0.176811594202899,0.133333333333333,0.1,0.1,0.107843137254902,0.0432194616977226,0.0666666666666667,0.0666666666666667,0.1,0.0656410256410257,0.0566487775790101,0.058974358974359,0.10974025974026,0.201176470588235,0.136666666666667,0.0866666666666667,0.0666666666666667,0.05,0,0.153259803921569,0.1,0.192857142857143,0.142857142857143,0.1,0.0939393939393939,0.277809660449546,0.277809660449546,0.338534482758621,-0.250980392156863,-0.333008474576271,0.150615174299385,0.118796992481203,0.118796992481203,0.118796992481203,-0.393152186130156,-0.0729623824451411,-0.281717171717172,0.327475974704974,0.308270676691729,0.286842105263158,0.25,0.286842105263158,0.25,0.3,0.2,0.2,0.1,0.31030303030303,-0.1,0,0,-0.0233176107971793,-0.0954545454545455,-0.0783333333333333
"Frizzled",0.168438000188306,0.202525879917184,0.176811594202899,0.133333333333333,0.1,0.144880174291939,0.0463940648723257,0.107843137254902,0.0666666666666667,0.0666666666666667,0.0635133660665576,0.0613216747752718,0.0566487775790101,0.119417679095098,0.21546218487395,0.161666666666667,0.136666666666667,0.0866666666666667,0.0954545454545455,0.05,0.16437091503268,0.0666666666666667,0.222268907563025,0.192857142857143,0.142857142857143,0.121212121212121,0.296621541637665,0.296621541637665,0.364086533231807,-0.274789915966387,-0.361262442830239,0.173449819968676,0.150615174299385,0.150615174299385,0.150615174299385,-0.421357314335284,-0.0929623824451411,-0.302029671717172,0.344618831847831,0.327475974704974,0.308270676691729,0.286842105263158,0.308270676691729,0.286842105263158,0.25,0.25,0.3,0.2,0.340535588442565,-0.1,0,0.1,-0.00872875138073365,-0.10974025974026,-0.0854761904761905
"DSH",0.176663108413414,0.213327273645407,0.202525879917184,0.176811594202899,0.133333333333333,0.165180926171638,0.054799861973775,0.144880174291939,0.107843137254902,0.0666666666666667,0.0705309099262067,0.0715103540205548,0.0613216747752718,0.129847126947859,0.227518922462602,0.176609195402299,0.161666666666667,0.136666666666667,0.10974025974026,0.0954545454545455,0.177549209606323,0.0866666666666667,0.239751425045543,0.222268907563025,0.192857142857143,0.14560236511456,0.308432565259712,0.308432565259712,0.384459059425055,-0.291294770335319,-0.383995069449792,0.194458223330021,0.173449819968676,0.173449819968676,0.173449819968676,-0.442165040410789,-0.10943570031057,-0.314834549765952,0.358421147074902,0.344618831847831,0.327224925057742,0.308270676691729,0.327475974704974,0.308270676691729,0.286842105263158,0.286842105263158,0.25,0.25,0.363742339497418,-0.0666666666666667,-0.05,0.2,0.00272163029865566,-0.119417679095098,-0.0931684981684982
"AXIN2",0.16983353102791,0.113466372817223,0.111816207800721,0.110046296296296,0.11375,0.143301709072521,0.230524752478223,0.146060329762176,0.154471544715447,0.166666666666667,0.0253724602608984,0.0276282493673798,0.0292155509546814,-0.148375367801597,0.00213018344188053,0.102608695652174,0.104830917874396,0.109178743961353,-0.152930402930403,-0.157692307692308,-0.213920902833946,0.122222222222222,-0.052312030075188,-0.052312030075188,-0.0505263157894737,-0.0597058948531599,0.319646142875139,0.319646142875139,-0.263386835097505,-0.320786222562177,0.230169888507031,0.0707709859352777,0.0710334531268787,0.0710334531268787,0.0710334531268787,0.0286351238591457,-0.173354270570518,-0.333719906895729,-0.226893133761396,-0.228925126843972,-0.231710419472142,-0.234226142742582,-0.231387026023339,-0.234226142742582,-0.237674418604651,-0.237674418604651,-0.24,-0.24,0.185914054244452,-0.133333333333333,0.15,-0.233333333333333,0.16408947360218,0.149358974358974,-0.251223856788373
"PI3K",0.213082462253194,0.238631755141081,0.210176470588235,0.166176470588235,0.125,0.174119483859117,0.0970933977455717,0.136414565826331,0.0952380952380952,0.0666666666666667,0.0747923182995325,0.0782917967186875,0.0694917967186875,0.132051282051282,0.248812635056398,0.276018099547511,0.252941176470588,0.2,0.1,0.05,0.183245614035088,0.166666666666667,0.236104218362283,0.203846153846154,0.15,0.158461538461538,0.336564016424039,0.336564016424039,0.3917147751807,-0.313815789473684,-0.39215639204634,0.21635343651782,0.18621645021645,0.18621645021645,0.18621645021645,-0.457623473730725,-0.18481240981241,-0.33972657456264,0.377730939321622,0.356906197053581,0.332612411742847,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0197171932686978,-0.115384615384615,-0.110391079508727
"ILK",0.213082462253194,0.238631755141081,0.210176470588235,0.166176470588235,0.125,0.174119483859117,0.0970933977455717,0.136414565826331,0.0952380952380952,0.0666666666666667,0.0747923182995325,0.0782917967186875,0.0694917967186875,0.132051282051282,0.248812635056398,0.276018099547511,0.252941176470588,0.2,0.1,0.05,0.183245614035088,0.166666666666667,0.236104218362283,0.203846153846154,0.15,0.158461538461538,0.336564016424039,0.336564016424039,0.3917147751807,-0.313815789473684,-0.39215639204634,0.21635343651782,0.18621645021645,0.18621645021645,0.18621645021645,-0.457623473730725,-0.18481240981241,-0.33972657456264,0.377730939321622,0.356906197053581,0.332612411742847,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0197171932686978,-0.115384615384615,-0.110391079508727
"RAF",0.266504568228706,0.296412995104584,0.258095238095238,0.22,0.2,0.219156272927366,0.151388850954579,0.187241379310345,0.17,0.17,0.159581881533101,0.156725110893631,0.153754813863928,0.208590163934426,0.351883541295306,0.156168831168831,0.110714285714286,0.0857142857142857,0.14,0.1,0.258543536260005,0.1,0.21041181041181,0.156565656565657,0.111111111111111,0.0613968253968254,0.346907699665232,0.346907699665232,0.623057061257796,-0.322907699665232,-0.47362909127615,0.0945637695637696,0.050974025974026,0.050974025974026,0.050974025974026,-0.535239733731453,-0.164381402679275,-0.357901905027837,0.376479025193368,0.351288185498712,0.32,0.27,0.318421052631579,0.268421052631579,0.2,0.2,0.1,0.1,0.337271448663854,-0.1,-0.1,0,0.0227081076332972,-0.184,-0.185854341736695
"AKT",0.224360657741916,0.253435380518724,0.238631755141081,0.210176470588235,0.166176470588235,0.19563847120089,0.109374099499958,0.174119483859117,0.136414565826331,0.0952380952380952,0.0860705137882543,0.0880561064829972,0.0782917967186875,0.147840755735493,0.265020586126735,0.195210018739431,0.276018099547511,0.252941176470588,0.115384615384615,0.1,0.201126408737074,0.2,0.2592749500696,0.236104218362283,0.203846153846154,0.187350427350427,0.350947578067874,0.350947578067874,0.416739900808841,-0.331764507422402,-0.419373517428603,0.242136569047941,0.21635343651782,0.21635343651782,0.21635343651782,-0.483229534336786,-0.204570474328539,-0.354165077236437,0.394038631629315,0.377730939321622,0.356634758111562,0.332612411742847,0.356906197053581,0.332612411742847,0.303381642512077,0.303381642512077,0.255555555555556,0.255555555555556,0.388194258208699,-0.166666666666667,-0.05,0.2,-0.00573869864504187,-0.132051282051282,-0.119707849695062
"IKK",0.432727272727273,0.477753535353535,0.435353535353535,0.394444444444444,0.35,0.226412698412698,0.176816511167656,0.170857142857143,0.142857142857143,0.1,0.181940144478844,0.183807755775578,0.172916666666667,0.2557343550447,0.491732026143791,0.321042471042471,0.264285714285714,0.314285714285714,0.18,0.12,0.287413308341143,0.3,0.362914862914863,0.307359307359307,0.245454545454545,0.296008403361345,0.358817042606516,0.358817042606516,0.65558883218432,-0.323443223443223,-0.56327160734982,0.380598655453593,0.334119782214156,0.334119782214156,0.334119782214156,-0.661996020782009,-0.224505494505495,-0.36659977703456,0.435024984550837,0.408442706069825,0.376239316239316,0.331623931623932,0.376239316239316,0.331623931623932,0.277777777777778,0.277777777777778,0.2,0.2,0.403095238095238,-0.2,-0.1,0.1,0.138814024478451,-0.228148148148148,-0.193260473588342
