"","FOXC2","TGF","CDC42","TGFR","PAK1","MEK","ERK","cfos","SNAI1","EGR1","HEY1","Csl","TWIST1","SMAD","ILK","NOTCHic","NOTCH","NFB","AKT","FUS","IKK","SHH","SOSGRB2","SMO","Csn","Jagged","LIV1","RAF","PI3K","DELTA","RAS","DSH","AXIN2","STAT","Frizzled","Wnt","ZEB2","ZEB1","SRC","SNAI2","GLI","cMet","CD44","TCFLEF","KLF4","cateninmemb","Ecadherin","GSK3","miR200","cateninnuc","TrCP","Destcompl","SUFU","Patched","RKIP"
"FOXC2",-0.179039232820237,-0.213757575757576,-0.171090909090909,-0.193757575757576,-0.159090909090909,-0.168387452450521,-0.146737967914438,-0.129090909090909,-0.0112097211812203,-0.12,-0.0777234530175707,-0.229090909090909,-0.287002178649237,-0.060231884057971,-0.0573333333333333,-0.255406698564593,-0.279118038770779,-0.08,-0.12973544973545,-0.233333333333333,-0.103809523809524,-0.303494623655914,-0.24729845626072,-0.266666666666667,-0.1,-0.328094134750806,-0.233333333333333,-0.141666666666667,-0.141666666666667,-0.141666666666667,-0.146813725490196,-0.266666666666667,-0.386208964441586,-0.266666666666667,-0.296078431372549,-0.317008663930689,0.00292053663570692,0.00292053663570692,-0.296078431372549,0.30694529103932,-0.330801767378964,-0.317008663930689,-0.330052142191558,-0.338413346204936,-0.037037037037037,-0.471660507514166,-0.420084322645553,-0.204491494357053,-0.00336589336589337,0.342522935246032,0.1,0.21939656647766,0.2,0.291666666666667,0.0143063285920429
"Ecadherin",0.188421383849985,0.224064989862458,0.193757575757576,0.213757575757576,0.171090909090909,0.18289725637209,0.168387452450521,0.146737967914438,0.0143742781432456,0.129090909090909,0.0810791577155572,0.255406698564593,0.29351986952447,0.0658008913218935,0.060231884057971,0.279118038770779,0.290642202339552,0.103809523809524,0.14012506012506,0.266666666666667,0.12973544973545,0.311368639403945,0.260456350997563,0.291666666666667,0.08,0.334730290357214,0.266666666666667,0.146813725490196,0.146813725490196,0.146813725490196,0.151282999233213,0.296078431372549,0.398373912895194,0.296078431372549,0.317008663930689,0.330801767378964,0.00561026905149687,0.00561026905149687,0.317008663930689,-0.30857081783041,0.339468434045631,0.330052142191558,0.338413346204936,0.342522935246032,0.0256446319737459,0.473839994693653,0.318721128877296,0.203608492149547,-0.00613131333801725,-0.343830124788516,-0.1,-0.219769353057343,-0.233333333333333,-0.303494623655914,-0.0206733697905447
"cateninmemb",0.188421383849985,0.224064989862458,0.193757575757576,0.213757575757576,0.171090909090909,0.18289725637209,0.168387452450521,0.146737967914438,0.0143742781432456,0.129090909090909,0.0810791577155572,0.255406698564593,0.29351986952447,0.0658008913218935,0.060231884057971,0.279118038770779,0.290642202339552,0.103809523809524,0.14012506012506,0.266666666666667,0.12973544973545,0.311368639403945,0.260456350997563,0.291666666666667,0.08,0.334730290357214,0.266666666666667,0.146813725490196,0.146813725490196,0.146813725490196,0.151282999233213,0.296078431372549,0.398373912895194,0.296078431372549,0.317008663930689,0.330801767378964,0.00561026905149687,0.00561026905149687,0.317008663930689,-0.30857081783041,0.339468434045631,0.330052142191558,0.338413346204936,0.342522935246032,0.0256446319737459,0.376609925325757,0.31204364250245,0.203608492149547,-0.00613131333801725,-0.343830124788516,-0.1,-0.219769353057343,-0.233333333333333,-0.303494623655914,-0.0206733697905447
"SNAI2",-0.211923118207369,-0.256990466197627,-0.215126050420168,-0.236493571787689,-0.196078431372549,-0.188897721250662,-0.168627450980392,-0.150980392156863,-0.0109094546773205,-0.133333333333333,-0.0901145268233876,-0.276315789473684,-0.328212578068193,-0.0722651699671714,-0.0670020120724346,-0.302631578947368,-0.327306903622693,-0.133333333333333,-0.173466278908738,-0.26,-0.150574712643678,-0.350098574641124,-0.290770791075051,-0.301176470588235,-0.133333333333333,-0.382788927016339,-0.26,-0.185824926635011,-0.185824926635011,-0.185824926635011,-0.195413967730902,-0.305454545454545,-0.435815998253839,-0.305454545454545,-0.341168831168831,-0.367929394549113,0.00848688902873925,0.00848688902873925,-0.341168831168831,0.569467056331204,-0.38664597208922,-0.367929394549113,-0.386208964441586,-0.398373912895194,-0.0403846153846154,-0.534191226697024,-0.58246680265864,-0.25136337023168,-0.00978764308044709,0.405516770038051,0.1,0.26705911459557,0.2,0.331788715486194,0.0113846153846154
"TWIST1",0.0494520951666488,-0.0448574941148187,-0.0109508881922675,-0.0259508881922675,-0.000606060606060599,0.0796038116055876,0.0950266971777269,0.100289855072464,0.146949923641432,0.113333333333333,0.0994909045756503,-0.138518518518519,-0.259469325487632,0.105756611697206,0.108726908726909,-0.159031339031339,-0.182616244691716,0.0576923076923077,0.03598125038803,-0.133333333333333,0.0529304029304029,-0.202847605551432,-0.150304132683995,-0.161333333333333,0.05,-0.271951671687028,-0.266666666666667,-0.0936704743472612,-0.0936704743472612,-0.0936704743472612,-0.10462937845685,-0.309523809523809,-0.451694595726854,-0.309523809523809,-0.348412698412698,-0.378939014202172,0.218324464815693,0.218324464815693,-0.348412698412698,0.597928595734407,-0.402939014202172,-0.38032759202972,-0.404022371146185,-0.420408282325358,-0.232989368355222,-0.565754190693576,-0.627048745738485,-0.277172001040853,-0.233850050658561,0.431161588823346,-0.1,0.281133429891779,0.1,0.18462100456621,-0.169879937271242
"Wnt",0.0533603238866397,0.0220289855072464,0.0333333333333333,0.0133333333333333,0.1,0.0525490196078431,0.0466666666666667,0.0666666666666667,0.038871635610766,0.1,0.0656410256410257,0.05,-0.0608823529411765,0.0473464519976148,0.058974358974359,0.00714285714285715,0.00714285714285715,0.0666666666666667,0.0716666666666667,0,0.0466666666666667,-0.0147186147186147,-0.0787878787878788,0,0.1,-0.0842156862745098,0,-0.0804511278195489,-0.0804511278195489,-0.0804511278195489,-0.0940874914559125,0,-0.31030303030303,-0.1,-0.1,-0.25,0.277809660449546,0.277809660449546,-0.2,0.298965517241379,-0.286842105263158,-0.25,-0.286842105263158,-0.308270676691729,-0.250980392156863,-0.321228813559322,-0.358530028848676,-0.0466300940438871,-0.281717171717172,0.326151471393716,-0.1,-0.0646632108220863,0,-0.00909090909090909,-0.0783333333333333
"Frizzled",0.0580114866773373,0.0191718426501035,0.0133333333333333,0.0220289855072464,0.0333333333333333,0.0599564270152505,0.0525490196078431,0.0466666666666667,0.0293478260869565,0.0666666666666667,0.0507474086197491,0.00714285714285715,-0.0713585434173669,0.0426735548013531,0.0473464519976148,0.00714285714285715,-0.00658263305322129,0.0466666666666667,0.0716666666666667,0,0.0716666666666667,-0.0340734534282921,-0.0939393939393939,0.00909090909090909,0.0666666666666667,-0.101387403446227,-0.1,-0.0940874914559125,-0.0940874914559125,-0.0940874914559125,-0.107473318227566,-0.1,-0.340535588442565,-0.2,-0.25,-0.286842105263158,0.294641343617863,0.294641343617863,-0.25,0.314422930490591,-0.308270676691729,-0.286842105263158,-0.308270676691729,-0.326151471393716,-0.279551820728291,-0.342498654829163,-0.376012546331193,-0.0496603970741902,-0.300467171717172,0.341389566631811,-0.1,-0.0606844309812375,0,0.0147186147186147,-0.0783333333333333
"DSH",0.0480547767206274,0.00697672069888401,0.0220289855072464,0.0191718426501035,0.0133333333333333,0.0516857503235212,0.0599564270152505,0.0525490196078431,0.0232608695652174,0.0466666666666667,0.0437298647600999,0.00714285714285715,-0.0855429405804875,0.0445603472541833,0.0426735548013531,-0.00658263305322129,-0.0226665491371374,0.0716666666666667,0.0590229885057471,0.00909090909090909,0.0716666666666667,-0.0445029012810529,-0.0988174427198817,-0.0147186147186147,0.0466666666666667,-0.113790504221421,-0.2,-0.107473318227566,-0.107473318227566,-0.107473318227566,-0.116156791616922,-0.25,-0.362898457640877,-0.25,-0.286842105263158,-0.308270676691729,0.299365753066681,0.299365753066681,-0.286842105263158,0.326413617335759,-0.325917735515259,-0.308270676691729,-0.326151471393716,-0.341389566631811,-0.297998422670039,-0.358870857420447,-0.386460307525223,-0.0526766383734941,-0.307174488790342,0.352698560398508,-0.0666666666666667,-0.0561042783094818,0,0.0340734534282921,-0.0706410256410256
"SHH",0.125,0.186666666666667,0.166666666666667,0.166666666666667,0.2,0.12,0.1,0.1,0.166666666666667,0,0.0666666666666667,-0.1,0,0.0666666666666667,0.0666666666666667,-0.2,-0.166666666666667,0,-0.05,0.2,-0.1,0.0533333333333333,0.05,0.1,0,-0.0942857142857143,0,0.05,0.05,0.05,0.0269230769230769,0,-0.276190476190476,-0.1,0,0,0.3,0.3,-0.1,0.291264367816092,-0.05,-0.1,-0.15,-0.196666666666667,-0.25,-0.257491039426523,-0.236388888888889,-0.192307692307692,-0.3,0.23,0,0.185194805194805,-0.2,-0.133333333333333,-0.16
"Destcompl",0.247039329933515,0.248228082521575,0.237079521463758,0.246553205674284,0.226734693877551,0.249081225200752,0.242752111276701,0.229090909090909,0.22409050081852,0.22,0.0745884884346423,0.195064629847239,0.194709883585753,0.0657894736842105,0.0633333333333333,0.201586368977673,0.200985166572864,0.203105590062112,0.221105469135816,0.161685823754789,0.218420905377427,0.16229492912412,0.126590711808817,0.167400109469075,0.185714285714286,0.202133334065475,0.188888888888889,0.192892636952577,0.192892636952577,0.192892636952577,0.19116579236859,0.181746031746032,0.221863730544811,0.181746031746032,0.174896716677539,0.169946221628034,0.31126444503179,0.31126444503179,0.174896716677539,-0.146129610403652,0.164936945190186,0.169424079861618,0.164200199264603,0.158446774607069,-0.291793397655499,0.145799463933766,-0.0712143552724075,-0.157037110539775,-0.32312479586271,-0.15293938042043,-0.2,0.0345852705083813,-0.144444444444444,-0.164809435893945,-0.258073922657312
"PI3K",0.10945412311266,0.0641745576279292,0.0691176470588235,0.0731176470588235,0.075,0.0950314552050328,0.0868347338935574,0.080952380952381,0.0822785829307568,0.0666666666666667,0.0634715635825514,0.025,-0.0444987498444376,0.062128531412565,0.061328531412565,0.025,0.00564516129032258,0.166666666666667,0.193514328808446,0,0.196078431372549,-0.0258547008547009,-0.0430769230769231,0.0166666666666667,0.166666666666667,-0.107894736842105,-0.1,-0.039047619047619,-0.039047619047619,-0.039047619047619,-0.0500065231572081,-0.2,-0.358952380952381,-0.2,-0.255555555555556,-0.303381642512077,0.334824885989256,0.334824885989256,-0.255555555555556,0.344842610845145,-0.332612411742847,-0.303381642512077,-0.332612411742847,-0.355776253550756,-0.317982456140351,-0.375653114393613,-0.415392073865619,-0.145454545454545,-0.338375223211289,0.374951511282715,-0.2,-0.0694934789202305,0,0.00641025641025641,-0.10450872656755
"ILK",0.10945412311266,0.0641745576279292,0.0691176470588235,0.0731176470588235,0.075,0.0950314552050328,0.0868347338935574,0.080952380952381,0.0822785829307568,0.0666666666666667,0.0634715635825514,0.025,-0.0444987498444376,0.062128531412565,0.061328531412565,0.025,0.00564516129032258,0.166666666666667,0.193514328808446,0,0.196078431372549,-0.0258547008547009,-0.0430769230769231,0.0166666666666667,0.166666666666667,-0.107894736842105,-0.1,-0.039047619047619,-0.039047619047619,-0.039047619047619,-0.0500065231572081,-0.2,-0.358952380952381,-0.2,-0.255555555555556,-0.303381642512077,0.334824885989256,0.334824885989256,-0.255555555555556,0.344842610845145,-0.332612411742847,-0.303381642512077,-0.332612411742847,-0.355776253550756,-0.317982456140351,-0.375653114393613,-0.415392073865619,-0.145454545454545,-0.338375223211289,0.374951511282715,-0.2,-0.0694934789202305,0,0.00641025641025641,-0.10450872656755
"AKT",0.0996796870224341,0.0505793914647872,0.0731176470588235,0.0641745576279292,0.0691176470588235,0.0861706957113619,0.0950314552050328,0.0868347338935574,0.0815267032315087,0.080952380952381,0.0627196838833032,0.025,-0.05948345932456,0.063138632422666,0.062128531412565,0.00564516129032258,-0.0138670338316286,0.196078431372549,0.0803830156771333,0.0166666666666667,0.193514328808446,-0.0353283850652272,-0.0541880341880342,-0.00641025641025641,0.166666666666667,-0.121139769954688,-0.2,-0.0500065231572081,-0.0500065231572081,-0.0500065231572081,-0.0579583303861237,-0.255555555555556,-0.387472236548049,-0.255555555555556,-0.303381642512077,-0.332612411742847,0.343044064071448,0.343044064071448,-0.303381642512077,0.360219495267256,-0.355517439675807,-0.332612411742847,-0.355776253550756,-0.374951511282715,-0.337640575798471,-0.396142411029699,-0.429482982956528,-0.150696480938416,-0.347466132302198,0.388951511282715,-0.166666666666667,-0.0642825608060866,0,0.0258547008547009,-0.100160900480594
"AXIN2",0.301042330035304,0.305995863229391,0.28912037037037,0.297084972140282,0.285416666666667,0.288992818384516,0.275889370108654,0.263739837398374,0.278321323914655,0.246666666666667,0.078468050780424,0.23859649122807,0.250013591446992,0.067914653784219,0.065930526800092,0.245739348370927,0.252496105127684,0.23768115942029,0.265169082125604,0.173076923076923,0.250724637681159,0.205133909806041,0.174264382960035,0.192124542124542,0.233333333333333,0.245655607612129,0.233333333333333,0.266597195316919,0.266597195316919,0.266597195316919,0.268171998466525,0.24,0.59343031583891,0.24,0.237674418604651,0.232502004811548,0.344752625129247,0.344752625129247,0.237674418604651,-0.198151690013512,0.227470558270667,0.232502004811548,0.227139228786311,0.221863730544811,-0.317745688112144,0.194072060742195,-0.0485879983723834,-0.229650081167244,-0.356759825362833,-0.216286558041568,-0.2,0.208501476776075,-0.15,-0.202838827838828,-0.298260762534956
"SMO",0.121206896551724,0.167747747747748,0.186666666666667,0.186666666666667,0.166666666666667,0.14004662004662,0.143076923076923,0.12,0.154608294930876,0.1,0.0542124542124542,-0.166666666666667,-0.0420479302832244,0.0714285714285714,0.0666666666666667,-0.157575757575758,-0.182575757575758,-0.05,-0.0191428571428571,0.133333333333333,-0.00714285714285715,0.0241666666666667,0.0447368421052632,0.0533333333333333,-0.1,-0.141640211640212,-0.1,-0.00432692307692308,-0.00432692307692308,-0.00432692307692308,-0.0113036672629696,0,-0.35957605612778,-0.1,-0.05,-0.0875,0.345197740112994,0.345197740112994,-0.15,0.341931034482759,-0.120833333333333,-0.196666666666667,-0.23,-0.252330097087379,-0.338888888888889,-0.32175749034346,-0.29066467436519,-0.225040008535154,-0.352169981916817,0.269623330170085,0,0.210205453461267,-0.1,-0.0408333333333333,-0.168730158730159
"RAF",0.172516946654878,0.137338673787272,0.166666666666667,0.147619047619048,0.2,0.171320616287601,0.173448275862069,0.17,0.149762834694416,0.17,0.159581881533101,0.0666666666666667,0.0304367201426025,0.148804318814423,0.153754813863928,0.0393939393939394,0.0201631701631702,0.0857142857142857,0.0948051948051948,0.1,0.0857142857142857,0.0779672131147541,-0.063047619047619,0.1,0.1,-0.00150578058048346,0,-0.143831168831169,-0.143831168831169,-0.143831168831169,-0.15494227994228,-0.1,-0.337271448663854,-0.1,-0.2,-0.26,0.346907699665232,0.346907699665232,-0.2,0.585068485166404,-0.31,-0.268421052631579,-0.318421052631579,-0.351288185498712,-0.322907699665232,-0.463489539960128,-0.502606995890895,-0.139952718676123,-0.357901905027837,0.375461213488534,-0.1,-0.0207643336080077,-0.1,-0.096,-0.185854341736695
"FUS",0.109364791288566,0.151790300939237,0.186666666666667,0.167747747747748,0.186666666666667,0.125104091310988,0.14004662004662,0.143076923076923,0.160268672289366,0.12,0.0614588310240484,-0.157575757575758,-0.0540898150999783,0.0733640552995392,0.0714285714285714,-0.182575757575758,-0.207575757575758,-0.00714285714285715,-0.0383736263736264,0.0533333333333333,-0.0191428571428571,0.0150757575757576,0.0255060728744939,0.0408333333333333,-0.05,-0.153688404411296,-0.1,-0.0113036672629696,-0.0113036672629696,-0.0113036672629696,-0.0143604358219216,-0.05,-0.387526366686786,-0.15,-0.0875,-0.120833333333333,0.351946206370663,0.351946206370663,-0.196666666666667,0.355396025506098,-0.143910256410256,-0.23,-0.252330097087379,-0.269623330170085,-0.350364298724954,-0.340565684011989,-0.302719468885738,-0.232063419906392,-0.358110575976223,0.281851591039651,0.1,0.214147059300684,-0.133333333333333,-0.0241666666666667,-0.16976108656521
"IKK",0.238614718614719,0.178828282828283,0.205555555555556,0.182828282828283,0.25,0.100063492063492,0.102285714285714,0.114285714285714,0.157845631891433,0.1,0.164293085655315,0.0545454545454545,-0.0361764705882353,0.15348597359736,0.160416666666667,0.0116883116883117,0.000577200577200576,0.285714285714286,0.187966537966538,0.08,0.169047619047619,0.0287100893997446,0.0350840336134454,0.06,0.3,-0.133473914401749,-0.1,0.00181488203266789,0.00181488203266789,0.00181488203266789,-0.0164949771222617,-0.2,-0.403095238095238,-0.2,-0.277777777777778,-0.331623931623932,0.356817042606516,0.356817042606516,-0.277777777777778,0.592969677977736,-0.376239316239316,-0.331623931623932,-0.376239316239316,-0.407312762567,-0.328571428571429,-0.540278678490969,-0.600695415702866,-0.169358974358974,-0.365061315496098,0.431363395478392,-0.2,0.0697757521551517,-0.1,-0.0562962962962963,-0.186703096539162
"MEK",0.171616045753977,0.127119695685082,0.147619047619048,0.137338673787272,0.166666666666667,0.0696539496209342,0.171320616287601,0.173448275862069,0.147198732130314,0.17,0.152309154260374,0.0393939393939394,0.0176162073220897,0.146221292984165,0.148804318814423,0.0201631701631702,0.000455140966089879,0.0857142857142857,0.0936287242169595,0.1,0.0948051948051948,0.0577057752062574,-0.0874920634920635,0.096,0.0857142857142857,-0.0228172559903195,-0.1,-0.15494227994228,-0.15494227994228,-0.15494227994228,-0.167323232323232,-0.2,-0.379613791006196,-0.2,-0.26,-0.31,0.3651616679192,0.3651616679192,-0.268421052631579,0.605019823365918,-0.342867132867133,-0.318421052631579,-0.351288185498712,-0.375461213488534,-0.348397895743663,-0.490074905813787,-0.5233720232133,-0.148552227275631,-0.376787353944246,0.394048574083329,-0.1,-0.0149065930222336,-0.1,-0.0779672131147541,-0.195064868052484
